"","SAMD_1","SAMP_1","SAMD_2","SAMP_2","SAMD_3","SAMP_3","SAMD_4","SAMP_4"
"A1CF",0.033796131198564,0.972980261029015,0.0940484525829942,0.925517204185093,0.141364180889894,0.888116708014238,-0.358053409624546,0.724073994175386
"AAAS",-2.24163499503822,0.024793441915651,4.07742502985223,9.70769064825801e-05,-4.68508206659471,6.47179376550534e-06,2.23497711770228,0.0281415165570057
"AACS",-3.04390878328581,0.00245820299859778,1.27890199235072,0.206051127170748,-2.18927069419838,0.030249164059972,3.84044453289832,0.000282601661093733
"AADAC",-2.63986670721687,0.00845647718692698,-2.51336416748746,0.013375040448711,3.30465306637355,0.00120375364038399,1.42240018185656,0.160470283680293
"AAK1",-1.32767239045311,0.18251968503937,-1.77766798011289,0.0791457232229533,2.0630534755432,0.040958904109589,0.735978496838178,0.467339014130083
"AAMDC",-1.10356537403424,0.267734872182073,-0.473558870433609,0.638412253262863,-0.317983119245936,0.751781900550103,1.84816679245012,0.0685945421205911
"AAMP",-3.95101690405716,0.000124042713838852,2.34347480106708,0.0209189947147018,-1.94233928753994,0.0539952540179053,3.78833652516951,0.000325746952863769
"AARS",-1.82629137797439,0.0668309783194909,1.51890585890167,0.133526048969906,0.970608316072096,0.334436414626254,-0.510466106531847,0.614181857404811
"AASDHPPT",-2.91385040150566,0.00376334807464135,3.53902328303718,0.000611584510840255,-0.723607475106782,0.472552044008198,0.225988904099151,0.823745011325639
"AASS",4.52061015434433,1.29435875310107e-05,4.64823127136708,1.40222198252616e-05,-5.56052990610582,1.07863229425089e-06,-4.51753070816466,2.37299104735196e-05
"AATF",-2.83629714201956,0.00479128465106245,3.68514835828036,0.000396936684284327,-1.76240853704886,0.0798921367705749,0.154224967950991,0.879463919749757
"AATK",-0.947794583242976,0.341394671556466,1.11214439223994,0.271280336533276,-4.17597185929133,5.28529824182936e-05,2.98880837378599,0.00379678567576313
"ABAT",-2.8175395598472,0.0050868298996872,3.66719261418298,0.00041203753640384,-0.0515770693906214,0.958781145507496,-1.15689490504823,0.253370725919534
"ABCA1",5.08080574199084,0,-6.26657911659327,0,4.18173031913375,4.96170855355409e-05,-3.53254787638973,0.000742099018444612
"ABCA12",-0.822073162039847,0.409082083917592,-0.108949385136988,0.91393053608025,-1.4182417689518,0.158706719879193,2.15145136348463,0.034531334268148
"ABCA2",1.82274189587347,0.0673724517312048,-1.26818470368409,0.209967641031172,-2.70617179269416,0.00779959011972818,1.85001301661149,0.0683065472980261
"ABCA3",-1.51238262283785,0.128897637795276,1.5101291549638,0.135731852011649,-1.49869429374259,0.136580735627225,1.33041363289386,0.189183475353252
