"","SAMD_1","SAMP_1","SAMD_2","SAMP_2","SAMD_3","SAMP_3"
"A1CF",-0.324999875545202,0.744688814583109,0.283373174536648,0.780001078632294,0.0493970692758005,0.960922230611585
"AAAS",-4.35330980966924,1.29435875310107e-05,4.73589190864422,3.45162334160285e-05,-0.245284947297948,0.807345485923849
"AACS",-4.62372417057732,5.39316147125445e-06,1.62912872261126,0.108053068708877,2.87199692015618,0.00426922662064502
"AADAC",-1.24722795973655,0.213421421637364,-2.79518869606135,0.00667673390141301,3.55209451310294,0.000377521302987811
"AAK1",-0.955289891066861,0.340074425628303,-1.83061583031538,0.0714852766691835,2.34267576113666,0.019655916298134
"AAMDC",-2.3437536676272,0.019995685470823,-1.10420929734485,0.275042605975623,3.1796596449801,0.00158451084025456
"AAMP",-6.87558291252708,0,2.46686328890704,0.0158839391651386,4.42646232364082,1.51008521195125e-05
"AARS",-2.24545521092576,0.0258763887390788,0.873280428484035,0.388506094272463,1.38877209081427,0.166956099665624
"AASDHPPT",-3.52606774031356,0.000526372559594434,3.86901879695391,0.000332218746629274,0.085516684895616,0.932341710710819
"AASS",2.24524695834463,0.0258925682234926,4.50038645062877,6.79538345378061e-05,-6.86594009263493,0
"AATF",-3.20676623279212,0.00159206126631431,3.81532826342918,0.000379678567576313,-0.758133667971656,0.450896343436522
"AATK",-2.03610555571435,0.0430029123071945,1.32337798167374,0.191052745119189,0.803067316250919,0.424653219717398
"ABAT",-2.12390093551682,0.0349703376119081,3.07320958575862,0.00305252939273002,-0.939784996851805,0.350218962355733
"ABCA1",6.50402025476839,0,-6.41003863719018,0,-0.74047298496895,0.461516557005717
"ABCA12",-1.58340838854151,0.114719016287348,0.119268487737826,0.906514939057275,1.37822986525599,0.170130514507604
"ABCA2",1.43442610504655,0.15283680293388,0.413927817341087,0.682891813180887,-1.75489339168197,0.0804681264157049
"ABCA3",-2.3330735848454,0.0205813828066012,2.06321668994063,0.0425175277747816,0.360489146487608,0.720300938410096
"ABCA4",-4.28159873093127,1.9415381296516e-05,2.33062002738993,0.0223622047244094,1.70346488623411,0.0897799590119728
"ABCA5",-0.280641044970165,0.77832272678244,0.494994516559904,0.625326286269011,-0.172739578909143,0.863763348074641
"ABCA6",5.34305638750629,0,-2.16815771554843,0.0332100097076906,-3.80205744340635,0.00015748031496063
"ABCA8",4.30489178111767,1.72581167080142e-05,0.00836029384551481,0.993396613094596,-4.78859608228349,2.15726458850178e-06
"ABCB1",3.37642500811058,0.00084888361557545,-2.66116704546184,0.00960414194800992,-1.18837281692057,0.237345485923849
