"","SAMD_1","SAMP_1","SAMD_2","SAMP_2","SAMD_3","SAMP_3"
"A1CF",-3.05991839079536,0.00241937223600475,-1.36603574615614,0.177957070434689,4.00068567791231,7.8740157480315e-05
"AAAS",-5.38874259012332,1.07863229425089e-06,3.18430266997539,0.00256390896343437,2.21042323554449,0.0282655592708446
"AACS",-2.83506939704927,0.00484090173659799,1.11551633790423,0.270839175924927,1.76975546852921,0.0790702189623557
"AADAC",0.219508203594645,0.826626038183583,-3.99718629433239,0.000210333297378924,2.64163608427984,0.00884802070974005
"AAK1",0.96290114134334,0.3346154675871,-4.18222325489448,0.000122964081544601,2.15143463593813,0.0325811670801424
"AAMDC",-0.887328716786376,0.37384424549671,-0.943854171597469,0.351736597993744,1.51355546092112,0.132897206342358
"AAMP",-4.7759703359567,1.07863229425089e-05,2.00004583979718,0.0508780066875202,2.83116536498113,0.00501348290367814
"AARS",-2.28374510278646,0.0223071944774027,1.59586307682676,0.116349908316255,0.902371000619177,0.370812210117571
"AASDHPPT",-3.01081306479077,0.00282493797864308,3.65867657107515,0.000607269981663251,-0.168691960974873,0.867177219285945
"AASS",0.631519412691275,0.526608780066875,3.8875031859845,0.000300938410095998,-4.90876739697459,3.23589688275267e-06
"AATF",-3.9536549381004,9.49196418940783e-05,5.17149520839813,4.31452917700356e-06,-1.17425544543713,0.243724517312048
"AATK",-2.32892011112662,0.0198349692589796,-0.392782856299371,0.69880487541797,2.63661169607222,0.00898284974652141
"ABAT",-1.73382419617605,0.0820623449466077,4.29263959815995,8.19760543630676e-05,-1.67279681445475,0.0968708877143782
"ABCA1",8.88209969910665,0,-6.8617241548185,0,-2.4199407902715,0.0164901305145076
"ABCA12",-1.01474695172017,0.309155430913602,-0.270847333818051,0.789406752238162,1.19180306236368,0.236651925358645
"ABCA2",-2.38240979438596,0.0172052637255959,3.20485106764352,0.00243878761730126,-0.304759380085857,0.76202243555172
"ABCA3",-4.10844100898387,5.82461438895481e-05,2.23683115405231,0.0298543846402761,2.12022015376464,0.0352195016718801
"ABCA4",-1.97654854514129,0.0477650738863122,1.09988506331134,0.277625930320354,0.988516006726282,0.326827742422608
"ABCA5",1.90640103921569,0.0561460468126416,-0.702146601669507,0.488255851580196,-1.08809194008425,0.280057167511595
"ABCA6",6.64912094833643,0,-2.09548437374348,0.0412199331247978,-6.09581484741638,0
"ABCA8",6.67734255501317,0,-1.72848187994447,0.089750835940028,-5.37270201855783,3.23589688275267e-06
"ABCB1",2.12595691264444,0.0333890626685363,-3.8989818111553,0.00029123071944774,0.497528598209994,0.621828281738755
"ABCB4",3.98862937959195,8.73692158343221e-05,-0.542598312294064,0.592630784165678,-3.68167332493635,0.000289073454859238
"ABCB7",-2.41039155753227,0.0159605220580304,-1.71350180841588,0.0923977995901197,3.92569758883017,0.000113256390896343
"ABCB9",-3.08561158793174,0.0022381620105706,-0.137844851646326,0.891472333081652,3.32559400069938,0.00106784597130838
"ABCC1",3.08222127433751,0.00226512781792687,3.27028205563886,0.00200625606730666,-5.7422284594752,1.07863229425089e-06
"ABCC10",2.99155177113511,0.00301585589472549,0.164590103860274,0.870744256283033,-2.96948132718031,0.00334052421529501
"ABCC2",-2.89792920849539,0.00399309675331679,-0.494485410255287,0.625815985330601,2.97421830010315,0.00329845755581922
"ABCC3",4.40735424926197,2.69658073562722e-05,-5.46072013206697,0,-0.615672902731712,0.541492827095243
"ABCC4",-0.662163230538102,0.506753316794305,-2.74040905743559,0.00854923956423255,2.76641606248856,0.00609966562398878
"ABCC5",0.712272995729173,0.475019954697444,2.96630434036707,0.00466616330492935,-3.45634737074596,0.000674145183906806
"ABCC6",0.258411823053388,0.796135260489699,1.49947557907426,0.139772408585913,-1.9972002797062,0.0471847697120052
"ABCC8",-2.50937226713919,0.0121907021896236,-0.110272561180962,0.912891813180887,2.17757988837418,0.0305598101607162
"ABCC9",4.16915279518306,4.96170855355409e-05,-1.21107697099514,0.232152950059325,-2.95291637345363,0.00349045410419588
"ABCD3",-0.74528104557458,0.454873260705425,-0.600329904372716,0.553642541257685,1.15325569354198,0.252428001294359
"ABCE1",-1.58031621150164,0.112941430266422,-0.0764734270081754,0.939417538561105,1.57488523153873,0.117751051666487
"ABCF1",-0.992835624633527,0.319616006903247,1.89749781117936,0.0635886096429727,-1.03941877065073,0.302234926113688
"ABCF2",-1.50954680055149,0.129881350447632,0.760004361151867,0.453297378923525,0.711892775133428,0.479814475245389
"ABCG2",-3.67074932261476,0.000295545248624744,1.17865780661146,0.244689893215403,2.28896318990358,0.0232294250889872
"ABCG4",-4.56108852450371,1.51008521195125e-05,0.0809695804238929,0.935861287886959,4.14679976502475,4.42239240642865e-05
"ABHD10",-1.64515858417294,0.0989116600151008,1.02228202069669,0.312761298673282,0.637553131811106,0.526961492827095
"ABHD11",-1.06768511105703,0.28425520440082,-3.34495487633662,0.00159529716319707,3.7598840122817,0.000213569194261676
"ABHD14A",-1.18771700121014,0.233668428432747,-0.324971042480393,0.748468342142164,1.49447919439481,0.137837342250027
"ABHD17B",-0.137347209300726,0.89111638442455,3.52286809433713,0.000916837450113256,-3.19844016068184,0.00160931938302233
"ABHD2",7.81951223143282,0,-2.9290680295049,0.00520440081976054,-4.32616571378362,2.69658073562722e-05
"ABHD3",4.05916860964891,6.57965699493043e-05,-3.95754461535452,0.000231905943263941,0.129787137344992,0.897669075612124
"ABHD4",1.81805946528703,0.068473735303635,-0.56309341811166,0.578567576313235,-1.23218519223698,0.221114227159961
"ABHD5",1.79355815846252,0.0722985654190487,-3.3192824540217,0.00172257577391867,0.795837309762084,0.429618164167835
"ABHD6",3.07421703034406,0.00232337396181642,-1.25213061034861,0.217004638118865,-1.4888178082951,0.139334483874447
"ABHD8",-3.33542510690854,0.000992341710710819,2.32260570771363,0.0243576744687736,1.2574756303583,0.211739833890627
"ABI1",3.62235535014939,0.000346240966454536,-4.6921226567281,2.04940135907669e-05,0.219019192566935,0.828101607162118
"ABI2",-2.05653794831684,0.0395178513644698,6.71834031738836,0,-2.83201386524604,0.00500377521302988
"ABI3BP",2.43556297818381,0.0149293495847266,-1.76201810220933,0.0840383993096753,-0.778598365226717,0.439666702621076
"ABL1",4.72129834750181,1.07863229425089e-05,5.15963395353854,4.31452917700356e-06,-9.13866050708957,0
"ABL2",3.50741324527593,0.000535001617948441,4.00803061543643,0.000197389709847913,-6.9612348741968,0
"ABLIM3",3.51361443597533,0.000515586236651925,-5.17827014142286,4.31452917700356e-06,0.159418748950172,0.874552906914033
"ABR",7.71525315017592,0,-1.64125392091671,0.106517096321864,-5.46369404212188,2.15726458850178e-06
"ABT1",-2.99430475093955,0.00298565419048646,3.86727492687535,0.000317117894509762,-0.636154573877019,0.527867543954266
"ABTB2",-2.11682769589506,0.0341236112609212,4.27631346247644,8.30546866573185e-05,-1.85608274536808,0.0653273649013051
"ACAA1",1.01114843417444,0.310845647718693,-3.69142983800041,0.000542552044008198,2.4756560042471,0.0141117463056844
"ACAA2",0.943360068495975,0.344269226620645,3.15808940268413,0.00276453457016503,-3.27112706090618,0.0012695502103333
"ACACA",0.0152292239181617,0.988045518282817,2.88764185620166,0.00580519900765829,-2.00832161771741,0.0460349476863337
"ACAD10",-4.50974912768397,1.9415381296516e-05,2.07845796942334,0.0427591414086938,2.83324245671212,0.00499083162549887
"ACAD8",-2.97838048857506,0.00312911228562183,1.71062056039664,0.0929133858267717,1.46274778203162,0.146333728831841
"ACADL",2.06909503130095,0.0383248840470284,0.903927115596978,0.372511055981016,-3.42215508681229,0.000766907561212383
"ACADM",-3.64075108033478,0.000325746952863769,0.731638014121782,0.470275051235034,2.70345875785564,0.00737245173120483
"ACADS",-2.81038065901006,0.00518067090928702,-1.65112296030549,0.104464459065904,4.16096975137836,4.20666594757847e-05
"ACADSB",-1.47886024938754,0.138011002049401,0.0580580403773815,0.953948872829253,1.41442619884747,0.159858699169453
"ACADVL",0.864131704929662,0.386372559594434,-0.200473012521829,0.842917700355949,-0.633783116717178,0.529473627440406
"ACAN",2.16227890522378,0.0305047999137094,-2.39572512070618,0.0204433178729371,-0.250164713598167,0.804109589041096
"ACAP1",-2.71168197976886,0.00686118002372991,-0.516458507558217,0.610570596483659,2.96552566451876,0.00338366950706504
"ACAP2",-0.111726702540359,0.911305145076044,1.55502893081096,0.125809513536835,-1.17569780292712,0.24313881997627
"ACAT1",-2.09924781338199,0.0356358537374609,-2.21180771106653,0.0315952971631971,4.00118948413363,7.8740157480315e-05
"ACAT2",0.964283642648163,0.33394563693237,-0.0907712270713592,0.928155538776831,-0.850244597202398,0.398831841225326
"ACBD3",1.31194790887773,0.188631215618596,-1.54617701192398,0.127971092654514,0.227577409005698,0.821506849315068
"ACBD4",-3.48052412307027,0.000586775968072484,-0.342434558982474,0.735625067414518,3.56343191298442,0.000455182828173875
"ACD",-0.822538769476538,0.40958904109589,2.08981327618633,0.0417279689353899,-0.992582973293502,0.324790206018768
"ACE",-0.135386035906685,0.892651278179269,-1.92534659445506,0.0598942940351634,1.82356009287259,0.0702178837234387
"ACE2",-2.45816740503402,0.0140481070003236,-2.6516688508372,0.0107744579872721,4.09165100846128,5.28529824182936e-05
"ACHE",-2.30234260832359,0.021246898932154,-1.10090579403383,0.27717074749218,3.02792296844923,0.00280660122964082
"ACKR2",1.52355768084738,0.126359616006903,-4.39019827395226,5.93247761837989e-05,1.12480246408265,0.26442023514184
"ACKR3",5.49502852914004,1.07863229425089e-06,3.3722426775778,0.00146693992018121,-8.00191761192993,0
"ACKR4",6.87183176597883,0,-6.74898148202381,0,-5.36763783571494,3.23589688275267e-06
"ACO2",-0.329390916434169,0.742036457771546,-4.11497601797234,0.000149929888900874,4.46151779469129,2.15726458850178e-05
"ACOT11",-2.43305595637564,0.0150156401682666,-0.505656551670722,0.618090820839176,2.63475857917415,0.0090270736705857
"ACOT13",0.279973049029492,0.779696904325315,1.14496401106154,0.258425196850394,-1.31709788647242,0.190642864847374
"ACOT7",0.2127430491337,0.831871427030525,0.949561373014912,0.348835077122209,-0.993958430913932,0.324112824937979
"ACOT8",-1.6856927361323,0.0908003451623342,2.97485114852458,0.00456369323697552,-0.950165744516328,0.345841872505663
"ACOT9",6.23798664401085,0,-5.8187966934844,0,-1.32525351127022,0.187877251644914
"ACOX1",3.93783819908604,9.92341710710819e-05,-1.65591650016136,0.103508790853198,-2.36576631024642,0.0190076582892892
"ACOX2",-1.65355237951826,0.0971739833890627,-1.68030145623203,0.0985977780174738,2.69177741422854,0.00763132348182505
"ACOX3",3.53326377579164,0.000474598209470392,-0.229241999528626,0.820824075072808,-3.36379475744258,0.000942724625175278
"ACOXL",-3.06659024758437,0.00237514831194046,-0.332395891255969,0.742953295221659,3.14978878026987,0.00188976377952756
"ACP1",-1.96210767101865,0.0494563693236976,4.44739782530463,4.74598209470392e-05,-1.98121908053317,0.0489752993204617
"ACP2",3.50737175029784,0.000535001617948441,-2.35185853594996,0.0227494337180455,-1.31497054338331,0.19141085104088
"ACP5",4.25440322069003,4.20666594757847e-05,-9.6911154204226,0,1.24998706348506,0.214516233416028
"ACP6",-2.88853616974482,0.00409772408585913,0.618400328656563,0.541835832164815,2.42155439170027,0.0164124689893215
"ACPP",-1.87331954368003,0.0605565742638335,-3.13360340661893,0.00295868838313019,3.92929693105369,0.000112177758602093
"ACR",-1.55628754899091,0.118462948980692,0.0995716136119659,0.921263078416568,1.51200269096253,0.133300614820408
"ACRV1",-4.5956758009606,1.40222198252616e-05,0.591959051314485,0.559248193290907,3.78416804271602,0.00019415381296516
"ACSBG1",-3.92602943012582,0.000102470067953835,1.94546006070985,0.057261352604897,1.18282397504111,0.240311724733038
"ACSF2",0.392741402441003,0.694268147988351,0.169850711852367,0.866770574911013,-0.507828043578143,0.61459281630892
"ACSL3",1.64844277742645,0.0982590874770791,-0.741393902364086,0.464411606083486,-0.873177688204876,0.386224786970122
"ACSL4",5.87359104477674,0,-2.51066459864816,0.0153165785783626,-3.02387980831102,0.00284111746305684
"ACSL5",2.2589699998429,0.0238172796893539,-10.1854458955216,0,5.88293617697138,1.07863229425089e-06
"ACSL6",-2.088913036704,0.0365419048646316,1.25463025479266,0.216121238269874,0.722271508411256,0.473389062668536
"ACSM1",-3.40984017466656,0.000765828928918132,0.383318400649261,0.705725380217884,3.09483134362574,0.00226836371480962
"ACSM3",-5.09675141717076,1.07863229425089e-06,3.41308578816025,0.00130514507604358,1.92330956137942,0.0560166109373315
"ACSM5",3.19198863031242,0.00159529716319707,-4.48328987187589,3.8830762593032e-05,-0.192397191498922,0.848684068601014
"ACSS3",1.00050941886591,0.315929241721497,-1.32473520755579,0.191443210009708,0.0517918095381926,0.959202890734549
"ACTA2",16.2019058919333,0,-5.22221374649891,4.31452917700356e-06,-8.096279980235,0
"ACTB",9.99061055113209,0,-4.37983022324437,6.14820407723007e-05,-5.01925333786758,3.23589688275267e-06
"ACTC1",0.586758148987646,0.556635745874231,2.72448072112699,0.00893215402869162,-3.65518310046062,0.000320353791392514
"ACTG2",13.0276418049586,0,-5.40069242826153,1.07863229425089e-06,-8.401893105037,0
"ACTL7A",-2.1455149505317,0.0318174954158127,-0.831304965674724,0.411854168913817,2.54463042661798,0.0115952971631971
"ACTL8",-3.19034380008398,0.00160176895696257,2.18282457286089,0.0338108078955884,0.736379424854833,0.464813935929242
"ACTN1",10.5704181855307,0,-4.98064620346309,5.39316147125445e-06,-4.95549640740153,3.23589688275267e-06
"ACTN2",-1.44068274564793,0.148631215618596,1.81375879342981,0.0756714486031712,-1.3342808184706,0.184932585481609
"ACTN4",1.92679395221554,0.0535745874231474,-0.994253783808972,0.326444827958149,-1.08021401059965,0.283563801100205
"ACTR10",1.19404552083141,0.231270628842628,2.36836447104009,0.0218627979721713,-2.77638815784943,0.00592384856002589
"ACTR1A",5.32276911416404,1.07863229425089e-06,-0.597098193536801,0.555824614388955,-4.41534122807012,2.37299104735196e-05
"ACTR1B",-3.01214915696401,0.00280767986193507,0.257830483963349,0.799166217236544,2.77014089462467,0.00603818358321648
"ACTR3",6.65993347404827,0,-4.51272844029794,3.12803365332758e-05,-2.35194906883735,0.0196807248409017
"ACTR5",-3.02323608641681,0.00272246791068925,4.63996736017516,2.37299104735196e-05,-1.30158981898472,0.195914140869378
"ACTR8",-1.22175084607734,0.220642864847374,0.587620948239408,0.562140006471794,0.663358500847672,0.51032466832057
