"","SAMD_1","SAMP_1","SAMD_2","SAMP_2","SAMD_3","SAMP_3"
"A1CF",-2.05749450922358,0.00119404594973574,-1.5642510079075,0.0379247114658613,2.03294095487844,0.000117570920073347
"AAAS",0.113948164477101,0.833215402869162,1.82811013408181,0.0182472225218423,-0.9831937700548,0.0293841009599827
"AACS",-0.388626684798215,0.477190162873476,-1.63831551557692,0.030872613526049,0.882054425099214,0.0473098910581383
"AADAC",0.307752794149927,0.57184230395858,-0.939953829603526,0.193006148204077,0.0265372644895671,0.948894401898393
"AAK1",2.25534453337784,0.000506957178297918,-0.226438603479045,0.751974975730773,-1.70103012239058,0.000746413547621616
"AAMDC",-0.961919730932365,0.0910020494013591,0.0896578278765581,0.900503721281415,0.662961320052607,0.123302772084996
"AAMP",-1.02857905757665,0.0722403192751591,-2.18853840160125,0.00651062452809837,1.59654586782983,0.00129975191457232
"AARS",1.57083948282763,0.00900765828928918,1.49248511727473,0.0461730126199978,-2.07452709202448,9.06051127170747e-05
"AASDHPPT",0.88532434172141,0.117360586775968,-0.248252833694672,0.729119836047891,-0.613079424676603,0.151744148419804
"AASS",-0.218806895987669,0.686409233092439,1.92441142113506,0.0138647395103009,-0.936722222102009,0.0368050911444289
"AATF",1.25536920247465,0.0313547621615791,1.71482897600985,0.0249875957286161,-2.00765033327775,0.000131593139898609
"AATK",-1.91268853665259,0.00222845431992234,-0.920972912219082,0.202038615036134,1.94469866257001,0.00019415381296516
"ABAT",-0.982591733165327,0.0847804983281199,-1.15671361001991,0.112944666163305,1.2393230488181,0.00840793873368569
"ABCA1",2.58171043621623,9.59982741883292e-05,-0.455528178410499,0.525128896559163,-1.74480922333417,0.000578146909718477
"ABCA12",-1.60994746807787,0.00762053715888254,-0.406812092585515,0.570224355517204,1.32065268165299,0.00559702297486787
"ABCA2",-0.870804300254695,0.122978103764427,0.751587406646539,0.295977780174738,0.380090473350313,0.36398878222414
"ABCA3",-0.410881340435942,0.452745119188869,-1.6957510434913,0.0263013698630137,1.04290594225267,0.0221011757092007
"ABCA4",-1.8079098237547,0.00341279257900982,0.292355704123569,0.683193830223277,1.08619356917707,0.0180412037536404
"ABCA5",-0.0825567883664621,0.878809189947147,1.17200129808045,0.108734764318844,-0.474619081616153,0.260231905943264
