"","SAMD_1","SAMP_1","SAMD_2","SAMP_2","SAMD_3","SAMP_3"
"A1CF",-4.05968778370937,7.55042605975623e-05,-1.5085008878248,0.132627548268795,12.1658416371374,0
"AAAS",-4.73512948840213,4.31452917700356e-06,-0.281708025342095,0.779597670154244,4.75513674444976,0.000114335023190594
"AACS",2.65681182912978,0.00767123287671233,1.15141639061525,0.251871427030525,-5.9713448288035,3.23589688275267e-06
"AADAC",3.18806165264099,0.00153705101930752,-3.78233831465881,0.000173659799374393,0.821411158851449,0.434503289828497
"AAK1",-8.64623825804829,0,4.59328179167847,3.23589688275267e-06,1.58747098731967,0.135217344407292
"AAMDC",-0.223159753381882,0.819817711142272,0.510871181726982,0.611718261244742,-0.365718217619692,0.727377844892676
"AAMP",-0.124285439666373,0.899342034300507,2.48386692317712,0.0131614712544494,-3.1848347552741,0.00520116492287779
"AARS",0.635484414497067,0.517063962895049,2.87171591052451,0.00411174630568439,-4.4780973343858,0.000225434149498436
"AASDHPPT",8.64603912467538,0,-0.775876618811039,0.44022327688491,-10.9186261404112,0
"AASS",-1.87133602938736,0.0574166756552691,-1.04250712106917,0.299411066767339,4.35563041669716,0.00031496062992126
"AATF",-5.27265452691587,2.15726458850178e-06,5.67622609611879,0,-1.08549567124563,0.303144213137741
"AATK",-7.7529240747294,0,0.951098480684091,0.343642541257685,7.22889544075967,0
"ABAT",-0.963676997762452,0.325323050372128,-2.86071892580083,0.00427246251752777,5.64654644546049,9.70769064825801e-06
"ABCA1",-1.5563030214667,0.113321108833998,3.23955586128862,0.001212382698738,-2.59507612584089,0.0188685147233308
"ABCA12",-1.66265388100676,0.0910085211951246,-2.8021173007949,0.00514939057275375,4.55377160134401,0.000184446122316902
"ABCA2",-3.68614010612124,0.00029123071944774,1.54462964462764,0.123612339553446,1.27849235222621,0.226181641678352
"ABCA3",-5.13444347445748,2.15726458850178e-06,1.93584994722396,0.0535551720418509,3.513859385465,0.00243663035271276
"ABCA4",-3.75594096309434,0.000226512781792687,-0.957807163418214,0.340330061482041,6.60621883643423,0
"ABCA5",1.25558358440991,0.200739941753856,-0.768638019866773,0.444489267608672,-0.885988652172446,0.399582569302125
"ABCA6",-3.52027870471994,0.000516664868946176,-0.508420985661498,0.613512026750081,3.54871499417029,0.00225002696580736
"ABCA8",-0.145773265188542,0.882011649228778,1.28449968110053,0.200701110991263,-2.20145078086404,0.0424182936037105
"ABCB1",-6.34064375612002,0,-1.70861897859511,0.0884543199223385,7.84097830328931,0
"ABCB4",-1.66943769434278,0.0896235573293064,-4.06767803970095,4.31452917700356e-05,7.72383049300479,0
"ABCB7",4.03929222717326,8.30546866573185e-05,0.153352299804786,0.87905619674253,-6.74301456813365,0
"ABCB9",-3.80591647764633,0.000186603386905404,-0.45677080766962,0.649880271815338,3.24436637770222,0.00451084025455722
"ABCC1",-3.02580151915739,0.00255851580196311,3.41577073029327,0.00064286484737353,-0.901039135955353,0.391679430482149
"ABCC10",-5.54648325750222,2.15726458850178e-06,3.25223771685591,0.00116923740696796,2.65788196387125,0.0165127817926869
"ABCC2",-2.86010459305315,0.00420558731528422,-3.18906497588891,0.0014518390680617,9.41575885333011,0
"ABCC3",-4.37347754763514,3.12803365332758e-05,1.21101872701926,0.227999137094165,3.72544969575032,0.00147017581706396
"ABCC4",5.13454098708498,2.15726458850178e-06,-2.82202281808232,0.00480746413547622,-4.98830014027341,5.93247761837989e-05
"ABCC5",-7.22140568623466,0,3.88420843361039,0.000104627332542336,3.33575864376594,0.00367921475568979
"ABCC6",2.19286527433227,0.0265731852011649,-3.89868600774708,0.000100312803365333,2.23148343939903,0.0399708769280552
"ABCC8",-3.47283289326116,0.000620213569194262,-2.16150354803024,0.0311325639089634,8.36393784884612,0
"ABCC9",-2.60028544240735,0.00899363606946392,-2.83286938712911,0.00465537698198684,6.70183135977947,0
"ABCD3",7.11999756837258,0,-0.495317931583957,0.622622155107324,-10.4027243664901,0
"ABCE1",8.59261937028497,0,-2.68639109111511,0.00731312695502103,-4.83072310209943,9.70769064825801e-05
"ABCF1",-3.28854403572462,0.00111314852766692,8.3190837191505,0,-8.46482058731066,0
"ABCF2",2.97527521792541,0.0029673174414842,1.43039566444007,0.15405997195556,-7.19873772359728,0
"ABCG2",-4.17209758957827,5.50102470067954e-05,0.111501531543957,0.911928594542121,3.83332899625093,0.00112717074749218
