"","SAMD_1","SAMP_1","SAMD_2","SAMP_2"
"A1CF",1.92427757378803,0.000300938410095998,-1.92427757378803,0.000276129867328228
"AAAS",-0.970818936011168,0.0319339877035918,0.970818936011168,0.0363466724193722
"AACS",0.810376486700515,0.0654675870995578,-0.810376486700515,0.0743177650738863
"AADAC",0.0708724765792101,0.858040125121346,-0.0708724765792101,0.86880487541797
"AAK1",-1.89935656836908,0.000341926437277532,1.89935656836908,0.00031496062992126
"AAMDC",0.736096919825511,0.0898910581382807,-0.736096919825511,0.102301801315931
"AAMP",1.59333844270011,0.00162765613202459,-1.59333844270011,0.00164707151332111
"AARS",-2.00309396404551,0.000201704239024916,2.00309396404551,0.000181210225434149
"AASDHPPT",-0.639429955200384,0.134044871103441,0.639429955200384,0.151455074964944
"AASS",-0.849735292894938,0.0550577068277424,0.849735292894938,0.0626944234710387
"AATF",-1.52172867790914,0.00231043037428541,1.52172867790914,0.00241074317765074
"AATK",2.33396683930294,4.31452917700356e-05,-2.33396683930294,2.58871750620214e-05
"ABAT",1.218542701899,0.00998058461870348,-1.218542701899,0.0110861827203106
"ABCA1",-2.16367117748735,8.8447848128573e-05,2.16367117748735,7.33469960090605e-05
"ABCA12",1.34567514510443,0.00543522813073023,-1.34567514510443,0.00585050156401683
"ABCA2",0.569107247720419,0.176750080897422,-0.569107247720419,0.19855355409341
"ABCA3",1.00472609398329,0.0272710602955452,-1.00472609398329,0.0310139143565958
"ABCA4",1.01743021508965,0.0257847049940675,-1.01743021508965,0.0292417214971416
"ABCA5",-0.260363827494055,0.517715456800777,0.260363827494055,0.547021896235573
"ABCA6",-0.585908087478113,0.165735087908532,0.585908087478113,0.186470715133211
"ABCA8",-0.316557432419355,0.434072915543091,0.316557432419355,0.465915219501672
"ABCB1",1.75392345258312,0.000694639197497573,-1.75392345258312,0.000684931506849315
"ABCB4",1.64000774685132,0.0012760220040988,-1.64000774685132,0.00130838097292633
"ABCB7",-1.16230428016395,0.013082731096969,1.16230428016395,0.0147384316686442
"ABCB9",1.97340056256753,0.000237299104735196,-1.97340056256753,0.000212490561967425
"ABCC1",-0.76050402318861,0.0811800237299105,0.76050402318861,0.0920839175924927
"ABCC10",1.10261834392162,0.0173476431884371,-1.10261834392162,0.0195458958041204
"ABCC2",1.26101182215423,0.00815661740912523,-1.26101182215423,0.00897314205587315
"ABCC3",0.13191667478403,0.739955776075936,-0.13191667478403,0.758948333513105
"ABCC4",0.513182833206139,0.218721820731313,-0.513182833206139,0.243873368568655
"ABCC5",-1.73714587948365,0.000748570812210118,1.73714587948365,0.000761514399741128
"ABCC6",2.54108039177976,1.40222198252616e-05,-2.54108039177976,7.55042605975623e-06
"ABCC8",2.24590184914829,5.82461438895481e-05,-2.24590184914829,4.63811886527883e-05
"ABCC9",-0.355925766088652,0.381475568978535,0.355925766088652,0.413605867759681
"ABCD3",-0.0446086410212639,0.910010786322943,0.0446086410212639,0.917404810700032
"ABCE1",-1.3285506031949,0.00592492719232014,1.3285506031949,0.00638334591737677
"ABCF1",-1.29081432809748,0.00706719879193183,1.29081432809748,0.00771437816848236
"ABCF2",0.255308954664248,0.525589472548808,-0.255308954664248,0.554797756444828
"ABCG2",1.59379733204467,0.00162442023514184,-1.59379733204467,0.00164599288102686
"ABCG4",2.88539110909276,4.31452917700356e-06,-2.88539110909276,3.23589688275267e-06
"ABHD10",-0.262017710312805,0.515063099989214,0.262017710312805,0.544572322295329
"ABHD11",0.349595010118744,0.389600906051127,-0.349595010118744,0.421789450976162
"ABHD14A",2.15251928093344,9.06051127170747e-05,-2.15251928093344,8.30546866573185e-05
"ABHD17B",0.799421424678851,0.0686797540718369,-0.799421424678851,0.0779160824075073
"ABHD2",-3.23555838811038,2.15726458850178e-06,3.23555838811038,0
"ABHD3",0.185701612611394,0.641751698845863,-0.185701612611394,0.666196742530471
"ABHD4",-0.476834945470616,0.25021572645885,0.476834945470616,0.277676626038184
