"","SAMD_1","SAMP_1","SAMD_2","SAMP_2","SAMD_3","SAMP_3","SAMD_4","SAMP_4"
"A1CF",-3.7154663484644,0.000359184553985546,-1.22930603913052,0.220621292201489,-0.284408382148817,0.782991047351958,3.98688808672774,8.52119512458203e-05
"AAAS",-6.18492544414388,0,7.57840827956332,0,-3.51329865978407,0.000873692158343221,1.03923008535261,0.301077553661957
"AACS",-4.81239503043249,6.47179376550534e-06,1.85280712417379,0.066324021141193,-1.48625615692692,0.148771437816848,3.51458845185781,0.000511271707474922
"AADAC",-0.0395054947109382,0.968634451515478,-4.72357906541409,1.83367490022651e-05,2.25666776233131,0.0287768309783195,1.23425566980021,0.21925142918779
"AAK1",-1.13171544055746,0.259563153920828,-2.97495309401809,0.00391867112501348,-3.04767499429521,0.00341063531442131,5.74814131406104,0
"AAMDC",-3.89034479981197,0.000218962355732931,-1.17526641585287,0.241710710818682,1.2452875717489,0.226449142487326,2.84798113789373,0.00472009491964189
"AAMP",-6.07711608377543,0,4.38572159700316,4.63811886527883e-05,-1.10365368509814,0.283698630136986,2.69857796277205,0.00743932693344839
"AARS",-1.28285463936237,0.2013321108834,1.88046596693565,0.0624431021464783,2.16946897776157,0.0353748247222522,-2.4547098853394,0.0148516880595405
"AASDHPPT",0.928324376512047,0.355078200841333,3.19331865722807,0.00205047999137094,-2.48348911715936,0.0164448279581491,-1.51065768204811,0.132959767015424
"AASS",1.43760049059143,0.151921044116061,2.36612612881206,0.0198608564340416,-5.07643180015442,1.07863229425089e-06,-0.187347829591013,0.851776507388631
"AATF",-3.04543659223179,0.00285190378599935,4.76108989189952,1.72581167080142e-05,-2.39512865616728,0.020554416999245,0.977457849301397,0.330573832380541
"AATK",-1.01090921502811,0.31416136339122,0.408500377221695,0.683783842088232,-2.1044803381073,0.0412145399633265,1.84002898403727,0.0672775320893108
"ABAT",-4.72687074199842,8.62905835400712e-06,4.21544399035338,8.30546866573185e-05,-2.3259732258371,0.0242918778988243,2.20655671111171,0.0283518498543846
"ABCA1",8.77494493978153,0,-5.7304150922312,0,-0.690698073866357,0.5024765397476,-1.42725025048347,0.155649875957286
"ABCA12",-0.168798349872575,0.866127710063639,-1.38731702359843,0.167019738970985,-0.454092346990878,0.659695825693021,1.51678343349874,0.131376334807464
"ABCA2",-1.17058420904672,0.243665192535865,2.80434987020309,0.0063078416567792,-4.04124373661025,0.000154244418077877,1.61006403246704,0.109239564232553
"ABCA3",-4.11046607540397,9.38410095998274e-05,2.10583368246406,0.0374964944450437,-1.99157359635917,0.0531420558731528,3.24370997997787,0.00132348182504584
"ABCA4",-1.12294549227578,0.263273649013051,-0.487057578271241,0.627179376550534,-1.91947236475674,0.0622111962032143,3.04192587080443,0.00261244741667566
"ABCA5",-0.77200694206739,0.442179915866681,-1.62954089457595,0.105263725595944,-0.676121568411925,0.511428109157588,2.5452208209647,0.0115834322079603
"ABCA6",6.37084955743754,0,-3.34281955551209,0.00128896559162981,-4.40252214949443,3.23589688275267e-05,-2.00723644946832,0.0460349476863337
"ABCA8",5.50159752536656,0,-0.156024474693552,0.876239887822241,-3.79407005963201,0.000362420450868299,-3.05391148402741,0.00251644914248733
"ABCB1",-0.477781270533519,0.634047028368029,-2.08870084700899,0.0390594326394132,2.96958098809024,0.00431021464782656,-0.798785087545257,0.426917268903031
"ABCB4",1.38257161683865,0.168213784920721,-2.36584633631955,0.0198759572861611,2.72088650538688,0.00877683097831949,-2.09483289495471,0.0373487218207313
"ABCB7",-3.40119752690695,0.000940567360586776,-2.045734546347,0.0431226404918563,0.56079891699486,0.586161147664761,4.41772443079949,1.72581167080142e-05
"ABCB9",-2.15713356242388,0.0323611260921152,0.93375344992812,0.351890842411822,-0.676532470172193,0.511184338259087,1.55169456269037,0.122845431992234
"ABCC1",-0.0732821745026278,0.941886527882645,4.19408591014333,9.06051127170747e-05,-5.05411249711442,1.07863229425089e-06,0.523398857192659,0.60206558084349
"ABCC10",-0.971890239828178,0.333169021680509,1.36762742918581,0.173130190917916,-2.50969634227024,0.0154179700140222,1.7557867255765,0.0806978750943803
"ABCC2",-1.56681715276164,0.118397152410743,0.661282087565452,0.509947147017582,0.402392180587526,0.696906482580088,0.736295329366906,0.463935929241722
"ABCC3",3.16806896052804,0.00197929025995038,-6.1801314332302,0,1.97842893676548,0.0546888145831086,-0.366951888838718,0.714892676086722
"ABCC4",-3.02893280461468,0.00300614820407723,-2.25045289980083,0.0265149390572754,0.938908834485217,0.361509006579657,3.50930817443244,0.000516664868946176
"ABCC5",0.234063509656479,0.815417970014022,2.15160955524916,0.0336446985222738,-2.26988076044088,0.027824398662496,-0.241871081693338,0.809495200086291
"ABCC6",-2.23666195104957,0.0266519253586452,1.37135869311878,0.171950167188006,-0.652167731570395,0.526646532197174,1.1771044090987,0.241537051019308
"ABCC8",-4.57233722091049,1.18649552367598e-05,-0.731407922413786,0.465835400711897,3.27159614489298,0.0018207313126955,1.87530827767871,0.0621734440729155
"ABCC9",-0.482331072291824,0.630803581059217,-0.726917536942701,0.468594542120591,0.13714219361759,0.894536727429619,0.920606662570618,0.359454212059109
"ABCD3",-2.02543148356027,0.0444148419803689,0.87224319549893,0.384533491532736,0.761241559725066,0.459742206881674,0.291653014866286,0.771465861287887
"ABCE1",-0.377927767654051,0.706338043361018,-1.48720058546464,0.138771437816848,3.22508086559775,0.00207528853413871,-1.23745794081161,0.218059540502643
"ABCF1",-1.34741252070901,0.1794747060727,3.38878370177806,0.00111638442454967,-0.0360184329542355,0.972372991047352,-1.50653813111338,0.134040556574264
"ABCF2",-3.03920804966469,0.00291985762053716,1.62062384051831,0.107190162873476,1.39711881418049,0.174756768417646,-0.122351085813919,0.902873476431884
"ABCG2",-5.80600877528786,0,1.85952799798859,0.0653726674576637,0.58028727899339,0.573248840470284,2.37081475390723,0.0185600258871751
"ABCG4",-3.32667604367977,0.00119728184661849,0.700873571619982,0.48473735303635,-0.192776288534434,0.852024592816309,2.75740464070837,0.00622910149929889
"ABHD10",-3.35648483866189,0.00108618272031065,2.25009423814952,0.0265429834969259,-0.168426939457151,0.87061158451084,0.810937189070975,0.419895372667458
"ABHD11",-0.857101571009694,0.393355625067415,-6.03937801464507,0,0.0860031852992635,0.933595081436738,7.23529697682496,0
"ABHD14A",-4.97782614383983,2.15726458850178e-06,1.50989537246648,0.132960845647719,-2.35551100900696,0.0226102901520872,4.61060210399433,9.70769064825801e-06
"ABHD17B",-1.23056718756501,0.220311724733039,2.59310215298817,0.0110678459713084,1.46692861626737,0.154066443749326,-2.96012360016788,0.00335238917053177
