"","SAMD_1","SAMP_1","SAMD_2","SAMP_2"
"A1CF",10.3617670602221,0,-10.3617670602221,0
"AAAS",5.21748419051712,1.9415381296516e-05,-5.21748419051712,1.40222198252616e-05
"AACS",-5.79822150868892,3.23589688275267e-06,5.79822150868892,4.31452917700356e-06
"AADAC",0.09571297939812,0.925548484521627,-0.09571297939812,0.925233523891705
"AAK1",2.27219812440264,0.0327030525293927,-2.27219812440264,0.0309858699169453
"AAMDC",-0.251458464204132,0.806133103225111,0.251458464204132,0.805998274188329
"AAMP",-3.5269087559663,0.00164275698414411,3.5269087559663,0.00172581167080142
"AARS",-5.09041169063221,2.58871750620214e-05,5.09041169063221,2.37299104735196e-05
"AASDHPPT",-8.18329741695433,0,8.18329741695433,0
"AASS",4.13959104253027,0.000316039262215511,-4.13959104253027,0.000305252939273002
"AATF",0.00599221230760251,0.995389925574372,-0.00599221230760251,0.995192535864524
"AATK",8.34591596377267,0,-8.34591596377267,0
"ABAT",5.51563576249084,1.18649552367598e-05,-5.51563576249084,6.47179376550534e-06
"ABCA1",-2.69854064815071,0.0126135260489699,2.69854064815071,0.0118919210441161
"ABCA12",4.25787232741248,0.000228670046381189,-4.25787232741248,0.000231905943263941
"ABCA2",1.32576685398669,0.199636500916837,-1.32576685398669,0.19642972710603
"ABCA3",3.87742648760242,0.000655808434904541,-3.87742648760242,0.000647179376550534
"ABCA4",6.45083619531997,0,-6.45083619531997,1.07863229425089e-06
"ABCA5",-0.857180476042805,0.403594002804444,0.857180476042805,0.401983604789127
"ABCA6",4.4660698728148,0.000142379462841117,-4.4660698728148,0.000138064933664114
"ABCA8",-1.7486936188201,0.0945766368245065,1.7486936188201,0.0908078955883939
"ABCB1",7.71468667944343,0,-7.71468667944343,0
"ABCB4",7.55092634835226,0,-7.55092634835226,0
"ABCB7",-6.57940476534909,0,6.57940476534909,0
"ABCB9",4.24302730576229,0.00024269226620645,-4.24302730576229,0.000238377737029447
"ABCC1",-0.441779356820174,0.665568978535217,0.441779356820174,0.666085643404164
"ABCC10",3.6221815528905,0.00129975191457232,-3.6221815528905,0.0013375040448711
"ABCC2",8.38906686266481,0,-8.38906686266481,0
"ABCC3",3.99030030253369,0.000487541797001402,-3.99030030253369,0.000454104195879625
"ABCC4",-5.68193056574411,5.39316147125445e-06,5.68193056574411,5.39316147125445e-06
"ABCC5",2.585349392897,0.016423255312264,-2.585349392897,0.0154017905296085
"ABCC6",2.43811524037687,0.0227742422608133,-2.43811524037687,0.0214043792471147
"ABCC8",8.55030510886017,0,-8.55030510886017,0
"ABCC9",7.11251692165419,0,-7.11251692165419,0
"ABCD3",-10.5020103120063,0,10.5020103120063,0
"ABCE1",-5.93631252989295,2.15726458850178e-06,5.93631252989295,2.15726458850178e-06
"ABCF1",-7.47023962506385,0,7.47023962506385,0
"ABCF2",-7.59833306901045,0,7.59833306901045,0
"ABCG2",3.03561173578444,0.00569841441052745,-3.03561173578444,0.00544817171826124
"ABCG4",6.9633598200239,0,-6.9633598200239,0
"ABHD10",0.0535811338452812,0.958472656671341,-0.0535811338452812,0.958110236220472
"ABHD11",-1.92223846940875,0.0677499730341926,1.92223846940875,0.0644590659044332
"ABHD14A",3.15079484524126,0.00431560780929781,-3.15079484524126,0.00417214971416244
"ABHD17B",6.8674155399324,0,-6.8674155399324,0
"ABHD2",7.43361597194778,0,-7.43361597194778,0
"ABHD3",-4.28502058570264,0.000221119620321432,4.28502058570264,0.000214647826555927
"ABHD4",2.81318574801713,0.00974436414626254,-2.81318574801713,0.00918347535325208
"ABHD5",5.27424138236218,1.72581167080142e-05,-5.27424138236218,1.18649552367598e-05
"ABHD6",4.60733611048163,9.49196418940783e-05,-4.60733611048163,8.8447848128573e-05
"ABHD8",1.10474458478511,0.283105382375148,-1.10474458478511,0.280687088771438
"ABI1",-15.609906834146,0,15.609906834146,0
"ABI2",3.93777358785649,0.000564124689893215,-3.93777358785649,0.000528529824182936
"ABI3BP",3.16127771958617,0.00420019415381296,-3.16127771958617,0.00406860101391436
"ABL1",-4.37034405686097,0.000185524754611153,4.37034405686097,0.000173659799374393
"ABL2",4.48421459308402,0.000131593139898609,-4.48421459308402,0.000127278610721605
"ABLIM3",6.92345031491943,0,-6.92345031491943,0
"ABR",-2.33346164690997,0.0286948549239564,2.33346164690997,0.026999244957394
"ABT1",-3.77600280926713,0.000870456261460468,3.77600280926713,0.000855355409340956
"ABTB2",7.45057650041633,0,-7.45057650041633,0
"ACAA1",-0.552941850948836,0.588929996764103,0.552941850948836,0.589070218962356
"ACAA2",-6.73443334068086,0,6.73443334068086,0
"ACACA",-1.71750336755694,0.100261029015209,1.71750336755694,0.0963704023298458
"ACAD10",5.38925909835334,1.51008521195125e-05,-5.38925909835334,8.62905835400712e-06
"ACAD8",-3.91886508734777,0.00059432639413224,3.91886508734777,0.000563046057598965
"ACADL",2.37789872258606,0.0260468126415705,-2.37789872258606,0.0244784812857297
"ACADM",-6.0136903455333,1.07863229425089e-06,6.0136903455333,1.07863229425089e-06
"ACADS",3.36435299992544,0.0024884047028368,-3.36435299992544,0.00249703376119081
"ACADSB",2.83716602890061,0.00925142918778988,-2.83716602890061,0.00869485492395642
"ACADVL",-3.02783406350602,0.00578901952324453,3.02783406350602,0.00553769819868407
"ACAN",4.80968865358995,5.50102470067954e-05,-4.80968865358995,4.853845324129e-05
"ACAP1",5.27890188593012,1.72581167080142e-05,-5.27890188593012,1.18649552367598e-05
"ACAP2",-5.45239731573595,1.40222198252616e-05,5.45239731573595,7.55042605975623e-06
"ACAT1",-7.98693033233408,0,7.98693033233408,0
"ACAT2",-2.53958926970788,0.0182385934634883,2.53958926970788,0.0170736705856973
"ACBD3",-7.19786420735441,0,7.19786420735441,0
"ACBD4",1.44457531175652,0.163436522489483,-1.44457531175652,0.159893215402869
"ACD",-0.748266505190751,0.465741559702297,0.748266505190751,0.464347966778125
"ACE",-0.504012400604253,0.622221982526157,0.504012400604253,0.622337396181642
"ACE2",4.6319653598215,8.73692158343221e-05,-4.6319653598215,8.52119512458203e-05
"ACHE",4.20218020912692,0.000268579441268472,-4.20218020912692,0.000258871750620214
"ACKR2",5.0811276406063,2.58871750620214e-05,-5.0811276406063,2.48085427677705e-05
"ACKR3",-5.37956888320129,1.51008521195125e-05,5.37956888320129,8.62905835400712e-06
"ACKR4",4.78484820797027,5.82461438895481e-05,-4.78484820797027,4.853845324129e-05
"ACO2",-6.67943576598701,0,6.67943576598701,0
"ACOT11",6.51176165973342,0,-6.51176165973342,0
"ACOT13",-4.14146697856686,0.000312803365332758,4.14146697856686,0.000305252939273002
"ACOT7",-5.23676369644777,1.83367490022651e-05,5.23676369644777,1.40222198252616e-05
"ACOT8",-1.46250030094847,0.158555711357998,1.46250030094847,0.15487433933772
"ACOT9",-7.73062187047856,0,7.73062187047856,0
"ACOX1",-4.70609385477478,6.79538345378061e-05,4.70609385477478,7.22683637148096e-05
"ACOX2",0.911636931159516,0.374441807787725,-0.911636931159516,0.372818466184878
"ACOX3",-0.725093988350118,0.479565311185417,0.725093988350118,0.47818574048107
"ACOXL",2.44031085519656,0.022673929457448,-2.44031085519656,0.0213019091791608
"ACP1",-5.15401155606405,2.37299104735196e-05,5.15401155606405,1.9415381296516e-05
"ACP2",-4.89696141521925,4.31452917700356e-05,4.89696141521925,3.99093948872829e-05
"ACP5",-4.42183628836586,0.000167188005608888,4.42183628836586,0.000153165785783626
"ACP6",1.94001112892585,0.0653705101930752,-1.94001112892585,0.0622252184230396
"ACPP",-4.83253086080914,5.28529824182936e-05,4.83253086080914,4.63811886527883e-05
"ACR",8.48823009613943,0,-8.48823009613943,0
"ACRV1",8.78966016888266,0,-8.78966016888266,0
"ACSBG1",7.56491596603437,0,-7.56491596603437,0
"ACSF2",1.34144356459801,0.194584187250566,-1.34144356459801,0.191286808327041
"ACSL3",-5.24972947098024,1.83367490022651e-05,5.24972947098024,1.29435875310107e-05
"ACSL4",-4.1213823564136,0.000331140114335023,4.1213823564136,0.000328982849746521
"ACSL5",1.83490459294137,0.0804724409448819,-1.83490459294137,0.076375795491317
"ACSL6",7.69762296551949,0,-7.69762296551949,0
"ACSM1",3.47026390952652,0.00190270736705857,-3.47026390952652,0.00195663898177111
"ACSM3",7.95017515418847,0,-7.95017515418847,0
"ACSM5",8.53386386191152,0,-8.53386386191152,0
"ACSS3",5.61022825344881,9.70769064825801e-06,-5.61022825344881,5.39316147125445e-06
"ACTA2",-6.88477878479888,0,6.88477878479888,0
"ACTB",-3.99930164061019,0.000471362312587639,3.99930164061019,0.000439003343760112
"ACTC1",0.997750016861448,0.331717182612447,-0.997750016861448,0.32951030093841
"ACTG2",-2.28795468492935,0.0316578578362636,2.28795468492935,0.0298856649768094
"ACTL7A",8.3117342845178,0,-8.3117342845178,0
"ACTL8",7.67340113548278,0,-7.67340113548278,0
"ACTN1",-4.73386931140602,6.57965699493043e-05,4.73386931140602,6.79538345378061e-05
"ACTN2",10.9944650290211,0,-10.9944650290211,0
"ACTN4",-3.11592461363664,0.00468342142163736,3.11592461363664,0.00453672742961924
"ACTR10",-8.57193741721564,0,8.57193741721564,0
"ACTR1A",-4.7384314509051,6.36393053608025e-05,4.7384314509051,6.57965699493043e-05
"ACTR1B",-3.57002735178321,0.00148527666918348,3.57002735178321,0.00153597238701327
"ACTR3",-5.32694106606419,1.51008521195125e-05,5.32694106606419,9.70769064825801e-06
"ACTR5",5.02249791289217,3.12803365332758e-05,-5.02249791289217,2.80444396505231e-05
"ACTR8",1.1834160251873,0.250813288749865,-1.1834160251873,0.248186819113364
"ACVR1",-10.7937918540059,0,10.7937918540059,0
"ACVR2A",-3.55170878110317,0.00155754503289829,3.55170878110317,0.00160931938302233
"ACVR2B",2.49485532176839,0.0201046273325423,-2.49485532176839,0.0188814583108618
"ACVRL1",5.39542133970806,1.40222198252616e-05,-5.39542133970806,7.55042605975623e-06
"ACYP2",-3.45802223395291,0.00195879624635962,3.45802223395291,0.00201164922877791
"ADA",1.58799754574477,0.127150253478589,-1.58799754574477,0.123213245604573
"ADAM10",-7.37742628913245,0,7.37742628913245,0
"ADAM11",10.5179893725968,0,-10.5179893725968,0
"ADAM12",6.46880487513738,0,-6.46880487513738,1.07863229425089e-06
"ADAM15",-0.0290864385221413,0.977433933771977,0.0290864385221413,0.977364901305145
"ADAM17",-6.33102221494293,0,6.33102221494293,1.07863229425089e-06
"ADAM18",4.13271450786362,0.000322511055981016,-4.13271450786362,0.000312803365332758
"ADAM19",5.6510444240764,6.47179376550534e-06,-5.6510444240764,5.39316147125445e-06
"ADAM2",4.77818453195697,6.04034084780498e-05,-4.77818453195697,4.96170855355409e-05
"ADAM20",4.29656041889132,0.000218962355732931,-4.29656041889132,0.000207097400496171
"ADAM22",0.799800153054446,0.435645561428109,-0.799800153054446,0.434135476216158
"ADAM23",6.21534841173378,0,-6.21534841173378,1.07863229425089e-06
"ADAM28",10.6336477053279,0,-10.6336477053279,0
"ADAM30",7.70267122206747,0,-7.70267122206747,0
"ADAM5",7.08722900820817,0,-7.08722900820817,0
"ADAM8",-3.05865164389666,0.00538561104519469,3.05865164389666,0.00517743501240427
"ADAM9",-13.1187633317246,0,13.1187633317246,0
"ADAMDEC1",-3.92995183276368,0.000575989645129975,3.92995183276368,0.000542552044008198
"ADAMTS1",-2.92813833292486,0.0074522705209794,2.92813833292486,0.00702944666163305
"ADAMTS12",8.53175919926711,0,-8.53175919926711,0
"ADAMTS13",3.21614138480752,0.003641462625391,-3.21614138480752,0.00358429511379571
"ADAMTS2",7.55278435342524,0,-7.55278435342524,0
"ADAMTS20",3.95944677075352,0.000531765721065689,-3.95944677075352,0.000495092223061158
"ADAMTS3",-0.653230130181665,0.52372236004746,0.653230130181665,0.522640491856326
"ADAMTS5",0.628695182265695,0.539372236004746,-0.628695182265695,0.53863229425089
"ADAMTS7",8.30376575243074,0,-8.30376575243074,0
"ADAMTS8",1.15541447477459,0.261931830439003,-1.15541447477459,0.25936576421098
"ADAMTS9",5.24666324376966,1.83367490022651e-05,-5.24666324376966,1.29435875310107e-05
"ADAMTSL3",-0.701167432690854,0.49398878222414,0.701167432690854,0.492721389278395
"ADAMTSL4",8.55105423308281,0,-8.55105423308281,0
"ADAP2",1.57564968878961,0.130011864955237,-1.57564968878961,0.125995038291446
"ADARB1",5.34906724743808,1.51008521195125e-05,-5.34906724743808,9.70769064825801e-06
"ADARB2",2.2440543650064,0.0347751051666487,-2.2440543650064,0.0329015208715349
"ADAT1",-4.88753210126428,4.42239240642865e-05,4.88753210126428,4.09880271815338e-05
"ADCK2",4.14657786875359,0.000310646100744256,-4.14657786875359,0.000297702513213246
"ADCK3",0.469009749017896,0.646376874123611,-0.469009749017896,0.64655161255528
"ADCK4",3.96281589037503,0.000527451191888685,-3.96281589037503,0.000489699061589904
"ADCY2",7.8219678561262,0,-7.8219678561262,0
"ADCY3",3.98839161269105,0.000487541797001402,-3.98839161269105,0.000459497357350879
"ADCY6",6.4490292875641,0,-6.4490292875641,1.07863229425089e-06
"ADCY7",-4.41816146958062,0.00016934527019739,4.41816146958062,0.000154244418077877
"ADCY8",5.0954767674143,2.58871750620214e-05,-5.0954767674143,2.26512781792687e-05
"ADCY9",8.09598070313668,0,-8.09598070313668,0
"ADCYAP1",4.01951191709467,0.000445475137525617,-4.01951191709467,0.000418509330169345
"ADCYAP1R1",2.79171225957159,0.0102027828713192,-2.79171225957159,0.00965160176895696
"ADD1",-0.223377558848746,0.82764534570165,0.223377558848746,0.827402653435444
"ADD2",12.1441045317035,0,-12.1441045317035,0
"ADH1A",5.05710024604941,2.69658073562722e-05,-5.05710024604941,2.69658073562722e-05
"ADH1B",-5.64874847144056,6.47179376550534e-06,5.64874847144056,5.39316147125445e-06
"ADH1C",3.63385348055573,0.0012738647395103,-3.63385348055573,0.00129435875310107
"ADH5",-6.04719073201977,1.07863229425089e-06,6.04719073201977,1.07863229425089e-06
"ADH6",2.46092669411088,0.0216697227915004,-2.46092669411088,0.0203980153165786
"ADH7",1.40051713597307,0.176260381835832,-1.40051713597307,0.172767770467048
"ADI1",-5.59876996226322,9.70769064825801e-06,5.59876996226322,5.39316147125445e-06
"ADIPOQ",-2.36905893690972,0.0265343544385719,2.36905893690972,0.0249185632617841
"ADIPOR1",-4.56831236881123,0.000104627332542336,4.56831236881123,9.06051127170747e-05
"ADIPOR2",-5.88235783081406,2.15726458850178e-06,5.88235783081406,2.15726458850178e-06
"ADK",-3.71173217032401,0.00104088016395211,3.71173217032401,0.0010344083701866
"ADM",-3.76201142417827,0.000908208391759249,3.76201142417827,0.000887714378168482
"ADNP",-6.92144226239685,0,6.92144226239685,0
"ADNP2",-5.08597562414713,2.58871750620214e-05,5.08597562414713,2.48085427677705e-05
"ADO",-7.51241454640017,0,7.51241454640017,0
"ADORA1",3.09852880611205,0.00486463164707151,-3.09852880611205,0.00472009491964189
"ADORA2B",4.73501735322436,6.47179376550534e-05,-4.73501735322436,6.79538345378061e-05
"ADPGK",-0.369518301352051,0.717757523460252,0.369518301352051,0.717877251644914
"ADPRH",4.62076016561708,9.06051127170747e-05,-4.62076016561708,8.62905835400712e-05
"ADPRM",3.23656405479236,0.0034591737676626,-3.23656405479236,0.00338690540394779
"ADRA1B",-1.97655018870794,0.0608176032790422,1.97655018870794,0.0577079063747169
"ADRA2A",0.194026246521918,0.849822025671449,-0.194026246521918,0.849582569302125
"ADRA2C",4.9523328970307,4.31452917700356e-05,-4.9523328970307,3.34376011217776e-05
"ADRB1",3.53610679892016,0.00161363391219933,-3.53610679892016,0.00167511595297163
"ADRB2",5.69502332631164,5.39316147125445e-06,-5.69502332631164,5.39316147125445e-06
"ADRB3",5.00115616879978,3.45162334160285e-05,-5.00115616879978,2.80444396505231e-05
"ADRBK1",6.27924773650554,0,-6.27924773650554,1.07863229425089e-06
"ADRBK2",1.17979877636241,0.252214432100097,-1.17979877636241,0.249600906051127
"ADRM1",-2.97165017383709,0.00667889116600151,2.97165017383709,0.00632617840578147
"ADSL",-5.329158849309,1.51008521195125e-05,5.329158849309,9.70769064825801e-06
"ADSS",-6.28305131565726,0,6.28305131565726,1.07863229425089e-06
"ADTRP",9.0518472900217,0,-9.0518472900217,0
"AES",-4.10441499415572,0.000349476863337288,4.10441499415572,0.000344083701866034
"AFAP1",3.86826172708335,0.000668752022435552,-3.86826172708335,0.000662280228670046
"AFF1",-4.52243110473535,0.000124042713838852,4.52243110473535,0.000103548700248085
"AFF2",4.69560517812224,6.9032466832057e-05,-4.69560517812224,7.55042605975623e-05
"AFF3",1.13364909327296,0.271008521195125,-1.13364909327296,0.26831517635638
"AFF4",3.01914666943375,0.00590335454643512,-3.01914666943375,0.00564987595728616
"AFG3L2",-0.495786817544067,0.627842735411498,0.495786817544067,0.628044439650523
"AFP",0.0658213186852195,0.94876928055226,-0.0658213186852195,0.948691619027074
"AFTPH",-0.0710470569163982,0.944608995793334,0.0710470569163982,0.944627332542336
"AGA",-2.88555809279038,0.00825369431560781,2.88555809279038,0.00780282601661094
"AGAP1",-5.09856416549745,2.58871750620214e-05,5.09856416549745,2.26512781792687e-05
"AGBL2",4.08243340616611,0.000380757199870564,-4.08243340616611,0.000354870024808543
"AGBL3",2.54098761746028,0.0181803473195987,-2.54098761746028,0.0170089526480423
"AGBL5",-1.18545631022226,0.249979505986409,1.18545631022226,0.247414518390681
"AGER",1.01144195050974,0.325228130730234,-1.01144195050974,0.322862690108942
"AGFG2",7.24009617211688,0,-7.24009617211688,0
"AGGF1",-8.32070358535504,0,8.32070358535504,0
"AGK",-1.10874659759327,0.281452917700356,1.10874659759327,0.278970984791285
"AGMAT",3.46647023603595,0.00192428001294359,-3.46647023603595,0.00197821162765613
"AGO1",1.1232145132448,0.275295005932478,-1.1232145132448,0.272666379031388
"AGO3",-1.39410201211021,0.178146909718477,1.39410201211021,0.174786970121885
"AGO4",3.82734753001892,0.000742099018444612,-3.82734753001892,0.000742099018444612
"AGPAT1",-1.45544020736838,0.160440081976054,1.45544020736838,0.156808327041312
"AGPAT3",6.2564733484048,0,-6.2564733484048,1.07863229425089e-06
"AGPAT4",5.84608925677333,3.23589688275267e-06,-5.84608925677333,2.15726458850178e-06
"AGPAT5",-2.56381322882548,0.0172689030309567,2.56381322882548,0.0161374177542876
"AGPS",-2.26386690033118,0.033327580627764,2.26386690033118,0.0315413655484845
"AGR2",0.67549402785555,0.509752993204617,-0.67549402785555,0.508730449789667
"AGRN",-1.96612606030561,0.0621033329737892,1.96612606030561,0.0589418617193399
"AGT",4.46576071299243,0.000142379462841117,-4.46576071299243,0.000139143565958365
"AGTR1",-0.131045989309594,0.898270952432316,0.131045989309594,0.897952755905512
"AGTR2",0.599411500517565,0.558321648150146,-0.599411500517565,0.557880487541797
"AHCY",-6.79650930054813,0,6.79650930054813,0
"AHCYL1",-5.71486349358665,3.23589688275267e-06,5.71486349358665,5.39316147125445e-06
"AHCYL2",5.49650915249012,1.29435875310107e-05,-5.49650915249012,6.47179376550534e-06
"AHI1",4.64361219460242,8.30546866573185e-05,-4.64361219460242,8.41333189515694e-05
"AHNAK",-3.65608069645311,0.0012102254341495,3.65608069645311,0.00120267500808974
"AHNAK2",-4.84605858302956,5.17743501240427e-05,4.84605858302956,4.42239240642865e-05
"AHR",-9.76549827817003,0,9.76549827817003,0
"AHSA1",-6.36685957759593,0,6.36685957759593,1.07863229425089e-06
"AHSA2",1.23884467306682,0.229652680401251,-1.23884467306682,0.227157803904649
"AHSG",-0.656424187611769,0.521695609966562,0.656424187611769,0.520666594757847
"AHSP",3.43482274954249,0.00208176032790422,-3.43482274954249,0.00211411929673174
"AICDA",4.49719256448827,0.000130514507604358,-4.49719256448827,0.000121885449250351
"AIDA",-10.9986579721067,0,10.9986579721067,0
"AIF1",-1.62609712407061,0.118599935282062,1.62609712407061,0.1148592384856
"AIFM1",-7.83565227305921,0,7.83565227305921,0
"AIG1",1.27576889172951,0.216492287779096,-1.27576889172951,0.213588609642973
"AIM1",-4.0703539280281,0.000392622155107324,4.0703539280281,0.000365656347751052
"AIM1L",1.01038587512234,0.325751267392946,-1.01038587512234,0.323393377197713
"AIM2",3.98209402864474,0.000499406752238162,-3.98209402864474,0.000468126415704886
"AIMP1",-7.40010959768632,0,7.40010959768632,0
"AIMP2",-4.92399177824477,4.31452917700356e-05,4.92399177824477,3.55948657102794e-05
"AIP",-2.32753976550508,0.029066983065473,2.32753976550508,0.0273724517312048
"AIRE",1.08526564810606,0.291542444180779,-1.08526564810606,0.289153273649013
"AJAP1",0.692871733447562,0.49902815230288,-0.692871733447562,0.497852443102146
"AK1",9.30395055374187,0,-9.30395055374187,0
"AK4",0.636081447647586,0.534541041958796,-0.636081447647586,0.533834537806062
"AK5",5.60763023040299,9.70769064825801e-06,-5.60763023040299,5.39316147125445e-06
"AKAP10",0.8366912568986,0.414854923956423,-0.8366912568986,0.4132833567037
"AKAP11",-9.17944933745281,0,9.17944933745281,0
"AKAP12",-5.17045530107253,2.26512781792687e-05,5.17045530107253,1.61794844137633e-05
"AKAP13",5.19306180494145,2.04940135907669e-05,-5.19306180494145,1.51008521195125e-05
"AKAP17A",2.52904112865462,0.0186678891166001,-2.52904112865462,0.0174404055657426
"AKAP3",5.55032965996516,1.07863229425089e-05,-5.55032965996516,5.39316147125445e-06
"AKAP4",5.17898520698758,2.15726458850178e-05,-5.17898520698758,1.61794844137633e-05
"AKAP5",3.83302656862476,0.000730234063207852,-3.83302656862476,0.000732391327796354
"AKAP6",11.9854940369151,0,-11.9854940369151,0
"AKAP8L",0.176303615134503,0.863532520763672,-0.176303615134503,0.863021249056197
"AKAP9",-4.83287381051128,5.28529824182936e-05,4.83287381051128,4.63811886527883e-05
"AKIP1",0.099274350973053,0.922752669614928,-0.099274350973053,0.922451731204832
"AKIRIN1",-1.53981885638684,0.138583755797649,1.53981885638684,0.134631647071513
"AKR1A1",-5.6830305938748,5.39316147125445e-06,5.6830305938748,5.39316147125445e-06
"AKR1B10",3.92205945979829,0.000592169129543739,-3.92205945979829,0.000554416999244957
"AKR1C3",-3.23889629122693,0.00343005069571783,3.23889629122693,0.00335886096429727
"AKR7A2",-4.78009382881528,5.93247761837989e-05,4.78009382881528,4.853845324129e-05
"AKR7A3",-3.17591149737613,0.00403732067738108,3.17591149737613,0.00392298565419049
"AKT1",-5.48904733914405,1.29435875310107e-05,5.48904733914405,6.47179376550534e-06
"AKT2",2.16793191219584,0.0409438032574695,-2.16793191219584,0.0385589472548808
"AKT3",0.0920835942027585,0.928411174630568,-0.0920835942027585,0.928039046489052
"AKTIP",-4.19176094325353,0.000276129867328228,4.19176094325353,0.00026642217667997
"ALAD",3.57444466917285,0.00147233308165246,-3.57444466917285,0.00152087153489375
"ALAS1",-9.31024906843639,0,9.31024906843639,0
"ALAS2",7.85375094029274,0,-7.85375094029274,0
"ALB",1.44035523875298,0.164574479559918,-1.44035523875298,0.16109373314637
"ALCAM",-1.45749206206559,0.159868406860101,1.45749206206559,0.156230180131593
"ALDH1A3",-3.73897804310004,0.000966454535648797,3.73897804310004,0.000953510948117787
"ALDH1B1",-4.35077299499803,0.000193075180670909,4.35077299499803,0.000183367490022651
"ALDH1L1",4.38977830795611,0.000180131593139899,-4.38977830795611,0.000168266637903139
"ALDH3A1",4.70935831658364,6.79538345378061e-05,-4.70935831658364,7.11897314205587e-05
"ALDH3A2",1.04542931758041,0.309438032574695,-1.04542931758041,0.307121130406644
"ALDH3B1",7.8009946214882,0,-7.8009946214882,0
"ALDH3B2",-3.46028558016774,0.00194693129112286,3.46028558016774,0.00200409880271815
"ALDH5A1",-6.39268790356424,0,6.39268790356424,1.07863229425089e-06
"ALDH6A1",3.05707772257534,0.00540610505878546,-3.05707772257534,0.00519037859993528
"ALDH7A1",3.7628216560205,0.000906051127170748,-3.7628216560205,0.000885557113579981
"ALDH8A1",3.0878693891061,0.00502642649120915,-3.0878693891061,0.00483874447200949
