"","SAMD_1","SAMP_1","SAMD_2","SAMP_2"
"A1CF",2.78853597864383,0.00532305037212814,-2.78853597864383,0.00570488620429296
"AAAS",4.49699179767604,8.62905835400712e-06,-4.49699179767604,5.39316147125445e-06
"AACS",2.40886006338819,0.0156045734009276,-2.40886006338819,0.0165807356272247
"AADAC",-0.828049960223283,0.404757847049941,0.828049960223283,0.408879301046273
"AAK1",-2.34669071428415,0.0183712652356812,2.34669071428415,0.0194628411174631
"AAMDC",-0.566479204404615,0.569072376226944,0.566479204404615,0.572299644051343
"AAMP",3.20974876391701,0.00140437924711466,-3.20974876391701,0.00147556897853522
"AARS",1.53071181382408,0.123179808003452,-1.53071181382408,0.126796462086075
"AASDHPPT",3.1112749208807,0.0019415381296516,-3.1112749208807,0.00203322187466293
"AASS",0.877145752993595,0.377469528637687,-0.877145752993595,0.38141085104088
"AATF",4.00696600648393,8.62905835400712e-05,-4.00696600648393,5.60888793010463e-05
"AATK",2.41159171127859,0.0154826879516773,-2.41159171127859,0.0164577715456801
"ABAT",1.29627079388939,0.191494984359832,-1.29627079388939,0.196053284435336
"ABCA1",-8.74819035659769,0,8.74819035659769,0
"ABCA12",0.822611694494361,0.407835184985438,-0.822611694494361,0.412036457771546
"ABCA2",3.12344087814448,0.0018778988242908,-3.12344087814448,0.00196203214324237
"ABCA3",3.58673178545366,0.000382914464459066,-3.58673178545366,0.000374285406105059
"ABCA4",2.2141137120393,0.0258116708014238,-2.2141137120393,0.0272991047351958
"ABCA5",-1.72558669630288,0.0820515586236652,1.72558669630288,0.0850426059756229
"ABCA6",-6.39532511120678,0,6.39532511120678,0
"ABCA8",-5.92472997233342,0,5.92472997233342,0
"ABCB1",-2.53955976909496,0.0108424118218099,2.53955976909496,0.0116028475892568
"ABCB4",-4.68789295379242,2.15726458850178e-06,4.68789295379242,0
"ABCB7",1.52737968105666,0.124007118973142,-1.52737968105666,0.127600043145292
"ABCB9",2.60394765169143,0.00901305145076044,-2.60394765169143,0.00970014022219825
"ABCC1",-2.32563266999647,0.0194250889871643,2.32563266999647,0.0205199007658289
"ABCC10",-2.4078961598809,0.0156531118541689,2.4078961598809,0.0166130945960522
"ABCC2",2.98570092314546,0.00295329522165894,-2.98570092314546,0.00310106784597131
"ABCC3",-4.72348431676259,2.15726458850178e-06,4.72348431676259,0
"ABCC4",0.579177652220401,0.560405565742638,-0.579177652220401,0.563888469420774
"ABCC5",0.103943539059535,0.916800776615252,-0.103943539059535,0.917273217560134
"ABCC6",0.205287513625427,0.836250674145184,-0.205287513625427,0.837659367921476
"ABCC8",3.47379856464596,0.000591090497249488,-3.47379856464596,0.000583540071189731
"ABCC9",-3.63510265991543,0.000323589688275267,3.63510265991543,0.000306331571567253
"ABCD3",0.847044554894522,0.394080465969151,-0.847044554894522,0.398179268687305
"ABCE1",1.09036660414973,0.271747384316686,-1.09036660414973,0.277036997087693
"ABCF1",1.10889294788999,0.26376550533923,-1.10889294788999,0.268997950598641
"ABCF2",1.39939580172079,0.158303311401143,-1.39939580172079,0.162865926005825
"ABCG2",3.64517098198794,0.000311724733038507,-3.64517098198794,0.000292309351741991
"ABCG4",4.78970970401642,2.15726458850178e-06,-4.78970970401642,0
"ABHD10",2.35059842850192,0.0181749541581275,-2.35059842850192,0.0192568223492611
"ABHD11",1.64606504110614,0.0972041850933017,-1.64606504110614,0.100479991370942
"ABHD14A",0.684937695589711,0.491596375795491,-0.684937695589711,0.494539963326502
"ABHD17B",-0.390497022247484,0.694802070974005,0.390497022247484,0.697096321863877
"ABHD2",-7.17089989566243,0,7.17089989566243,0
"ABHD3",-4.63140417211453,3.23589688275267e-06,4.63140417211453,1.07863229425089e-06
"ABHD4",-1.21362487056194,0.221241505770683,1.21362487056194,0.226342357890195
"ABHD5",-1.11122825547074,0.262754826879517,1.11122825547074,0.268002372991047
"ABHD6",-2.47040663041284,0.0131873584295114,2.47040663041284,0.0140847804983281
"ABHD8",2.07413572797542,0.0369054039477942,-2.07413572797542,0.0383917592492719
"ABI1",-4.31308450290305,2.15726458850178e-05,4.31308450290305,1.51008521195125e-05
