"","SAMD_1","SAMP_1","SAMD_2","SAMP_2","SAMD_3","SAMP_3"
"A1CF",-1.280167327899,0.200200625606731,0.273023029733743,0.78668859885665,0.948675338574076,0.340304174306979
"AAAS",-7.83078525103227,0,4.69139724238723,3.02017042390249e-05,3.25439958354641,0.00122424765397476
"AACS",-2.33183774885079,0.0200453025563585,-0.0385001226292491,0.96951030093841,2.15853045063845,0.0307723007226836
"AADAC",-1.3618612621356,0.173105382375148,-2.63404038231041,0.0116352065580843,3.53420647778735,0.000494013590766908
"AAK1",0.949095079366305,0.342051558623665,-4.13723640198974,0.000154244418077877,1.95648131385703,0.0499191025779312
"AAMDC",-3.04440007556318,0.0025498867436091,0.212135732788957,0.833220796030633,2.49389942191709,0.012682558515802
"AAMP",-5.16390005247169,0,1.37784699373221,0.174239024916406,3.95192955841762,9.16837450113256e-05
"AARS",-2.38307502644287,0.0176194585265883,1.29172830654781,0.202364361988998,1.06455805261697,0.284778341063531
"AASDHPPT",-5.43105589262195,0,1.39559177534094,0.168873907884802,3.86893634057484,0.000131593139898609
"AASS",3.99467941709613,8.62905835400712e-05,2.28735726408553,0.026612015963758,-5.15503081132821,0
"AATF",-1.57532742049773,0.115309028152303,2.35314873311529,0.0228670046381189,-0.308275986144992,0.756231258763887
"AATK",-0.983972962695165,0.324601445367274,3.66270519208231,0.000700032358968827,-2.25869752049437,0.0238474813935929
"ABAT",-3.02981581721789,0.00268795167727322,2.14896188913418,0.0365160176895696,0.884190206100949,0.373947794196958
"ABCA1",8.44112199054534,0,-5.15463536576779,6.47179376550534e-06,-3.40381550562388,0.000750728076798619
"ABCA12",-1.29404287354129,0.195400711897314,-1.55622564850404,0.125757739186711,2.29660976974746,0.0215845108402546
"ABCA2",-0.0219490407879399,0.982487326070543,2.18228681306509,0.0338895480530687,-1.81102377349917,0.0693862582245712
"ABCA3",-2.65207222742757,0.00843814043792471,-0.272091751038004,0.787436091036566,2.71580653281483,0.00669291338582677
"ABCA4",-3.67973791702528,0.000293387984036242,-0.108572333553063,0.914248732607054,3.39743179167936,0.000772300722683637
"ABCA5",0.536172408987037,0.591336425412577,0.352595702299668,0.726646532197174,-0.759948183926868,0.444145183906806
"ABCA6",9.91598090880794,0,-2.57252843445234,0.0134796677812534,-6.86976508123984,0
"ABCA8",6.35816283208682,0,-0.24581393318271,0.80720634235789,-6.57961991235501,0
