"","SAMD_1","SAMP_1","SAMD_2","SAMP_2"
"A1CF",0.196473790789487,0.844229317225758,-0.196473790789487,0.844299428324884
"AAAS",4.88114238772896,0,-4.88114238772896,1.07863229425089e-06
"AACS",3.73197226694028,0.000213569194261676,-3.73197226694028,0.000225434149498436
"AADAC",-0.0878006727064274,0.930336533275806,0.0878006727064274,0.930149929888901
"AAK1",0.241573452543267,0.808645237838421,-0.241573452543267,0.809505986409233
"AAMDC",0.6470418847619,0.517715456800777,-0.6470418847619,0.51832272678244
"AAMP",5.46239902539689,0,-5.46239902539689,0
"AARS",0.340094611977964,0.733129112285622,-0.340094611977964,0.734251968503937
"AASDHPPT",3.04332778754338,0.00242584402977025,-3.04332778754338,0.00247438248301154
"AASS",0.679863285616106,0.496811562938194,-0.679863285616106,0.497357350879085
"AATF",3.68251371614914,0.000250242692266206,-3.68251371614914,0.000270736705856973
"AATK",3.38484848642563,0.000772300722683637,-3.38484848642563,0.000818681911336425
"ABAT",2.13166485639703,0.0333858267716535,-2.13166485639703,0.033989860856434
"ABCA1",-8.78576371688497,0,8.78576371688497,0
"ABCA12",1.61640654486767,0.106481501456154,-1.61640654486767,0.107400496170855
"ABCA2",0.682709426787293,0.495094380325747,-0.682709426787293,0.495570057167512
"ABCA3",2.652299372166,0.00817495415812749,-2.652299372166,0.00831409772408586
"ABCA4",3.81303050560067,0.000142379462841117,-3.81303050560067,0.00016934527019739
"ABCA5",0.583345197030927,0.559736813720203,-0.583345197030927,0.560339769172689
"ABCA6",-4.06603171428213,4.53025563585374e-05,4.06603171428213,6.04034084780498e-05
"ABCA8",-1.57545814983321,0.115655269118757,1.57545814983321,0.116479344191565
"ABCB1",-3.05209632501645,0.0023632833567037,3.05209632501645,0.00239564232553123
"ABCB4",-2.55087866337894,0.010941645992881,2.55087866337894,0.0112134613310323
"ABCB7",1.85588393772372,0.0639262215510732,-1.85588393772372,0.0647902060187682
"ABCB9",0.692164407445985,0.4890993420343,-0.692164407445985,0.489555603494769
"ABCC1",-0.0240746638472706,0.980871534893755,0.0240746638472706,0.980889871642757
"ABCC10",0.980772411505799,0.326692913385827,-0.980772411505799,0.327738108078956
"ABCC2",0.0656870839895436,0.947837342250027,-0.0656870839895436,0.947803904648905
"ABCC3",-7.15347233588612,0,7.15347233588612,0
"ABCC4",3.07282700633518,0.00219933124797756,-3.07282700633518,0.00220796030633157
"ABCC5",-1.08201309765725,0.279281630892029,1.08201309765725,0.280069032466832
"ABCC6",1.85715372593759,0.0637493258548161,-1.85715372593759,0.0645895804120375
"ABCC8",0.633859498115446,0.526298133966131,-0.633859498115446,0.526988458634452
"ABCC9",-6.86374306690878,0,6.86374306690878,0
"ABCD3",-2.57932092400361,0.0101089418617193,2.57932092400361,0.0103462409664545
"ABCE1",-1.98265106909206,0.047897745658505,1.98265106909206,0.048542767770467
"ABCF1",1.46645407932284,0.142873476431884,-1.46645407932284,0.143503397691727
"ABCF2",1.21633765478961,0.224132240319275,-1.21633765478961,0.224781576960414
"ABCG2",6.29038180206564,0,-6.29038180206564,0
"ABCG4",0.747813237017684,0.454649983820516,-0.747813237017684,0.455617516988459
"ABHD10",2.33663667503448,0.019750835940028,-2.33663667503448,0.0201100204940136
"ABHD11",1.57104323758392,0.11666594757847,-1.57104323758392,0.117501887606515
"ABHD14A",6.62847494063707,0,-6.62847494063707,0
"ABHD17B",-0.922721319435233,0.356303527127602,0.922721319435233,0.357349800453026
"ABHD2",-7.16549109119773,0,7.16549109119773,0
"ABHD3",-5.1458700716364,0,5.1458700716364,0
"ABHD4",-0.804032563730329,0.421319167295869,0.804032563730329,0.422316902168051
"ABHD5",-1.99445916362025,0.0465548484521627,1.99445916362025,0.0472850825153705
"ABHD6",-1.40241338696871,0.161154136554848,1.40241338696871,0.161699924495739
"ABHD8",2.12847313254263,0.0336651925358645,-2.12847313254263,0.0342681479883508
"ABI1",-4.26447069293804,1.61794844137633e-05,4.26447069293804,1.83367490022651e-05
"ABI2",4.13181898217674,3.55948657102794e-05,-4.13181898217674,3.77521302987811e-05
"ABI3BP",2.51146691868379,0.0121734440729155,-2.51146691868379,0.012485168805954
"ABL1",-1.09121669928872,0.275167727321756,1.09121669928872,0.27611260921152
"ABL2",-8.92077360384846,0,8.92077360384846,0
"ABLIM3",4.786371444121,1.07863229425089e-06,-4.786371444121,1.07863229425089e-06
"ABR",-7.92140351864943,0,7.92140351864943,0
"ABT1",3.350527511744,0.000870456261460468,-3.350527511744,0.00093301693452702
"ABTB2",1.67316014582024,0.0947438248301154,-1.67316014582024,0.0956692913385827
"ACAA1",-0.810864939898621,0.417414518390681,0.810864939898621,0.418428432747276
"ACAA2",0.154248097912629,0.877398338906267,-0.154248097912629,0.877491101283572
"ACACA",2.59454453625948,0.00969366842843275,-2.59454453625948,0.00991047351957718
"ACAD10",6.69810241768461,0,-6.69810241768461,0
"ACAD8",5.91900095175942,0,-5.91900095175942,0
"ACADL",0.330908971319992,0.740063639305361,-0.330908971319992,0.741213461331032
"ACADM",2.29500514793391,0.0220159637579549,-2.29500514793391,0.0224172149714162
"ACADS",1.25563007201134,0.209569625714594,-1.25563007201134,0.210133750404487
"ACADSB",0.44332932152477,0.657336856865495,-0.44332932152477,0.658077877251645
"ACADVL",-0.827753311239575,0.407915003775213,0.827753311239575,0.408832919857621
"ACAN",1.44658415197857,0.148283896019847,-1.44658415197857,0.148909502750512
"ACAP1",-13.0296227705023,0,13.0296227705023,0
"ACAP2",-0.404324824966634,0.685433070866142,0.404324824966634,0.68627008952648
"ACAT1",-2.10275191378756,0.0358709955776076,2.10275191378756,0.0364825800884478
"ACAT2",-2.19897231827679,0.0282342789343113,2.19897231827679,0.0286603386905404
"ACBD3",-0.39941568933423,0.688999029230935,0.39941568933423,0.689902923093517
"ACBD4",2.54340949178498,0.0111918886851472,-2.54340949178498,0.0114302664221767
"ACD",0.681531128390798,0.495818142595189,-0.681531128390798,0.496340200625607
"ACE",-1.07783828944527,0.281204832272678,1.07783828944527,0.281966346672419
"ACE2",1.95062222577984,0.0515877467371373,-1.95062222577984,0.0522262970553338
"ACHE",-10.4979614344731,0,10.4979614344731,0
"ACKR2",-0.821981421641644,0.411077553661957,0.821981421641644,0.412064502211196
"ACKR3",-2.07711549586473,0.0382191780821918,2.07711549586473,0.0388695933556251
"ACKR4",-13.7433966247013,0,13.7433966247013,0
"ACO2",-1.11093508080499,0.266605544169992,1.11093508080499,0.267595728616115
"ACOT11",2.03285479759456,0.0425768525509654,-2.03285479759456,0.0431118541689138
"ACOT13",2.79809284383792,0.0052755905511811,-2.79809284383792,0.0053942401035487
"ACOT7",-4.27709280584801,1.61794844137633e-05,4.27709280584801,1.83367490022651e-05
