"","SAMD_1","SAMP_1","SAMD_2","SAMP_2"
"A1CF",1.45883234668362,0.141770035594866,-1.45883234668362,0.145705964836587
"AAAS",9.4136296319982,0,-9.4136296319982,0
"AACS",3.43292572699517,0.000518822133534678,-3.43292572699517,0.000645022111962032
"AADAC",-2.56748996748166,0.00966562398878222,2.56748996748166,0.0104832272678244
"AAK1",-0.299359970235998,0.762396720957826,0.299359970235998,0.765790098155539
"AAMDC",-0.303822130454439,0.758947254880811,0.303822130454439,0.762428001294359
"AAMP",5.60991922686063,0,-5.60991922686063,0
"AARS",1.27637926677751,0.198349692589796,-1.27637926677751,0.202616761945853
"AASDHPPT",2.06297028619706,0.037545032898285,-2.06297028619706,0.0396041419480099
"AASS",3.0031182320908,0.00241721497141624,-3.0031182320908,0.002721389278395
"AATF",5.65982130850239,0,-5.65982130850239,0
"AATK",1.9187084278278,0.0531474490346241,-1.9187084278278,0.0556272246791069
"ABAT",6.26276491244621,0,-6.26276491244621,0
"ABCA1",-6.26411950823605,0,6.26411950823605,0
"ABCA12",-0.117719907598703,0.905604573400928,0.117719907598703,0.906752238162011
"ABCA2",3.93290552967632,8.52119512458203e-05,-3.93290552967632,9.27623773055765e-05
"ABCA3",3.52460913776762,0.000368892244633804,-3.52460913776762,0.000446553769819868
"ABCA4",0.590882782856537,0.551242584402977,-0.590882782856537,0.556534354438572
"ABCA5",0.0929262713023139,0.925266961492827,-0.0929262713023139,0.926209686118002
"ABCA6",-3.99349797871681,6.79538345378061e-05,3.99349797871681,6.57965699493043e-05
"ABCA8",-2.06782320478425,0.0370650415273433,2.06782320478425,0.0391392514291878
"ABCB1",-2.62268502915847,0.00821486355301478,2.62268502915847,0.00896451299751915
"ABCB4",-2.69671533741538,0.00654406212922015,2.69671533741538,0.00720094919641894
"ABCB7",0.750673068603043,0.449529716319707,-0.750673068603043,0.454537806061914
"ABCB9",2.07520299555984,0.0363811886527883,-2.07520299555984,0.0384661848775752
"ABCC1",4.95303781424188,1.07863229425089e-06,-4.95303781424188,0
"ABCC10",1.8327726887217,0.064819329090713,-1.8327726887217,0.0675633696472872
"ABCC2",1.97181565938371,0.0469409988135045,-1.97181565938371,0.0492740804659692
"ABCC3",-7.11365318446391,0,7.11365318446391,0
"ABCC4",-0.837186510330873,0.3988555711358,0.837186510330873,0.403951030093841
"ABCC5",1.40598308566253,0.156546219393809,-1.40598308566253,0.160698953726675
"ABCC6",2.61037127645363,0.00851580196311078,-2.61037127645363,0.0092730018336749
"ABCC8",0.0481250144954313,0.961214539963327,-0.0481250144954313,0.961754934742746
"ABCC9",1.37972560447329,0.164411606083486,-1.37972560447329,0.168469420774458
"ABCD3",0.722085993741797,0.466822349261137,-0.722085993741797,0.471976054363068
"ABCE1",-0.723366929716723,0.466050048538453,0.723366929716723,0.47118002372991
"ABCF1",3.45826115297522,0.00047244094488189,-3.45826115297522,0.000586775968072484
"ABCF2",1.3806027099141,0.164136554848452,-1.3806027099141,0.168196526804013
"ABCG2",3.58603725706077,0.000295545248624744,-3.58603725706077,0.000358105921691295
"ABCG4",1.46223536973546,0.1409006579657,-1.46223536973546,0.144795599180239
"ABHD10",2.44586913604567,0.0137730557652896,-2.44586913604567,0.0146758709955776
"ABHD11",-2.93534672396381,0.00307410203861504,2.93534672396381,0.00341494984359832
"ABHD14A",3.71954281467858,0.000174738431668644,-3.71954281467858,0.000234063207852443
"ABHD17B",1.65804760472683,0.0949530794952001,-1.65804760472683,0.0980983712652357
"ABHD2",-2.40028395976368,0.0156293819436954,2.40028395976368,0.0166271168158775
"ABHD3",-6.89158320656004,0,6.89158320656004,0
"ABHD4",0.469871356450589,0.635783626361773,-0.469871356450589,0.640605112717075
"ABHD5",-4.57250025208459,3.23589688275267e-06,4.57250025208459,1.07863229425089e-06
"ABHD6",0.366982608855034,0.711053823751483,-0.366982608855034,0.715178513644699
"ABHD8",5.74494655163093,0,-5.74494655163093,0
"ABI1",-3.77169218469453,0.000146693992018121,3.77169218469453,0.000187682019199655
"ABI2",4.52484901800893,5.39316147125445e-06,-4.52484901800893,2.15726458850178e-06
"ABI3BP",3.8808727075861,9.92341710710819e-05,-3.8808727075861,0.000116492287779096
"ABL1",4.4388197962624,6.47179376550534e-06,-4.4388197962624,6.47179376550534e-06
"ABL2",-1.74941725289779,0.0780681695609967,1.74941725289779,0.0809319383022328
"ABLIM3",-4.05563725794662,5.60888793010463e-05,4.05563725794662,4.74598209470392e-05
"ABR",-2.87594053891597,0.00370941645992881,2.87594053891597,0.00415704886204293
"ABT1",3.0636555031116,0.00197066120159638,-3.0636555031116,0.00225542012727861
"ABTB2",5.60005848006594,0,-5.60005848006594,0
"ACAA1",-2.61712880429887,0.00833998489914788,2.61712880429887,0.00911444288642002
"ACAA2",2.59473933299874,0.00892028907345486,-2.59473933299874,0.00968935389925574
"ACACA",1.20495567421249,0.224531334268148,-1.20495567421249,0.228973142055873
"ACAD10",5.57433426198719,0,-5.57433426198719,0
"ACAD8",1.75828038011896,0.0765591629813397,-1.75828038011896,0.0794013590766908
"ACADL",0.716331839557109,0.470437924711466,-0.716331839557109,0.475567899902923
"ACADM",1.78291687451674,0.0726199978427354,-1.78291687451674,0.0753737460899579
"ACADS",-1.48828846068463,0.13401682666379,1.48828846068463,0.137758602092547
"ACADSB",-1.51172244744794,0.128034731959875,1.51172244744794,0.131621184338259
"ACADVL",0.270287491787798,0.784791284651062,-0.270287491787798,0.787886959335563
"ACAN",-2.31186629576683,0.0198349692589796,2.31186629576683,0.0210753963973681
"ACAP1",-0.107787904513337,0.913398770359185,0.107787904513337,0.914569086398447
"ACAP2",1.47589940766907,0.137136231258764,-1.47589940766907,0.141032251105598
"ACAT1",-2.51026564181534,0.0114734117139467,2.51026564181534,0.0123039585805199
"ACAT2",-2.29147185648244,0.0209276237730558,2.29147185648244,0.0222047244094488
"ACBD3",-1.91509018956224,0.05358537374609,1.91509018956224,0.056092115197929
"ACBD4",0.606160350567672,0.541183259626793,-0.606160350567672,0.546372559594434
"ACD",0.253709895905664,0.797745658505016,-0.253709895905664,0.800637471685902
"ACE",-1.47626964949829,0.137038075719987,1.47626964949829,0.14093625283141
"ACE2",-4.86547702788134,2.15726458850178e-06,4.86547702788134,0
"ACHE",0.240253073319313,0.808167403732068,-0.240253073319313,0.810802502426923
"ACKR2",-1.97947445162538,0.04610505878546,1.97947445162538,0.0484122532628627
"ACKR3",4.18637123224801,2.04940135907669e-05,-4.18637123224801,2.69658073562722e-05
"ACKR4",-7.53321980451516,0,7.53321980451516,0
"ACO2",-4.09949113613325,4.20666594757847e-05,4.09949113613325,4.20666594757847e-05
"ACOT11",1.44427033311096,0.145643404163521,-1.44427033311096,0.149672095782548
"ACOT13",-0.775945524776473,0.434368460791716,0.775945524776473,0.439393808650631
"ACOT7",0.451609081738872,0.648729371157373,-0.451609081738872,0.653626361773271
"ACOT8",1.74093445698789,0.0795135368352928,-1.74093445698789,0.0824366303527128
"ACOT9",-5.9761491315223,0,5.9761491315223,0
"ACOX1",-2.5074536675853,0.0115629381943695,2.5074536675853,0.0124064286484737
"ACOX2",0.709882392779196,0.474465537698199,-0.709882392779196,0.479500593247762
"ACOX3",-1.94193916020342,0.050344083701866,1.94193916020342,0.052704131161687
"ACOXL",1.62039547760784,0.102730018336749,-1.62039547760784,0.105854816093194
"ACP1",4.65765760794204,3.23589688275267e-06,-4.65765760794204,0
