"","SAMD_1","SAMP_1","SAMD_2","SAMP_2","SAMD_3","SAMP_3","SAMD_4","SAMP_4"
"A1CF",-1.16893326421601,0.253151763563801,-0.966067137717874,0.324693129112286,-3.86463105806497,0.000358105921691295,12.2624244335805,0
"AAAS",-4.81580796730609,3.8830762593032e-05,1.57825251445141,0.110197389709848,-4.27368590795186,0.000107863229425089,5.10049136332524,5.39316147125445e-05
"AACS",-3.50653673617663,0.00167295868838313,3.40565460282815,0.000626685362959767,2.52975803957235,0.0149444504368461,-6.28499421313733,3.23589688275267e-06
"AADAC",-6.81198575044828,0,-1.35053591719994,0.169988135044763,3.38693381654045,0.0015111638442455,1.00306144122851,0.331543522813073
"AAK1",0.0883808441961201,0.930357027289397,4.52579903770053,9.70769064825801e-06,-8.45214372619053,0,1.06733494572353,0.301987919318304
"AAMDC",-1.30693011947314,0.202587638873908,1.00287468357378,0.306668104843059,0.384259425109147,0.700651493905728,-0.421955161218299,0.680418509330169
"AAMP",-2.81056845705458,0.00947794196958257,3.29972358800116,0.000943803257469529,-0.0688073746458938,0.945367274296192,-2.50519845517483,0.0219609535109481
"AARS",-0.389167149660538,0.701693452701974,2.7960117861262,0.0050253478589149,0.340748826531291,0.732833567036997,-4.17572223986026,0.000524215295005933
"AASDHPPT",-0.453219145947997,0.655318735842951,-0.570792299870907,0.560184446122317,8.20269018358551,0,-9.99844163426465,0
"AASS",2.6032359962309,0.0151105598101607,-3.46976296878168,0.00048430590011865,-1.47522556723876,0.143710495092223,4.32510826096044,0.000371049509222306
"AATF",0.762156995636869,0.454021141192967,5.71497517545735,0,-6.49604071528003,0,-1.25823668248759,0.226068385287456
"AATK",1.04061402433747,0.308039046489052,0.445044984259277,0.649715241074318,-8.25052577212264,0,7.42467864131083,1.07863229425089e-06
"ABAT",-2.41380302079262,0.0233070866141732,-1.44837320050343,0.141877898824291,-0.626846879771361,0.529815553877683,5.56456889421479,2.15726458850178e-05
"ABCA1",3.82183687003093,0.000719447740265344,1.52442762308524,0.12248409017366,-2.01937973618356,0.0483982310430374,-3.89533722199485,0.000988027181533815
"ABCA12",-4.75976664039115,4.63811886527883e-05,-0.814736188846962,0.405724301585589,-0.730630471199155,0.46452917700356,4.33431155924902,0.000359184553985546
"ABCA2",-2.62991016510624,0.0142422608132888,2.66517327132359,0.00745119188868515,-3.46161550619689,0.00121130406644375,1.52821716619813,0.145062021356919
"ABCA3",-2.96187771056279,0.00663143134505447,3.17263598368381,0.00143781684823644,-4.59469058670885,3.45162334160285e-05,3.7802829112195,0.00130298781145508
"ABCA4",-3.96195372483578,0.000474598209470392,1.40688574744971,0.153436522489483,-3.80307946167658,0.0004239024916406,6.03527012932682,5.39316147125445e-06
"ABCA5",0.478353499466335,0.637734872182073,-0.991151588465675,0.312227375687628,1.34733293771831,0.180786322942509,-1.39703105763615,0.180675223816201
"ABCA6",5.71251599949416,3.23589688275267e-06,-4.66469817599554,2.15726458850178e-06,-3.36615323918619,0.00160824075072808,3.23260426412312,0.00448818897637795
"ABCA8",10.9749688188123,0,-7.20869123135164,0,-0.049986192472768,0.960190917916082,-1.75117276062373,0.097824398662496
"ABCB1",1.25010479936497,0.222344946607701,-3.1660743181282,0.00146693992018121,-6.04123586449161,0,8.26069314241471,0
"ABCB4",-2.75923648920139,0.0105856973357782,-2.42519218297694,0.0149800453025564,-1.42596807756482,0.157331463704023,6.95602357377356,1.07863229425089e-06
"ABCB7",-1.55610980216868,0.130926545140762,0.837093312806718,0.393115090065797,4.46261951555648,6.04034084780498e-05,-7.43666872291663,1.07863229425089e-06
"ABCB9",-4.56003864486975,8.8447848128573e-05,1.87207540118252,0.0591122856218315,-3.73317688459738,0.000523136662711682,2.94835480485797,0.00840578146909718
"ABCC1",0.411778837968763,0.685248624743825,3.01424210245209,0.00248516880595405,-2.65841612249729,0.0109179160824075,-1.46313361531047,0.162070974004962
"ABCC10",-1.1571137360047,0.257823320030202,3.85599542652744,0.000112177758602093,-5.02368851284487,4.31452917700356e-06,2.00346174341281,0.0606514939057275
"ABCC2",-2.48846843472133,0.0196580735627225,-2.05916827204391,0.0382472225218423,-2.55925692728508,0.0139402437708985,9.44834767880757,0
"ABCC3",1.53959299189787,0.1349530794952,-0.224008854025122,0.819350663358861,-4.01432872644973,0.00022974867867544,3.39057318575854,0.00313666271168159
"ABCC4",-4.74597358964436,4.853845324129e-05,-0.571698327617813,0.559548053068709,4.79560218720042,1.83367490022651e-05,-5.24694769549373,3.99093948872829e-05
"ABCC5",0.932449985014921,0.360350555495632,3.15251059639578,0.00153165785783626,-7.44931872482685,0,3.49886431173944,0.00245928163089203
"ABCC6",-3.23630707639707,0.0033933771977133,-1.95005086413668,0.0493161471254449,2.42560080194823,0.0191554309136016,2.11018794363012,0.0492589796138496
"ABCC8",-1.42859443513798,0.164432100097077,-1.41887140359179,0.149954697443641,-3.46070810371684,0.00121561859562075,8.9914291878395,0
"ABCC9",-2.22209431409844,0.0351407615143997,-1.97728136851343,0.0463089202890735,-2.36059528808632,0.0223460252399957,7.10067299249786,1.07863229425089e-06
"ABCD3",-0.70691654620984,0.487150253478589,-0.600092201984242,0.539925574371697,7.14395745004626,0,-9.41354960876331,0
"ABCE1",-3.50161176093645,0.00170100312803365,-0.545840853038427,0.577030525293927,8.08047893556551,0,-5.2647109567109,3.66734980045303e-05
"ABCF1",3.23505677552457,0.00340308488836156,5.88141262096237,0,-3.70805727783456,0.000572753748247222,-7.75473111302574,0
"ABCF2",-2.49352259290204,0.0193873368568655,2.49455064765958,0.0122964081544601,2.88032436662783,0.00610290152087154,-6.56852850409815,2.15726458850178e-06
"ABCG2",3.96123461305564,0.000476755474058893,-4.36578463309806,1.40222198252616e-05,-4.21119763537212,0.000129435875310107,4.4581965488409,0.000273972602739726
"ABCG4",-4.59972925912101,8.30546866573185e-05,-1.04247608806581,0.28828713191673,-3.49059040082565,0.00110236220472441,6.52975186030101,2.15726458850178e-06
"ABHD10",-1.41059720548548,0.169749757307734,-2.26140100542675,0.0230676302448495,3.56551370386673,0.00089742206881674,-0.16745214232807,0.869997842735411
"ABHD11",-6.14332772256669,0,5.19413258455429,0,1.31894478360725,0.189853306007982,-3.14562387791139,0.00542875633696473
"ABHD14A",-1.83451785354438,0.0774911012835724,0.861237757780032,0.379516772732176,-1.33847142330449,0.183625283140977,2.56458601439963,0.019398123179808
"ABHD17B",-1.43284144452347,0.163235896882753,-2.02232591388715,0.0416772732175601,-2.21634977267369,0.031208068169561,6.32418362675829,3.23589688275267e-06
"ABHD2",-0.605499716193267,0.551660015100852,-0.975430926206638,0.320065796569949,-5.54366341510923,1.07863229425089e-06,7.98564531147136,0
"ABHD3",-1.59628678211861,0.121608240750728,-3.15552751378685,0.00151224247653975,5.73076145696582,0,-4.43809598873499,0.000286916190270737
"ABHD4",1.92691020582676,0.0645043684607917,2.21682524887027,0.0258332434473088,-5.60731209828193,1.07863229425089e-06,1.80944912424038,0.0879505986409233
"ABHD5",-1.48558033257991,0.148824290799267,0.274661142036187,0.77934527019739,-5.47827140746185,1.07863229425089e-06,6.28332814301702,3.23589688275267e-06
"ABHD6",2.24747222261944,0.0333038507172905,-2.81700577923442,0.00469744364146263,-1.89446100252295,0.0631992233847481,3.71395881090714,0.00152302879948226
"ABHD8",-1.69179123908102,0.101621184338259,1.32353045932267,0.178461870348398,-0.633131874798336,0.525669291338583,0.272221958700425,0.79027397260274
"ABI1",0.534239513557047,0.599381943695394,-1.20554090392867,0.220089526480423,8.94833464172764,0,-16.1553420068129,0
"ABI2",-3.79144006719705,0.000776615251860641,1.18167777677073,0.229391651386043,-1.85299087021028,0.0689569625714594,5.54464450375956,2.15726458850178e-05
"ABI3BP",-1.43869913855836,0.161633049293496,-1.7120231722264,0.083606946391975,-1.01963249106737,0.309027073670586,4.75523431382388,0.000132671772192859
"ABL1",11.6535038376086,0,2.47158040324642,0.0131043037428541,-5.33578491232134,1.07863229425089e-06,-6.03269191422277,5.39316147125445e-06
"ABL2",-0.33178969608689,0.74420450868299,-1.1392058601631,0.246659475784705,-2.74340818170356,0.00879301046273325,4.00055956952249,0.000801423794628411
"ABLIM3",3.10841227314091,0.00462193938086506,-3.46062345191985,0.000508035810592169,-4.78983003839275,1.83367490022651e-05,8.83249552700638,0
"ABR",7.89249750646869,0,-1.60771076631172,0.103778448926761,-3.66822386427949,0.000647179376550534,-1.40933989457342,0.177129759464998
"ABT1",-5.02713435325501,2.04940135907669e-05,-1.56448892821625,0.113164707151332,6.95780263795016,0,-2.52221839988866,0.0211422715996117
"ABTB2",-0.506262784422012,0.618205155862367,-0.918285179938072,0.348921367705749,-5.02353889260377,4.31452917700356e-06,9.00393023168786,0
"ACAA1",-5.73798808091195,3.23589688275267e-06,3.45963307235446,0.000511271707474922,-0.341137178013596,0.73255527990508,-0.929549047672941,0.3674296192428
"ACAA2",-0.0938959066092162,0.926040340847805,-3.32979896810598,0.000851040880163952,6.81905991653572,0,-4.32991207820676,0.000366734980045303
"ACACA",2.01387105556144,0.0539521087261353,5.12632649047566,0,-6.99342734435929,0,-1.1522941366536,0.266245280983713
"ACAD10",-3.69450174873095,0.00100636393053608,2.55119165620686,0.0104594973573509,-5.1907562389394,4.31452917700356e-06,5.08757658828426,5.39316147125445e-05
"ACAD8",-0.858908586490772,0.399240642864847,0.535267050134482,0.584461223169022,1.87721786810369,0.0655765289612771,-3.75501354037425,0.0013881997627009
"ACADL",3.10253599406147,0.00467694962787186,-3.87032679374716,0.00010894186171934,-1.32780537119604,0.18703376119081,2.08448023035927,0.051801315931399
"ACADM",-0.772124515158019,0.448250458418725,-1.87338025717199,0.0589504907776939,8.95005368948686,0,-5.54022912334484,2.15726458850178e-05
"ACADS",-3.75077169013539,0.000865063099989214,-0.831497933534191,0.3962851903786,0.723762057983202,0.468715348937547,3.52251331047609,0.00233739618164168
"ACADSB",-1.44076027229855,0.161033329737892,-1.527990495282,0.121667565526912,0.221741072639109,0.824018983928379,3.01765960620336,0.00719016287347643
"ACADVL",1.71673704144073,0.0969593355625067,4.59661904492954,3.23589688275267e-06,-2.81266584413129,0.00734872182073131,-3.8820812212185,0.00101067845971308
"ACAN",-1.70278514844602,0.0995566821270629,-0.270397676161692,0.782724625175278,-3.73869568008178,0.000518822133534678,5.48133950529665,2.15726458850178e-05
"ACAP1",-3.60028003958429,0.00131161686980908,0.209546433529661,0.830952432315823,-3.06128568864727,0.00371912415057707,4.72607353092177,0.000143458095135368
"ACAP2",-0.600186085181053,0.555106245280984,-2.18752295247089,0.027828713191673,10.0553374690986,0,-5.6199288746804,1.72581167080142e-05
"ACAT1",3.82780308602643,0.000704346888145831,-2.66735329246671,0.00739833890626685,6.40704859575419,0,-6.79707242487473,1.07863229425089e-06
"ACAT2",-4.36342380182304,0.000148851256606623,-1.35202399089083,0.169542659907238,5.62018057693886,1.07863229425089e-06,-2.13524816480435,0.0469194261676195
"ACBD3",0.366425583481953,0.718443533599396,1.32816784314154,0.17703376119081,4.3842699702998,7.8740157480315e-05,-7.16001970286965,1.07863229425089e-06
"ACBD4",-0.36634460121021,0.71851040880164,1.07115329072719,0.275687628087585,-1.63903871099122,0.10573724517312,1.30570156684927,0.209651601768957
"ACD",3.01538507719257,0.0058159853306008,1.20673699180222,0.21964728723978,-2.07742966238425,0.0426102901520872,-1.50417128384505,0.151125013482904
"ACE",-1.23328021049897,0.228413331895157,0.828391175218681,0.397966778125337,0.871178625872062,0.38416136339122,-1.02868527872895,0.319591198360479
"ACE2",0.0652728803007078,0.948566497680941,-1.0536118650774,0.283359939596592,-3.17712894103164,0.00264588501779743,5.29915387319968,3.55948657102794e-05
"ACHE",-2.24825973617286,0.0332445259411067,-1.72611138531654,0.0811767878330277,0.151176132042018,0.879924495739402,4.30273720112872,0.000387228993636069
"ACKR2",-0.558936423381023,0.582603818358322,-1.61918884393148,0.101404379247115,-2.33657759904693,0.0236446985222738,5.38285148543478,2.69658073562722e-05
"ACKR3",3.65872531142821,0.00112285621831518,-3.62258082613592,0.000280444396505231,4.83778278211176,1.61794844137633e-05,-5.42962331307811,2.37299104735196e-05
"ACKR4",-0.45801484921176,0.651910257793118,-2.26074776193347,0.0231021464782656,-0.541432370152055,0.58746521410851,4.39975807889914,0.000308488836155754
"ACO2",1.46330424785485,0.154740588933233,4.7542445551382,1.07863229425089e-06,-1.11371728064162,0.266988458634452,-8.38642123144336,0
"ACOT11",-4.80136150267837,3.99093948872829e-05,0.72690857807622,0.458090820839176,-3.51510757041472,0.00102146478265559,6.27531637089433,3.23589688275267e-06
"ACOT13",-4.09145647733464,0.000331140114335023,-1.93961354874178,0.0505781469097185,8.81264788509796,0,-4.68757465207062,0.000163952108726135
"ACOT7",-3.12822935020782,0.00440729155430914,3.60274328082452,0.000302017042390249,1.29327084314359,0.198434904541042,-7.65943675583456,0
"ACOT8",-5.419592901974,5.39316147125445e-06,1.22396807397664,0.213162549886744,3.9681829671796,0.000257793118325963,-2.79122717879648,0.0118735842951138
"ACOT9",2.31704242243498,0.028766044655377,-1.01915887163258,0.299074533491533,4.69466013966117,2.58871750620214e-05,-6.64776066021852,2.15726458850178e-06
"ACOX1",-3.05856758274103,0.0052076367166433,-3.1196811685438,0.00172149714162442,8.56928662627227,0,-6.07469562720213,5.39316147125445e-06
"ACOX2",2.73532444632761,0.0111746305684392,-0.859768217294297,0.380340847804983,-1.52221669033882,0.131837989429404,0.537263600979444,0.600625606730666
"ACOX3",1.43970625917336,0.161336425412577,2.38209136233881,0.0168040125121346,-2.06186597462213,0.0440977240858591,-1.92077003493934,0.0712048322726783
"ACOXL",-2.76157167254776,0.0105209793981232,-1.69588456827511,0.0864836587207421,1.18430013943964,0.238462948980692,3.00986256755564,0.00732391327796354
