"","SAMD_1","SAMP_1","SAMD_2","SAMP_2","SAMD_3","SAMP_3","SAMD_4","SAMP_4"
"A1CF",-3.1668433734607,0.000625606730665516,-1.5642510079075,0.0356293819436954,-1.74748845546467,0.10034516233416,1.82537461404624,0.000491856326178406
"AAAS",-0.0201321317303894,0.980935174199115,1.82811013408181,0.0166217236544062,0.9135474772141,0.376835292848668,-1.26294201265489,0.00754611153057923
"AACS",-0.0732584086425197,0.930660122964082,-1.63831551557692,0.0287692805522597,-0.433824304442381,0.672419372236005,0.709686418431345,0.0989796138496387
"AADAC",-1.44845819653388,0.0927159961169237,-0.939953829603526,0.185475137525618,1.24467850088219,0.232252184230396,-0.187397053575538,0.646545140761514
"AAK1",2.2721423729743,0.0105037212814152,-0.226438603479045,0.745184985438464,1.24156411143566,0.23342034300507,-1.6511393179552,0.0011552151871427
"AAMDC",-1.89798536047864,0.0299180239456369,0.0896578278765581,0.897250566281954,-0.334876919271594,0.744040556574264,0.634326379792029,0.136119081005285
"AAMP",-1.31056977919323,0.126847157803905,-2.18853840160125,0.00553769819868407,0.124413672525584,0.902952216589365,1.17459464607262,0.0115510732391328
"AARS",1.57378552708493,0.0687757523460252,1.49248511727473,0.043602631862798,2.03212927117657,0.0595631539208284,-2.59445851653418,1.61794844137633e-05
"AASDHPPT",-0.0173792598075879,0.983564879732499,-0.248252833694672,0.721578039046489,2.30707718116179,0.034884047028368,-0.727812317948152,0.0915143997411283
"AASS",1.72528579502855,0.0471157372451731,1.92441142113506,0.0125326286269011,-5.27821613197837,3.02017042390249e-05,-0.614913941726811,0.147615143997411
"AATF",-0.225156027871957,0.788979613849639,1.71482897600985,0.023056843921907,3.35545468694757,0.00378276345593787,-2.27737707606308,6.04034084780498e-05
"AATK",-1.71193656925557,0.048757415597023,-0.920972912219082,0.194030848883616,-2.19210952861135,0.0437838420882321,1.73876015155789,0.000771222090389386
"ABAT",0.0282197371014646,0.973215402869162,-1.15671361001991,0.107716535433071,-0.388908313789003,0.704628411174631,0.614341087595927,0.147957070434689
"ABCA1",3.39754262041086,0.000305252939273002,-0.455528178410499,0.514488188976378,-0.0572524715149917,0.955206558084349,-1.44606174023313,0.0030924387876173
"ABCA12",-1.9278497730083,0.0275558192212275,-0.406812092585515,0.560263186279797,-2.08746386123727,0.0536576421098048,1.28552952176964,0.00671556466400604
"ABCA2",-0.10496586942777,0.900477834106353,0.751587406646539,0.285812749433718,-3.22686533357727,0.00505123503397692,0.717309157476552,0.095791176787833
