,Sample,B.cells,Plasma.Cells,CD8.T,CD4.T,Gamma.delta.T,NK,Monocytes.and.Macrophages,Dendritic,Mast,Eos,PMNs
13,GSM249746,-0.599070773422483,-0.535566527800369,-0.503154670843853,-0.388756929227631,-0.556326000250477,-0.526347574590043,-0.486614445094704,-0.411203024448013,-0.572628799632488,-0.522936568024112,-0.580478602977969
14,GSM249747,-0.453203554217834,-0.315170710696378,-0.34405617090599,-0.306958191095832,-0.36909523656803,-0.420894267086208,-0.183636907204553,-0.108277731890038,-0.58773919101883,-0.442666603030388,-0.449998726022224
15,GSM249748,-0.503790356068578,-0.301961343801726,-0.482706070113628,-0.357756284269448,-0.535992606955396,-0.559299450381714,-0.294774566984367,-0.231578900085018,-0.607741482700662,-0.503391929290195,-0.517117439965932
16,GSM249749,-0.504652238816414,-0.392375530252088,-0.434200988787856,-0.388353074971882,-0.470987753728173,-0.480702920264557,-0.238688806458408,-0.125460530262746,-0.627713734105539,-0.534390408796288,-0.476708814955067
17,GSM249750,-0.452737055170921,-0.353995922609524,-0.214374160376646,-0.222469170952712,-0.258056380008329,-0.285544048723699,-0.145790624525842,-0.0856787525096957,-0.550539964777505,-0.462524242068615,-0.423412543915846
18,GSM249751,-0.452983943951291,-0.268286812886561,-0.223467226958963,-0.278217481622689,-0.356164419548364,-0.358515159761165,-0.207114058779054,-0.0919299530683827,-0.53865052239313,-0.50240340880293,-0.527223858451836
19,GSM249752,-0.651786683009737,-0.423823041551939,-0.631092895544564,-0.52828865438967,-0.742894883406197,-0.701539637090469,-0.558855655213105,-0.503374073389288,-0.755818489952344,-0.710671960081027,-0.618000838262802
20,GSM249754,-0.576184446959867,-0.389838189358405,-0.664545259612411,-0.515810253434509,-0.69033441713819,-0.776188738758754,-0.517110591560396,-0.460714409493881,-0.715181257784722,-0.577048379907883,-0.625719989849318
21,GSM249755,-0.613307643763314,-0.448939047256925,-0.660474847262451,-0.486222639525351,-0.744943662767941,-0.695451159561636,-0.568800017060688,-0.503088916580107,-0.697004515035683,-0.524972355057472,-0.623212909801073
22,GSM249756,-0.564284183318465,-0.294676177745199,-0.451382938819411,-0.370499064593911,-0.489631694111996,-0.512520835345142,-0.382115800146538,-0.31942287949204,-0.635290612427808,-0.513929906585516,-0.502513444757264
23,GSM249758,-0.447786574258442,-0.266061901672587,-0.289807699418601,-0.316532392554851,-0.329668618067731,-0.383033759927542,-0.276055974554811,-0.163458314130779,-0.705550286189317,-0.430503868228228,-0.463063917515416
24,GSM249759,-0.40399693885998,-0.00288737078878638,-0.305247062513505,-0.306462142663022,-0.371327823472372,-0.417803872263703,-0.225789059081896,-0.221673549895488,-0.501862126346519,-0.417143969621148,-0.373042100825843
25,GSM249760,-0.615205715107279,-0.393834445760253,-0.599672555465841,-0.426043634742455,-0.64511974121649,-0.71068824654934,-0.341174255397537,-0.186589877944174,-0.489146098600868,-0.405490254018173,-0.408644117595988
26,GSM249762,-0.346471996150627,-0.151500268913911,0.0290061426999238,-0.127183537279082,0.000327170108400671,-0.157174202892794,-0.0709251574693047,-0.0316692100847997,-0.465830795527135,-0.344094366421565,-0.281191287092331
27,GSM249763,-0.515779625488011,-0.27800383073049,-0.346839141302692,-0.361299922796932,-0.360521205543122,-0.413466507599103,-0.313823884333466,-0.201173843003107,-0.629264986968171,-0.50443084898797,-0.528998468801125
28,GSM249764,-0.546474646430136,-0.292651559560863,-0.299650370689465,-0.28849331990485,-0.332407733009226,-0.420801739071991,-0.165339668221305,-0.0618054379090372,-0.581131204630715,-0.422252242743477,-0.436892268101466
29,GSM249765,-0.447363109952282,-0.247010013677301,-0.560432693278655,-0.378802408321673,-0.594421579709854,-0.593331176880293,-0.315865213219583,-0.286598025902111,-0.585899961974057,-0.53407916154934,-0.562340283075505
30,GSM249766,-0.560250758719452,-0.393465037496812,-0.671603618712482,-0.462198372337579,-0.710288551476132,-0.646610511567784,-0.364493827159463,-0.335907602002387,-0.585662202490933,-0.626367123334507,-0.612690304822282
31,GSM249767,-0.57638420177138,-0.331356281410236,-0.563849787217287,-0.432817803949777,-0.633553499084351,-0.632485173367637,-0.338590111835607,-0.28515240055283,-0.678366823880394,-0.580725455298835,-0.564407487781759
32,GSM249768,-0.594595667255837,-0.374932730750519,-0.551426641743401,-0.424385455481676,-0.582001388295413,-0.63043423050425,-0.509333875463627,-0.411730425043209,-0.534677282867781,-0.517136230999313,-0.552018452069251
33,GSM249769,-0.511912680801498,-0.283587862654939,-0.6840555955414,-0.475850607245574,-0.687759010288006,-0.75944439872915,-0.669141505071563,-0.574002870833219,-0.791203041361202,-0.648441259049752,-0.749535886599507
34,GSM249770,-0.559560884981039,-0.336667119945215,-0.624813867522358,-0.380289309580408,-0.622671395127741,-0.669660390394664,-0.524553596274708,-0.556704502824431,-0.66441608091967,-0.525838919476401,-0.524178481017261
35,GSM249771,-0.513780445774918,-0.213705777093194,-0.280708889254896,-0.276445380884956,-0.344360405468413,-0.387584732511506,-0.294738354872464,-0.232133775044576,-0.580117493469861,-0.469086733928032,-0.465647563677291
36,GSM249773,-0.542007428382734,-0.385383433414224,-0.679236116041659,-0.481025673627882,-0.72374118237693,-0.682019657500872,-0.439170477644826,-0.363201844041494,-0.597607767480252,-0.439060581473195,-0.389080931684844
37,GSM249774,-0.579025862138618,-0.254789684002902,-0.631529976574915,-0.471169197715858,-0.612697316921934,-0.709923433848161,-0.455568630898318,-0.369708862453446,-0.64408932735787,-0.622975643724241,-0.64854547393935
38,GSM249775,-0.641251448787154,-0.453099856314307,-0.576630799724782,-0.460898126166093,-0.61137047116938,-0.64815426795951,-0.432119685573842,-0.440085786601394,-0.680740402076875,-0.547630696339658,-0.505779881915059
39,GSM249776,-0.602865495748823,-0.426779218015612,-0.703500961192068,-0.473155759174636,-0.679277296925925,-0.759100893325225,-0.587197309794016,-0.505550800258193,-0.74829156683456,-0.572140026986696,-0.653322621110029
40,GSM249777,-0.591713144341419,-0.447427028864153,-0.685616979756777,-0.459208180692935,-0.705707280890983,-0.748155580734881,-0.563318241027859,-0.415393886024546,-0.79750321364522,-0.576821371677753,-0.674864634199627
41,GSM249778,-0.438353756091472,-0.271098967154174,-0.452819339916502,-0.36475585303733,-0.499869606630932,-0.57758823394211,-0.509629232088262,-0.37746219990047,-0.600473087099343,-0.57868736082263,-0.633328261737167
42,GSM249780,-0.572173772561749,-0.367280373196232,-0.511096425932279,-0.381699739486356,-0.574472584740033,-0.587560896354946,-0.259298496221196,-0.228603626459531,-0.548446358832845,-0.416036562030888,-0.31886348668445
43,GSM249781,-0.600190937259672,-0.447668795343937,-0.607106332259556,-0.432194726637969,-0.652740365726895,-0.711615484153675,-0.46183886244511,-0.33089148459324,-0.628672031129827,-0.594467549568703,-0.62240244437835
44,GSM249782,-0.412815073470658,-0.166210750052233,-0.30627516549404,-0.29468166869766,-0.349781372001371,-0.439970483394725,-0.208285218299918,-0.15128528020067,-0.548843086265475,-0.393443144908912,-0.41238803733304
45,GSM249783,-0.617715650678492,-0.370251256415766,-0.593019761478184,-0.472909664202754,-0.64780316087512,-0.660277399816496,-0.613230531952533,-0.499946194610045,-0.746346798939157,-0.699934035322841,-0.671897642220776
46,GSM249784,-0.64910761608353,-0.49635226522631,-0.668730124607387,-0.503175605098638,-0.704676846534283,-0.665237397073794,-0.38977796375477,-0.330164946258285,-0.632246210363392,-0.500607503124988,-0.528043515116685
47,GSM249785,-0.481025989857344,-0.384167390434235,-0.691303536177035,-0.468120748200067,-0.710155829740215,-0.824258145894035,-0.620933338775611,-0.397613711013278,-0.550468331721128,-0.562158450278023,-0.777368118596525
48,GSM249786,-0.577203158655632,-0.442036019222692,-0.707846545271468,-0.495090393974661,-0.711552246364734,-0.736166242608295,-0.597439995448538,-0.531841065012146,-0.646117628163145,-0.636813624312079,-0.614830675604112
49,GSM249788,-0.540097719026265,-0.245264962010774,-0.483035594528632,-0.407454035556349,-0.496777815036439,-0.557622449734483,-0.36672456321295,-0.356795434125615,-0.539387739337728,-0.537284478631396,-0.533210854290707
50,GSM249789,-0.571711649821806,-0.288419041998909,-0.694459527987262,-0.435586403444078,-0.653006303659763,-0.757975034229224,-0.586119450968837,-0.463021327009972,-0.651793168656205,-0.563129152264764,-0.712578883257992
51,GSM249791,-0.585355489471167,-0.370795293507335,-0.635644526010081,-0.432186979071295,-0.655131197551158,-0.710194123549423,-0.456012732357985,-0.391730046622829,-0.609338631521055,-0.551499210727139,-0.420293264593185
52,GSM249793,-0.584483899568605,-0.510242876738244,-0.556321703597949,-0.465376704653474,-0.60600729356029,-0.607938803376358,-0.251589343436315,-0.228475145306181,-0.490872128400523,-0.597693380331219,-0.430052223147927
53,GSM249794,-0.584474052581321,-0.352119503156478,-0.663433678926772,-0.430394971641798,-0.676062489061563,-0.748944599697173,-0.471215364783751,-0.419530996858353,-0.661576241976742,-0.531269542024502,-0.599250768713444
54,GSM249795,-0.50104916438034,-0.239872650971568,-0.284435474079502,-0.309462962646009,-0.309026053011457,-0.319471652893673,-0.253946721001526,-0.212479946623793,-0.467857303585265,-0.466043763990757,-0.451167087525471
55,GSM249796,-0.632947602276609,-0.446917687167192,-0.650135715182073,-0.446900763332554,-0.660008198915265,-0.705236127244689,-0.563141550263348,-0.447575775276604,-0.674894436809315,-0.573503012673406,-0.607869474571155
56,GSM249797,-0.539667356270511,-0.32394744710181,-0.593959485892928,-0.459528092968644,-0.624885165978085,-0.639547881601215,-0.41683627087152,-0.345492436340675,-0.612183879847607,-0.593181410377073,-0.534211058026069
57,GSM249798,-0.525967559737544,-0.406000590121579,-0.663832028673286,-0.468294304863005,-0.713712915638593,-0.724881537273205,-0.51610791294426,-0.439644051992001,-0.755792544225935,-0.558703101952478,-0.624266096223543
58,GSM249799,-0.501002897107011,-0.455940784399383,-0.677678938751294,-0.464239369372771,-0.673081163371765,-0.732183199948611,-0.619581038343035,-0.530102484034489,-0.781123888970415,-0.620939188349894,-0.64023943782959
59,GSM249800,-0.476875960978936,-0.110314558455092,-0.353465717702934,-0.326069695590334,-0.36004960845196,-0.471236815468428,-0.303456130841075,-0.180003053085335,-0.678545679404641,-0.379778946535892,-0.519965357039935
60,GSM249801,-0.533702058091406,-0.355036656123232,-0.461138626878972,-0.425219642321962,-0.500362034255266,-0.591201577796954,-0.406038842321512,-0.310765539570491,-0.576663012049002,-0.458665565310238,-0.465130880549851
61,GSM249802,-0.563850304597265,-0.490147973824588,-0.641610803308936,-0.511040537221869,-0.616549654174836,-0.611034546845538,-0.452697240622247,-0.369230545789653,-0.635797634266117,-0.543448955845813,-0.473756897549438
62,GSM249803,-0.619597008396762,-0.361737973045351,-0.551159390594934,-0.422911422559179,-0.593610297674685,-0.631814668789946,-0.410322211697686,-0.350656216754039,-0.614057087696076,-0.531215385887655,-0.578981709080793
63,GSM249804,-0.539697344297797,-0.41608020155284,-0.672193515013326,-0.444472717439678,-0.621342974246958,-0.712882528713811,-0.527076678432117,-0.438004663239263,-0.558760852369357,-0.480315832633312,-0.548754697887417
64,GSM249805,-0.520090553066796,-0.256083833172054,-0.585935427284829,-0.435579493041135,-0.592508626751598,-0.635447025481606,-0.319289992500534,-0.23166705628936,-0.607462116959988,-0.417343989640991,-0.407868002911559
65,GSM249806,-0.52745307476068,-0.390793976570279,-0.445774904958782,-0.338497771053329,-0.532040610293616,-0.582945460518944,-0.344301492616796,-0.265298345203476,-0.584903524450339,-0.392291211160891,-0.429484050797124
66,GSM249807,-0.439222852857675,-0.265366107456753,-0.418486814629166,-0.321292788452081,-0.420105144235786,-0.480594981438417,-0.229673836746128,-0.200622141863859,-0.568529923586932,-0.490556786688005,-0.45790088507068
67,GSM249808,-0.414487604050021,-0.141575858572326,-0.462522621061703,-0.3540098052989,-0.445649162015065,-0.481705216447143,-0.302132207914069,-0.204626764247262,-0.496269593644132,-0.495515509517238,-0.577218602139883
68,GSM249809,-0.516486348114666,-0.318050700975224,-0.590460058368928,-0.427525135612068,-0.621365283163548,-0.637602501723775,-0.367689854879652,-0.304172897171686,-0.553127000440164,-0.533613386593286,-0.518810970954799
69,GSM249810,-0.600116329566086,-0.458576679088384,-0.531411199701613,-0.420144728510707,-0.528411385674731,-0.622458148519683,-0.383575880369033,-0.333224601374023,-0.544883915493648,-0.483125308467859,-0.518956886734661
70,GSM249811,-0.565863964418768,-0.372186853373384,-0.49877596254682,-0.399428698549891,-0.539182912599416,-0.596555716100881,-0.336134273459127,-0.238765665762639,-0.561351459852857,-0.475652220063293,-0.457191726441933
71,GSM249812,-0.569970636347786,-0.436012257786298,-0.674682365995793,-0.464621805984103,-0.702349835830186,-0.758671266651518,-0.714947439232287,-0.569012909401757,-0.812658399613688,-0.579126818829922,-0.709616211876121
72,GSM249813,-0.487640466353126,-0.39789364984082,-0.260593555961589,-0.27028407850659,-0.27737958675467,-0.362261121940246,-0.0565848168289326,-0.03344517129872,-0.500959304653217,-0.409686340390582,-0.279354397579483
73,GSM249814,-0.340016543306627,-0.312861425776865,-0.122041391401752,-0.199086142754376,-0.141569790711532,-0.256638788072086,-0.107776396862423,-0.07747637802467,-0.530605629359628,-0.358857128064133,-0.37756462910056
74,GSM249815,-0.501350709060645,-0.353031083874155,-0.384710104820508,-0.321767268136483,-0.44377718189269,-0.488736530045786,-0.265345248058517,-0.165736103794341,-0.609356117011347,-0.434034009724352,-0.473282120671298
75,GSM249816,-0.549511827497568,-0.292099561730453,-0.648306533654729,-0.498643003967154,-0.663966779677215,-0.753988062083852,-0.482107344402895,-0.412876177035167,-0.607305856142965,-0.494903336292286,-0.580610838736921
76,GSM249817,-0.607825197514523,-0.423420005150071,-0.51659421704631,-0.444156765060506,-0.586093378769471,-0.582899637383679,-0.410055718649497,-0.36820254272196,-0.636302316931889,-0.547234433438237,-0.485702772380859
77,GSM249818,-0.476219683311517,-0.261199013178013,-0.489312094247022,-0.411152363060345,-0.50162373026019,-0.590218445176673,-0.333578953524783,-0.225572083635375,-0.694678962767144,-0.46555625494241,-0.523995072147357
78,GSM249819,-0.57993011334183,-0.374669736142667,-0.6372484022461,-0.422543817096417,-0.651568523687541,-0.743940979078691,-0.515645657061831,-0.441265698969716,-0.706398377916463,-0.596121833493419,-0.659276946210061
79,GSM249820,-0.480233000784152,-0.367805135028033,-0.477139530143085,-0.397046745294002,-0.476341999260586,-0.55157822906014,-0.264381293764804,-0.194324445451038,-0.55815084687227,-0.425548248241727,-0.391386119957344
80,GSM249821,-0.503562341613676,-0.306516993818637,-0.385476355791113,-0.350194984371872,-0.42462932195695,-0.51131350616513,-0.321469525973477,-0.275261692159555,-0.565563534360898,-0.42131999335881,-0.425811065552067
81,GSM249822,-0.581427209213519,-0.412838118702938,-0.519393224099726,-0.376774918695759,-0.556209245287444,-0.646698774626204,-0.399841977998848,-0.373082829764822,-0.618227642596224,-0.540756154770308,-0.46738513661183
82,GSM249823,-0.079289273093412,-0.0344369937000085,-0.0639966625865461,-0.135623864392253,-0.139225569350945,-0.207413754625539,0.144144451833441,0.10220650174569,-0.380166679076649,-0.184358509600013,-0.114276513061333
83,GSM249824,-0.609957074548737,-0.418350822962037,-0.737097961034472,-0.480140306093775,-0.652439673783625,-0.752515198030176,-0.590349478372802,-0.512934482345295,-0.708032939166819,-0.496378710738578,-0.62837867194512
84,GSM249825,-0.460859318569167,-0.249214946187919,-0.46287753289513,-0.366967813150901,-0.475964177037578,-0.562314526307884,-0.265018021427279,-0.157694073270939,-0.641584123726623,-0.424838630498622,-0.465545620600494
85,GSM249826,-0.626889109285965,-0.40247654150774,-0.670869547028953,-0.416323472309112,-0.677552929564996,-0.681600932306731,-0.510073441649912,-0.491821402231624,-0.71695589057793,-0.58000648129582,-0.53667209414724
86,GSM249827,-0.602382284584743,-0.366269862162475,-0.700368780723794,-0.499108446902711,-0.734106131570534,-0.761325219167508,-0.557834471668486,-0.50075966329027,-0.771498188686476,-0.56657231266751,-0.645138551387301
87,GSM249828,-0.526437162943806,-0.383326325921902,-0.506992369168002,-0.390864818937834,-0.606207764653681,-0.613120970001524,-0.460329403295675,-0.341691379158453,-0.588249099172972,-0.554703730029075,-0.529696479121834
88,GSM249829,-0.51619573405454,-0.406170568816837,-0.366495236777189,-0.288275344163497,-0.458173277261218,-0.500352077434868,-0.288373168630797,-0.207527365102552,-0.636777922105836,-0.489543363593224,-0.470902632461444
89,GSM249830,-0.583883292047999,-0.334898419551125,-0.57661777802551,-0.454076683093425,-0.546734734728129,-0.636324866380492,-0.5123308975319,-0.388259991415841,-0.628225156936097,-0.544041498583373,-0.704182381703092
90,GSM249831,-0.507055204950688,-0.258062390012036,-0.430121953777928,-0.367077973665286,-0.470912752485159,-0.478887087114089,-0.247023629103599,-0.174441124085345,-0.540089699314412,-0.475778674225298,-0.518518799498137
91,GSM249832,-0.553537861618135,-0.442272814810684,-0.623413558755146,-0.400903331985927,-0.673813206020993,-0.644303585959134,-0.459317735280958,-0.455965961591414,-0.635339937066887,-0.533690525428013,-0.575632082332324
92,GSM249833,-0.497661013842156,-0.341161564299076,-0.46491637342532,-0.408016744029806,-0.520325341385567,-0.570723057717503,-0.376908593880741,-0.352699004445447,-0.649250586692486,-0.502446086541715,-0.489948664899611
93,GSM249834,-0.489877629195615,-0.259451030978377,-0.514001245523382,-0.446246322281864,-0.552364989353659,-0.608919896317517,-0.480829076680492,-0.367778411225735,-0.678854395512071,-0.54461500280663,-0.593459783323404
94,GSM249835,-0.417209388341237,-0.24520419506273,-0.405618739777042,-0.35358960095623,-0.484255626806666,-0.517184033345973,-0.263358410338411,-0.179975899249348,-0.541082366201705,-0.422657293291133,-0.416094848167925
95,GSM249836,-0.58566252718189,-0.371764866420966,-0.475603887263652,-0.402536536502646,-0.513813341565859,-0.518336804172134,-0.195200736078242,-0.0963653845463454,-0.459030618828514,-0.419108647698028,-0.361449023396882
96,GSM249837,-0.656100930239768,-0.407269704880833,-0.590207071695457,-0.482789548675734,-0.654180450312549,-0.692963520179483,-0.473891301607474,-0.354387210419145,-0.613286651784349,-0.618940690087809,-0.608405005738326
97,GSM249838,-0.60412887845833,-0.425173371284097,-0.419738088441418,-0.364290040331149,-0.493207958776254,-0.558716552841133,-0.394789449277591,-0.356702844424114,-0.614144103423222,-0.508417025419403,-0.568445606914976
98,GSM249839,-0.626679753557252,-0.394554296549146,-0.752688261702305,-0.506622512714214,-0.783276106560111,-0.797901908634606,-0.615618548823606,-0.510164442065794,-0.704002456351685,-0.601664941677796,-0.735002422961347
99,GSM249840,-0.189027238393023,-0.132751865887261,0.0175625231753908,-0.100678247139519,-0.0405303498977179,-0.186613901291349,-0.156600076353671,-0.124728033625708,-0.526844980917508,-0.31895333288502,-0.405529043573046
100,GSM249841,-0.616302096664634,-0.464295050322121,-0.709392203674995,-0.473406004208397,-0.699350613770904,-0.730680613110513,-0.527948067521539,-0.486056317058235,-0.667226357650471,-0.650609307318392,-0.605714949860962
101,GSM249842,-0.260346369151184,0.0337698658273016,-0.083885798888531,-0.181419958501353,-0.147839061794955,-0.27446069922006,-0.0959860038567615,-0.0653250287331075,-0.599744438073324,-0.331014796417674,-0.323278188711031
102,GSM249843,-0.23698936520929,-0.0948977264710931,-0.196655482247712,-0.183345601350156,-0.27791032281847,-0.374429132239303,-0.12614165666788,-0.120713758702828,-0.466411279032764,-0.248483005450053,-0.227514967544767
103,GSM249844,-0.596580327398929,-0.385094431536691,-0.535998948872969,-0.430516709137417,-0.526251704124734,-0.58993193351314,-0.416244717302826,-0.429869523513322,-0.707588740507684,-0.594124321775608,-0.517167171053088
104,GSM249845,-0.516510511911527,-0.287751893510951,-0.621367929513289,-0.462502603944954,-0.675717462880036,-0.67272104701623,-0.409638074519298,-0.318078883379766,-0.635633339894977,-0.528975877101145,-0.552648680949784
105,GSM249846,-0.423746797692072,-0.333552607966991,-0.0678846158462329,-0.197478078390439,-0.156342168999245,-0.226051792320372,-0.149616685942869,-0.117965912676585,-0.45255331995454,-0.36388293495523,-0.338668547869292
106,GSM249847,-0.563067807136734,-0.303962754905693,-0.608326615300872,-0.35225630374437,-0.663893264701053,-0.585081107363841,-0.477423297475451,-0.441596230814189,-0.660562222214672,-0.607313476470263,-0.485481076001995
107,GSM249848,-0.478152983584593,-0.268703415451386,-0.275616133540868,-0.295641653438146,-0.339490191224957,-0.357662063758379,-0.159905020850944,-0.0890054823469285,-0.522496535359622,-0.455159048776154,-0.399274062688764
108,GSM249849,-0.528787419956925,-0.334432247416441,-0.466107304697349,-0.386991802259819,-0.490733267199476,-0.546591176256668,-0.366581919521794,-0.268848017407702,-0.682205891296061,-0.529574757940469,-0.581397096583321
109,GSM249850,-0.583505500265366,-0.4260455231401,-0.67113310014656,-0.432841591272293,-0.685987157333005,-0.774049004916357,-0.588537225220447,-0.481577130058032,-0.700755068253734,-0.674704054029408,-0.723116383293989
110,GSM249851,-0.589502158939177,-0.474688379325042,-0.635245070691014,-0.498768982606168,-0.678463303668721,-0.680373109740705,-0.580197775749491,-0.464560191835084,-0.703375714133278,-0.56332398917972,-0.69273158985002
111,GSM249852,-0.389971657358188,-0.204597245558964,-0.120929938962363,-0.198970288469678,-0.114009777649477,-0.225201558851729,-0.0879091119223671,-0.030888290625264,-0.540453203435434,-0.397225890001887,-0.342987141657281
112,GSM249854,-0.419172689602093,-0.290818542876679,-0.332363279754361,-0.302948492264476,-0.37940067850487,-0.433962733189943,-0.193948500337789,-0.192719222934663,-0.453859091752942,-0.361927309326659,-0.375180623223344
113,GSM249855,-0.506514233110608,-0.329333807133684,-0.661489669560987,-0.534665169505735,-0.688844951818827,-0.762411802188657,-0.721693026048034,-0.512988995352533,-0.660749281829829,-0.611106300114498,-0.753650203920657
114,GSM249857,-0.586853091700417,-0.371668585992759,-0.755345049130941,-0.502158940763617,-0.788916900437749,-0.784103802621074,-0.583845457029131,-0.451250729812287,-0.770007591710777,-0.608919379251547,-0.745397256551083
115,GSM249858,-0.543873019772752,-0.467973232547944,-0.444155112347299,-0.395572308462609,-0.489465672520062,-0.511619106457826,-0.289989907959482,-0.212328539732428,-0.531665612218828,-0.463299274728349,-0.417547123466727
116,GSM249859,-0.58398618299298,-0.33547848640457,-0.576796741012264,-0.401412899447618,-0.596424386274609,-0.632224922387667,-0.421983591117599,-0.291784516708336,-0.663871875495605,-0.492255756682936,-0.487686353896065
117,GSM249860,-0.490640818696901,-0.323661980184891,-0.257872230897081,-0.302244368277644,-0.279193608905485,-0.316872497120632,-0.0763237517651397,0.00294909580327647,-0.469883789352926,-0.392304788412022,-0.301310905768163
118,GSM249861,-0.623552281751006,-0.438414225591625,-0.612700782515859,-0.409962249300532,-0.685709577861124,-0.685725166183558,-0.559391624910487,-0.488144845875093,-0.591071517194031,-0.584970849308445,-0.632284870566178
119,GSM249862,-0.540258850025649,-0.375612150478312,-0.370954731640854,-0.328968193913902,-0.379541367217236,-0.455613289658768,-0.25720111825083,-0.212797640334491,-0.581893084500577,-0.4470148074731,-0.457706114294646
120,GSM249863,-0.534892796192811,-0.30145298623262,-0.407965691181189,-0.362493127585136,-0.478758744604323,-0.526504372507337,-0.376663479746534,-0.267979103212735,-0.523177333149971,-0.407714829100981,-0.522601363350679
121,GSM249864,-0.489954731971721,-0.338673826823526,-0.656353180921075,-0.523171301054151,-0.671747744740508,-0.741725159310238,-0.651098328224402,-0.483971082152777,-0.855855548166559,-0.604039983147322,-0.605968971741508
122,GSM249865,-0.449643975453832,-0.330639129804273,-0.324826026412723,-0.300516270662778,-0.358531521689922,-0.39335935742813,-0.203807846869222,-0.109996329691589,-0.561462055565482,-0.388424114071783,-0.408569344002672
123,GSM249866,-0.583590520694206,-0.441011682229021,-0.614702199501278,-0.461408888814226,-0.680773655685873,-0.689476829437282,-0.515085946235372,-0.432484057178198,-0.706463383121076,-0.514545724683643,-0.518839736938825
124,GSM249867,-0.483786877109161,-0.290312820831581,-0.351317673407881,-0.295692427917814,-0.428203102478255,-0.451405882900655,-0.172812416600575,-0.0847127312986005,-0.463131046737568,-0.395233875740969,-0.329454313455308
125,GSM249871,-0.413902095405104,-0.165552742325074,-0.379858898150991,-0.307815817769771,-0.448290458438593,-0.467696878803685,-0.306984212843968,-0.235522719053137,-0.60374061059387,-0.461076208464094,-0.504531210800783
126,GSM249872,-0.48007062812852,-0.212467777252652,-0.472355713611887,-0.352805894478172,-0.519769491502314,-0.562319472760119,-0.397533547389336,-0.369333828353938,-0.607056705745897,-0.467035546004112,-0.474523762326441
127,GSM249873,-0.480248555959781,-0.379134086739193,-0.368443119037009,-0.357812824528399,-0.435131326929463,-0.430963173847911,-0.228021714603394,-0.122825521525436,-0.620762088626043,-0.462499954694174,-0.43383594772441
128,GSM249874,-0.500968043665603,-0.509651420226494,-0.165673114571606,-0.245097989762879,-0.171572951716488,-0.287098887627672,-0.101409581725775,-0.0563454225102011,-0.490581990250507,-0.429392948240288,-0.306389699906236
129,GSM249875,-0.627799514440393,-0.431378304280383,-0.637370420168715,-0.477449653451184,-0.688714388867968,-0.768792839723953,-0.555936305208759,-0.479055305640175,-0.678600984028141,-0.569495917030987,-0.606413764151352
