,Sample,B.cells.naive,B.cells.memory,Plasma.cells,T.cells.CD8,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,NK.cells.resting,NK.cells.activated,Monocytes,Macrophages.M0,Macrophages.M1,Macrophages.M2,Dendritic.cells.resting,Dendritic.cells.activated,Mast.cells.resting,Mast.cells.activated,Eosinophils,Neutrophils
1,TCGA.20.0987,-0.376813836833424,-0.324944204532925,-0.283179117438529,-0.221422558232698,-0.35079834704092,-0.224651210671046,-0.321013580494741,-0.167389083402221,-0.41848252845458,-0.192693937477515,-0.244838331915642,-0.168045333793164,0.00203834021751488,0.138726645825437,0.0256517177406447,-0.0345475041579348,-0.111797330107445,-0.140313304579162,-0.379281305058668,-0.425062099344963,-0.211399312706635,-0.164041484200854
2,TCGA.23.1031,-0.470121353802978,-0.469606718366674,-0.336020360458197,-0.542251332772177,-0.474575870028778,-0.502828920277884,-0.663258418686214,-0.350496462906213,-0.623530595377554,-0.53288717960854,-0.613474714311425,-0.566874735201011,-0.517464693548553,-0.313816305066518,-0.523658223739887,-0.391033799231971,-0.517868190980683,-0.570333872307311,-0.579747367965935,-0.683803404915535,-0.476096267790448,-0.47234383723275
3,TCGA.24.0979,-0.475079661275353,-0.467491734799691,-0.34072784244503,-0.482166068038311,-0.380110215704391,-0.43747173953941,-0.627915312255964,-0.217235638880872,-0.551906638427193,-0.467263295971783,-0.572550739202933,-0.513632674292549,-0.469087478476138,-0.255477870909486,-0.320278371382559,-0.335389491647672,-0.474225928367281,-0.436936019464706,-0.547690319973518,-0.646520274222619,-0.449700041192737,-0.465592160454434
4,TCGA.23.1117,-0.391919279640536,-0.40462513701868,-0.333170384340336,-0.380577232947147,-0.350461408686991,-0.351622611922685,-0.470488843994166,-0.31649453842934,-0.505801001283153,-0.375558111367868,-0.457705786488702,-0.38543958536268,-0.379951085687036,-0.196222233861054,-0.227314412865807,-0.271829069949865,-0.324597857171406,-0.384144608577893,-0.468039313597022,-0.537711721231694,-0.438118912287775,-0.37257331540908
5,TCGA.23.1021,-0.414809312388302,-0.44396872607822,-0.324027104358819,-0.466030946353528,-0.36235861274136,-0.459970330057192,-0.623464410723305,-0.293529867867934,-0.581829665328301,-0.499952134751648,-0.572898382739492,-0.492394150948588,-0.438625147012076,-0.249274011442043,-0.29296018329444,-0.427600507619771,-0.487664097853519,-0.481296839034581,-0.419916599351606,-0.534351032030598,-0.444548647932501,-0.447724379292635
6,TCGA.04.1337,-0.440139961340186,-0.479445018773327,-0.387437798908426,-0.423366626042094,-0.378612115692024,-0.376936746106013,-0.516220563383339,-0.322320152707888,-0.545215533480413,-0.452756848876332,-0.502953820719414,-0.413814595521119,-0.419660881218659,-0.261127746881425,-0.345198911819458,-0.282019907974234,-0.387013184921264,-0.431931169589985,-0.481315617967995,-0.60571253596854,-0.391961464687605,-0.391878277666492
7,TCGA.20.0990,-0.41264096341001,-0.448353785042659,-0.377500555628431,-0.493755504752942,-0.405093838450987,-0.446890213266538,-0.5902715539522,-0.286797083577274,-0.575224879186102,-0.429698503257585,-0.585139979983486,-0.567105374733034,-0.482738375881125,-0.326274086860481,-0.526404697305139,-0.455037546146324,-0.474150313329256,-0.534064693077398,-0.473002190640806,-0.569978794214702,-0.406827747135748,-0.543428947222798
8,TCGA.23.1032,-0.418678507977792,-0.460375974025221,-0.39877151924924,-0.494558859223935,-0.456766582654259,-0.513576039840143,-0.646296523495847,-0.329482030066723,-0.599700644096044,-0.504050604398399,-0.599471248780503,-0.514089075866326,-0.523465826625239,-0.2547200423273,-0.269517190077714,-0.495203550798511,-0.491657496920003,-0.361066113454915,-0.54790316712206,-0.665744834601959,-0.509628404335273,-0.425259084819442
9,TCGA.23.1118,-0.442889835325391,-0.451941959509591,-0.390486843929506,-0.45633763220881,-0.381856870908353,-0.443752692260775,-0.519267062126651,-0.251175237987012,-0.573051509757691,-0.463969642700975,-0.575598726787238,-0.485477878933416,-0.373885478720355,-0.116369301655091,-0.132441637153314,-0.208225917540533,-0.358735920049749,-0.240231415381669,-0.489140645938812,-0.565777744363971,-0.362422257929428,-0.354358181032941
10,TCGA.23.1026,-0.417391619014322,-0.420542772179762,-0.369349197074459,-0.297705370474296,-0.378445497645402,-0.320934037448131,-0.391421691686354,-0.24285980315811,-0.489981402150765,-0.292051523076843,-0.36881890909004,-0.245387884888561,-0.314797960473096,-0.0230810360597717,-0.0935460538400937,-0.289935222561774,-0.323169147128529,-0.245162980173328,-0.44879100283237,-0.445969315938956,-0.322382646233041,-0.271914871075389
11,TCGA.20.0991,-0.253908280749186,-0.208398325038658,-0.11982757112676,-0.0183931821278501,-0.247351605125403,-0.109204203236987,-0.05161704905459,-0.0258285976729059,-0.271645693966411,-0.0113164528148313,-0.156853892098373,-0.0622950811878284,0.0335775903295771,0.242228433574313,0.136926647422337,-0.078415969375389,-0.00794366639363561,-0.0463177058894585,-0.399607953201471,-0.401455920200485,-0.144295358455072,-0.106807835631757
12,TCGA.24.1103,-0.562420322285666,-0.561021117027422,-0.452650934039042,-0.521973840047243,-0.421587714573748,-0.489200516651858,-0.575033468264522,-0.34664058871832,-0.574979804747722,-0.497714038551359,-0.599892787158426,-0.500540395072793,-0.49027635198829,-0.3091056765487,-0.301795064000944,-0.346863512598245,-0.524545468655762,-0.406594905735217,-0.481221469389651,-0.571179669305934,-0.486203311947272,-0.455298741963136
13,TCGA.24.0982,-0.478084399538746,-0.475535218576783,-0.321965233056885,-0.507052837120293,-0.37633710754164,-0.428415386937144,-0.594757589925805,-0.340986072586959,-0.556762324208656,-0.518217996661727,-0.592600731051201,-0.525823606276117,-0.521781000573334,-0.353015420906935,-0.374066762986242,-0.374870998448386,-0.48458061080177,-0.447679843594099,-0.549806430858812,-0.645072356987268,-0.505380434917394,-0.548055002819676
14,TCGA.23.1119,-0.445954066918044,-0.417688088693477,-0.34122356217107,-0.375164254449697,-0.38818675189223,-0.373899350700868,-0.477848048597964,-0.255499694785365,-0.519047300683231,-0.337895327533601,-0.504145831723463,-0.433069924478187,-0.310914811778073,-0.135778457703217,-0.346237579341479,-0.253587727998708,-0.332246155371819,-0.436165900283476,-0.459813592544435,-0.549775212790081,-0.399664933484853,-0.357276699111552
15,TCGA.23.1028,-0.492543758238099,-0.47161468521587,-0.335087951556175,-0.404591700390667,-0.431693811923017,-0.36915827242964,-0.453606702998543,-0.294314845437003,-0.470313225105206,-0.38411349382641,-0.460026995360584,-0.370655514167928,-0.4033908683341,-0.127842334046191,-0.183150588534644,-0.343819943653646,-0.441819098663175,-0.307200969521075,-0.591255859820275,-0.609907795734091,-0.434077859253775,-0.313746945956607
16,TCGA.04.1341,-0.508717755528592,-0.485851079520007,-0.338755820062342,-0.518458914838941,-0.43837036461503,-0.474852689871728,-0.603115866746876,-0.305396875642595,-0.579681526373497,-0.500786922339866,-0.620361916303945,-0.562967864919976,-0.542246748231583,-0.36131772439669,-0.339004077520841,-0.363747518091115,-0.518972006522804,-0.432787203242976,-0.523456327151443,-0.637226516301163,-0.490284566058079,-0.472545870611561
17,TCGA.20.0996,-0.496476307196735,-0.519874641146139,-0.36520143845178,-0.461132224904522,-0.438831216520814,-0.413122081937239,-0.571352824885357,-0.330584671796501,-0.53877093169557,-0.456071738497921,-0.507161200605923,-0.452449708711041,-0.445192401398117,-0.234027026238311,-0.433705153908916,-0.340117382211711,-0.369345525829019,-0.501879052609463,-0.444069464514492,-0.576562994226971,-0.359736852620183,-0.429599531134665
