,Sample,B.cells,Plasma.Cells,CD8.T,CD4.T,Gamma.delta.T,NK,Monocytes.and.Macrophages,Dendritic,Mast,Eos,PMNs
13,X4049,0.0628198240676034,0.117344970319346,0.291385223397251,0.114672621237048,0.147851662344633,0.178757603034482,0.111844602934564,0.0937060917760883,0.0366058442713942,0.058669796411485,0.0711257898998963
14,X4051,0.0591407879858503,0.0189108247403511,-0.254063182649496,-0.128864743399356,-0.194825208610444,-0.145170203980841,0.0823105509842892,0.172616634760445,0.00864159828874653,0.131138108435792,0.0853896137840122
15,X4052,0.0342137075643523,0.0161661745461039,0.338231791608764,0.209134657011038,0.312113672546977,0.28319822388301,0.0710556549036479,0.0390941553548783,0.0894789127971892,0.133907203663476,0.0919205018233318
16,X4053,0.296857849775439,0.0849831784487195,0.54450174775516,0.353819397280748,0.462420976821676,0.473814278121567,0.377292165598902,0.39238354708176,0.343050433346275,0.368975226206061,0.382535234854099
17,X4054,-0.122902418615759,0.0585666399154746,-0.183039350625636,-0.105202963194046,-0.151473425055887,-0.155903405091367,-0.120096884710356,-0.11430437719696,-0.0889579642810733,-0.0168143453149913,-0.228624300928493
18,X4055,0.0558375116008895,0.0760514211719983,0.154708021911162,0.0468679634308872,0.104870357497006,0.113355517219011,0.145845006439169,0.082374059876684,0.0710558110352255,0.18827283336146,0.128229606218732
19,X4056,0.0168828934281636,0.172109917593113,0.267160226615477,0.115362816529784,0.280630849246257,0.182504957855369,0.171690200075306,0.143272084615626,0.0894374564915158,0.10301575605182,0.18044229449605
20,X4057,-0.0280260679843852,-0.116616570317728,-0.0672042545429658,-0.0667049554949475,-0.0699400503716595,-0.107112465874255,-0.140844805406709,-0.00915368288007398,-0.0863359398585487,0.00832444603446629,-0.12020322592854
21,X4059,-0.055792988798755,-0.00211112684163275,-0.0191259208199343,0.0336044058633902,-0.0509454590165401,-0.122843691906839,-0.0385859095742399,0.0332110818965959,0.00428412564037264,0.0678469376842622,0.0602466787776632
22,X4063,0.0114438258889208,0.108727167013958,0.106020825293056,0.0748573557567281,-0.00418241833027969,0.03465104673039,-0.00450137713119821,-0.0550168042685256,-0.0449778690599077,0.0956947619156168,-0.0203298420383783
23,X4065,-0.0732806099580872,0.0260754133836347,0.36483476404745,0.196111097300014,0.287886094557261,0.325803619165273,0.0815816429142941,0.0955925469091159,0.065012324960541,0.0710517500792371,0.106500145678083
24,X4067,0.0462313958670591,0.110554927047534,0.150026246300628,0.093864577155853,0.0561744051268203,0.0406510138816326,-0.0757418250275554,-0.137417679842862,-0.107983527262463,-0.0381982903144215,-0.140478468287934
25,X4069,0.0589156790650774,0.157433074926232,0.206393875890943,0.0797903070141744,0.111369078949368,0.109599022364637,0.0552490490586358,0.123487249412999,-0.0113906937928067,0.0188999832740499,-0.0476697650101379
26,X4072,-0.0722086518878421,-0.0203122089393681,-0.0227555308018996,-0.0500991736255106,-0.125118786327233,-0.103322047447969,-0.124726185029064,-0.122059061610973,-0.123614495551896,-0.118956869337729,-0.105251112487981
27,X4073,0.133841639042498,0.0497783855080521,0.12907765515542,0.128922293314413,0.0795067817050971,0.0980548727255391,0.112655360081742,0.122130451391614,0.102458464550257,0.0341539037293204,0.16024165787462
28,X4074,-0.0456089169276801,-0.142153012095796,0.0114859428346852,0.0431103643224716,0.00713941025204194,-0.0572690369817385,-0.0305432646925423,0.027291010574034,-0.0406304133698814,0.0929331946342708,0.0214319589115673
29,X4075,-0.0178017359981395,0.0257396368015236,0.127125706554873,0.119700350496589,0.0886098875840796,0.0474547401000361,0.0869935666206097,0.101554997221206,0.0292506815791245,0.0227165451827069,0.0972029213666231
30,X4076,-0.0707454736920657,-0.0129367147577788,-0.144898523833217,-0.088519724093011,-0.151479393190434,-0.1274091167268,-0.209754228879589,-0.183748854565411,-0.0390318631286814,-0.00797376708884044,-0.131989067441493
31,X4077,-0.155527027010063,-0.0786548675138615,-0.056531258674247,0.0172284342108748,-0.045340488020875,-0.0851588998843463,-0.191960179742351,-0.139452855608375,-0.150451645242735,-0.0904749696536817,-0.0631624379863398
32,X4078,-0.0984538121318044,0.00648840788121644,-0.160234223110703,-0.126228153402182,-0.198298731235314,-0.141170770612348,-0.100299037648332,-0.0743795271505054,-0.105291545217451,-0.0681055739974679,-0.165274404492028
33,X4079,-0.00179966770487755,0.188957832781281,0.307125917893479,0.187726080746547,0.208223253337039,0.183639573519729,0.312964190930851,0.289621093251179,0.0715974954768744,0.18184811633429,0.16350829850614
34,X4080,-0.112669872112998,-0.0495976994630265,-0.152078263274356,-0.0607313439252144,-0.15464606237525,-0.123736575924633,-0.0546433506111187,-0.0217677709728324,0.0089622291258636,0.0847753013673442,-0.0465887180025041
35,X4081,0.00112171176434945,0.0679097742427922,0.0202307196894657,0.046476180287703,0.00797064992908636,0.00930824324321267,-0.0259494869809275,-0.0568110797193628,-0.0720817245953164,0.0483417105113931,0.0791278540807899
36,X4082,-0.00500858077989588,0.0699820951608762,0.144790119855607,0.0792695002743738,0.025297762545065,0.0708558849505324,0.0824298158035603,0.0759096027040114,0.00663547645434632,0.117135187846954,0.161753330270352
37,X4083,0.129258799197692,0.0729470684916007,0.438830901836405,0.29175982153987,0.376747832189286,0.334106435352887,0.193236011926451,0.230209237009889,0.155709326703669,0.194475244044484,0.214497390848945
38,X4084,0.13158222151757,0.0749110742768425,0.246733684669745,0.116485674283054,0.182697601146145,0.119923284013189,0.135628066726502,0.204820663547177,0.138201193351667,0.12492718342657,0.201187135444671
39,X4085,-0.00967980190584884,0.0445628412432721,0.0409406935023977,-0.00876036877992815,-0.0492647621002357,-0.0621873390063078,0.0456386485536684,0.155781001663654,0.0159322647934746,-0.0134846109971213,0.0521418334034503
40,X4086,0.227730919175114,0.293187824866015,0.520194283705368,0.329773549445479,0.428355028788683,0.402095804025753,0.277864086557216,0.284543037432042,0.17546670449247,0.245891009227847,0.264966908635725
41,X4087,0.173697600851828,-0.00616010727441352,0.260687829216713,0.147096688995325,0.201563207381747,0.214061341033486,0.227068928240344,0.283303852575024,0.164533162842557,0.269795207006732,0.204609413213187
42,X4088,0.238194634357181,0.242252468048575,0.464061971127637,0.255748529302337,0.413692591185553,0.307976319638818,0.223393866322181,0.239014675363948,0.0644297302279137,0.22096796177696,0.148926839886257
43,X4089,-0.184264536314758,-0.0528432087678409,-0.212435844708318,-0.14319040523536,-0.180399097343465,-0.105979675146178,-0.116189189844257,-0.0788746478037658,0.00242405972286579,0.00986348255963967,-0.146761497201073
44,X4090,0.471342314225967,0.391883012423158,0.549515883322236,0.388838297255325,0.481960452733724,0.446441866809533,0.371170043952618,0.379453301644113,0.305732060350347,0.347729625556891,0.318660075804638
45,X4091,-0.147612601141994,-0.0765625483428551,-0.150141797545367,-0.109260255148664,-0.152365388788699,-0.145192735788378,-0.107341296081133,-0.0602244012031845,-0.0645510368128804,-0.0310427130737015,-0.024502683713992
46,X4092,-0.116795986416064,-0.0169689711621015,-0.1217408368645,-0.0626086679798188,-0.112129180165985,-0.148308173144013,-0.182593093038959,-0.0783622627593688,-0.0536099379522254,-0.0360255668694357,-0.0165302119211467
47,X4093,0.0320279410130102,0.0914306907454176,0.141206173840557,0.0792192041161757,0.0978177708238312,0.0590464820322257,0.0897913436793,0.0936498992809759,0.0175657779588927,0.064996254375452,0.186613458216318
48,X4094,0.0234549324468766,0.0166094500547693,0.12110518416443,0.0982749028409349,0.0122917085199413,0.025328226839441,0.0873309697684508,0.100217622322351,0.089385345317588,0.0127872639508336,0.110674006626796
49,X4095,0.110381544621288,0.174132194370171,0.317734373374229,0.198113110701671,0.337717133219086,0.234294421965787,0.0887848028727953,0.123199431529671,-0.0148817593153532,0.121129321415599,0.140176783044916
50,X4096,-0.0581913855299791,-0.0564648524471451,-0.118825831223624,-0.0370928693499375,-0.139990301550905,-0.0727194555355343,-0.0691362483447295,-0.112987400387442,-0.0397603475661383,0.152968307790023,0.0517491649852962
51,X4097,0.153990475050814,0.0984372576262542,0.412823197748438,0.2479605096233,0.352140057058173,0.345121902074699,0.283637962531408,0.255008538416167,0.208030960055668,0.224907852727698,0.273736229416633
52,X4098,0.373066251704953,0.372145800728772,0.557919158920447,0.385392930817263,0.489599483105972,0.436223413401556,0.34426079755808,0.339850681254108,0.179059404921749,0.319171414197867,0.269700243484502
53,X4099,0.243414712885763,0.259073069471323,0.523483517686737,0.365418854384973,0.499375286931603,0.458199048336194,0.324457880493251,0.26890007019625,0.161301499865381,0.291669039753118,0.282950305783445
54,X4100,0.138248171254233,0.086525100545102,0.450882280127979,0.250714628329864,0.418273201749239,0.39242786368169,0.249411741110809,0.241123394845462,0.0662377768414125,0.240707695528655,0.106016146600485
55,X4101,-0.236138736485646,-0.15146848184541,-0.211466040636675,-0.11074564482253,-0.23777127312369,-0.197949450877697,-0.135707627330018,-0.10468432104244,-0.0683775571578035,0.0595593163906534,-0.106689271081513
56,X4102,0.0630688603908162,0.145628723519121,0.395376764145132,0.28374721532971,0.394321612960099,0.365575384281213,0.235623128034133,0.202829186758369,0.169513335816488,0.19107202821989,0.130116960898239
57,X4103,0.306787166695157,0.206568530928091,0.442689926422982,0.322916523778455,0.412370486907272,0.324474607235563,0.225707197688336,0.266368310898944,0.292534490139941,0.219954503085319,0.185834304717039
58,X4104,0.105228277046946,-0.0855267214920439,0.372552354854715,0.246333445607019,0.299078165782025,0.323787395499526,0.223641652039707,0.218067112987281,0.297038321042515,0.185850709536356,0.293057206643993
59,X4105,0.04772082035817,0.0323287361864774,-0.127956642391215,-0.0880696129543793,-0.0835290420751498,-0.123310687680296,-0.222014565941619,-0.211033152596924,-0.152092497898201,-0.0987494896140518,-0.133936030363041
60,X4106,0.370313635889813,0.277803423235372,0.488246644493113,0.369863319063228,0.443106737029253,0.383687758785107,0.333466781247006,0.308567018466192,0.239288565345353,0.384266315895743,0.30928904965771
61,X4107,0.315292226315743,0.244095694138393,0.481668426097336,0.359059518531922,0.437091669716826,0.39483887297002,0.374834778193234,0.323201220403172,0.320997238437424,0.272146491183757,0.277283025849661
62,X4108,0.117650350117511,0.0480361592812031,0.410160541794145,0.258660529382696,0.376250830977886,0.282983738555316,0.215147669525082,0.254720997512224,0.0609723899056894,0.210071596127283,0.200725248418012
63,X4109,-0.237275018730363,-0.0766219353971691,-0.193165383329682,-0.138107639175048,-0.165029797573115,-0.148173604691281,-0.117631679777137,-0.141339745375513,-0.108442154946958,-0.0309871747850969,-0.159041138904512
64,X4110,-0.0124502441690414,-0.0261395949163307,0.0280275817593476,0.0167375834961077,0.0609849154294039,-0.0321587918906925,0.0460850131489874,0.141893714683769,-0.0214387014417014,0.118241652390612,0.0584631182638832
65,X4111,0.00253980005057832,0.239320920466369,-0.0231729419543553,0.0268300128202631,-0.0644132313398923,-0.0297660217433289,-0.142358624993463,-0.109126455379349,-0.08765766238905,0.07148447652272,-0.0453414790742485
66,X4112,-0.114955752361418,-0.0118461184302406,-0.0102659932024229,-0.0289050305609331,-0.095925081190851,-0.0948185983065802,-0.0496118372952037,0.014480274912429,-0.0363765465423567,0.0887285185828707,-0.0702262320583903
67,X4113,-0.0868889602361725,0.0698637487550226,-0.0834607434896164,-0.0617032822886648,-0.119542449618502,-0.104303957761346,-0.234478547868715,-0.184509264388384,-0.105546452379523,-0.0951611711451149,-0.24754867382947
68,X4114,-0.121645895275906,-0.0876643748205718,-0.0272660947439988,0.00931876232693428,-0.120556591433098,-0.0923688473943917,-0.0156578834829821,0.0808035444408945,0.0337239645099842,0.0600118079682528,0.0459917601591556
69,X4115,0.258417374346763,0.202717508306724,0.494179850213904,0.328921537285919,0.459035969397033,0.402197090789165,0.206444297521697,0.197805947198125,0.112145180064365,0.205679170047136,0.193659009722262
70,X4116,0.0941488353580264,0.0548826622448043,0.464399225375189,0.253643557250525,0.367563402636889,0.369072602746561,0.14652423874194,0.130774962877043,-0.0246560456110906,0.0750652972843848,0.0950427438607771
71,X4117,-0.00524315230125952,0.0341098067321111,-0.0938758388244157,-0.135590891840433,-0.119365713473591,-0.120536010285769,-0.234190626767669,-0.153491653006206,-0.11543150253332,-0.0792660921134209,-0.164739669824765
72,X4118,0.0908994618887519,0.187412415287,0.154680543752218,0.12263410278439,0.0269433918645317,0.0513124270383845,-0.0684978118909188,0.0698926622763275,0.0470384687371657,0.11449540014664,-0.0163263791352961
73,X4119,0.0777032120699416,0.0673640248343599,0.152003382985775,0.126798194570662,0.0500253131017879,0.142595958048649,0.323264940269745,0.351851411258286,0.133558380491803,0.257376551645719,0.283773421379302
74,X4120,0.14358712340555,0.187940118143337,0.243481393607218,0.141837535737198,0.162884893509026,0.241728082798816,0.226639053548026,0.136767254519443,0.00178134551220456,0.214092176538309,0.213562719319248
75,X4122,0.0323958059560255,-0.0206437722233622,0.275862537319873,0.18568787453284,0.240808027778553,0.232877703930077,0.323452600963048,0.229508313249408,0.215689113927421,0.294001138041039,0.441063709554475
76,X4123,-0.134462955197795,-0.0752273427541852,-0.185292421571372,-0.0232217523761201,-0.122459815376974,-0.161736251700492,-0.150582035815756,-0.0985253103697413,-0.0642999568846165,-0.0779430673173061,0.0441453944586923
77,X4124,-0.167766755366126,0.00306727014498245,-0.13936821857754,-0.124028580907099,-0.219472612384137,-0.167011827570969,-0.166733934900698,-0.153189861251704,-0.073542561361739,-0.02793897025878,-0.13583540644486
78,X4125,0.0960130675651077,0.208478054808171,0.338360607397938,0.190628913123949,0.290291482479336,0.290206880191648,0.00141660630439899,-0.00164786956767372,0.0111883968087309,0.074076015498056,0.0108579020246261
79,X4126,0.147945650061187,0.0648707130352867,0.421426618241121,0.280641176265482,0.363562550283709,0.350393671391227,0.288712331263264,0.263630048010862,0.188109512538557,0.299696649343345,0.276705963618951
80,X4127,-0.10148409644391,0.0136619501701569,0.232183369384752,0.102627412218901,0.124636516119907,0.12708429413368,-0.123624057520704,-0.0767611001538153,0.0386734127679188,0.0572243050255296,-0.0524772414868186
81,X4128,-0.135622022238281,0.0426284649203936,-0.175887670345379,-0.0746254953048473,-0.251653066870263,-0.222369562544744,-0.179016890512227,-0.183501071494803,-0.0197453308493291,0.0228919331086798,-0.14343133863215
82,X4129,0.0567433234956173,-0.00290384424818799,-0.004371667234089,0.0258134552808012,0.0566294240126298,0.00326864959022824,0.0174615626990538,0.0883277874822553,-0.0790599790493802,0.0163407279960977,0.0979241695513525
83,X4132,0.0780953798823259,0.11675978348571,0.22708104950335,0.0843953378241576,0.189956592465194,0.181594385576346,0.120199929791423,0.116597484929573,0.138337237642945,0.219309630548159,0.181755655951943
84,X4133,0.0638192846473138,-0.0163757194467316,0.12971960631452,0.108236459232173,0.076981085981722,0.0472094667151182,0.279908107413703,0.319352873942211,0.14911119910419,0.234858108751387,0.244209964763724
85,X4134,-0.174526050772423,-0.0682904742533564,-0.229397986558819,-0.152519221243505,-0.242120753992657,-0.250401643248695,-0.0194794972655043,0.0850690277632547,0.000572032970131508,0.0659921704255814,-0.160179065558094
86,X4135,-0.0780667093707966,-0.0955257030778515,-0.0917354832392699,-0.11130573907938,-0.1686578814591,-0.053192732852771,-0.12033690669099,-0.120979954295526,-0.0323180562265187,-0.0294813405571468,-0.068511489493911
87,X4137,-0.19537166311166,-0.0898160837698912,0.033277867510452,0.0390423043417501,-0.00418947731059921,-0.000798336134409696,0.0204905663013928,-0.0813943192652458,-0.00374214677891278,0.253313694694175,0.114667506381831
88,X4138,-0.188566607137014,-0.103845916452259,-0.25249709832271,-0.169746814887617,-0.29198065813762,-0.239002041043418,-0.226008381684792,-0.17664605980653,-0.145027764651013,-0.0819185215658184,-0.230986695571706
89,X4139,0.389806085615173,0.369171766245801,0.546830248675942,0.390369627037484,0.476206723192033,0.469379438656356,0.43061492994477,0.379293366303884,0.349746621814587,0.385682909617203,0.370088633560152
90,X4140,0.0891068380968867,0.00230278861663164,0.293049378991696,0.154807651284404,0.252742975043368,0.308670277448171,0.190505042944482,0.256358104419374,0.181511223606622,0.343681349924629,0.241431982313225
91,X4141,-0.0692504656125126,-0.0291891681894547,-0.237858793368396,-0.121846443441699,-0.156142305248973,-0.163831288991298,-0.289466372829386,-0.264628527061869,-0.12928335515045,-0.0290406578115686,-0.27596761395957
92,X4142,0.0301103512084016,0.00849962432950137,0.232069344905473,0.153779610697818,0.21114162560806,0.178978786866297,0.22527248586143,0.225395999844897,0.208390965815251,0.227746053330037,0.225677605324833
93,X4143,-0.0240233997024745,-0.0279203870697515,0.189550965245249,0.0689733835257794,0.158159873263033,0.167733523017748,0.179882630590966,0.208877160120161,0.077702702431193,0.136435628221254,0.111466554355101
94,X4144,0.0194400050734569,-0.0510258186063435,0.0427649426246805,0.0740349691654761,-0.00369028299390431,0.0243603637676833,0.0951618678638757,0.118889521141962,0.179341891180331,0.079065940715066,0.212150428471466
95,X4145,0.174756218707556,0.0584692492024664,0.484871489685284,0.29816050214234,0.406820502396541,0.383809789854792,0.395140834343647,0.358559882142691,0.278775262970943,0.256485302547033,0.276496562146576
96,X4146,0.150437826730231,0.0683637193250507,0.440092826426323,0.259447798307827,0.433091150515803,0.36538550777125,0.273306900800972,0.341665470470084,0.276488964528671,0.345198798816599,0.301396693812432
97,X4147,0.080922694362512,0.0628991839173111,0.369110230889587,0.170483517373417,0.283267212216739,0.275120176556103,0.25818263452037,0.230626371846286,0.0929939690163937,0.162468163433171,0.221306498221666
98,X4149,-0.05423540551961,-0.0657625003862371,-0.319551244649452,-0.203249186223086,-0.162638912446887,-0.190215766269806,-0.238393212820685,-0.196669636351159,-0.00717277373179738,-0.0287039340346103,-0.173619725756093
99,X4150,-0.219946133658984,-0.0529709379892151,-0.192998408780848,-0.171333640891391,-0.345421405454925,-0.204120500810816,-0.179526666666642,-0.113297657609807,-0.135873312899366,-0.0158295128696861,-0.163815058389367
100,X4151,0.417215135268738,0.34580248542542,0.579781019922558,0.402471888897391,0.498448948618656,0.502341626463943,0.359965866927055,0.375553189246992,0.337396307187631,0.34444427376266,0.313662952574043
101,X4152,-0.164498225497476,-0.0510739470282399,-0.26205999378125,-0.159979836613987,-0.210874176079968,-0.213413624160918,-0.188409642693558,-0.113462033406729,-0.0553690827090851,-0.141204612570912,-0.158477806192245
102,X4153,0.0308082078946951,0.125940317321606,0.165134720489451,0.0656337221136121,0.201043502913437,0.150582209537383,0.153447812752322,0.214084158944129,0.249600739560456,0.30075488375717,0.187546047294406
103,X4154,-0.0455010101191006,-0.0671156775136006,-0.216822110967938,-0.080374183192369,-0.182660232620107,-0.139835388472374,-0.0712404835324121,-0.0415417859115171,-0.0894884362338955,0.0404991154905039,-0.0395213124005063
104,X4155,0.379161290590889,0.384826697001119,0.542114547916347,0.358347394150662,0.495204140207416,0.459012274357788,0.421465691472487,0.404533662776594,0.359132256031228,0.342251020503722,0.310576924487379
105,X4156,0.165298869910862,0.139302236559579,0.401294000169995,0.253983927374724,0.319361773233523,0.265061970010672,0.0980324044826417,0.179758596228873,0.0535613822793823,0.222798014702689,0.0234774833855844
106,X4157,0.354306791049983,0.355860531747662,0.504939413594122,0.360751117849679,0.460042038154434,0.468502244000571,0.431322656352848,0.397077035422896,0.203656535749582,0.279294924525906,0.309342502811961
107,X4158,0.0868278837886345,-0.0273623905447998,0.0379357440058016,0.0966511589196249,-0.135107338742151,-0.0175359651084098,0.228860001085381,0.286270802756678,0.114256544387906,0.169415965223172,0.174827535027835
108,X4159,-0.0778594939105623,-0.0615664637336117,-0.23193584269474,-0.153507673901432,-0.227311817441994,-0.176567350077915,-0.0777830476677039,-0.104442668429876,-0.0985104710180488,0.0853341716616297,-0.074076179157051
109,X4161,-0.016523899360705,0.0213941883726029,-0.226253577193756,-0.0371902280016712,-0.220376669532101,-0.140916179816529,0.178138880696505,0.172731117679113,0.0334735426930061,0.183412987802752,0.139135030501099
110,X4162,0.0788228925730384,0.177643142798956,0.192168957760486,0.119823049030075,0.130708004536262,0.0970369429464134,0.101418497147705,0.104577384538148,-0.00928393967552138,0.0758504188092324,0.072251116138073
111,X4163,0.0290441554674078,0.0918672012718483,0.271440219966462,0.133393038927881,0.191957417910689,0.17525529649337,0.0858506962382433,0.0337151728655251,-0.0221462202162656,0.263018190118761,0.153543236683196
112,X4164,-0.148076736523567,-0.0966049050098307,-0.161359300622571,-0.0882822434352984,-0.179341683966254,-0.164807948637769,-0.146205781522338,-0.079074337468637,-0.0882306783378885,0.0384770396337605,-0.0530266515332268
113,X4165,0.0658241997032914,0.118941546951274,0.308824128002309,0.184342048243716,0.278274466700316,0.228980008400095,0.0691017156475014,0.0955485770302297,0.155654991614092,0.181631814859527,0.128708968649871
114,X4166,-0.00862236109441786,0.00197783050700031,0.258689052033482,0.162341457741724,0.210784558707158,0.22543806635962,0.145623284609375,0.171063242982486,0.131848779865375,0.222831234167383,0.252070561296373
115,X4167,0.0331326148952516,-0.0308260838552108,0.107507466706868,0.130376927246652,0.047522363046273,0.0221838581302644,-0.0520587341402411,0.0106368266058381,0.0283668697533402,0.0717663077999635,0.0519710041325569
116,X4168,-0.132837000338858,-0.148473085532089,0.000970238954759491,-0.00463390172761357,-0.0560552662172637,-0.0328453074466154,-0.173706928444229,-0.0788608918276904,0.00613818642440789,0.0169250213512824,-0.0821663058680092
117,X4169,0.174666428621859,0.274308827132858,0.450136191929387,0.235642519456238,0.401574436265992,0.355536360619633,0.166443468994388,0.175070404493141,0.0507981631448799,0.127577383607474,0.0369314385800695
118,X4170,0.0770286991828002,-0.00963400891419307,-0.0315723997383533,0.0546731356344819,-0.0307374061408484,0.0198815843953107,0.0365703606072399,0.079306006783553,0.0655674864328872,0.202927367140916,0.191020492164682
119,X4171,0.0845328438179507,0.17176617965112,0.334401543479018,0.168539892986699,0.235297096146793,0.245294188475144,0.0462699727492112,0.0916958319938196,-0.00868536320276422,0.165853840526842,0.0532005941025408
120,X4172,0.0708545422383097,0.0804791756713163,0.227892304621475,0.158454213072862,0.19467201445672,0.112992169897193,0.114081028748828,0.0788067325318724,0.258994065081685,0.154303428393291,0.127219635215938
121,X4173,0.236668839248988,0.154591522135026,0.427001466657814,0.338252861707085,0.364649482135702,0.287234409785023,0.215435397842332,0.19735803867516,-0.0204071825442362,0.184629713942013,0.101739942554824
122,X4174,0.424995168054266,0.325919956591528,0.59899165332634,0.455424864334519,0.513896123710608,0.475952018069182,0.419060412346208,0.398915213420548,0.360188994217172,0.394135575236765,0.33540320721039
123,X4175,-0.0759386250343659,-0.113179751626587,0.144330382755441,0.079353642050988,0.0432162107477249,0.00996481685943159,-0.0690153910261869,0.062393065608922,-0.0316014809102622,-0.0449064876761466,-0.0328256383192783
124,X4176,0.0099181317330979,0.0434761670676087,-0.0221743554720826,-0.00699090492965279,0.00135289223559892,-0.0224226740540863,0.0712284324800836,0.171751040235607,-0.0436009234778849,0.18629833657743,0.0150489918105113
125,X4177,0.0695247933229999,0.099246483819547,0.142703092211713,0.0750226448018785,0.0848368223276642,-0.00761043025558941,0.257775640993621,0.279923086592133,-0.0857645697812797,0.111650971411345,0.109258389259418
126,X4178,-0.184535122838123,0.066106225066906,0.0285560067049576,-0.0531714775696374,-0.0702555011171364,0.0199712118322861,-0.123696374432977,-0.106136300356631,-0.0201042698339091,0.0557155154508593,-0.138187530001405
127,X4179,0.0271156451504393,0.222259417333574,0.119178845350735,0.0395572604098555,0.0226024372413203,0.0270985620212688,0.102174011298286,0.104508760724045,0.0622681644430843,0.0530594803725011,0.125012882931626
128,X4180,-0.0233938337402058,0.0227619918898239,0.148808808607881,0.0845829447622085,-0.0155819193234938,0.0781629146987005,0.00865699759262031,0.122933339628228,0.122143138332774,0.0575191630908223,0.0423012558496309
129,X4181,-0.180443703512184,-0.0973250387524893,-0.236238255235379,-0.133889675912683,-0.189720695448515,-0.299545312029706,-0.208316197747891,-0.259139320208311,-0.150279425216941,-0.0767512814644184,-0.229255417666239
130,X4184,0.24137628594926,0.30859762303516,0.453229721659889,0.30623875647039,0.381998599918127,0.345083287141778,0.333132643486031,0.301780601373588,0.176696119681516,0.187213436422142,0.202182252857236
131,X4185,-0.0677900402159297,-0.00754537467337189,-0.176904795518513,-0.103748831167635,-0.169078533461279,-0.1852683421464,-0.192024307769312,-0.202272984860417,-0.14604196712098,-0.0324718947801973,-0.109810188209792
132,X4186,-0.0732747133662354,-0.0743193715524086,0.244714019968269,0.183384787391074,0.183166040464677,0.215914946464211,0.129515302053871,0.193244187165846,0.0805272053678138,0.243795823500809,0.208475652847688
133,X4187,-0.00208399513940901,0.136116755852675,0.0816639344370723,0.0177061024943358,0.0926234151557742,0.0736687630368587,0.0256385716219209,0.0506801412977609,-0.085937009293495,0.0306717703581225,-0.107460894039551
134,X4189,-0.0871829053007671,-0.0735839206465536,0.0873722072622171,0.0708303519596583,-0.0400088609456925,0.0372093114253847,0.0632008048704992,0.058061585302292,0.0936195186682852,0.0805554798969623,0.0210201784732122
135,X4190,0.0742349586459768,0.102945694871955,0.415309053797097,0.249655031641857,0.300763776192135,0.286895300081083,0.104560367965417,0.127322105638149,0.110741392399985,0.136681717706014,0.133406395622923
136,X4191,0.309127750586818,0.223035416406414,0.503286419089435,0.323873618741108,0.39384333274742,0.303683613446537,0.271130026669426,0.270402749706431,0.280085635793186,0.103474517335728,0.164330422272937
