"","x"
"103","TCGA.13.0761"
"104","TCGA.25.1312"
"105","TCGA.25.1320"
"106","TCGA.25.1329"
"107","TCGA.04.1361"
"108","TCGA.13.0894"
"109","TCGA.13.1407"
"110","TCGA.25.1313"
"111","TCGA.25.1321"
"112","TCGA.04.1348"
"113","TCGA.04.1362"
"114","TCGA.13.0900"
"115","TCGA.25.1314"
"116","TCGA.25.1322"
"117","TCGA.04.1349"
"118","TCGA.04.1364"
"119","TCGA.13.0901"
"120","TCGA.13.1409"
"121","TCGA.25.1315"
"122","TCGA.25.1323"
"123","TCGA.04.1350"
"124","TCGA.04.1365"
"125","TCGA.13.0905"
"126","TCGA.25.1318"
"127","TCGA.25.1326"
"128","TCGA.04.1357"
"129","TCGA.13.0884"
"130","TCGA.13.1404"
"131","TCGA.24.1413"
"132","TCGA.25.1319"
"133","TCGA.25.1328"
"134","TCGA.04.1360"
"135","TCGA.13.0893"
"136","TCGA.13.1405"
"137","TCGA.25.1316"
"138","TCGA.25.1324"
"139","TCGA.04.1351"
"140","TCGA.04.1367"
"141","TCGA.13.0908"
"142","TCGA.13.1411"
"143","TCGA.25.1317"
"144","TCGA.25.1325"
"145","TCGA.04.1356"
"146","TCGA.04.1371"
"147","TCGA.13.1403"
"148","TCGA.13.1412"
"149","TCGA.13.1408"
"150","TCGA.09.2043"
"151","TCGA.24.2262"
"152","TCGA.25.2393"
"153","TCGA.24.2267"
"154","TCGA.24.2295"
"155","TCGA.25.2396"
"156","TCGA.25.2409"
"157","TCGA.24.2297"
"158","TCGA.25.2397"
"159","TCGA.09.2049"
"160","TCGA.24.2280"
"161","TCGA.25.2398"
"162","TCGA.29.2425"
"163","TCGA.09.2050"
"164","TCGA.25.2042"
"165","TCGA.25.2399"
"166","TCGA.29.2427"
"167","TCGA.59.2355"
"168","TCGA.24.2288"
"169","TCGA.25.2400"
"170","TCGA.59.2363"
"171","TCGA.09.2055"
"172","TCGA.25.2391"
"173","TCGA.25.2401"
"174","TCGA.59.2348"
"175","TCGA.09.2053"
"176","TCGA.23.2084"
"177","TCGA.24.2254"
"178","TCGA.61.2002"
"179","TCGA.61.2087"
"180","TCGA.61.2101"
"181","TCGA.09.2054"
"182","TCGA.24.2019"
"183","TCGA.24.2260"
"184","TCGA.61.2088"
"185","TCGA.61.2009"
"186","TCGA.09.2056"
"187","TCGA.24.2024"
"188","TCGA.24.2261"
"189","TCGA.61.2008"
"190","TCGA.61.2092"
"191","TCGA.61.2104"
"192","TCGA.23.2072"
"193","TCGA.24.2030"
"194","TCGA.61.1734"
"195","TCGA.61.2018"
"196","TCGA.23.2077"
"197","TCGA.24.2033"
"198","TCGA.61.1736"
"199","TCGA.61.2012"
"200","TCGA.61.2095"
"201","TCGA.23.2078"
"202","TCGA.24.2035"
"203","TCGA.61.1995"
"204","TCGA.61.2016"
"205","TCGA.61.2096"
"206","TCGA.61.2000"
"207","TCGA.23.2079"
"208","TCGA.24.2036"
"209","TCGA.61.1998"
"210","TCGA.61.2097"
"211","TCGA.61.2113"
"212","TCGA.23.2081"
"213","TCGA.61.2094"
"214","TCGA.61.2098"
"215","TCGA.61.2109"
"216","TCGA.61.2102"
"217","TCGA.61.2003"
"218","TCGA.61.2111"
"219","TCGA.04.1654"
"220","TCGA.24.2020"
"221","TCGA.25.1878"
"222","TCGA.31.1951"
"223","TCGA.24.2023"
"224","TCGA.30.1853"
"225","TCGA.30.1880"
"226","TCGA.31.1953"
"227","TCGA.61.1724"
"228","TCGA.24.1920"
"229","TCGA.24.2026"
"230","TCGA.30.1859"
"231","TCGA.30.1887"
"232","TCGA.31.1955"
"233","TCGA.61.1728"
"234","TCGA.24.1923"
"235","TCGA.24.2027"
"236","TCGA.30.1860"
"237","TCGA.30.1891"
"238","TCGA.31.1956"
"239","TCGA.61.1743"
"240","TCGA.24.1924"
"241","TCGA.24.2029"
"242","TCGA.30.1861"
"243","TCGA.30.1892"
"244","TCGA.31.1959"
"245","TCGA.61.1917"
"246","TCGA.24.1927"
"247","TCGA.25.1870"
"248","TCGA.30.1862"
"249","TCGA.31.1944"
"250","TCGA.57.1992"
"251","TCGA.61.1918"
"252","TCGA.24.1928"
"253","TCGA.25.1871"
"254","TCGA.30.1866"
"255","TCGA.31.1946"
"256","TCGA.57.1993"
"257","TCGA.61.1919"
"258","TCGA.24.1930"
"259","TCGA.25.1877"
"260","TCGA.31.1950"
"261","TCGA.04.1517"
"262","TCGA.24.1556"
"263","TCGA.36.1571"
"264","TCGA.57.1582"
"265","TCGA.25.1628"
"266","TCGA.25.1634"
"267","TCGA.36.1576"
"268","TCGA.24.1557"
"269","TCGA.09.1659"
"270","TCGA.25.1625"
"271","TCGA.09.1661"
"272","TCGA.09.1662"
"273","TCGA.04.1525"
"274","TCGA.24.1558"
"275","TCGA.36.1575"
"276","TCGA.57.1584"
"277","TCGA.25.1631"
"278","TCGA.09.1665"
"279","TCGA.04.1536"
"280","TCGA.36.1578"
"281","TCGA.25.1627"
"282","TCGA.04.1519"
"283","TCGA.25.1630"
"284","TCGA.24.1560"
"285","TCGA.24.1544"
"286","TCGA.24.1567"
"287","TCGA.36.1577"
"288","TCGA.25.1623"
"289","TCGA.25.1633"
"290","TCGA.09.1667"
"291","TCGA.24.1545"
"292","TCGA.36.1568"
"293","TCGA.57.1583"
"294","TCGA.36.1581"
"295","TCGA.09.1666"
"296","TCGA.25.1632"
"297","TCGA.24.1546"
"298","TCGA.36.1569"
"299","TCGA.36.1580"
"300","TCGA.25.1626"
"301","TCGA.25.1635"
"302","TCGA.09.1669"
"303","TCGA.24.1548"
"304","TCGA.36.1570"
"305","TCGA.57.1585"
"306","TCGA.09.1668"
"307","TCGA.36.1574"
"308","TCGA.29.2434"
"309","TCGA.23.2643"
"310","TCGA.29.2436"
"311","TCGA.23.2645"
"312","TCGA.42.2582"
"313","TCGA.13.2059"
"314","TCGA.36.2530"
"315","TCGA.36.2542"
"316","TCGA.42.2587"
"317","TCGA.23.2649"
"318","TCGA.36.2543"
"319","TCGA.59.2372"
"320","TCGA.13.2065"
"321","TCGA.29.2429"
"322","TCGA.36.2533"
"323","TCGA.42.2589"
"324","TCGA.29.2431"
"325","TCGA.36.2534"
"326","TCGA.36.2545"
"327","TCGA.61.2612"
"328","TCGA.23.1114"
"329","TCGA.29.1691"
"330","TCGA.29.1701"
"331","TCGA.30.1718"
"332","TCGA.29.1771"
"333","TCGA.57.1586"
"334","TCGA.20.1683"
"335","TCGA.29.1693"
"336","TCGA.29.1702"
"337","TCGA.29.1761"
"338","TCGA.29.1781"
"339","TCGA.04.1655"
"340","TCGA.20.1684"
"341","TCGA.29.1703"
"342","TCGA.29.1762"
"343","TCGA.29.1783"
"344","TCGA.09.1670"
"345","TCGA.20.1685"
"346","TCGA.29.1695"
"347","TCGA.29.1705"
"348","TCGA.29.1763"
"349","TCGA.29.1784"
"350","TCGA.20.1686"
"351","TCGA.29.1696"
"352","TCGA.29.1707"
"353","TCGA.29.1764"
"354","TCGA.29.1785"
"355","TCGA.09.1673"
"356","TCGA.20.1687"
"357","TCGA.29.1697"
"358","TCGA.29.1710"
"359","TCGA.29.1766"
"360","TCGA.23.1809"
"361","TCGA.09.1674"
"362","TCGA.29.1688"
"363","TCGA.29.1698"
"364","TCGA.29.1711"
"365","TCGA.29.1768"
"366","TCGA.24.1847"
"367","TCGA.09.1675"
"368","TCGA.29.1690"
"369","TCGA.29.1699"
"370","TCGA.30.1714"
"371","TCGA.29.1770"
"372","TCGA.04.1638"
"373","TCGA.30.1856"
"374","TCGA.61.1738"
"375","TCGA.29.1778"
"376","TCGA.24.1849"
"377","TCGA.61.1906"
"378","TCGA.04.1646"
"379","TCGA.30.1857"
"380","TCGA.61.1740"
"381","TCGA.23.1029"
"382","TCGA.24.1850"
"383","TCGA.61.1907"
"384","TCGA.04.1648"
"385","TCGA.61.1722"
"386","TCGA.61.1741"
"387","TCGA.23.1111"
"388","TCGA.61.1895"
"389","TCGA.61.1910"
"390","TCGA.04.1649"
"391","TCGA.61.1725"
"392","TCGA.29.1769"
"393","TCGA.24.1842"
"394","TCGA.61.1899"
"395","TCGA.61.1911"
"396","TCGA.04.1651"
"397","TCGA.61.1727"
"398","TCGA.29.1774"
"399","TCGA.24.1843"
"400","TCGA.61.1900"
"401","TCGA.61.1913"
"402","TCGA.04.1652"
"403","TCGA.61.1730"
"404","TCGA.29.1775"
"405","TCGA.24.1844"
"406","TCGA.61.1901"
"407","TCGA.61.1914"
"408","TCGA.61.1733"
"409","TCGA.29.1776"
"410","TCGA.24.1845"
"411","TCGA.61.1903"
"412","TCGA.61.1915"
"413","TCGA.30.1855"
"414","TCGA.61.1737"
"415","TCGA.29.1777"
"416","TCGA.24.1846"
"417","TCGA.61.1904"
"418","TCGA.13.0807"
"419","TCGA.13.0891"
"420","TCGA.13.0912"
"421","TCGA.13.0923"
"422","TCGA.10.0934"
"423","TCGA.13.0883"
"424","TCGA.13.0897"
"425","TCGA.13.0913"
"426","TCGA.13.0924"
"427","TCGA.10.0935"
"428","TCGA.13.0885"
"429","TCGA.13.0899"
"430","TCGA.10.0926"
"431","TCGA.10.0936"
"432","TCGA.13.0886"
"433","TCGA.13.0916"
"434","TCGA.10.0927"
"435","TCGA.10.0937"
"436","TCGA.13.0887"
"437","TCGA.13.0904"
"438","TCGA.13.0919"
"439","TCGA.10.0928"
"440","TCGA.10.0938"
"441","TCGA.13.0888"
"442","TCGA.13.0906"
"443","TCGA.13.0920"
"444","TCGA.10.0930"
"445","TCGA.24.0966"
"446","TCGA.13.0910"
"447","TCGA.13.0921"
"448","TCGA.10.0931"
"449","TCGA.13.0890"
"450","TCGA.13.0911"
"451","TCGA.10.0933"
"452","TCGA.24.0980"
"453","TCGA.13.0903"
"454","TCGA.24.1416"
"455","TCGA.24.1427"
"456","TCGA.24.1464"
"457","TCGA.13.1484"
"458","TCGA.13.1495"
"459","TCGA.13.1505"
"460","TCGA.24.1417"
"461","TCGA.24.1428"
"462","TCGA.24.1466"
"463","TCGA.13.1485"
"464","TCGA.13.1496"
"465","TCGA.13.1506"
"466","TCGA.24.1418"
"467","TCGA.24.1430"
"468","TCGA.24.1467"
"469","TCGA.13.1497"
"470","TCGA.13.1507"
"471","TCGA.24.1419"
"472","TCGA.24.1431"
"473","TCGA.13.1477"
"474","TCGA.13.1488"
"475","TCGA.13.1498"
"476","TCGA.13.1509"
"477","TCGA.24.1422"
"478","TCGA.24.1434"
"479","TCGA.13.1489"
"480","TCGA.13.1499"
"481","TCGA.13.1510"
"482","TCGA.24.1423"
"483","TCGA.24.1435"
"484","TCGA.13.1481"
"485","TCGA.13.1491"
"486","TCGA.13.1500"
"487","TCGA.13.1511"
"488","TCGA.24.1424"
"489","TCGA.24.1436"
"490","TCGA.13.1482"
"491","TCGA.13.1492"
"492","TCGA.13.1501"
"493","TCGA.13.1512"
"494","TCGA.24.1426"
"495","TCGA.24.1463"
"496","TCGA.13.1483"
"497","TCGA.13.1494"
"498","TCGA.13.1504"
"499","TCGA.29.1692"
"500","TCGA.13.1817"
"501","TCGA.61.1916"
