"","mayo.eset_ClusterK2_SAMD_1","mayo.eset_ClusterK2_SAMD_2","mayo.eset_ClusterK3_SAMD_1","mayo.eset_ClusterK3_SAMD_2","mayo.eset_ClusterK3_SAMD_3","mayo.eset_ClusterK4_SAMD_1","mayo.eset_ClusterK4_SAMD_2","mayo.eset_ClusterK4_SAMD_3","mayo.eset_ClusterK4_SAMD_4"
"mayo.eset_ClusterK2_SAMD_1",1,-1,-0.784243885554011,0.933655631021632,-0.332912410359733,-0.389095281927873,0.851476929169121,-0.885702603268974,0.298671084604091
"mayo.eset_ClusterK2_SAMD_2",-1,1,0.784243885554011,-0.933655631021632,0.332912410359733,0.389095281927873,-0.851476929169121,0.885702603268974,-0.298671084604091
"mayo.eset_ClusterK3_SAMD_1",-0.784243885554011,0.784243885554011,1,-0.591578923941851,-0.275102829318796,0.846719165217784,-0.661822026892,0.464969547045907,-0.510159312066964
"mayo.eset_ClusterK3_SAMD_2",0.933655631021632,-0.933655631021632,-0.591578923941851,1,-0.599230416253113,-0.166299666125862,0.899721214540347,-0.884335609041254,0.0110210843482928
"mayo.eset_ClusterK3_SAMD_3",-0.332912410359733,0.332912410359733,-0.275102829318796,-0.599230416253113,1,-0.629806046769423,-0.417293970610016,0.587928569988334,0.516516580888093
"mayo.eset_ClusterK4_SAMD_1",-0.389095281927873,0.389095281927873,0.846719165217784,-0.166299666125862,-0.629806046769423,1,-0.381215434922079,-0.0254338585612345,-0.453311211091404
"mayo.eset_ClusterK4_SAMD_2",0.851476929169121,-0.851476929169121,-0.661822026892,0.899721214540347,-0.417293970610016,-0.381215434922079,1,-0.66833315648924,-0.156155135194821
"mayo.eset_ClusterK4_SAMD_3",-0.885702603268974,0.885702603268974,0.464969547045907,-0.884335609041254,0.587928569988334,-0.0254338585612345,-0.66833315648924,1,-0.254895378704503
"mayo.eset_ClusterK4_SAMD_4",0.298671084604091,-0.298671084604091,-0.510159312066964,0.0110210843482928,0.516516580888093,-0.453311211091404,-0.156155135194821,-0.254895378704503,1
