"","aaces.eset_ClusterK2_SAMD_1","aaces.eset_ClusterK2_SAMD_2","aaces.eset_ClusterK3_SAMD_1","aaces.eset_ClusterK3_SAMD_2","aaces.eset_ClusterK3_SAMD_3","aaces.eset_ClusterK4_SAMD_1","aaces.eset_ClusterK4_SAMD_2","aaces.eset_ClusterK4_SAMD_3","aaces.eset_ClusterK4_SAMD_4"
"aaces.eset_ClusterK2_SAMD_1",1,-1,-0.853338261883517,-0.559029632543428,0.95136567147535,-0.448104943638789,-0.440706636004217,-0.88866001450669,0.952845983102352
"aaces.eset_ClusterK2_SAMD_2",-1,1,0.853338261883517,0.559029632543428,-0.95136567147535,0.448104943638789,0.440706636004217,0.88866001450669,-0.952845983102352
"aaces.eset_ClusterK3_SAMD_1",-0.853338261883517,0.853338261883517,1,0.140033076036488,-0.785855107167284,0.538417817866299,0.0366015622030347,0.935525035237003,-0.795869346336642
"aaces.eset_ClusterK3_SAMD_2",-0.559029632543428,0.559029632543428,0.140033076036488,1,-0.707756711884253,0.065188861735007,0.886025549335289,0.282474633667769,-0.656241210901478
"aaces.eset_ClusterK3_SAMD_3",0.95136567147535,-0.95136567147535,-0.785855107167284,-0.707756711884253,1,-0.424457197788267,-0.56549713098433,-0.827108702720242,0.973936777623429
"aaces.eset_ClusterK4_SAMD_1",-0.448104943638789,0.448104943638789,0.538417817866299,0.065188861735007,-0.424457197788267,1,-0.122453071034625,0.351217613475056,-0.523691697196571
"aaces.eset_ClusterK4_SAMD_2",-0.440706636004217,0.440706636004217,0.0366015622030347,0.886025549335289,-0.56549713098433,-0.122453071034625,1,0.148239867105188,-0.545445093576184
"aaces.eset_ClusterK4_SAMD_3",-0.88866001450669,0.88866001450669,0.935525035237003,0.282474633667769,-0.827108702720242,0.351217613475056,0.148239867105188,1,-0.817773773657679
"aaces.eset_ClusterK4_SAMD_4",0.952845983102352,-0.952845983102352,-0.795869346336642,-0.656241210901478,0.973936777623429,-0.523691697196571,-0.545445093576184,-0.817773773657679,1
