"","TCGA_eset_ClusterK2_SAMD_1","TCGA_eset_ClusterK2_SAMD_2","TCGA_eset_ClusterK3_SAMD_1","TCGA_eset_ClusterK3_SAMD_2","TCGA_eset_ClusterK3_SAMD_3","TCGA_eset_ClusterK4_SAMD_1","TCGA_eset_ClusterK4_SAMD_2","TCGA_eset_ClusterK4_SAMD_3","TCGA_eset_ClusterK4_SAMD_4"
"TCGA_eset_ClusterK2_SAMD_1",1,-1,-0.739528880866574,0.959092921281592,-0.365565925997208,-0.629393784818999,0.900555140043008,-0.608853064042238,0.209217257414467
"TCGA_eset_ClusterK2_SAMD_2",-1,1,0.739528880866574,-0.959092921281592,0.365565925997208,0.629393784818999,-0.900555140043008,0.608853064042238,-0.209217257414467
"TCGA_eset_ClusterK3_SAMD_1",-0.739528880866574,0.739528880866574,1,-0.59866091434777,-0.306178252873533,0.971102330417889,-0.572608274245748,0.0998679302349319,-0.371941481709277
"TCGA_eset_ClusterK3_SAMD_2",0.959092921281592,-0.959092921281592,-0.59866091434777,1,-0.558196866917371,-0.477596284459391,0.938299216446542,-0.671716243938444,0.0817904384659453
"TCGA_eset_ClusterK3_SAMD_3",-0.365565925997208,0.365565925997208,-0.306178252873533,-0.558196866917371,1,-0.419779213491792,-0.514046444076698,0.699396086698479,0.322911930144391
"TCGA_eset_ClusterK4_SAMD_1",-0.629393784818999,0.629393784818999,0.971102330417889,-0.477596284459391,-0.419779213491792,1,-0.476879979337928,-0.0684144607725666,-0.333253231540622
"TCGA_eset_ClusterK4_SAMD_2",0.900555140043008,-0.900555140043008,-0.572608274245748,0.938299216446542,-0.514046444076698,-0.476879979337928,1,-0.479488450281596,-0.186311065774006
"TCGA_eset_ClusterK4_SAMD_3",-0.608853064042238,0.608853064042238,0.0998679302349319,-0.671716243938444,0.699396086698479,-0.0684144607725666,-0.479488450281596,1,-0.389533804770506
"TCGA_eset_ClusterK4_SAMD_4",0.209217257414467,-0.209217257414467,-0.371941481709277,0.0817904384659453,0.322911930144391,-0.333253231540622,-0.186311065774006,-0.389533804770506,1
