"","mayo.eset_ClusterK2_SAMD_1","mayo.eset_ClusterK2_SAMD_2","mayo.eset_ClusterK3_SAMD_1","mayo.eset_ClusterK3_SAMD_2","mayo.eset_ClusterK3_SAMD_3","mayo.eset_ClusterK4_SAMD_1","mayo.eset_ClusterK4_SAMD_2","mayo.eset_ClusterK4_SAMD_3","mayo.eset_ClusterK4_SAMD_4"
"mayo.eset_ClusterK2_SAMD_1",1,-1,-0.927660250386369,0.822264086730604,0.294410019682831,-0.725924257338741,0.769998936196909,-0.656267085511165,0.618481318128125
"mayo.eset_ClusterK2_SAMD_2",-1,1,0.927660250386369,-0.822264086730604,-0.294410019682831,0.725924257338741,-0.769998936196909,0.656267085511165,-0.618481318128125
"mayo.eset_ClusterK3_SAMD_1",-0.927660250386369,0.927660250386369,1,-0.655621057590941,-0.558414573697817,0.904287285749847,-0.627075514153781,0.358761605456637,-0.665428688490722
"mayo.eset_ClusterK3_SAMD_2",0.822264086730604,-0.822264086730604,-0.655621057590941,1,-0.241399790978917,-0.436418821187086,0.981773727354951,-0.722334682335236,0.10575435067686
"mayo.eset_ClusterK3_SAMD_3",0.294410019682831,-0.294410019682831,-0.558414573697817,-0.241399790978917,1,-0.655559696138968,-0.260588656248971,0.311195069463992,0.764739562298006
"mayo.eset_ClusterK4_SAMD_1",-0.725924257338741,0.725924257338741,0.904287285749847,-0.436418821187086,-0.655559696138968,1,-0.437591717755478,-0.0214166225325012,-0.565401507572774
"mayo.eset_ClusterK4_SAMD_2",0.769998936196909,-0.769998936196909,-0.627075514153781,0.981773727354951,-0.260588656248971,-0.437591717755478,1,-0.641087240725139,6.38719097800823e-05
"mayo.eset_ClusterK4_SAMD_3",-0.656267085511165,0.656267085511165,0.358761605456637,-0.722334682335236,0.311195069463992,-0.0214166225325012,-0.641087240725139,1,-0.287203345123372
"mayo.eset_ClusterK4_SAMD_4",0.618481318128125,-0.618481318128125,-0.665428688490722,0.10575435067686,0.764739562298006,-0.565401507572774,6.38719097800823e-05,-0.287203345123372,1
