"","mayo.eset_ClusterK2_SAMD_1","mayo.eset_ClusterK2_SAMD_2","mayo.eset_ClusterK3_SAMD_1","mayo.eset_ClusterK3_SAMD_2","mayo.eset_ClusterK3_SAMD_3","mayo.eset_ClusterK4_SAMD_1","mayo.eset_ClusterK4_SAMD_2","mayo.eset_ClusterK4_SAMD_3","mayo.eset_ClusterK4_SAMD_4"
"mayo.eset_ClusterK2_SAMD_1",1,-1,-0.929752306888196,0.829728509389097,0.304101004175151,-0.73057226440362,0.786387547468213,-0.654966970464547,0.649349702159989
"mayo.eset_ClusterK2_SAMD_2",-1,1,0.929752306888196,-0.829728509389097,-0.304101004175151,0.73057226440362,-0.786387547468213,0.654966970464547,-0.649349702159989
"mayo.eset_ClusterK3_SAMD_1",-0.929752306888196,0.929752306888196,1,-0.654999014443656,-0.570833702853164,0.91064809350627,-0.632217463492646,0.356496428405208,-0.70794252371628
"mayo.eset_ClusterK3_SAMD_2",0.829728509389097,-0.829728509389097,-0.654999014443656,1,-0.225416180106989,-0.423542970370565,0.98586062593976,-0.751799635837857,0.154149378601028
"mayo.eset_ClusterK3_SAMD_3",0.304101004175151,-0.304101004175151,-0.570833702853164,-0.225416180106989,1,-0.685264600061667,-0.242093113974882,0.331654176247309,0.773848094882635
"mayo.eset_ClusterK4_SAMD_1",-0.73057226440362,0.73057226440362,0.91064809350627,-0.423542970370565,-0.685264600061667,1,-0.427833444459038,-0.0181762868948441,-0.619784534876047
"mayo.eset_ClusterK4_SAMD_2",0.786387547468213,-0.786387547468213,-0.632217463492646,0.98586062593976,-0.242093113974882,-0.427833444459038,1,-0.680445613913074,0.0653664754423052
"mayo.eset_ClusterK4_SAMD_3",-0.654966970464547,0.654966970464547,0.356496428405208,-0.751799635837857,0.331654176247309,-0.0181762868948441,-0.680445613913074,1,-0.269076901782178
"mayo.eset_ClusterK4_SAMD_4",0.649349702159989,-0.649349702159989,-0.70794252371628,0.154149378601028,0.773848094882635,-0.619784534876047,0.0653664754423052,-0.269076901782178,1
