,Sample,T cells,CD8 T cells,Cytotoxic lymphocytes,NK cells,B lineage,Monocytic lineage,Myeloid dendritic cells,Neutrophils,Endothelial cells,Fibroblasts
186,GSM249901,4.87766666666667,4.563535,4.71595083333333,4.338383125,4.8468315,6.840445,5.00194571428571,4.85571736842105,5.22679346938776,6.86640055555556
187,GSM249902,4.50063708333333,4.204515,3.92569166666667,4.01776125,4.373554,5.65834,4.66971,4.67770842105263,5.1071912244898,7.95344388888889
188,GSM249903,4.74986041666667,4.11483,4.372305,4.04188625,4.786836,6.461941,4.56496857142857,4.59264157894737,5.3078487755102,8.38895388888889
189,GSM249904,4.7719175,4.22882,4.16972166666667,4.08543375,4.450837,6.35332,4.70293285714286,4.59321526315789,4.9811387755102,6.751315
190,GSM249905,4.92799791666667,4.304585,4.24249083333333,4.04517875,4.4034965,6.337783,4.92425571428571,4.57605210526316,4.7142406122449,5.37032388888889
191,GSM249906,5.11602291666667,4.45239,5.25972916666667,4.105408125,5.3488445,6.701462,5.34029857142857,4.83404157894737,5.36274428571429,8.42621444444444
192,GSM249907,4.34200708333333,4.00295,4.26244,3.906025,4.2534515,6.542988,4.39948142857143,4.44917315789474,5.1794787755102,8.60928444444444
193,GSM249908,4.55209833333333,4.21501,4.1768,4.12791375,4.692766,6.646461,4.87466571428571,4.7309452631579,5.06920714285714,8.16204555555556
194,GSM249909,4.7931425,4.36855,4.45689166666667,3.961576875,4.8585685,6.116612,4.68943285714286,4.65723105263158,5.21679346938776,9.467895
195,GSM249910,4.5060925,4.24252,4.32537,4.08555,4.7536455,6.49994,5.69811714285714,4.85224526315789,5.07852367346939,8.01880611111111
196,GSM249911,4.78125833333333,4.4911,4.59235,4.17989625,4.5207495,6.955542,4.88916857142857,4.65988473684211,5.60329979591837,10.2100822222222
197,GSM249912,4.682955,4.2014,4.3058475,4.031556875,4.830081,6.035034,4.78511428571429,4.79982947368421,4.88434163265306,7.42918722222222
198,GSM249913,4.47412125,4.328595,4.19781833333333,3.962129375,4.9234725,6.444218,4.47436714285714,4.64829842105263,5.0855487755102,5.93594222222222
199,GSM249914,4.92479541666667,4.85086,4.64069166666667,4.0910975,4.9240435,6.677321,4.75309428571429,4.70501631578947,4.99103244897959,8.83234888888889
200,GSM249915,4.8094475,3.96943,4.40922083333333,3.933395625,4.648377,6.479841,4.88824428571429,4.61307105263158,5.03969387755102,9.15577611111111
201,GSM249916,4.2905,4.10613,3.77917416666667,3.9090875,4.3577045,5.082469,4.24116571428571,4.61228368421053,4.74119489795918,6.18324166666667
202,GSM249917,4.70290916666667,4.269015,4.31342166666667,4.025940625,4.982859,7.403516,6.08911428571429,4.68267,5.0281606122449,8.89233166666667
203,GSM249918,4.4055875,6.65812,3.8933175,3.95487,4.1392605,5.447403,4.48002142857143,4.82305842105263,4.95407224489796,7.43010888888889
204,GSM249919,4.75663291666667,4.34832,4.28549,4.116260625,4.611622,6.412946,4.88872428571429,4.86405684210526,4.97496306122449,8.10129166666667
205,GSM249920,4.20568125,4.102365,3.886535,3.848681875,4.3738505,5.756479,4.30967142857143,4.31676105263158,4.74447285714286,8.21850277777778
206,GSM249921,4.78786,4.32559,4.15048833333333,4.15261125,4.409777,6.720281,4.85587,4.73390105263158,5.25376489795918,6.95300666666667
207,GSM249922,4.54304,6.60424,3.91375333333333,3.97820375,4.1371505,5.819827,4.72012571428571,4.51933842105263,4.68525265306122,6.50908944444444
208,GSM249923,4.554625,4.19754,4.014585,3.89438625,4.4341975,6.667446,4.52377857142857,4.99687631578947,5.02643979591837,9.13283666666667
209,GSM249924,4.8696375,4.15987,4.42027,4.12227375,4.951301,6.433272,4.97353857142857,4.62282578947368,4.98628836734694,8.12010666666667
210,GSM249925,4.95477875,4.5034,4.5564825,4.012415,4.9272235,6.79304,4.75815714285714,4.46882,5.03296795918367,8.56115888888889
211,GSM249926,4.75119916666667,4.60961,4.50351416666667,4.125970625,4.429627,7.313236,4.84001,4.75740157894737,4.97977224489796,7.08136777777778
212,GSM249927,4.63057458333333,4.03994,4.233195,3.98002375,4.24478,6.830895,4.74782714285714,5.43904894736842,5.55278653061225,8.26905944444444
213,GSM249928,4.61565333333333,4.159335,4.00064833333333,4.06552875,4.306057,5.413671,4.7763,4.56785631578947,4.96878530612245,7.3508
214,GSM249929,4.74803041666667,4.21819,4.0094925,4.034883125,4.4056155,5.791098,5.24401571428571,4.70537315789474,4.67304918367347,6.92594777777778
215,GSM249930,4.60775791666667,4.340855,4.07031333333333,4.0558725,4.701697,5.733512,4.78934142857143,4.74601578947368,4.72753571428571,6.85930333333333
216,GSM249931,4.66043958333333,4.52015,4.41878833333333,4.01352625,4.4910335,6.452212,4.87761571428571,4.72464421052632,5.62304408163265,9.36493
217,GSM249932,4.68360041666667,3.851355,3.9443275,3.867495,4.367634,5.997731,4.38758142857143,4.59845894736842,5.05361795918367,8.05080333333333
218,GSM249933,4.89668833333333,4.71816,4.84559583333333,4.15522625,4.926972,7.428267,5.19553,5.00425947368421,5.14300857142857,7.57308055555556
219,GSM249934,4.35927291666667,4.25492,4.03864,3.979188125,4.7759345,5.89396,4.47589571428571,4.70323315789474,4.89285244897959,7.46267611111111
220,GSM249935,4.69650125,4.48549,3.94957666666667,3.92792375,4.9413185,6.662356,5.08679285714286,4.69152947368421,4.75174918367347,8.95485222222222
221,GSM249936,4.55531333333333,4.178265,4.294415,3.997401875,4.3275145,6.235698,5.09955714285714,4.74331842105263,4.89291918367347,7.404725
222,GSM249937,4.37705416666667,3.98837,3.96865416666667,3.90993125,4.238104,5.439913,4.39125857142857,4.56770421052632,5.03504204081633,7.91901944444444
223,GSM249938,5.23608333333333,4.37959,5.16941,4.134051875,5.1584915,7.385561,5.36647857142857,4.71559789473684,4.89668551020408,7.712515
224,GSM249939,4.49630708333333,4.226355,4.077735,4.062178125,4.695752,6.31984,4.71515571428571,4.74626368421053,5.02376204081633,7.86573222222222
225,GSM249940,4.41723041666667,3.901295,3.74378916666667,3.85512625,4.4177035,5.658302,4.59234714285714,4.51309421052632,5.09619673469388,8.70746055555555
226,GSM249941,4.61498625,4.2463,3.9020075,3.950125625,4.2460935,5.218689,4.45828571428571,4.48593578947368,4.79400510204082,8.17732722222222
227,GSM249942,4.60676166666667,4.232165,3.94104583333333,4.015759375,4.318376,5.461079,4.42464714285714,4.44319684210526,4.88652183673469,7.44
228,GSM249943,4.650915,4.021875,5.0691125,4.051596875,4.3414945,6.193353,4.79913285714286,4.69840789473684,4.88318979591837,7.61800222222222
229,GSM249944,4.91015291666667,4.205275,4.4841825,3.889580625,4.439364,6.505883,4.69974857142857,4.89134052631579,4.95551836734694,7.42592333333333
230,GSM249945,4.88961708333333,4.795305,5.46616083333333,4.245939375,4.9888185,7.462866,5.21925285714286,4.83516473684211,5.28544653061225,9.01189222222222
231,GSM249946,4.78013916666667,4.106805,4.94227666666667,4.06544,4.564835,6.90444,4.51669571428571,4.82047473684211,4.86051612244898,8.65155166666667
232,GSM249947,5.26671375,4.679465,4.61427333333333,4.084085625,5.031766,6.788339,4.89037571428571,4.59604052631579,5.3925193877551,9.70149222222222
233,GSM249948,5.888745,4.656835,4.95461083333333,4.245688125,6.3378225,7.783953,5.82759,4.75910684210526,5.01269163265306,7.60194222222222
234,GSM249949,5.30005583333333,5.04549,5.32275,4.129179375,4.4839745,7.499696,5.06596428571429,4.73862894736842,4.91538714285714,7.23495611111111
235,GSM249950,4.57984,4.246885,4.24375916666667,3.94996875,4.696017,6.568288,4.76377571428571,4.65927,5.0029112244898,8.66056111111111
236,GSM249951,4.66764708333333,4.145265,4.15122,3.935205625,4.2976545,6.923555,4.68217714285714,4.71564052631579,4.9481612244898,9.34431777777778
237,GSM249953,4.47935958333333,4.232935,3.90801916666667,4.0856525,4.6626615,5.479292,4.59097285714286,4.59129368421053,5.04656857142857,7.82391222222222
238,GSM249954,4.50542125,3.981805,4.01317416666667,4.022411875,4.5784585,6.921528,5.70342142857143,4.52306684210526,5.18576775510204,6.884685
239,GSM249955,4.725915,4.102245,4.3503075,4.098685,4.3167605,6.054267,4.88881285714286,4.80086,5.30551081632653,8.30066555555556
240,GSM249956,4.69834666666667,4.5402,4.84293833333333,4.090739375,4.6485115,6.719475,5.03600428571429,4.74356368421053,5.1771487755102,8.67225055555556
241,GSM249957,4.41265583333333,4.23887,4.46408166666667,4.04340625,4.395064,6.240559,4.54218857142857,4.79696631578947,5.56192795918367,8.73881722222222
242,GSM249958,4.52150625,4.21704,4.11853833333333,4.01252375,4.2459785,6.818917,4.62337142857143,4.72219947368421,5.07217836734694,7.10210111111111
243,GSM249959,4.51688625,5.319545,4.2254675,4.10466625,4.6550385,5.454074,4.8136,4.79838210526316,4.65672346938775,5.86236777777778
244,GSM249960,4.80419541666667,4.1484,4.86876416666667,4.070055,5.151737,6.815377,4.85437857142857,4.93529684210526,4.85609346938775,6.94568111111111
245,GSM249961,4.66048583333333,4.33787,4.28723583333333,4.028441875,4.5313895,5.964941,4.79287428571429,4.72079263157895,5.0566612244898,7.43715666666667
246,GSM249962,4.91354041666667,4.252915,4.80877,4.12575125,4.955959,7.135521,4.92474142857143,4.78990526315789,5.42483693877551,8.18376166666667
247,GSM249963,5.5513925,5.05271,5.625545,4.160025625,7.550612,7.225199,5.86154,4.71742842105263,5.30041714285714,8.27110611111111
248,GSM249964,5.34356708333333,4.664415,6.07464833333333,4.51038375,5.087182,8.020896,5.33759,4.67895210526316,5.08739632653061,8.869215
249,GSM249965,5.08437875,4.62582,5.27222,4.162596875,4.7924155,6.80687,4.91840714285714,4.55392947368421,4.81574693877551,7.49781222222222
250,GSM249966,4.42362625,4.00782,4.30795333333333,4.046903125,4.3175835,6.622649,7.16512,4.76497736842105,4.83646897959184,7.00788277777778
251,GSM249967,4.40915458333333,3.80488,3.96540166666667,4.003799375,4.347101,6.767608,4.62765285714286,4.68587894736842,5.05283081632653,6.92546055555556
252,GSM249968,4.79189458333333,4.348685,4.29154083333333,4.13210625,4.8575535,6.686943,4.68378285714286,4.71249052631579,4.87896204081633,5.94831944444444
253,GSM249969,4.77906166666667,3.916215,4.1023575,3.9516,4.4258655,5.855863,4.52860285714286,4.52111526315789,5.56760306122449,8.20062555555556
254,GSM249970,4.79535583333333,4.107095,4.48154666666667,3.9511525,4.368284,6.90076,4.82359285714286,4.53119631578947,5.83036897959184,8.65954722222222
255,GSM249971,4.62883208333333,4.599475,4.02252833333333,4.14517,4.388394,6.159442,4.61979714285714,4.61424421052632,4.76230836734694,7.55762333333333
256,GSM249972,4.59949625,4.072055,3.89196666666667,3.90228,4.3013935,5.892576,4.60068428571429,4.58239684210526,5.02737795918367,7.63267444444444
257,GSM249973,4.82176708333333,4.037995,4.47639916666667,4.16012125,4.644841,6.262108,4.71111285714286,4.78555684210526,4.96517836734694,6.14888888888889
258,GSM249974,4.33926875,4.83713,4.07539333333333,3.92910375,4.401138,6.546874,4.42044714285714,4.98250263157895,5.41438775510204,7.74181
259,GSM249975,4.73296583333333,4.015785,4.57275666666667,4.08414625,4.393211,6.397856,4.44869,4.79580578947368,5.46566244897959,8.24673277777778
260,GSM249976,4.19780291666667,4.565245,3.8384425,3.942615,4.196557,6.021146,4.66251142857143,4.81420947368421,4.95881081632653,6.4903
261,GSM249977,4.577945,4.264755,4.40427666666667,4.207049375,4.629952,6.306418,4.70930857142857,4.82560684210526,5.50639857142857,8.4441
262,GSM249978,5.34442125,5.443325,5.53846833333333,3.98962875,5.388773,7.558473,5.29430142857143,4.86570105263158,5.58030367346939,9.56900833333333
263,GSM249979,4.61389583333333,4.06281,4.14598833333333,3.972905625,4.57273,6.635299,4.68236,4.62930263157895,5.06398836734694,8.97002722222222
264,GSM249980,4.50273791666667,4.22162,4.0030025,4.004635,4.277781,5.228766,4.43998285714286,4.48859368421053,4.88405755102041,5.90159611111111
265,GSM249981,4.74774291666667,4.09818,4.23534083333333,4.07117,4.6234455,6.683634,4.94015,4.62532894736842,4.95613448979592,6.54560777777778
266,GSM249982,4.46373208333333,4.0657,4.36622833333333,3.77779375,4.4855255,6.817473,4.80776142857143,4.65703210526316,5.34800285714286,9.24790722222222
267,GSM249983,4.52773,4.15025,4.07296,4.160225,4.3495305,5.971286,4.87703571428571,4.6376047368421,4.91448673469388,7.86535666666667
268,GSM249984,4.712985,4.57708,4.47596416666667,4.090438125,5.403308,6.587433,4.93382857142857,4.66717315789474,5.2098187755102,8.64344611111111
269,GSM249985,4.45564625,3.960165,3.94495666666667,3.943451875,4.240352,5.94548,4.97959714285714,5.54959789473684,5.18775020408163,7.92540333333333
270,GSM249986,4.57152041666667,4.378395,4.2206025,3.9636325,4.3590405,6.275217,4.52677,4.72675526315789,5.08435857142857,7.79034111111111
271,GSM249987,4.33064583333333,3.938415,3.79118083333333,3.93072875,4.322038,5.139145,4.56793,4.83488315789474,4.79068775510204,8.20877055555555
272,GSM249988,4.63121791666667,4.10608,4.27430583333333,3.99235125,4.626733,6.522336,4.57444285714286,4.77804789473684,5.53183469387755,9.00921944444445
273,GSM249989,4.65690791666667,4.371645,4.59418416666667,4.11868,4.5305765,6.400053,4.69495714285714,4.63111052631579,4.8889806122449,9.37735833333333
274,GSM249990,4.47022833333333,3.90693,3.9623775,3.965460625,4.6095995,6.177531,4.32243857142857,4.64621105263158,5.38497142857143,8.17973555555556
275,GSM249991,4.67112083333333,4.196015,3.87126083333333,4.1058075,4.365269,5.863232,4.67017,4.61617736842105,4.92995612244898,7.49286777777778
276,GSM249992,4.44913083333333,4.13351,4.35195166666667,3.8553475,4.3110315,6.773092,5.09824,4.94707842105263,4.98662775510204,9.575195
277,GSM249993,4.89802,4.394585,4.79339583333333,4.002408125,4.2064305,6.571479,4.65500857142857,4.77010157894737,4.94226734693878,7.08456111111111
278,GSM249994,5.17286791666667,4.830365,4.97677666666667,4.049505,4.339823,7.376603,4.65330428571429,4.95054631578947,5.32432326530612,8.47404888888889
279,GSM249995,4.66265916666667,4.124325,3.99946416666667,4.047668125,4.4080825,5.538898,4.46021428571429,5.02648947368421,4.58399714285714,6.04785277777778
280,GSM249996,4.72032791666667,4.124525,4.14834666666667,4.181111875,4.396067,5.575497,4.80933857142857,4.87009947368421,4.97632591836735,6.63633055555556
281,GSM249997,4.59998375,4.28011,4.5435175,3.952899375,4.91582,6.921704,4.96596142857143,4.44349736842105,5.5771406122449,9.096395
282,GSM249998,4.75774708333333,4.386165,4.26307166666667,4.28159125,4.700327,5.608287,4.88777714285714,4.72087631578947,4.98227346938775,7.42349944444444
283,GSM249999,4.39717791666667,3.828425,3.93174083333333,3.928406875,4.2181445,5.458343,4.35041142857143,4.52803631578947,4.74728734693878,7.68160611111111
284,GSM250000,4.77125708333333,4.652545,5.45367916666667,4.10528875,4.671788,6.877037,5.04843,4.92323,5.04939816326531,8.46061277777778
285,GSM250001,4.71188166666667,4.65495,4.32960416666667,3.94445125,4.901133,6.738533,4.74878142857143,4.65760842105263,5.2820893877551,9.05992333333333
