"","aaces.eset_ClusterK2_SAMD_1","aaces.eset_ClusterK2_SAMD_2","aaces.eset_ClusterK3_SAMD_1","aaces.eset_ClusterK3_SAMD_2","aaces.eset_ClusterK3_SAMD_3","aaces.eset_ClusterK4_SAMD_1","aaces.eset_ClusterK4_SAMD_2","aaces.eset_ClusterK4_SAMD_3","aaces.eset_ClusterK4_SAMD_4"
"A1CF",2.40829976238252,-2.40829976238252,-2.216044000228,-2.39972798355468,4.20742648422912,-3.08575989364023,-1.38685163805692,-1.86814881759049,2.7276652934581
"AAAS",-0.971202038089228,0.971202038089228,0.00591004774159979,3.45018576533602,-2.48167683515439,-0.362927019388658,2.8750800868456,0.275273717891591,-1.55682225021294
"AACS",0.476347233239108,-0.476347233239108,-0.535923370722184,-0.33048568257867,0.887459864372106,-1.75870299153946,-1.08336337628694,0.174262288968494,0.862226822971526
"AADAC",-0.069405821449328,0.069405821449328,0.380820754140926,-0.556015664896892,-0.117592377352014,-2.11595495132026,-0.493907035021405,0.58299630979388,0.24132707446145
"AAK1",-2.92047946715452,2.92047946715452,2.23554317947965,-0.746518281173157,-1.69366339360421,-0.105888225913082,-0.495797303398966,2.35510779408566,-1.57357418520892
"AAMDC",0.457126318549724,-0.457126318549724,-0.93449920094736,0.066351397451799,0.943704856223107,0.450079439935659,0.432363610838722,-0.669548810558633,0.0977436792288456
"AAMP",1.63997835895696,-1.63997835895696,-1.02307529953262,-1.5685156132054,2.40214408265299,-2.67292127747763,0.163614765984219,-0.927350217911484,1.69516673661708
"AARS",-2.09144840244691,2.09144840244691,1.69402284318488,1.97911748484357,-3.40243932347712,0.687012945842235,1.09558640402242,1.66992952767184,-2.38527043481868
"AASDHPPT",-0.760765017042549,0.760765017042549,0.409927928968581,1.86070466601311,-1.84888822903177,-1.05709655819682,0.100371572564765,0.953426885324947,-0.570072561271777
"AASS",-0.589488302938683,0.589488302938683,0.295439979310528,0.10023105689017,-0.420502343851622,3.28044057363137,-0.603465715014555,-0.825817780498633,-0.825491881137326
"AATF",-2.47826353267103,2.47826353267103,1.04107698906779,3.405429530888,-4.00007228174857,-1.57913793385292,2.1253903777888,1.82763524109411,-2.37958154385838
"AATK",2.49797782148476,-2.49797782148476,-1.84301006249578,-1.20846637678013,3.08804361441468,-2.30662447388166,-0.166412082474358,-1.60989623297102,2.07883090452232
"ABAT",1.1846781739786,-1.1846781739786,-0.55748228259069,-1.60926776339706,1.70487085457134,-0.899507051964723,-0.765780697369817,-0.613819008209113,1.23086111443768
"ABCA1",-2.24732215612063,2.24732215612063,2.69553535130421,-1.46212346262143,-1.5219648295362,1.22111830589599,-1.43674264634352,2.63432906748864,-1.64939105561174
"ABCA12",2.20698043768077,-2.20698043768077,-2.06440953891277,-0.659637732778012,2.96355179503369,-0.143963767440693,-0.982624705314502,-1.84938496512064,1.77524326414895
"ABCA2",1.03916376233243,-1.03916376233243,-1.12429900169918,-0.721470610677687,1.70619442624929,0.631728407315094,-0.410376536480278,-0.765052005845547,0.520336288055963
"ABCA3",0.827019335988006,-0.827019335988006,-0.43403403876807,-1.22928658677583,1.44031086067462,-1.39701397666185,-0.768646653394891,0.179911061150305,0.727647642478825
"ABCA4",0.551513946278524,-0.551513946278524,-1.85762090797497,0.674953724684685,1.35243378527061,-2.83658817147339,0.650307673270216,-1.20701504059324,1.26540284725743
"ABCA5",-0.657554199276053,0.657554199276053,0.403106632944087,-0.0718969152991457,-0.368939748329034,0.476257666314337,-0.709098075577005,0.235946302102631,-0.0132259440986986
"ABCA6",-0.0208331761579695,0.0208331761579695,0.597536923109471,-0.559009717005525,-0.196971027585961,2.60551859555492,-3.46359724196762,-1.05539439645333,-0.111045116512559
"ABCA8",0.357844072044722,-0.357844072044722,0.432989435242276,-0.691413321940272,0.0803377497776132,2.9187936428474,-3.6379319669737,-1.41087255713202,0.145499573040328
"ABCB1",2.63702849668633,-2.63702849668633,-1.91743597042892,-1.99460914901746,3.61438558172728,-1.5342234523782,-1.20477996072867,-1.69023850491451,2.29582653433849
"ABCB4",2.53641450543099,-2.53641450543099,-1.78410689435016,-2.34739938115939,3.49394176140256,-2.51240825647032,-2.73443102134193,-1.6679324947795,2.63329355828281
"ABCB7",-1.60163662713248,1.60163662713248,1.34589475308439,2.32636235362512,-3.15296254803026,0.782706715841136,0.389051876487347,1.82222604609592,-1.7569209370518
"ABCB9",2.31932293259321,-2.31932293259321,-2.02191289190024,-1.37481798635445,3.19894044964019,-2.03402095479979,-2.59345184850813,-1.24623272995678,2.5754133320988
"ABCC1",-0.494960783519507,0.494960783519507,0.0413165411217279,1.33779928920077,-0.958489867931527,0.512303810390742,1.42807939971247,-0.33719406290971,-0.654625922185662
"ABCC10",0.825103928395066,-0.825103928395066,-0.790603223105204,-1.22474815510093,1.63580567886327,-2.7571282744138,0.219972921913045,-0.696805386105884,1.02048720524344
"ABCC2",1.48709915165063,-1.48709915165063,-1.74841912896793,-0.504995468000451,2.31003641397495,-1.86408017284407,-0.102624270529508,-1.96141822597243,1.99834097599517
"ABCC3",0.033424493473224,-0.033424493473224,0.547427585473725,-2.92650518381,1.3108601528239,-0.0443498598335711,-2.72960614293347,0.766469720400436,0.510267041213134
"ABCC4",0.393755920304496,-0.393755920304496,-0.173709339123069,0.326826568952264,-0.136829413217894,-1.01833825630088,0.627758476918142,-0.546130215086235,0.276669767239503
"ABCC5",-1.44398269437492,1.44398269437492,0.858864002270779,1.51816125927685,-2.48352947220051,0.624548209432184,-0.0614483186363642,1.46566702681869,-1.62629055082608
"ABCC6",2.94525075552645,-2.94525075552645,-2.41959320161423,-1.90290770238164,4.01919865150273,-2.38429773116576,-1.5022638557211,-2.3063463704188,3.03859047746734
"ABCC8",3.30979556823732,-3.30979556823732,-1.91527082406113,-1.93464392975539,3.7516497041265,-1.56737074130025,-1.34531957704583,-1.84251224177554,2.61316365566798
"ABCC9",0.645303362599424,-0.645303362599424,1.28731866157771,-2.74039887920509,0.245468916577434,2.17364817258125,-3.87460107477236,-0.882419787975144,0.109395685433109
"ABCD3",-0.446417257026628,0.446417257026628,-0.0444854946302541,1.98043680688442,-1.4444966433792,-0.489080982356805,1.79621257241794,0.0430053442339573,-0.788201484877464
"ABCE1",-1.53742890716114,1.53742890716114,1.24426098133634,1.50371437237191,-2.69807177193631,0.64907314963983,0.609195532027104,0.940585067481582,-1.39411025697016
"ABCF1",-2.04095814881198,2.04095814881198,1.53839323263248,2.51233383015559,-3.35049925913182,-1.04560522135464,2.68925516076789,1.68071187070848,-2.67516323319265
"ABCF2",0.099066658203344,-0.099066658203344,-0.274984942740913,2.41441721652525,-1.87734897842582,-1.36414202165218,1.70511943651392,0.430934780519295,-0.992553694597964
"ABCG2",1.94723837154117,-1.94723837154117,-1.62442289845748,-1.77156016882396,3.00373155063438,-0.104223933052828,-2.38030235064955,-1.7919346187806,1.99258560688786
"ABCG4",3.24294173939972,-3.24294173939972,-2.28514143883664,-3.26318536508668,5.43129480394067,-1.03689747813686,-1.64921894031382,-2.50870972388675,3.21825578457957
"ABHD10",-0.433577480431939,0.433577480431939,-0.785356804646877,2.83591454948273,-0.90293681454547,-1.55409536662178,1.69552339349482,0.0980521809923283,-0.313117222396582
"ABHD11",-0.224343098375101,0.224343098375101,0.74740135373153,-2.26590871047331,0.719682741575477,-1.53628466247376,-0.789487959518158,0.970269445216269,0.410565113425799
"ABHD14A",2.34867223722821,-2.34867223722821,-2.30639210331865,-1.07618457663891,3.39542084996167,-2.70684518213586,-0.960756092248306,-1.98950045862613,2.51074201222176
"ABHD17B",0.862814881276867,-0.862814881276867,-1.40691183956995,0.751487376141269,1.04572375387875,-1.55132464226232,0.802575368813059,-0.643472492255823,0.649270382835352
"ABHD2",-2.49584798898136,2.49584798898136,2.93436495017762,0.526967960980919,-3.22700204784964,2.76114082073031,-0.392863565974198,2.32899483548429,-2.94414574822816
"ABHD3",0.151936107636844,-0.151936107636844,0.696045628871717,-1.05110163724289,-0.195864776759855,-1.24059914930944,-1.92981110860635,0.847495559581666,0.374919710966232
"ABHD4",-0.57477937129579,0.57477937129579,0.741998955290428,0.0250423138979634,-1.14496584420699,-1.64219295083595,-0.259910360421273,1.1465548435103,-0.763600686985654
"ABHD5",0.114027205064574,-0.114027205064574,-0.505351405608098,-0.569730842518781,0.933095432199456,0.549207368935434,-1.35067136623465,-0.292272427164054,0.524413112183498
"ABHD6",2.189369299211,-2.189369299211,-1.73531729399975,-1.40476625069183,3.15768699928552,-0.303759513238945,-1.33851366915802,-1.58969834037632,1.91080963907396
"ABHD8",3.15845668752486,-3.15845668752486,-2.15904251560382,-2.39086046447839,4.20484018469028,-1.5464262959038,-1.60048447746473,-2.15504337503884,2.83855931032603
"ABI1",-2.72319207508404,2.72319207508404,2.51111508909424,2.24158199082617,-4.75300596927828,0.194914601602121,1.28764544027169,2.25621228027748,-2.50121659606073
"ABI2",-0.732773383007887,0.732773383007887,-0.519902995326339,2.21212679662112,-1.15763180025048,0.483526092656316,3.66266450074729,-0.658430581863623,-1.1981339493264
"ABI3BP",-1.14437109897813,1.14437109897813,0.549647000870856,0.174466569418253,-0.691521698289667,1.72883674707308,0.18340441320421,-1.14352288891327,-0.761501100262623
"ABL1",-1.08840205360415,1.08840205360415,0.670681202855325,1.59060108316597,-1.888837105393,3.32994840612919,1.64584227800082,0.261103681864215,-2.19306392261141
"ABL2",-1.92472753060054,1.92472753060054,2.00801906485819,-0.111915289676468,-2.44529384857232,0.710728583340999,1.18788765405795,1.43807066374044,-2.03160526941892
"ABLIM3",1.75061290917525,-1.75061290917525,-0.16439048333135,-2.8859976248461,2.12744001572946,0.35321499650403,-2.39718763155925,-1.04546916943392,1.59130572039907
"ABR",-0.407686369221592,0.407686369221592,1.91074704540401,-0.987359208950396,-1.03729119938422,5.05451319412027,-1.807278689776,0.924757669841611,-1.47836292005021
"ABT1",0.278307173247983,-0.278307173247983,-0.40403011983901,1.49755740456019,-0.522556663340006,-3.61312864528674,2.20815394799976,0.224137397777125,-0.558147274808055
"ABTB2",1.94906476814806,-1.94906476814806,-1.60866977765331,-0.929416476571968,2.51399796341066,-0.759849376241137,-0.247596977656108,-1.42355500141458,1.59959817638996
"ACAA1",0.718684464510794,-0.718684464510794,-0.479192980772,-0.583660789591712,1.0223203736463,0.18344203402502,-1.08364369727473,-0.406856492683279,0.782488481590865
"ACAA2",0.331564464189056,-0.331564464189056,0.969164025406034,-1.08113193350844,-0.0417154422239784,1.34385886364312,-0.364169568581616,0.00527148375756492,-0.358828503086323
"ACACA",-0.748142717588346,0.748142717588346,0.0194074456864174,3.00749480746852,-2.30057530308001,-0.479101095726622,1.59457691894588,0.348530297064029,-0.913527626713512
"ACAD10",-0.14166229041003,0.14166229041003,-1.54994928218229,2.53878651749827,-0.1806738956809,-0.236298325301273,1.25705441365968,-0.556209735016658,-0.0317759157360313
"ACAD8",1.51188135335838,-1.51188135335838,-1.4367383230577,0.345794210748633,1.46884935093339,-0.647269246512738,-0.765787525294582,-0.642466365377767,1.09401360617309
"ACADL",1.97729294908191,-1.97729294908191,-2.0214768628182,-1.59775145749831,3.240908332197,-0.830220307582449,-1.75765572629434,-2.12220553175697,2.31200640159804
"ACADM",-1.0326455760792,1.0326455760792,0.594585962697214,0.787977907624898,-1.33085496030396,-1.23379773137956,0.982165542152164,0.734851195837995,-0.7056921723953
"ACADS",3.2739729803967,-3.2739729803967,-2.16605250792631,-2.43034056489647,4.39999880240266,-2.04354741455457,-1.76052869885834,-2.01518275688077,3.0639626378488
"ACADSB",-0.0702219745741663,0.0702219745741663,-0.236035818498904,0.606165389822901,0.0133994151743625,0.256956850917188,-0.513870620480721,0.137963105641694,-0.041970421143864
"ACADVL",-0.472079395450635,0.472079395450635,0.955788519989253,-0.0719802505685531,-0.924820131318778,1.46972685749747,-0.252791831440406,0.480571609186416,-0.855996288829365
"ACAN",3.26792086760448,-3.26792086760448,-2.66954573739636,-2.45173675886757,5.01565915510416,-2.19720316891447,-1.75544392194763,-2.0392433397396,3.45728193939902
"ACAP1",0.523616206140965,-0.523616206140965,0.900802928627972,-4.91513667147627,1.27271899125947,2.1768630507167,-3.64982446660856,0.191650622975917,0.446467657776025
"ACAP2",-2.81254632989183,2.81254632989183,1.54833687990636,1.05348191474028,-2.55946600732593,-0.587674596298999,-0.142787617640053,2.74843560038152,-1.60857245738072
"ACAT1",-1.67205005997084,1.67205005997084,1.59349729718382,1.66820332861149,-3.31053554822085,-0.715929980705961,-0.260005621851487,2.51999887607844,-1.58201789148525
"ACAT2",0.146671399055886,-0.146671399055886,0.173441139040748,-0.798971054141596,0.380319174854146,-1.68678617040271,-1.25305124315854,0.627535692671203,0.671686254558594
"ACBD3",-2.74727518987183,2.74727518987183,2.39169279070931,1.14845107013667,-3.61027555675258,0.214276756451706,-0.108599155774594,2.61663423959564,-2.46327561748513
"ACBD4",0.355370500291703,-0.355370500291703,-0.403222536294725,-3.08990532974852,1.83630337724949,-1.13010117901846,-1.33005190144784,-0.0142418386590999,0.593608680374933
"ACD",1.83060495186925,-1.83060495186925,-1.73404339480638,-0.730151283379607,2.53478202617676,0.06262233508765,-1.02246087311735,-1.83842736219409,1.69276129932515
"ACE",1.67824672155047,-1.67824672155047,-1.1422427695839,-1.88532089774637,2.60438657246568,-2.1637675175482,-1.36470142443731,-0.799433440792166,1.73800209520333
"ACE2",2.71178303195868,-2.71178303195868,-2.10474579169875,-2.02805241953985,3.89855140704792,-0.556661698821883,-2.26068435036674,-2.00250746512993,2.51590735378244
"ACHE",3.62275627202135,-3.62275627202135,-2.46639747794805,-2.4199774700572,4.71846504219348,-1.78671745928688,-1.5440337925533,-2.3418995429062,3.14567220282375
"ACKR2",2.77037180672925,-2.77037180672925,-2.76318235285509,0.563687959928787,2.1159192030301,-2.91507279056443,0.561991076966003,-1.8050197001853,1.90445273546506
"ACKR3",1.3235554400054,-1.3235554400054,-0.617894563790188,-2.25079574675632,2.00805717421336,0.145909598487233,-0.941218624391221,-0.733564746515949,1.00767682046991
"ACKR4",-0.475850822589367,0.475850822589367,0.431969986545507,0.0337907609844256,-0.526423953796186,2.05195454632176,-2.14920696513662,0.243773288310463,-0.448132898794166
"ACO2",-0.775393496708343,0.775393496708343,1.63839264251315,-1.83625885497902,-0.522265594308497,-2.39214732370526,-0.847848999547333,1.7587711371295,-0.0743164101094994
"ACOT11",0.21984675101269,-0.21984675101269,-0.654621644739498,-1.70114706337411,1.82364475288132,-1.27645408739542,-0.20841300136846,-0.731568140969038,1.24806767348969
"ACOT13",-0.880529442007521,0.880529442007521,1.11078306529919,1.15430004573568,-2.23049363674685,-3.43919187775193,1.07856146794536,1.40887253782512,-0.803817186273348
"ACOT7",2.63395748675452,-2.63395748675452,-1.74317369160755,-1.35526971973479,2.87014799021358,-2.71497038947219,-1.0808375656533,-1.39826349968468,2.46313504077687
"ACOT8",0.334943818266818,-0.334943818266818,-1.37850403094725,0.571530914112669,1.19446770733139,-1.5373116022595,0.968537612877776,-0.758645278842414,0.627853215147663
"ACOT9",-0.138619157883207,0.138619157883207,0.963128408631792,-0.530688944466902,-0.657221549714654,1.48698768253674,-1.82221584896169,0.618693159955292,-0.0778835088924567
"ACOX1",-1.99519111816181,1.99519111816181,2.77256899343231,0.0130513812185642,-3.21481540189719,0.769532404393155,-0.0687366339167709,1.98524783907869,-1.96725696452624
"ACOX2",1.2447000219599,-1.2447000219599,-1.34489257171075,-0.441357344577892,1.85806694757026,0.814100742800586,-0.651622839090894,-1.47832012489215,1.20268950537177
"ACOX3",0.25055713648241,-0.25055713648241,-0.282594472628569,-0.437143548161804,0.66559608196943,1.90467275278458,-0.433898249798411,-0.792274374207732,0.380585272188013
"ACOXL",2.96410041054875,-2.96410041054875,-2.48441474549266,-0.838972208438332,3.48699545245756,-1.61893232946318,-0.60697853825232,-2.1742818308273,2.38644587748419
"ACP1",-1.9648727371236,1.9648727371236,0.514775514184685,4.40502587018898,-3.58277858749039,-0.886902660326178,3.94169805145475,1.44345818743708,-3.01905434580777
