"","GSE26712_eset_ClusterK2_SAMD_1","GSE26712_eset_ClusterK2_SAMD_2","GSE26712_eset_ClusterK3_SAMD_1","GSE26712_eset_ClusterK3_SAMD_2","GSE26712_eset_ClusterK3_SAMD_3","GSE26712_eset_ClusterK4_SAMD_1","GSE26712_eset_ClusterK4_SAMD_2","GSE26712_eset_ClusterK4_SAMD_3","GSE26712_eset_ClusterK4_SAMD_4"
"A1CF",7.55643673231019,-7.55643673231019,-2.88832341386124,8.29798466630102,-4.96886463757725,-2.11898135611628,-3.23637720282889,11.1974325812753,-2.99087832338526
"AAAS",3.81083401895458,-3.81083401895458,-4.23303787627667,5.37508176488135,-2.54803820018552,-4.48581518833848,-3.58282134679534,4.00012739517425,1.89291245896234
"AACS",-4.02985983847117,4.02985983847117,-2.09145109557757,-3.74828700919894,5.99422196320603,-3.06179464640534,3.71247623848303,-6.39760915697917,4.21820952020602
"AADAC",-2.55272782296092,2.55272782296092,-2.92595824010696,0.505400576416265,2.13422557088622,-2.00766375017923,2.68458995590356,0.855792829447255,-2.04875710878281
"AAK1",4.63256594456219,-4.63256594456219,-2.2782725548475,4.00089151033597,-2.18114626545845,-1.9301339188954,-7.21033655442631,2.2534118867374,4.92900166494054
"AAMDC",-0.795858044562513,0.795858044562513,-1.99628914032197,0.479954133852173,1.2910049466424,-1.64716753293905,0.604666494421201,-0.195414175842578,1.04264230876091
"AAMP",-2.3588486109612,2.3588486109612,-1.922364159313,-2.72347080300465,4.41626651340885,-2.52819261213015,1.29990407019993,-3.86395238165533,4.24918435776204
"AARS",-2.49587669921082,2.49587669921082,-0.708426360327885,-3.20800759300898,4.04491775921169,-0.28080763065914,1.485088763162,-4.78227487538077,3.64295009425841
"AASDHPPT",-9.53691036786495,9.53691036786495,1.99443760330198,-7.39655966223235,5.35102476618362,1.55270108303348,6.16263240865198,-7.45919841283403,-0.609792932426347
"AASS",1.5604588832041,-1.5604588832041,1.16232840344635,1.80354993882403,-3.01561383827644,1.98703698048195,-2.74659695511208,2.76975125380693,-1.83191282840942
"AATF",2.86377639381054,-2.86377639381054,0.409313301346483,0.92037368745078,-1.19403593685977,-0.343348822750065,-3.62321461772822,0.00211726092854908,4.35961937945391
"AATK",8.89348201358462,-8.89348201358462,-0.746446813063827,8.45821915463706,-7.99618400548998,0.158424488966444,-7.19285566290675,8.50445677982395,-0.959865809127555
"ABAT",3.77018145171328,-3.77018145171328,-2.26920350081599,4.79699871547637,-2.72624192262114,-2.41354953519069,-0.742300375926202,6.10338735748106,-3.54747583654102
"ABCA1",-1.2921793537782,1.2921793537782,4.05967961539505,-1.65743326578097,-1.62702000023306,4.00662524034845,-3.30043537025162,-2.58972849658985,2.25709273051637
"ABCA12",2.41657289522386,-2.41657289522386,-3.58659374469638,4.28201073217429,-2.06886991299136,-4.23413920262571,-1.14073841538221,4.07524757165865,-1.06595697333603
"ABCA2",2.37649816741067,-2.37649816741067,-2.75168156484026,2.03368382997944,0.0227659527548002,-3.23859049792528,-3.26711874908637,0.807611993878723,4.24875433067392
"ABCA3",3.70966405287981,-3.70966405287981,-4.23823156273365,3.81554830894979,-0.096850206687353,-4.10351187193428,-2.7762472435794,2.65845395378487,2.81492929636205
"ABCA4",4.8324504058142,-4.8324504058142,-2.97463245300167,5.46692685086497,-2.5697473505157,-3.63861728715943,-1.79446805505231,6.02121739675302,-0.13406730539035
"ABCA5",-1.42524010458761,1.42524010458761,0.209562554122189,-0.758894279010657,0.486652188215235,0.114991714964901,1.16581662313132,-1.20147355961366,-0.577403203924169
"ABCA6",5.02345462852887,-5.02345462852887,3.52449487810686,2.27170557656954,-6.71014753234919,5.18892924159984,-5.14608571751825,3.48250443889123,-4.77643891127259
"ABCA8",-0.885197542667662,0.885197542667662,7.88858287913989,-5.17140700136948,-4.10128177665684,8.86811475819446,-1.82109404179882,-4.33507414427869,-4.48704315322105
"ABCB1",7.72080896947601,-7.72080896947601,-0.588299105201067,6.16723413401031,-7.39914833608179,0.466655458901799,-5.06385600051877,6.76027361798746,-4.76097944020805
"ABCB4",3.88261776027826,-3.88261776027826,-2.54845666014123,4.79216143254876,-3.28250758775447,-3.0138339588314,-0.839571345169532,6.33180809857064,-4.54552562279549
"ABCB7",-6.0151157480601,6.0151157480601,1.6066419562593,-6.15954588587486,3.87343399145483,-0.39805771189226,2.89255244474758,-5.28972525299061,1.76319003058474
"ABCB9",3.5382564269749,-3.5382564269749,-4.69107799225894,3.98314834931283,-1.01657687806152,-4.81215453013084,-2.95934302070826,2.48734291558507,2.75187109270162
"ABCC1",0.838350958293737,-0.838350958293737,0.624424470762256,0.19468029503657,-0.767669374335409,0.509651097944979,-2.32141000110558,-0.466915039554321,2.2680703332075
"ABCC10",4.53614587594948,-4.53614587594948,-2.98347811439042,4.86214818622361,-2.05944839190309,-2.669584793912,-4.20285157943544,3.02794608637421,3.30774892778829
"ABCC2",5.75737526843284,-5.75737526843284,-2.67025950134866,6.93702218688649,-5.58169207613112,-3.44599059870475,-3.27054098341118,8.18267913347628,-2.90983003082489
"ABCC3",4.39457296094968,-4.39457296094968,0.694219330935487,4.33724576578111,-5.49515103464013,1.05464055672797,-4.51337564728061,4.29590843002965,-0.498636492855476
"ABCC4",-4.83273575652307,4.83273575652307,-2.33817334394749,-4.8081782363478,5.78223789074122,-1.9766266670817,5.27343787429192,-3.33436232735366,-2.06608159677364
"ABCC5",4.62023385658516,-4.62023385658516,-1.32714817923063,4.14236897821251,-2.9309258453584,-0.829882205956525,-6.30652324326023,2.29409166749347,4.36907691154758
"ABCC6",0.291316438186053,-0.291316438186053,-3.08096624302573,1.5030503898555,1.03306515244912,-3.76784224508111,2.52884840314567,1.38416737104022,-1.55624946449725
"ABCC8",6.79548133400144,-6.79548133400144,-2.25083957367552,6.76555266954583,-4.91979917030987,-1.91524980373109,-2.45410858726261,8.02069196322566,-3.38827604902212
"ABCC9",5.37970681232363,-5.37970681232363,-3.77551515170543,6.38322657807871,-3.34134903344429,-2.96022724399257,-1.40041669139921,6.61358347098351,-3.33325905968222
"ABCD3",-8.07892972625313,8.07892972625313,0.634793998141345,-8.84953980988879,7.58290045269241,0.340395343677769,7.8993330480269,-7.56393402032856,-1.47768895326248
"ABCE1",-7.1922601968883,7.1922601968883,-0.803187331166758,-5.31198056944332,6.33682164629063,-2.30668821611475,7.38341192666727,-4.7200525753088,-0.885843422434331
"ABCF1",-0.895764062479925,0.895764062479925,3.40412357832637,-3.17446599112637,0.623772891190606,3.30807237509576,-2.43931353156758,-5.27199605619535,6.17618732304453
"ABCF2",-5.53366787717178,5.53366787717178,-0.913545374987732,-4.91462930731742,5.9313222237115,-1.5599326257515,3.75000275521141,-6.93088098862884,2.8618665833692
"ABCG2",4.12838685054427,-4.12838685054427,2.29416792441246,1.83989420341573,-4.98810770871187,3.27457460997986,-4.37298894537659,2.63255818907763,-3.33015772379434
"ABCG4",7.01425256215348,-7.01425256215348,-5.60664869304549,7.53582747462915,-4.05474889574432,-5.46001743907503,-4.16914452528181,6.6490503969969,-0.584461222806663
"ABHD10",-2.01121659557817,2.01121659557817,-1.57307123036639,-1.00090526272838,2.39950826461293,-1.6010026761527,2.83589663122812,-0.800155997429136,-1.01694385825565
"ABHD11",-1.3465165346114,1.3465165346114,-4.34227253511056,-0.291207463031946,4.60022297082718,-6.13211419226954,2.52589886695534,-1.06283225023735,3.76751793264955
