"","GSE32062.GPL6480_eset_ClusterK2_SAMD_1","GSE32062.GPL6480_eset_ClusterK2_SAMD_2","GSE32062.GPL6480_eset_ClusterK3_SAMD_1","GSE32062.GPL6480_eset_ClusterK3_SAMD_2","GSE32062.GPL6480_eset_ClusterK3_SAMD_3","GSE32062.GPL6480_eset_ClusterK4_SAMD_1","GSE32062.GPL6480_eset_ClusterK4_SAMD_2","GSE32062.GPL6480_eset_ClusterK4_SAMD_3","GSE32062.GPL6480_eset_ClusterK4_SAMD_4"
"ABCA2",-0.454217845707295,0.454217845707295,-1.03945441673184,2.07979281702227,-1.07783712893049,-1.64194258970243,2.13588697740049,-1.01927538934255,0.540309254252142
"ABCA3",2.42726885624253,-2.42726885624253,-2.65990547486505,1.54393974362116,0.810386928331396,-2.99747730357417,1.52900459222493,1.10624488966793,-0.0140275592465229
"ABCA4",3.49158492838781,-3.49158492838781,-3.47223615042964,1.22254197251078,1.6423523898184,-2.48504492322436,0.324616753376916,1.46709934026632,0.176845979468828
"ABCA5",-0.936075104456964,0.936075104456964,0.495736664426217,0.116774329167773,-0.503930004499627,-0.604657692375571,-0.964328944497958,-0.707073350236973,2.68065976094942
"ABCA6",-10.254834819825,10.254834819825,10.5346691165157,-1.99261420951831,-7.28732996995609,8.7591569817572,-4.41327261201845,-6.9291110570228,5.54985003678421
"ABCA8",-6.64854913489823,6.64854913489823,6.73297889398682,1.1733926236877,-8.93403815798877,5.2421216393808,-2.71915592000672,-8.43618702679558,6.47231872718579
"ABCB1",-4.93489960302811,4.93489960302811,4.54330748513984,-2.91945620232611,-1.27826952659879,2.72106852311712,-4.79192500765546,-1.81833845302105,2.50066980126976
"ABCB4",-7.59817837138286,7.59817837138286,6.79538710195266,-1.85020582117796,-4.28726730316357,7.07125557017307,-0.470299421974851,-4.66248743761964,-1.02413322481704
"ABCB7",2.35179847441668,-2.35179847441668,-1.64903211174865,-1.75293012998205,3.0675670002579,-1.14761545185027,-3.19910384054634,3.19949540098856,0.227105607843926
"ABCB9",3.18073670987057,-3.18073670987057,-2.52157381073327,0.910961252125993,1.40201677425754,-3.14882361914051,1.26169548395404,1.59868767793456,-0.0556303394671801
"ABCC1",0.120802116304898,-0.120802116304898,0.682845835111515,0.188895931336193,-0.730981455861281,1.01503898640969,0.120125222134862,-0.649898167518232,-0.205005703023449
"ABCC10",0.224733193084136,-0.224733193084136,-0.42257546685052,0.21600808677225,0.133665039546602,-0.498357941556148,0.733530330471423,-0.319811039211042,0.0780641683928756
"ABCC2",-1.11086487901305,1.11086487901305,1.49931271153992,0.519343674346146,-1.81349317496306,1.51296477388728,-1.08686389360981,-1.2657160602038,1.29873705642686
"ABCC3",-7.18066421071938,7.18066421071938,6.13351532099195,-2.60816842627561,-2.23997039054743,5.2980048629436,-4.21194276391925,-2.23971955313321,2.63475117290353
"ABCC4",3.22806475196534,-3.22806475196534,-2.58515764441762,-0.786214292691343,2.80497287850643,-2.07710098058779,-1.34433507708168,4.45622302834586,-2.76969156444443
"ABCC5",-5.80924950052473,5.80924950052473,4.83174221097031,-0.595445171574427,-3.26825510426747,5.99150995115754,2.7624728148203,-4.3748341396823,-2.64595597197058
"ABCC6",0.282169325287414,-0.282169325287414,-0.222112357607277,2.88392774341165,-2.45357915737493,-0.980069388490226,0.260947748817875,-1.54113109015402,3.19898588480573
"ABCC8",-2.5921497329334,2.5921497329334,1.92398968417845,0.355774508747033,-2.41426933953598,0.23978776133259,1.14426737689057,-1.90868807838102,0.471659285004037
"ABCC9",-9.70981211236472,9.70981211236472,11.1837574669438,-4.95277425718172,-3.77638708966055,10.9000964916277,-1.61143329770899,-3.9929477431984,-2.79007085110111
"ABCD3",1.82624986396339,-1.82624986396339,-1.67279751045053,1.35666130814301,0.174111268165241,-2.25316452428773,0.691890691523411,0.334856405175286,1.26894926774638
"ABCE1",0.784435621444445,-0.784435621444445,-0.52572978271294,-2.68889050225613,2.70506959694629,-0.609938615906563,-4.19710904708966,2.11368303884398,1.92281355829172
"ABCF1",1.03112667112141,-1.03112667112141,-1.68609965431097,1.69442431831109,-0.165549048572903,-0.707769672386964,2.27235615167985,0.355059979630839,-2.14781512971044
"ABCF2",3.46741251702261,-3.46741251702261,-2.92904715954545,0.382925233267662,2.14006046661446,-2.03531298148463,-0.317012687326189,2.30224617243053,-0.672584876486314
"ABCG2",0.425834091281951,-0.425834091281951,-0.0860308837052062,2.30937102950457,-2.11683075760541,-2.6389255611112,-0.508380416207507,-1.58641049806028,5.06238599656119
"ABCG4",-0.816512136380309,0.816512136380309,0.999378043114411,0.509332852063189,-1.27882432819438,1.45354889241844,0.178809027587216,-1.02300365034817,-0.261593189876317
"ABHD10",2.51101565541886,-2.51101565541886,-3.61760981199361,2.76452386377243,0.626005317270609,-5.04287102500698,2.87794187303549,1.05283029181137,0.669776428238745
"ABHD11",5.16535990642248,-5.16535990642248,-4.61829045829946,-0.792250794606636,5.24882366620847,-4.05531639280875,-1.90364263849711,5.85606975775867,-0.735387184947352
"ABHD14A",3.43269718302358,-3.43269718302358,-3.58269117867889,1.38805005177453,1.77849447598814,-3.40894925245138,0.0096116391672296,1.52282900792746,1.78116103426496
"ABHD17B",0.563729442314067,-0.563729442314067,-1.597204679976,0.413656325139666,0.947425293873119,-0.950231591407946,0.715938798654592,0.349560069566855,-0.16165818849207
"ABHD2",-4.98181035824212,4.98181035824212,5.57709916146872,0.34523723431214,-4.99886646153337,5.1297299191218,0.655599012908988,-5.36725237855029,1.07753778254646
"ABHD3",-3.63245380153716,3.63245380153716,3.23267375690333,-2.67520280721598,0.348704045937099,2.99054997111201,-1.29635419823525,-0.216822435855976,-0.882163865007254
"ABHD4",-2.9651741949761,2.9651741949761,2.89154152146879,-3.20771222726388,0.504832286659042,2.96166619899055,-0.0350575877063639,-0.232767699635953,-2.84280772000011
"ABHD5",-0.168713186465723,0.168713186465723,1.26016633305024,-1.68295983356684,0.528955555261111,1.962892289139,-1.83181691701636,0.979614159468455,-1.33263441863571
"ABHD6",-2.87341969716053,2.87341969716053,3.28798911655292,0.639931080338324,-3.44598915726467,1.5016443245982,-1.38752771451494,-2.83716938938244,3.94019591623783
"ABHD8",0.0525623698907354,-0.0525623698907354,-0.85342595143366,0.702509449867901,-0.040611833970622,-1.07739502314209,3.24232892055641,0.207703106466279,-2.42932953404706
"ABI1",-0.658864838064268,0.658864838064268,0.708418521168084,-2.52794251164835,2.0908580244373,1.50480629357706,-2.67394428790383,2.0654456278943,-0.930823209880924
"ABI2",4.84249074756747,-4.84249074756747,-5.00348118032052,1.60168230669589,2.45033498857383,-4.1374426336736,0.614073419604909,3.35000574116418,-0.972694279763084
"ABI3BP",-4.62350354872136,4.62350354872136,5.6643581013789,-1.55741781605531,-3.01911375757004,4.68422492149413,0.623586960870378,-3.2221222920824,-0.832889805398202
"ABL1",-5.422894269232,5.422894269232,5.31231657368569,2.20906342169571,-6.45611660184264,4.51359969478666,3.53706689455174,-7.17189162076022,1.61259661532501
"ABL2",-5.67599116590438,5.67599116590438,5.95263082705117,-1.64336098205204,-3.61441679721371,6.08452756611102,1.57089314983376,-4.97002685356702,-2.11280985601158
"ABLIM3",1.80310582628003,-1.80310582628003,-1.40997366351153,-1.45051105284685,2.62316425315895,-2.74362311016655,-1.05804260951454,3.63630790429832,-0.775861202156956
"ABR",-9.14976405967536,9.14976405967536,9.18662998168693,-0.747594288976262,-5.70993876177738,8.66695374479344,-1.43377231512964,-6.12942930196399,2.98014668031238
"ABT1",0.805700305273472,-0.805700305273472,-1.76395986715892,1.91176701644073,-0.52371224196455,-2.06965483645999,1.55518945405947,0.592958524873941,-0.698611747187124
"ABTB2",-0.583898931335568,0.583898931335568,0.625932417541115,3.66564584920937,-4.03081630978696,1.29992255581228,4.77281104010455,-4.5334085486105,-0.15334022887519
"ACAA1",2.43196618339469,-2.43196618339469,-2.20029683927329,-1.61075972891562,3.60170519165724,-1.6783465590241,-3.77163740447283,3.87119228465318,1.31670465180631
"ACAA2",-0.532979241945501,0.532979241945501,1.62401527528326,2.70600842356334,-3.73811142811951,1.47401820161038,4.67345381288998,-3.19537997858047,-1.56469762518714
"ACACA",-0.492492515875898,0.492492515875898,0.534564826423835,1.44436055282776,-1.78775651502214,1.03018462812324,1.71634007066814,-2.01242693099806,-0.489578353974851
"ACAD10",3.20937850995327,-3.20937850995327,-1.65309722559582,1.37073871422409,0.19185024812662,-2.6971049360977,0.474766881723689,0.976477072100371,1.2039289742587
"ACAD8",3.17560310165588,-3.17560310165588,-2.49898049935047,0.842406699232464,1.08186790875909,-1.91779254930763,-0.73125809612948,1.46446354179262,0.621802441522779
"ACADL",-3.32065752585832,3.32065752585832,1.84210875538268,-0.864426641628518,-1.18467012621022,1.14455859052027,-1.61163850404155,-1.4206012402871,1.88059289182523
"ACADM",3.23395511246369,-3.23395511246369,-2.63041294082596,-0.376338074984891,2.46234344530226,-4.0084990951968,-0.584094959497374,3.66400684779165,-0.496013143527661
"ACADS",2.43101034757449,-2.43101034757449,-1.15084989313531,-0.766785532496735,1.6630961191995,-1.32944678166772,-1.60904533298264,1.48877462169559,1.16757660110823
"ACADSB",2.694699904649,-2.694699904649,-1.98100688585151,-1.33069299941601,3.0297831877963,-2.04823014859759,-3.46843231473922,2.58536667342628,3.3543416367555
"ACADVL",0.345170176594063,-0.345170176594063,0.241373245671359,-1.16100368289164,0.88052531287337,-0.991478998258784,-3.53904459314223,1.68542769606858,2.78162078036974
"ACAN",-11.7721290102367,11.7721290102367,10.1919821893726,-4.2279363644865,-4.71551876380084,9.36404031866369,0.253120873669108,-5.50360656759451,-4.50683293531441
"ACAP1",-9.07452611043186,9.07452611043186,9.18302013498301,-12.0687559326553,1.68179135905855,8.37317085799563,-8.49565807638445,1.1248410195494,-2.7222836166943
"ACAP2",0.0703109260877964,-0.0703109260877964,-0.0280154166345646,-2.83219177080885,2.45883721205062,0.0345353488753507,0.788962049843595,2.09635300072161,-4.81845549227398
"ACAT1",2.73557605668521,-2.73557605668521,-1.8351627430568,-1.34295788961882,2.63193806727034,-3.0720555438162,-2.40501126574551,3.1021631031888,1.42153471992869
"ACAT2",0.591180859345785,-0.591180859345785,-0.922975861222383,0.902463358659217,-0.0121192961531953,-1.11925263557141,2.76085302883994,1.02228839692982,-2.56777976511256
"ACBD3",0.750188058018765,-0.750188058018765,-0.898831047169387,-1.79660257966414,2.51978427607444,-0.935008791381725,-1.86365216192403,2.63661206886665,-0.635030299031122
"ACBD4",0.186034048313025,-0.186034048313025,-0.192389576503239,-1.05102726016144,1.24078956750134,-1.27117745996789,-1.37778026166333,1.85941113079661,0.553850037726608
"ACD",0.239769437704257,-0.239769437704257,-0.0123279182931691,-0.388648846134583,0.376710744275301,-0.78459741397659,-1.20452844774583,0.853128277596426,0.900840715728487
"ACE",-2.59237905507606,2.59237905507606,1.2988976303699,-1.83187463501613,0.475176167404797,1.05445300372468,-2.00235360423544,0.56326027195999,0.20960178021164
"ACE2",4.40822887629315,-4.40822887629315,-3.93708543996257,-1.57832719627899,5.72119354485835,-5.5485871395958,-3.79882379664626,5.68155137522794,3.43734391570184
"ACHE",-10.8945616777315,10.8945616777315,10.668210848139,-3.70525620542736,-5.58850651355322,9.7418418506466,-2.13640505143418,-5.61805158537149,-0.66033784370008
"ACKR2",0.258146112690376,-0.258146112690376,0.711866673842965,-1.10251324213723,0.420746834913852,0.627990817684533,-3.64317305123142,1.03381987680104,1.12217223925786
"ACKR3",-5.50270564484753,5.50270564484753,5.28266356902626,2.11037178196261,-6.64880270508309,5.6405385839373,4.33606725047134,-6.7142215887099,-1.36093894183447
"ACKR4",-9.27195287105287,9.27195287105287,10.0952732934989,-6.69845737468988,-2.36034680364088,9.48536758128672,-1.68047548797058,-3.35616590542657,-4.39043752110378
"ACO2",2.39263960847342,-2.39263960847342,-2.48923108690868,-1.89075964548354,4.0182379184688,-2.07551666713905,-1.64765191937285,3.41138472007104,-0.498460616063352
"ACOT11",3.62425255556141,-3.62425255556141,-3.47498875934434,0.374311414160763,2.48045612860414,-4.02207342838245,-0.39682350483554,2.83459904774438,0.672167701230906
"ACOT13",1.86413107063223,-1.86413107063223,-2.82140401579124,-0.628919362131526,2.88041813475586,-2.60190530112067,-1.25535040920617,3.4411061873817,-0.850022420373876
"ACOT7",-0.239544642581519,0.239544642581519,0.303363353229889,0.941372984579722,-1.23145995041921,0.564804034532055,1.58209160595008,-1.70250928819813,-0.301453272013676
"ACOT8",4.1600872335958,-4.1600872335958,-4.70904422122632,2.16486946194129,1.82850457082601,-4.55156929969931,2.79207240289986,2.88773682238186,-2.30378431959815
"ACOT9",-4.05062512011072,4.05062512011072,4.98321034743924,-4.81459431554014,0.88335674218714,4.91116669279624,-3.85874491456459,0.317683497280523,0.0103212336203283
"ACOX1",0.992386514904622,-0.992386514904622,-0.46405908158795,-0.540901874039477,0.899152930515509,-0.172202494566177,-1.02181211602611,0.81707959516579,0.153365435851438
"ACOX2",1.64653860779909,-1.64653860779909,-0.833375401268978,2.07055856142055,-1.14633120834062,-1.8380157804679,-1.62582193725436,-0.760761254457215,6.20734453197767
"ACOX3",-1.52598381684767,1.52598381684767,0.996669877367141,-2.19800589238086,1.16004211735222,0.37333549632736,-3.56745440000254,1.30327424435094,1.64791777493267
"ACOXL",2.59783930962634,-2.59783930962634,-2.85887401666763,1.43848437918478,1.31684079782092,-2.79167900598745,2.79654191216622,1.33087167050611,-1.60613809773174
"ACP1",4.6378577291627,-4.6378577291627,-4.73862745321865,6.87982663468643,-1.95322273973082,-4.08235476329735,5.08021484585008,-1.76452863288112,1.38744943234776
"ACP2",-3.39310247975059,3.39310247975059,3.04292572298441,-2.85014086924869,-0.0637333359788773,3.97227828010789,-0.871916672385834,-0.472382315461702,-2.9120596285479
"ACP5",-4.02606455505197,4.02606455505197,4.72268472945823,-8.58486766550742,3.66792700719101,4.10543278386766,-6.78237175369701,4.39514061671059,-3.3742110996466
"ACP6",5.91399834799939,-5.91399834799939,-6.18959132320357,2.04393388068349,3.54543928197891,-4.66248986149431,-1.2985546431979,3.59699933796122,1.41794515760943
"ACPP",2.45858995272896,-2.45858995272896,-1.91303982094889,-2.8106652015177,4.2774126389719,-2.65540345317709,-1.90949572381934,5.06424775591993,-2.26552424320319
"ACR",3.96573488008231,-3.96573488008231,-3.9120993872614,1.49527981556196,1.73829516908403,-3.98560830079055,-0.982065466144014,3.05043273361437,1.48183105785416
"ACRV1",2.3512968990341,-2.3512968990341,-1.88559461574163,0.626860404080009,1.14521437411332,-1.23246315961289,0.906918903070078,2.37540120548649,-3.57667635982543
"ACSBG1",2.09739596977289,-2.09739596977289,-2.87175300426739,5.13110760723859,-2.35181105002166,-2.78464840827381,2.75284553631933,-2.28975528928895,3.27145921357371
"ACSF2",0.205600073742627,-0.205600073742627,0.174443984172757,2.2556073170376,-2.10323681579302,0.126020095551802,3.39815645425078,-2.26229639602283,-0.348780407583228
"ACSL3",-1.25605003979306,1.25605003979306,1.63118820357518,1.45814592065594,-2.84464423427033,0.527640971141479,2.42618400218826,-3.46457131002416,1.37844375596167
"ACSL4",-5.11412725903207,5.11412725903207,5.69619980255083,-4.28765469784995,-0.499144835991185,5.61985774781048,-3.74689425267769,-0.904517743129911,0.197998361924267
"ACSL5",0.33060533656507,-0.33060533656507,0.379166081054474,-5.08587433339194,5.80081373353952,0.162562207724658,-7.14655616491221,5.05781454034831,1.98773915776377
"ACSL6",-3.67327006569746,3.67327006569746,4.93772915376496,-7.58024302568366,1.97018343003849,5.39498548832851,-6.3537583005772,1.49108475758011,-2.54148655652023
"ACSM1",2.76167605462377,-2.76167605462377,-2.56913243306594,3.63469326599936,-0.666595537693738,-5.85158569016318,-2.13425541921612,0.236245184419577,10.1878513038134
"ACSM3",6.28420189494834,-6.28420189494834,-4.48170179908785,4.07194001930622,0.242355588371621,-4.84317400828759,0.437768291001054,0.500483973218688,5.11377855640142
"ACSM5",-5.70348798413221,5.70348798413221,6.02160355749032,-4.59574871573979,-1.42800098201885,5.53361263786708,-4.80845374649223,-2.36541243984552,1.2133901028419
"ACSS3",-0.819080524387773,0.819080524387773,0.320466906590619,2.05574858810217,-1.94380037660629,-0.797480024929588,1.33377234089454,-1.90473239918505,2.55793433999532
"ACTA2",-15.2522891625671,15.2522891625671,15.7894584304837,-2.81433280970869,-9.29092121859892,14.1080585071653,-2.16943454385673,-9.32313521142905,1.36103325642053
"ACTB",-8.51043626313698,8.51043626313698,9.14657115089382,-3.25265663883242,-5.33601941840115,8.65993218850339,-2.03799727768526,-6.12016779143436,0.375158987126481
"ACTC1",-6.1135646005926,6.1135646005926,6.66415414868757,-1.02272348108629,-5.05771134821549,6.33927266233385,0.20229590921092,-5.58544233376289,0.211612551220854
"ACTG2",-12.192192428135,12.192192428135,12.0438088748123,-2.36148113886267,-7.93795188084431,10.6088637553787,-2.10257717597829,-7.53547666270295,1.13159835221048
"ACTL7A",-4.01843220413978,4.01843220413978,3.91112910904886,-4.77134556652446,0.00135540328261529,2.47699180949351,-2.98476282936307,0.966816911753339,-1.77924542306479
"ACTL8",0.694098074245511,-0.694098074245511,-1.64894178985651,2.02437720889844,-0.49593066632262,-0.922478736390797,0.223084391982872,0.289346479814561,0.405852703765844
"ACTN1",-8.03589965330055,8.03589965330055,9.02869911278741,-2.5984798952511,-5.03869199749268,9.66901455575802,-1.70304456027594,-4.89106885907395,-1.32208538843276
"ACTN2",-5.24651080033891,5.24651080033891,4.48555348857594,-0.588886890269939,-3.03552726902511,3.60440044089639,1.63886099016403,-3.33448734564052,-0.529480077744111
"ACTN4",-1.79849284755042,1.79849284755042,0.630983512651102,1.61042457986857,-2.15338096159338,1.14333389556752,1.97236836012948,-2.6891027841516,-0.30250510537995
"ACTR10",-0.714717966718657,0.714717966718657,1.0881439688612,1.81874952371906,-2.58215966296948,0.354139436146089,3.13708718133923,-2.61438081123557,0.157661205325776
"ACTR1A",-4.75537823116746,4.75537823116746,6.10984251714064,-0.792282217080828,-4.01590768227455,6.56250805552422,1.93941226301721,-4.54561240839529,-2.24856673387336
"ACTR1B",4.35785563908885,-4.35785563908885,-5.28637733500854,3.72494934462519,0.865456247798411,-5.53758480627803,3.5171658746918,0.558436556600175,0.801377093682194
"ACTR3",-1.47659842487352,1.47659842487352,0.0997452520612114,-2.45781532681767,2.3781207671205,0.507032534469212,-1.45188768550523,2.42371404999704,-1.99422105067106
"ACTR5",1.5066054622989,-1.5066054622989,-1.97812603505956,2.06089553956884,-0.473736797231583,-1.05864989649781,3.29379104138803,-0.283331533483344,-4.01168846080498
"ACTR8",1.40399944333339,-1.40399944333339,-0.81845517078191,0.258998409677553,0.435745151541646,0.403860829852362,-1.97130450894676,1.16241045224359,-0.0927245115962919
"ACVR1",-3.73235167329512,3.73235167329512,5.13308337899456,-2.78428586735496,-1.26189576118782,5.58642864914448,-1.15555893943686,-1.80136734834618,-1.18931496240995
"ACVR2A",-4.07905581537028,4.07905581537028,3.7976893064767,-0.0255107197212265,-3.28207557710997,5.08898578576685,2.34962887161634,-3.73071663428326,-2.85638455838238
"ACVR2B",4.64014015817878,-4.64014015817878,-5.48836451425326,4.29909558174907,0.351203563083944,-5.1837027227105,4.57802194817132,0.622851338980582,-1.02051172540338
"ACVRL1",-13.4633271015098,13.4633271015098,13.3598913765336,-6.31933360770191,-3.57166427840533,12.4514300345178,-2.74005654852125,-3.98940700031534,-2.42681897680447
"ACYP2",4.09949372570219,-4.09949372570219,-3.97245203904543,2.04924846999349,1.43977818751538,-3.47433918324403,1.50536934515766,1.69434239498376,-0.170702826274564
"ADA",-3.44413081309819,3.44413081309819,4.03875851317684,-1.7055026449518,-1.37543626571294,5.59134185216656,-0.400717603799072,-0.992605070411143,-3.29304009364149
"ADAM10",-4.35696582608757,4.35696582608757,3.55941864192277,-1.84104688845391,-1.3021940655503,4.45744298573308,-1.16161808373326,-1.14550459289919,-1.90217536290938
"ADAM11",1.34499936485881,-1.34499936485881,-2.46000494822668,4.67641497670244,-2.81731652362603,-2.64398100084984,3.98817396156096,-3.41411359550945,2.26940443152305
"ADAM12",-16.9267669117047,16.9267669117047,15.8685965529205,-5.54545928844029,-6.31105159587169,19.0222049640193,-1.51819879906545,-6.90370768803045,-4.86813848575709
"ADAM15",1.45432888566915,-1.45432888566915,-1.20611343828767,-1.93768965119555,2.72997441984112,-0.291968302590656,-2.81377985556581,2.3899711727076,-0.285338778140445
"ADAM17",0.246467710024185,-0.246467710024185,0.665394333328765,-0.496903725814842,-0.0311960433365698,1.27877507961951,1.14663005471235,0.29340584325602,-3.09584462213196
"ADAM18",-0.678719306605856,0.678719306605856,0.165285267111218,0.340966284477615,-0.436634725459216,0.661051238713078,-0.639946676521908,-0.695783973091644,0.795502036697339
"ADAM19",-15.3378964292291,15.3378964292291,15.7504924220515,-7.19910320867411,-4.58664900555622,16.8361317107055,-3.21644837519448,-5.20178828088187,-3.51730152846185
"ADAM2",-1.01734530043454,1.01734530043454,0.870433425856235,0.0167341780848941,-0.862792817618227,1.30225436458085,-0.78365460370956,-0.540867527403661,0.00485425503870371
"ADAM20",-2.2968711019077,2.2968711019077,2.22181929628481,0.213016108276604,-2.30803817915967,2.12756338395291,-0.195870823986794,-3.07376691860177,1.93493259954514
"ADAM22",-3.71440515281668,3.71440515281668,3.37897306792299,2.83645981428827,-5.64454767863409,2.450584423664,2.15452612354424,-5.2674384207488,2.52732687087973
"ADAM23",-5.28550140475165,5.28550140475165,4.66275963910375,3.79630775229886,-7.92902085589597,3.12511249467433,-0.269487015573916,-7.32473406645592,9.48501106194871
"ADAM28",-2.27019753748257,2.27019753748257,3.38037468253328,-4.88326587331379,2.11503017948116,4.11932042951547,-6.21432442719585,1.79099318156839,0.154071317847362
"ADAM30",-1.83583760372056,1.83583760372056,1.10583372053499,-1.04514378210692,0.052068691421495,2.0494789803475,-1.87082465972077,-0.899373791454697,0.945010069121155
"ADAM5",-1.47058992892397,1.47058992892397,1.24443925688882,-1.27732102947453,-0.13363927243124,1.7331805595626,-2.92386561176679,-0.419134177245655,1.01935306166179
"ADAM8",-5.03193854098847,5.03193854098847,4.41636883038423,-8.52282163500509,3.25788022159092,5.18785192447763,-6.35764564039711,2.5645531596221,-2.57768677434812
"ADAM9",-3.74016056382774,3.74016056382774,4.93798754007999,-1.97685231345122,-1.9930185676523,5.38460470727085,-2.33502312281289,-2.66086585870824,1.1148890319989
"ADAMDEC1",-6.10135923373494,6.10135923373494,6.25558320277429,-11.1074334589246,3.72508291950694,6.44263727238794,-5.94737801842534,2.98602926336782,-5.59627185448981
"ADAMTS1",0.164399220042969,-0.164399220042969,0.753151701346761,-1.49201705214157,0.851518192356148,0.384895036009726,-0.850363702862247,1.1710849799935,-1.04855162462857
"ADAMTS12",-14.4046468315689,14.4046468315689,13.5189976787914,-1.19440539288339,-9.18232111852069,13.3255471199998,0.663252098134207,-10.439076142792,0.679459298314821
"ADAMTS13",2.48606122041535,-2.48606122041535,-3.34707485297025,1.06336974712061,1.92246583485164,-2.91889865153644,0.00163477990335013,1.82842865451911,0.925708705168065
"ADAMTS2",-10.5270741002054,10.5270741002054,10.714797694622,-2.13909706920176,-5.85428186718851,10.3246763000787,0.748074682862352,-5.72588760715392,-2.56410121345054
"ADAMTS20",-0.171372916744721,0.171372916744721,-0.255964985046994,0.776171921400219,-0.488834053288796,0.500215978720969,0.849879489966216,-0.593177023845884,-0.894508368695033
"ADAMTS3",-1.42974752436247,1.42974752436247,1.91998901218341,3.14243921321775,-4.53385995678541,0.627675111244774,2.89802894580862,-3.30599720479344,0.420393779958823
"ADAMTS5",-8.20040382857995,8.20040382857995,9.67605854185548,-0.511198296873375,-6.85425293342532,9.15586903560833,1.63492514914435,-6.4028338185929,-1.22019307038781
"ADAMTS7",-4.20327198380281,4.20327198380281,3.95752120134769,-5.13029333119141,1.2168749809932,2.70079579801898,-3.38635923150768,1.92107618464228,-2.09070521616445
"ADAMTS8",1.46710430049717,-1.46710430049717,-1.76083241981205,5.4351024306786,-3.7729506232093,-2.41360259502689,2.39901887255982,-3.62965127309577,4.97573045643843
"ADAMTS9",-5.70514430177238,5.70514430177238,7.01607449669053,1.35381272906798,-6.82213538747636,6.07051635050167,2.82022404772471,-7.27864152235647,0.818750053650178
"ADAMTSL3",-7.87083778698392,7.87083778698392,7.6942055873874,-2.04621717154014,-3.83884030780823,7.31276060023689,-2.50996044297638,-4.39245468141713,2.20864770101827
"ADAMTSL4",-7.18186790930996,7.18186790930996,7.73293050306764,-2.6653579779086,-3.99391041096888,6.94500474630325,-0.81138318566899,-4.48275471775715,-0.252712512029469
"ADAP2",-10.6846529371464,10.6846529371464,11.3025557811037,-11.3603606531585,1.01408227976286,11.3103701582387,-8.68619052894061,0.0397291935662757,-2.0973165878518
