"","GSE9891_eset_ClusterK2_SAMD_1","GSE9891_eset_ClusterK2_SAMD_2","GSE9891_eset_ClusterK3_SAMD_1","GSE9891_eset_ClusterK3_SAMD_2","GSE9891_eset_ClusterK3_SAMD_3","GSE9891_eset_ClusterK4_SAMD_1","GSE9891_eset_ClusterK4_SAMD_2","GSE9891_eset_ClusterK4_SAMD_3","GSE9891_eset_ClusterK4_SAMD_4"
"ACSBG1",4.25348570032692,-4.25348570032692,-4.13877051587823,2.60182418833396,0.0287520761434591,-4.06514766900729,1.66782086645848,-0.912788371723209,2.24916689653159
"ACSF2",-0.566623910219621,0.566623910219621,-0.467905816049169,-0.256058477144383,0.629693913080215,-1.21660782934152,0.17955373483719,-0.203682637664424,1.16642312533174
"ACSL3",-2.16695994501922,2.16695994501922,0.625728275684368,-1.50593960537609,0.809310966706923,1.65301647374936,-0.44960483580067,2.4964529453234,-3.70586303899549
"ACSL4",-5.09549623742349,5.09549623742349,4.34032931812364,-3.15315224140497,-0.33282667710964,5.89577360783744,-3.17221298532319,-0.410515991000089,-1.89101109777585
"ACSL5",-4.29672734843137,4.29672734843137,1.22958377741509,-7.64447919924927,6.4440482633856,3.71491073815043,-11.6448902476387,2.62538682998573,4.22060649472149
"ACSL6",2.09178845564527,-2.09178845564527,-1.5781466736937,1.87441181913003,-0.736596635219343,-1.30953333626725,1.12415934816811,-1.02548367090077,1.05789149737168
"ACSM1",1.82912054227531,-1.82912054227531,-3.20287763092308,-0.115913058213363,2.99483035915956,-2.67657156605474,-0.20023653182361,0.447377311479459,2.61761232996777
"ACSM3",5.53420194188193,-5.53420194188193,-4.05053501899011,4.10352968708083,-0.131745913436444,-5.46979760240159,2.89028471467596,-1.26113931097991,3.48797838487099
"ACSM5",-5.44913810385877,5.44913810385877,3.37587424875515,-4.98151653352132,0.645989759768711,4.79506640860375,-3.96835166896428,-1.82875299472913,-0.561950050837465
"ACSS3",-0.219142043149797,0.219142043149797,0.173946092571935,-1.6585934223434,1.14416892045456,0.120018914807856,-0.771068257069563,-0.742243257147604,1.25986165974023
"ACTA2",-12.4700273557186,12.4700273557186,18.3115594085304,-7.06189209307182,-4.41462141963356,15.1916039928744,-3.09437899367504,-4.14247963467918,-5.10540079207382
"ACTB",-9.90872589419833,9.90872589419833,8.80639398805906,-5.6891268965621,-1.37065888478689,9.83235430889049,-2.80824771126168,-0.068471638892881,-5.40156897977517
"ACTC1",0.485322167553065,-0.485322167553065,0.614945041659361,2.53090842664512,-3.39454272972122,0.493051321442701,3.36884360668501,-1.61992758477533,-3.9796352157677
"ACTG2",-10.3270279144189,10.3270279144189,13.2508682515122,-6.3051759900243,-5.65454643321014,10.4870595245966,-2.94508028764058,-3.74537446553558,-5.63167079682733
"ACTL7A",2.92852418590173,-2.92852418590173,-1.87864901344708,-0.687787129297897,2.19998324315712,-1.82890838996785,-0.645954694024637,-0.0858745626066766,2.39749936316054
"ACTL8",2.03727202797068,-2.03727202797068,-2.72597545334965,1.55283483054864,0.517083777366244,-3.20809204668954,1.70090656975974,1.48769640708663,-1.01248777912952
"ACTN1",-8.30805491140855,8.30805491140855,10.4503138973347,-4.58003752191741,-3.58298485774308,9.89988166510048,-3.62978459378954,-2.90246617014503,-2.53328435290902
"ACTN2",2.13100180050561,-2.13100180050561,-0.946580012453009,1.97937771325517,-2.02283095184987,-1.66730510345304,1.44065847073768,0.0624564820151246,-0.544332402072679
"ACTN4",-0.861404572274392,0.861404572274392,1.76661843158868,-0.521435124783062,-1.17330396515918,2.57182366502998,-0.779510730243792,-0.315012342338527,-1.61009084903353
"ACTR10",0.436057719705958,-0.436057719705958,1.68192408472221,3.16979584199436,-4.1589996429713,0.807882286481865,1.90006115827446,-3.26530546916256,0.281708789292179
"ACTR1A",-4.82800616990361,4.82800616990361,4.86868880032022,-1.45097974513334,-2.70841511185805,4.97168960917035,0.291173055836276,0.643269985142641,-6.22271572323793
"ACTR1B",2.77480080606182,-2.77480080606182,-3.45802390767754,0.441755807552415,2.64981401552198,-2.46850579907888,0.230209747903967,2.04838936523643,0.440850083068734
"ACTR3",-7.00535746600982,7.00535746600982,6.37520515029136,-5.32301544777565,-0.22135863266643,7.06267872213112,-4.12874722075543,2.22405891764858,-4.58539129848487
"ACTR5",4.42953451410212,-4.42953451410212,-3.12410522997836,5.57728793995082,-2.88438691233148,-3.73736379279861,4.24553971316607,-0.182769780242994,-1.10164301214921
"ACTR8",1.41009238878503,-1.41009238878503,-0.698381701315542,-0.166185614871076,0.803945882151103,-1.55950963325318,0.920776187507063,-0.270616914121609,0.662940202130687
"ACVR1",-5.87560892394883,5.87560892394883,5.5437129807551,-2.82080717003319,-1.68871942089445,5.72975292240627,-1.61290869921536,-0.398405333883368,-3.27279141665131
"ACVR2A",-2.88140641706848,2.88140641706848,4.06508743220151,0.325322247640777,-3.96139546826061,3.10019759387909,1.44992511895891,-1.56902680534108,-3.61918952219061
"ACVR2B",8.56122241374638,-8.56122241374638,-5.01882020700064,9.87073158888588,-4.08030184204552,-7.5398023296003,8.89024378098468,-1.97747375735409,-0.36891540688347
"ACVRL1",-0.608394094873749,0.608394094873749,-1.44434947740788,-2.29444566653699,3.33642884069019,-0.852080807361762,-2.44988570568533,0.970500591829329,2.3186153733194
"ACYP2",0.763937071444726,-0.763937071444726,-2.12527160551597,-0.808000373816591,2.58889919939105,-1.48782291243831,-0.978091730503357,0.440905040130394,2.01953880446852
"ADA",-5.09867674013946,5.09867674013946,4.97689337730371,-3.65534267996227,-0.417525341903519,5.54726453399002,-2.21708432092007,0.329478349052815,-2.93994094865682
"ADAM10",-2.90738083171214,2.90738083171214,3.10667952516412,-1.86612312992947,-0.710302724161629,4.13165876980299,-1.69518525204288,-0.867272481233266,-1.38568267981328
"ADAM11",3.77547602039586,-3.77547602039586,-2.91196625419149,1.38968179586951,1.31667013586666,-3.2274512802486,0.365639453023759,1.60257295646329,1.50909472802313
"ADAM12",-16.2131547424232,16.2131547424232,17.6592070590443,-9.30817782205686,-5.3099892341784,18.7801295094234,-4.23149694724367,-3.49819078785038,-10.7302312122824
"ADAM15",-0.527326289578982,0.527326289578982,0.012836270579051,-3.41541900089477,3.03484608833488,0.762878289096978,-2.92485124834561,0.0425735395193526,1.76640405572714
"ADAM17",-3.73773193081538,3.73773193081538,4.08796734047998,-1.7773461393684,-1.78253191768738,2.56735839203129,1.18318280764387,0.0173792708636085,-3.52124318260443
"ADAM18",1.73331954530417,-1.73331954530417,-1.84919305054957,1.55317196002234,0.130920182263433,-3.12377356158058,1.82754135190262,2.03016848029712,-0.685824737201926
"ADAM19",-14.5442512710794,14.5442512710794,10.1414570840292,-10.0355307605944,-1.62095260496052,12.8403642576786,-4.46137872748071,-0.287037457932879,-9.35033131822457
"ADAM2",-0.0315159179975936,0.0315159179975936,-0.813019073154774,0.212477563042097,0.468893471016721,0.0563642119154622,0.111016906574866,-0.650080018358351,0.471490330414106
"ADAM20",2.69067070936444,-2.69067070936444,-2.46007269606512,0.781776821478928,1.64868450174389,-2.58221389952154,-0.218427323737704,0.957911536345498,1.94244423121271
"ADAM22",-0.915358703966462,0.915358703966462,2.46831398763602,-0.195188033757462,-2.07327670179238,2.11287504064903,0.77304044555957,-2.32922981128265,-0.757628545996272
"ADAM23",2.16679439199508,-2.16679439199508,-1.62270034147969,1.26460876961258,-0.0788689373986252,-2.10575191591831,1.74506218587111,-2.60479877133818,2.12536922127729
"ADAM28",-5.74517575608892,5.74517575608892,3.02989163920582,-3.85613600880976,1.56986726919221,4.18366640564112,-2.17171893870029,0.191117402382628,-1.65243323201134
"ADAM30",1.94733598941698,-1.94733598941698,-2.44507330756095,-1.16635841880632,3.19252297881983,-2.62469385274986,-1.64974307849914,1.71659997236002,2.65836877356513
"ADAM5",2.01544596972577,-2.01544596972577,-2.05666203589808,-1.26513572100971,3.12437321725766,-1.92314708820389,-0.516638682065479,0.957410611044448,2.15637049263436
"ADAM8",-5.51597901092664,5.51597901092664,2.68548015855656,-5.92049688390855,2.91081889517724,4.64133639279847,-6.90624593548671,4.80053296571791,-2.80089822270576
"ADAM9",-7.26602412822046,7.26602412822046,7.41913799393989,-5.77731558872721,-0.579042288172601,8.39280044853269,-4.63331436054602,-1.61655273733256,-1.55138598869983
"ADAMDEC1",-10.4856251355913,10.4856251355913,3.53431229848053,-10.2996851121727,3.17798335148944,6.26825025987464,-7.49873300082538,5.31201720529485,-7.20573294326059
"ADAMTS1",-3.83684138111686,3.83684138111686,4.01906326455126,-5.30037093729037,0.698185649620774,3.21586348914209,-3.42450821783313,0.10434432789124,-0.466881719135526
"ADAMTS12",-13.8203807475842,13.8203807475842,16.5879037912814,-7.94423232597003,-6.59878871039338,15.9310626991905,-2.81142936010033,-5.01177146672993,-10.5998206489369
"ADAMTS13",2.13171216895413,-2.13171216895413,-1.76605560054153,0.158604989046999,1.53497454242421,-1.47053997890924,-0.282486793831479,-0.596148809836566,2.30737143570437
"ADAMTS2",-16.5075159449925,16.5075159449925,18.855322907654,-8.06870595488597,-5.83616181917316,18.4988459092757,-3.50733971646058,-3.64720581308189,-10.1078580763704
"ADAMTS20",0.234822804668034,-0.234822804668034,0.96822807009116,-0.308414934332191,-0.600892452534909,0.199066191083426,-0.179511641873464,0.0208007912796825,-0.0431185840344107
"ADAMTS3",1.51746968444697,-1.51746968444697,-0.920958786673144,3.02563986390667,-2.28892645832549,-1.61197672102486,3.00958537324762,0.0793927851195442,-1.85979749905894
"ADAMTS5",-6.15637039855007,6.15637039855007,8.76663552379073,-1.86416954581469,-5.09020042942256,6.47701996923209,0.824749358808102,-3.44256707682594,-4.02362813553602
"ADAMTS7",0.740212027075939,-0.740212027075939,-2.44394189738643,-0.528307718734389,2.53453289148425,-1.94415582447753,-1.24456932030706,2.15688991294262,1.06007708201393
"ADAMTS8",2.62969838794094,-2.62969838794094,-0.731733111266466,2.30825339831561,-2.01185523805334,-2.07202127746339,2.52337434392666,-2.38512908749744,0.796058062764233
"ADAMTS9",-2.2061305739044,2.2061305739044,5.3923772685677,1.52701659241647,-6.46535980332762,4.17499353702941,3.92565065880177,-2.98536259724921,-6.79592127107374
"ADAMTSL3",-1.72916896445717,1.72916896445717,0.501046842721497,-2.09643668136292,1.28346246361361,0.332303566741415,-2.07817921029788,0.254530690144268,1.1150294536219
"ADAMTSL4",-0.896930245601732,0.896930245601732,1.07889345276588,-0.231237554403491,-0.914396213104081,1.55800699866061,-1.62862800386161,1.01862344125628,-1.69819621874067
"ADAP2",-13.3825447550779,13.3825447550779,7.3528341418632,-15.3796851664789,4.04862101266774,9.59510145728674,-10.7805504391969,3.04949065811733,-2.84167752406706
"ADARB1",-5.85015884896014,5.85015884896014,9.32848722307027,-3.61217950648516,-3.81856175433885,9.06298819386988,-3.10552310983867,-3.64119210420758,-1.69381206807436
