"","TCGA_eset_ClusterK2_SAMD_1","TCGA_eset_ClusterK2_SAMD_2","TCGA_eset_ClusterK3_SAMD_1","TCGA_eset_ClusterK3_SAMD_2","TCGA_eset_ClusterK3_SAMD_3","TCGA_eset_ClusterK4_SAMD_1","TCGA_eset_ClusterK4_SAMD_2","TCGA_eset_ClusterK4_SAMD_3","TCGA_eset_ClusterK4_SAMD_4"
"ABCD3",1.06288541241949,-1.06288541241949,-1.67407563160834,-0.325070911022505,1.73452235468867,-1.99006381277681,3.20024333444876,1.30173692988654,-2.63635344116063
"ABCE1",-1.70264036002151,1.70264036002151,-0.122467156793163,-1.45179979458452,1.47351945896372,-0.820735962823365,-0.0327568166147733,4.26352740114952,-3.14114319983227
"ABCF1",2.72303423249094,-2.72303423249094,-1.83694403303889,3.1975423433823,-1.27716182945936,-0.876191199496982,4.40337472583253,-0.721377853851345,-2.35708719625162
"ABCF2",1.60888923439695,-1.60888923439695,-2.85911736174061,0.805534294181211,1.58230557322956,-2.44108569378172,2.01795619160553,1.34864654774933,-1.11796016167272
"ABCG2",3.32197991690137,-3.32197991690137,-5.50937635586897,1.60227899920005,2.84526088748476,-5.47627751434708,2.67194111575088,0.679492895709265,0.895525021017506
"ABCG4",1.74815899679237,-1.74815899679237,-2.98801589822913,1.74981511595667,1.11991764034527,-3.57604009239616,0.951960676191994,-0.433271936481042,2.63596868076023
"ABHD10",3.51416076792285,-3.51416076792285,-2.51698651812816,2.35483709720492,-0.104230338300348,-4.16862567879405,2.40887511692692,0.367403675042082,0.612340852681289
"ABHD11",-2.51708173019029,2.51708173019029,0.0689179314605189,-4.65623212869568,4.61407841130999,-1.32326915713534,-4.84563268493127,1.30473213675265,5.27205495224038
"ABHD14A",4.29643469241815,-4.29643469241815,-4.45415456228957,2.6778690018598,1.1054337222857,-5.162618540941,0.736975445999605,-1.85685956373877,5.11172496846322
"ABHD17B",1.33226172217075,-1.33226172217075,-0.538194970521866,1.32823161477755,-0.871744475833356,-1.32034525495248,3.53533752818722,2.22571520647351,-4.78588994797921
"ABHD2",-1.94713249680835,1.94713249680835,4.93433082714245,-1.14891289220924,-3.39638019497816,6.66991095354314,-2.33247079765068,-6.25167120724437,2.46836643362641
"ABHD3",-7.30144885605838,7.30144885605838,2.1202048214555,-7.00849453218843,5.52710835831857,1.17823460651542,-2.21721418055625,8.26178015417441,-5.24416239513191
"ABHD4",0.368187756634753,-0.368187756634753,1.18149577993511,0.0286121425344529,-1.01376110662613,0.355213066848863,1.16253788096584,0.221732417244384,-1.80290197815662
"ABHD5",-3.68511496183522,3.68511496183522,1.04086519595517,-5.7833476622391,4.05298260561006,-0.665816878844761,-1.76394212033148,5.39054052945831,-3.53130527230271
"ABHD6",0.596934057744088,-0.596934057744088,-0.768128079862615,-1.33907771922368,1.84677339276214,-0.984186278088454,-0.801812502241817,0.0604961158093874,1.35256146766807
"ABHD8",5.51732987750516,-5.51732987750516,-5.35180134071693,5.34251318854803,-1.13033496706148,-4.94387928724955,5.34438442258458,-1.3657632878085,-0.639418582382683
"ABI1",-4.06062504665237,4.06062504665237,-0.765609815511357,-3.58138792036602,4.00007990625782,-0.821636767172913,-3.70341652803694,2.30349859238456,1.87215630096548
"ABI2",5.05388920145053,-5.05388920145053,-4.64071231148197,3.26239073965795,0.857759703906668,-4.60193806245464,2.8316612113805,0.741951240242573,0.311733606261203
"ABI3BP",4.64636402810125,-4.64636402810125,-4.85549830967101,3.55211326728821,-0.738264232660354,-4.21396249690634,1.65446366130022,-3.48890491813446,2.99059283965502
"ABL1",3.83480161563244,-3.83480161563244,3.70248238027565,5.89223459641275,-8.82727010756675,5.1059036828956,4.60634580569796,-7.06746560838784,-1.4907161042112
"ABL2",-1.78675283008885,1.78675283008885,2.54454850751981,-1.63821849594332,-0.728065771160882,1.65914984214413,-1.52070100744142,2.52301541677782,-2.40175719764739
"ABLIM3",-4.34687942806384,4.34687942806384,2.84449140772382,-3.79988902508422,0.249672473008903,2.28903050223795,-5.59629287921289,-0.226389743660376,1.68788138439868
"ABR",-2.63172507633358,2.63172507633358,4.36440225293321,-1.6369806027678,-2.56785300852865,5.06869284913739,0.313703792814914,-2.30830516905388,-3.17008310290107
"ABT1",2.44527302783184,-2.44527302783184,-2.91240685193266,3.56089665631974,-0.842689624856461,-3.4054219848585,4.95660789908622,3.27204724875141,-4.66258285869715
"ABTB2",6.43397503478812,-6.43397503478812,-3.41194086819765,6.56905093237172,-4.47632110051935,-2.39052244961968,5.20086216561291,-3.00235488712566,-1.34522182891167
"ACAA1",-1.85160303510319,1.85160303510319,-0.264121190934448,-3.89776051253461,4.060612379214,-0.285408347574369,-4.75231520401037,0.310101631271117,4.75363281026955
"ACAA2",2.03357256760792,-2.03357256760792,0.250558723668918,3.67959567150503,-3.19020451058311,0.487818989389224,6.60274434920827,1.07411819623014,-6.41094159177807
"ACACA",1.6353355482831,-1.6353355482831,-1.53591936165874,1.25941874848348,0.177580034976431,-0.186283194489466,2.73754009281948,-2.44494737028755,-0.0749707121040159
"ACAD10",6.58270258728558,-6.58270258728558,-5.60704266937467,4.2347109244934,0.581773624437115,-5.34202581240127,1.99859330030035,-3.25564651336107,4.79665872762907
"ACAD8",1.78411925242691,-1.78411925242691,-2.84822113199185,1.12874924139705,1.36729511696269,-3.21237621220754,1.80878878610666,0.472002679527411,0.496025902433282
"ACADL",1.17432029723299,-1.17432029723299,-1.53278249604954,0.961424748698976,0.368406546108804,-2.18345152696463,0.367277212439415,0.67273527997127,0.86830332132312
"ACADM",1.8357282095028,-1.8357282095028,-4.5008185770865,0.706292943864815,3.42407244399774,-4.4400925636305,1.98840796253606,4.10708167915804,-1.4257632314924
"ACADS",-0.578090513952018,0.578090513952018,-3.93871137679374,-2.43626208333277,5.38232509586935,-4.46244622902818,-0.482482377287084,1.77990134950556,1.71395793319691
"ACADSB",-0.745507738849008,0.745507738849008,-0.0918941744256563,-3.14423016594447,2.93686149211446,-0.34480845309562,-2.03828233664278,1.80180161287524,0.641125350318002
"ACADVL",-0.322343998223287,0.322343998223287,-0.802322400512869,-0.970086883625845,1.59467992602772,-0.549369906538646,-0.695690312529505,0.212623184519201,0.920446673863461
"ACAN",-2.90329346123699,2.90329346123699,5.47856699892623,-2.03473740422293,-2.65437864282646,5.25668871915326,-2.17065712368162,-0.24046844217574,-1.87780108681348
"ACAP1",-0.223443038776758,0.223443038776758,-2.67634256476125,-0.650926488666052,2.86947427888425,-2.1922692193324,-2.74710532722972,0.613946679553882,3.48667588059223
"ACAP2",1.16958933753893,-1.16958933753893,-1.56323927148708,0.87419180149328,0.54722936723534,-2.6343346822829,1.08804725652192,0.503755879020897,0.675948475966468
"ACAT1",-2.10197021312423,2.10197021312423,-2.3695910669837,-4.51022761053812,6.35058820715233,-3.7789702725348,-1.53624878123592,6.00225513408224,-1.21087904864176
"ACAT2",-2.51122474706883,2.51122474706883,-1.70415519343132,-3.14568439260299,4.41993662751134,-1.89456313777185,0.675934277683986,8.15461305964296,-6.49650357368645
"ACBD3",-1.52414160931409,1.52414160931409,1.33654689041636,-1.63344448354311,0.409129386384471,1.26969043456478,-2.84072205956989,0.468012552687198,1.13795374382432
"ACBD4",1.03234499948828,-1.03234499948828,-2.969003215446,0.364711433114023,2.38528842413131,-2.99730382041635,-1.61554713739856,0.561976221243966,3.29073511990101
"ACD",0.623552076464076,-0.623552076464076,-2.00922648100798,1.22925702112216,0.458516421546555,-2.04287092641736,1.15783489463378,0.789397487811444,-0.263054020638084
"ACE",-1.2991688575445,1.2991688575445,1.51629825069289,-1.23798779064095,-0.307821693766756,0.319682342305366,-2.23524557670222,0.657650746170681,1.09638180847981
"ACE2",-3.12598883696433,3.12598883696433,-1.79749284748897,-6.36036880709999,6.0341384160314,-3.33931665540503,-4.20796791291927,4.45519660077101,0.756273386492542
"ACHE",0.820291869169735,-0.820291869169735,-2.22879321844759,0.883434947596506,1.14399264125063,-1.93176729141613,-1.01620748058403,-0.205572914704135,2.69362390651087
"ACKR2",-1.28660185016445,1.28660185016445,-0.0122387366842619,-2.74670122939622,2.35501905190602,-1.70478887238391,-3.155391567975,2.13619370985212,1.91370598405024
"ACKR3",3.66232447268506,-3.66232447268506,4.89917448298505,7.0520960724565,-11.4215898099439,6.06652998931695,6.54906999591455,-5.57495808675444,-5.32797830583565
"ACKR4",-7.62561549127537,7.62561549127537,8.83023358212785,-6.38718237492045,-6.56257043537457,6.89207782839733,-6.19756142157654,-0.978976606464645,-4.27069286471844
"ACO2",-3.9573823322137,3.9573823322137,0.741813747848332,-5.22975942846723,4.36472372940383,0.857325118712253,-5.30096149856405,1.78013042149654,2.74373256362503
"ACOT11",2.24541654685043,-2.24541654685043,-2.54967521045427,1.8426018049788,0.523031731015432,-2.18799433565831,0.843755325285223,-1.1470723098605,2.15572734748288
"ACOT13",-0.446898517620049,0.446898517620049,-1.86185537901314,-1.16583825664096,2.65106481688971,-3.52523809573406,1.33442667349511,4.96598993741083,-3.41844697194342
"ACOT7",-0.283270282952293,0.283270282952293,1.15925896612099,1.24760540607806,-2.24550125604268,0.563976608888073,3.05758584839763,2.13316940545142,-5.8536397938102
"ACOT8",2.30340110106789,-2.30340110106789,-1.95584218150193,1.92285680971155,0.0937100460331821,-2.64172002296457,3.50287801958902,2.97393374696718,-3.87462565492041
"ACOT9",-5.42554256374376,5.42554256374376,2.82919653425679,-4.95216873951521,2.76699476545991,1.51774097451015,-1.85585315012426,5.97156539319212,-4.36300434294553
"ACOX1",-3.04758416579931,3.04758416579931,1.10346749317038,-3.80970634569427,2.6162544211894,0.255776511724628,-3.44163841984044,1.91597135299946,1.21619115301026
"ACOX2",1.97781591067209,-1.97781591067209,-1.82550378631541,0.466729036014749,1.03945090662282,-1.63562591526297,-0.736288832388052,-0.792055846084212,2.7319388832367
"ACOX3",-1.11635499517907,1.11635499517907,0.0457721389045128,-1.27397122333517,1.18412893023979,0.613962276022432,0.232776222604004,2.27484287092907,-3.12839623703901
"ACOXL",1.51441659491052,-1.51441659491052,-0.848978863910041,1.4159206711666,-0.5686463511429,-0.598254255337386,1.48331377000451,-1.62988516958778,0.637904585754529
"ACP1",3.66839794055733,-3.66839794055733,-1.4152399551889,4.30671650390593,-2.83305924730095,-2.70286640652549,7.37603117617743,0.550513070878579,-4.57471920948529
"ACP2",-5.43395203709874,5.43395203709874,2.70322941792063,-3.88229978554963,1.29797847208138,2.06734241576687,-1.85551834943344,4.10492160439526,-3.69449538449894
"ACP5",-5.42823569770301,5.42823569770301,1.89775191011183,-5.91754595325422,3.66169515569524,1.46271027263633,-5.43955181928178,6.04312952595303,-1.94508262293217
"ACP6",1.06028267914721,-1.06028267914721,-3.19488019423476,-2.14589760483821,4.78021784072657,-4.71565759813949,-2.57478197738794,0.280902621369693,6.15633268610218
"ACPP",-3.77563330892402,3.77563330892402,-1.9903425903484,-6.29959846447466,6.40783246887908,-3.71295703494887,-4.23879794609222,6.17718001405955,-0.533680183147353
"ACR",1.92401281591118,-1.92401281591118,-3.30280893588578,1.48855620881791,1.60726556789723,-4.67850589472094,-0.0562945312642319,1.10871347256844,2.91108941270508
"ACRV1",-0.212003082371619,0.212003082371619,1.66293650797782,0.675393463339645,-2.17134416644005,1.95749061543607,0.875435429789558,-1.73495623339761,-1.04145406595707
"ACSBG1",1.32576782247999,-1.32576782247999,-2.96498673045325,-0.388757965523673,2.93901022118015,-3.69808863297157,-0.880388973914103,0.566809857694098,3.388250914696
"ACSF2",-1.84508233968696,1.84508233968696,0.182883933616694,-0.946228587771944,0.664528654142118,-0.146032659889369,-0.53906601652115,1.21718123526174,-0.667251152621668
"ACSL3",1.24664745752186,-1.24664745752186,1.47055780927189,0.469666608907259,-1.76736182390871,2.2317320885795,1.75035217387036,-0.261367799460329,-3.2166417331874
"ACSL4",-4.58822388768008,4.58822388768008,3.28137287690493,-4.86634090115532,2.17138922202157,2.43803251754287,-4.04115499404238,3.466864735511,-0.91653299366371
"ACSL5",-7.49863093027243,7.49863093027243,-2.33923033045997,-9.02165963509049,11.1262809417484,-3.47285385175275,-10.7261235782805,4.24777389452448,8.46452238740069
"ACSL6",3.35689458262781,-3.35689458262781,-2.607098245368,3.97505858341032,-1.87933141760295,-2.74725851079907,2.73189361897253,-2.48661692731325,1.60426666111422
"ACSM1",0.740372319369074,-0.740372319369074,-1.92173677514433,0.491765239544711,1.14688310615048,-2.47556989171669,-1.10728217155158,0.966662304562309,1.9500442034049
"ACSM3",6.11712164517927,-6.11712164517927,-6.17924996303454,2.64170058254094,2.17345870921212,-5.2543138918882,3.18495274422601,0.296757352315952,0.516233325979201
"ACSM5",-2.37014384279502,2.37014384279502,0.468983001413385,-3.12818822520843,2.4012138099638,1.50519860518821,-4.4332904299386,0.796638577528127,1.92371519240833
"ACSS3",-1.06630702968661,1.06630702968661,-0.567001067490849,-0.856387756167475,1.16830994584637,0.024233169137694,-2.1973704702408,0.35914331845772,1.38978189006216
"ACTA2",-10.8147812390258,10.8147812390258,20.6382752063572,-6.75793559666477,-8.41703525763811,21.1948001975236,-6.55625962827726,-2.73641120049661,-4.74932715843052
"ACTB",-6.60157183950709,6.60157183950709,5.9858755457453,-4.43054325105616,-0.398284999157678,6.57250436713293,-4.71645825333672,1.57545492338741,-1.19864940654903
"ACTC1",0.23826476338543,-0.23826476338543,3.84420794028274,1.87638228763138,-6.06419836067774,4.55596836924533,2.30983267930112,-3.02630670977504,-5.91013706950959
"ACTG2",-8.67164704921997,8.67164704921997,14.1196209077362,-5.94232262747753,-8.85843801030024,13.7013268815168,-4.61657426850079,-2.57382005840207,-7.15253754818021
"ACTL7A",0.851368029339674,-0.851368029339674,-2.07859072422051,1.03364014588626,0.957348935621011,-1.99718835999523,-0.780091553241294,0.157550687020122,2.34818312575395
"ACTL8",2.02705538004879,-2.02705538004879,-3.11614922363669,2.39921211599861,-0.00318633186681213,-2.70328471688906,2.38383949418462,-0.00522542921746368,-0.571170228039357
"ACTN1",-3.33735297433413,3.33735297433413,9.80677763585681,-2.55680456147616,-5.2764825058329,11.4484569822973,-4.37512806670555,-5.79949211982784,1.75564082171544
"ACTN2",3.69703282080687,-3.69703282080687,-2.78759231156708,3.41922237982459,-1.31191505778382,-2.90716093678244,3.33901485816822,-0.235761547863823,-1.76242654175035
"ACTN4",-1.98161594480507,1.98161594480507,1.95148397532216,-0.713889950079208,-1.03787082249098,2.92988354435273,-1.41088493591892,-2.45765059898551,1.19881962178442
"ACTR10",1.15836597283756,-1.15836597283756,0.571357611118085,2.63438333149299,-2.9279010094395,-0.270939396172561,3.80412585563561,0.815505776787147,-3.77503052989141
"ACTR1A",-0.443495934242975,0.443495934242975,4.61740778736052,0.811287271608137,-4.84883802902348,4.87178382226062,3.19548548869076,1.10413668927085,-9.60934021697215
"ACTR1B",5.10022634226021,-5.10022634226021,-6.34145481649526,3.91290531595804,1.33397869003893,-5.73361527410121,4.10947241002347,0.0184789958879596,0.323704677842136
"ACTR3",-5.31224469338295,5.31224469338295,4.6981873116488,-4.58577648626967,0.149264384363676,3.60044427108003,-4.53074714858438,2.27332626799777,-0.782479082671549
"ACTR5",2.88948517875815,-2.88948517875815,-2.19367590462501,2.65177569349223,-0.804528731946983,-3.39607274817468,2.54459859716299,0.447145109684234,-0.360277393235923
"ACTR8",5.24651524143492,-5.24651524143492,-3.56836244634345,3.90180369498014,-0.667019660068883,-2.6803621997469,3.33844038537637,-3.73405328487627,2.03404310589995
"ACVR1",-1.85758533893267,1.85758533893267,5.4620876896681,-2.70398340741143,-1.93570768049611,5.27189938982109,-2.24746826854522,0.0244486190757025,-1.74290217421418
"ACVR2A",2.58118338529159,-2.58118338529159,1.9222103879614,4.38237230623044,-6.30490300586593,1.75560338868763,4.90384157334517,-2.3280816414967,-4.38019540743052
"ACVR2B",9.77404043595715,-9.77404043595715,-6.33311280300961,8.94304841789445,-3.90413853967892,-4.82277819808046,6.41051821176304,-6.25963906457613,1.9427553577183
"ACVRL1",-1.76450949548902,1.76450949548902,1.96599541470556,-1.68938727682374,-0.282945677050674,2.05237372231686,-1.87973166377225,-0.231562718337373,0.135127170444633
"ACYP2",1.12313977286466,-1.12313977286466,-4.54043584529684,0.25514540152274,3.55674514282618,-6.31156355171961,2.21532965289813,2.37832067744415,0.0513761313453911
"ADA",-2.3011640578303,2.3011640578303,1.31979064611808,-0.264144106488148,-0.873684354523271,0.860121029537872,0.984791373471824,5.02969682647381,-6.65052731952831
"ADAM10",-4.45435491926481,4.45435491926481,4.45790579411203,-3.13168887499124,-0.938808068051308,5.49681997685724,-3.20289992996061,-3.26665495850237,1.79422755173672
"ADAM11",2.97099786937222,-2.97099786937222,-2.74016093075641,3.42697760402206,-1.04829116178272,-3.18396705713866,1.77089864809047,-1.77176445235906,2.41442299565039
"ADAM12",-12.6253576469677,12.6253576469677,21.748647809194,-10.3803449648848,-11.3207064621303,19.4299768209839,-9.48340737956126,-2.53006923978869,-8.58976343768907
"ADAM15",1.70292443078124,-1.70292443078124,-3.89441522827048,-1.20129229269902,4.39902579072063,-5.6006902976825,-0.388697682432486,0.650762164717607,3.72679485558821
"ADAM17",-1.73674450828315,1.73674450828315,1.62144231447235,1.00810271972974,-2.5234788092104,0.835421983471525,1.05055880383845,0.29243104297131,-2.13185435121822
"ADAM18",3.85547060942945,-3.85547060942945,-2.29917354006663,3.27723812754835,-1.04665969203079,-3.23187063427959,2.58476843646643,-1.05800043558403,1.12132913426335
"ADAM19",-12.1271857692283,12.1271857692283,12.0487710892746,-10.4451628313761,-3.82330229795729,10.7166260516116,-9.62222529179028,2.13068932268568,-6.14681823045269
"ADAM2",3.25025071549107,-3.25025071549107,-1.80792433416493,3.05622021732144,-1.40110037761009,-2.33959647432297,2.17265825313488,-0.962632359436797,0.716717447847875
"ADAM20",1.69996339019542,-1.69996339019542,-2.05975799994835,0.579036244421375,1.23504959582927,-2.31653498005264,0.58827901083215,0.934865424762765,0.465231965746212
"ADAM22",1.24931330166428,-1.24931330166428,-0.423259038470454,1.10697185504182,-0.525971081830456,-0.236929872501665,0.996637285965779,-0.00411180327848539,-0.575469342829392
"ADAM23",2.28158021671528,-2.28158021671528,-1.58652156131137,2.11001560630997,-0.706138977135927,-1.234910205259,1.87015638622199,-1.9665081328932,1.0513388733433
"ADAM28",-1.76094497350919,1.76094497350919,-0.23720121745484,-1.84448635098136,2.02415362058129,-0.470744272251057,-2.31220409055214,3.43114592076532,-0.345761263595453
"ADAM30",1.46882331176086,-1.46882331176086,-2.04407175411132,0.826305069598246,1.03247220414364,-2.07697366901004,-0.84089831127938,-0.549806632396617,3.19755328215243
"ADAM5",0.126259714457085,-0.126259714457085,-1.40117215800516,-0.977781084578691,2.21132251924027,-2.97135466347967,-1.38673675595675,0.923063391150343,2.77538387740895
"ADAM8",-10.7366024960801,10.7366024960801,4.51777086838608,-9.9016378981626,3.13269250045997,3.05709359589696,-11.6483342621652,6.23607696591444,-1.07828472901443
"ADAM9",-5.49930457958655,5.49930457958655,7.36906816945252,-6.15583030293342,-0.313432685700068,7.48248604054011,-3.78330155552569,0.683171496322045,-2.89188681182774
"ADAMDEC1",-12.5547408583018,12.5547408583018,5.64558555406624,-11.2932428948437,2.73289367793679,4.34448834024436,-9.59335976331456,8.99000117196756,-7.27214475484876
"ADAMTS1",-0.812398528796969,0.812398528796969,4.47520295473769,-0.578931608083105,-3.18277896112066,3.8713366500507,-2.833366900489,-3.19049745961115,2.98332775947705
"ADAMTS12",-3.02485241034252,3.02485241034252,-1.23933116790088,-2.69502376915157,3.41176371142656,-2.71554687357633,-2.78785461131465,2.19616616586008,2.34301417923755
"ADAMTS13",0.964159687467615,-0.964159687467615,-3.07685042231534,0.973842526988435,1.917046268545,-4.40164687601315,-0.113406243590474,0.238313506031115,3.38875435577414
"ADAMTS2",1.81073726899109,-1.81073726899109,1.68037558860514,2.50029638276651,-4.15649154347267,2.01274666964257,0.755029833193224,-5.39305005021005,1.85725936599701
"ADAMTS20",1.49470894418983,-1.49470894418983,-4.43629781582945,0.270117646927499,3.35676991801395,-4.75340770144421,0.413029512593688,2.03149137437053,1.43746373258295
"ADAMTS3",6.78931975788093,-6.78931975788093,-2.52225270625328,5.33916955292558,-3.58335960872894,-1.98310542299739,4.92309926362196,-2.9692036651737,-1.17802355939824
"ADAMTS5",-1.88373595480955,1.88373595480955,8.72691331194226,1.92758286819147,-10.6576755944494,9.62000852494266,0.707096904114555,-6.16657567943757,-3.50170238732901
"ADAMTS7",2.5475999794922,-2.5475999794922,-2.67221645907084,1.78529851747443,0.73238812560612,-2.4796396812978,0.196116971264032,-1.69980819641606,3.46630587473205
"ADAMTS8",2.70574352049856,-2.70574352049856,-2.98562553446359,2.29859847736691,0.0621155114821935,-3.04854261067264,1.9022820854804,-1.95575369386085,1.82954291686167
"ADAMTS9",0.337204318197137,-0.337204318197137,2.54270309083499,2.63651220557162,-5.8819174586811,2.88958447014842,2.33120885127396,-5.34422229919316,-1.9905434809687
"ADAMTSL3",-5.39273259915125,5.39273259915125,6.83641600165459,-4.37862097010362,-3.57450935865377,6.31249029462366,-3.28601232154345,-2.92662230722553,-1.52161645370834
"ADAMTSL4",1.70505065015269,-1.70505065015269,1.52881548352959,1.72469362085394,-3.16856347932285,1.62291493331491,0.899338909994231,-2.60815863313498,0.0310195137160705
"ADAP2",-15.294064117302,15.294064117302,7.71472797440716,-14.0044351500795,5.23678037650587,6.46328244287268,-11.9501627917253,8.62045384063812,-2.48226360941597
"ADARB1",-2.79051936345429,2.79051936345429,5.46953920874867,-2.31798897619587,-2.48379544896859,6.44780405060914,-2.51259488193494,-6.10048174575578,2.83730440539899
