"","GSE26712_eset_ClusterK2_SAMD_1","GSE26712_eset_ClusterK2_SAMD_2","GSE26712_eset_ClusterK3_SAMD_1","GSE26712_eset_ClusterK3_SAMD_2","GSE26712_eset_ClusterK3_SAMD_3","GSE26712_eset_ClusterK4_SAMD_1","GSE26712_eset_ClusterK4_SAMD_2","GSE26712_eset_ClusterK4_SAMD_3","GSE26712_eset_ClusterK4_SAMD_4"
"A1CF",10.3617670602221,-10.3617670602221,-4.05968778370937,-1.5085008878248,12.1658416371374,-1.16893326421601,-0.966067137717874,-3.86463105806497,12.2624244335805
"AAAS",5.21748419051712,-5.21748419051712,-4.73512948840213,-0.281708025342095,4.75513674444976,-4.81580796730609,1.57825251445141,-4.27368590795186,5.10049136332524
"AACS",-5.79822150868892,5.79822150868892,2.65681182912978,1.15141639061525,-5.9713448288035,-3.50653673617663,3.40565460282815,2.52975803957235,-6.28499421313733
"AADAC",0.09571297939812,-0.09571297939812,3.18806165264099,-3.78233831465881,0.821411158851449,-6.81198575044828,-1.35053591719994,3.38693381654045,1.00306144122851
"AAK1",2.27219812440264,-2.27219812440264,-8.64623825804829,4.59328179167847,1.58747098731967,0.0883808441961201,4.52579903770053,-8.45214372619053,1.06733494572353
"AAMDC",-0.251458464204132,0.251458464204132,-0.223159753381882,0.510871181726982,-0.365718217619692,-1.30693011947314,1.00287468357378,0.384259425109147,-0.421955161218299
"AAMP",-3.5269087559663,3.5269087559663,-0.124285439666373,2.48386692317712,-3.1848347552741,-2.81056845705458,3.29972358800116,-0.0688073746458938,-2.50519845517483
"AARS",-5.09041169063221,5.09041169063221,0.635484414497067,2.87171591052451,-4.4780973343858,-0.389167149660538,2.7960117861262,0.340748826531291,-4.17572223986026
"AASDHPPT",-8.18329741695433,8.18329741695433,8.64603912467538,-0.775876618811039,-10.9186261404112,-0.453219145947997,-0.570792299870907,8.20269018358551,-9.99844163426465
"AASS",4.13959104253027,-4.13959104253027,-1.87133602938736,-1.04250712106917,4.35563041669716,2.6032359962309,-3.46976296878168,-1.47522556723876,4.32510826096044
"AATF",0.00599221230760251,-0.00599221230760251,-5.27265452691587,5.67622609611879,-1.08549567124563,0.762156995636869,5.71497517545735,-6.49604071528003,-1.25823668248759
"AATK",8.34591596377267,-8.34591596377267,-7.7529240747294,0.951098480684091,7.22889544075967,1.04061402433747,0.445044984259277,-8.25052577212264,7.42467864131083
