"","TCGA_eset_ClusterK2_SAMD_1","TCGA_eset_ClusterK2_SAMD_2","TCGA_eset_ClusterK3_SAMD_1","TCGA_eset_ClusterK3_SAMD_2","TCGA_eset_ClusterK3_SAMD_3","TCGA_eset_ClusterK4_SAMD_1","TCGA_eset_ClusterK4_SAMD_2","TCGA_eset_ClusterK4_SAMD_3","TCGA_eset_ClusterK4_SAMD_4"
"ABCC9",1.37972560447329,-1.37972560447329,-0.734379958845012,0.380429222264416,0.274880365659089,-0.482331072291824,-0.726917536942701,0.13714219361759,0.920606662570618
"ABCD3",0.722085993741797,-0.722085993741797,-1.80595839747391,0.0621669018288887,1.46911106233496,-2.02543148356027,0.87224319549893,0.761241559725066,0.291653014866286
"ABCE1",-0.723366929716723,0.723366929716723,0.262514230081974,-1.59546876899588,1.20327646511088,-0.377927767654051,-1.48720058546464,3.22508086559775,-1.23745794081161
"ABCF1",3.45826115297522,-3.45826115297522,-1.85121324743069,3.69180005105622,-1.6010466167566,-1.34741252070901,3.38878370177806,-0.0360184329542355,-1.50653813111338
"ABCF2",1.3806027099141,-1.3806027099141,-2.31868672402211,1.64106339993515,0.379277823639202,-3.03920804966469,1.62062384051831,1.39711881418049,-0.122351085813919
"ABCG2",3.58603725706077,-3.58603725706077,-5.97605402744167,2.02796641819774,2.80469502885163,-5.80600877528786,1.85952799798859,0.58028727899339,2.37081475390723
"ABCG4",1.46223536973546,-1.46223536973546,-3.11356692931049,1.56071671398776,1.45007622995525,-3.32667604367977,0.700873571619982,-0.192776288534434,2.75740464070837
"ABHD10",2.44586913604567,-2.44586913604567,-2.39040492514515,2.57807387015933,-0.363621799560279,-3.35648483866189,2.25009423814952,-0.168426939457151,0.810937189070975
"ABHD11",-2.93534672396381,2.93534672396381,-0.239736276407289,-5.0362926213068,5.08558155509862,-0.857101571009694,-6.03937801464507,0.0860031852992635,7.23529697682496
"ABHD14A",3.71954281467858,-3.71954281467858,-4.86484514411006,2.09102904721316,1.94597036682147,-4.97782614383983,1.50989537246648,-2.35551100900696,4.61060210399433
"ABHD17B",1.65804760472683,-1.65804760472683,-0.661628279828887,2.22685958042597,-1.61972776473373,-1.23056718756501,2.59310215298817,1.46692861626737,-2.96012360016788
"ABHD2",-2.40028395976368,2.40028395976368,4.58526806332828,-1.12420088679524,-3.12265283230428,5.86872709830669,-1.23929713785169,-3.89867091205584,-0.614037382221784
"ABHD3",-6.89158320656004,6.89158320656004,2.38013480260402,-6.882267167313,4.84708164043782,1.07110633905286,-5.05624046723728,8.94618949039453,-2.72899781284449
"ABHD4",0.469871356450589,-0.469871356450589,0.985587089262197,0.473215818259104,-1.2625905412828,0.728816619956872,0.554959837393463,-0.502127793821174,-0.768058159053577
"ABHD5",-4.57250025208459,4.57250025208459,0.455672055927577,-5.1200373858821,3.92780337695318,-0.235626787384236,-4.33101505437019,4.29089061142013,-0.610033543837805
"ABHD6",0.366982608855034,-0.366982608855034,-1.05745008283206,-0.811979559816771,1.56651753744984,-1.33092438416939,-1.1911775614854,0.0675677046801298,1.90040325291793
"ABHD8",5.74494655163093,-5.74494655163093,-5.61237442074944,5.37636045987707,-1.00740258976028,-5.12196639387056,4.70680041493767,-1.30869253592208,0.363895191777834
"ABI1",-3.77169218469453,3.77169218469453,-0.187558580854487,-3.35631589884376,3.19542796799878,-0.385242635199378,-2.76072282705413,2.79539972275189,0.138219036817113
"ABI2",4.52484901800893,-4.52484901800893,-4.43526496356417,3.30448222625155,0.649467177671051,-4.67114584764013,3.01759482110728,-0.484333433905478,1.77978626818787
"ABI3BP",3.8808727075861,-3.8808727075861,-4.95844798996104,3.16091511188993,-0.326310928081028,-4.70070496725405,1.51253644193474,-3.76246608299973,3.55788346308113
"ABL1",4.4388197962624,-4.4388197962624,3.43055359906504,5.70179250373132,-8.16634317431118,5.13332146281268,5.80529654958883,-7.15138576985077,-2.93087817260749
"ABL2",-1.74941725289779,1.74941725289779,2.52876392560784,-1.99998411389201,-0.439325182295421,1.89264176130939,-1.5545023694063,1.93709819529454,-2.10057160864091
"ABLIM3",-4.05563725794662,4.05563725794662,2.80797882044534,-3.72710820829278,0.133126109144261,2.05009859089618,-3.72618924824069,0.918167234926035,-0.0638045313314968
"ABR",-2.87594053891597,2.87594053891597,4.67632367769791,-1.24800028500605,-3.15936999507112,5.04148684659602,0.334707081612467,-2.24907970421595,-3.4350895877349
"ABT1",3.0636555031116,-3.0636555031116,-2.71601914719452,4.05947644346633,-1.44815093035381,-3.04470639835114,4.5644864853529,2.45209687067199,-3.36511702623816
"ABTB2",5.60005848006594,-5.60005848006594,-3.27194924930654,6.62761512683183,-4.45053640883219,-2.90199859595569,6.47864759218578,-4.21656065612361,-1.47802043134458
"ACAA1",-2.61712880429887,2.61712880429887,-0.4574487057728,-4.92835723593713,4.99749854244669,-0.0136651182447016,-5.04590384261471,-0.610602965212378,5.12328514535319
"ACAA2",2.59473933299874,-2.59473933299874,0.435351444712554,4.24037015835276,-3.73377167068313,-0.3271864408648,5.56717993380872,1.23392057993737,-4.59309643728005
"ACACA",1.20495567421249,-1.20495567421249,-1.50471663860675,0.784994696616179,0.598880680775848,-0.68175704292119,0.383472557546785,-1.33030501640218,1.52106861122103
"ACAD10",5.57433426198719,-5.57433426198719,-5.45079519609954,3.65100961214507,1.02080825095265,-5.10336140590074,3.11749202826604,-3.57938834570102,4.21985689114609
"ACAD8",1.75828038011896,-1.75828038011896,-3.14763632549866,1.8537221916349,1.02234934162066,-2.83900121667175,2.03829644040463,0.582760813640634,0.215353364494075
"ACADL",0.716331839557109,-0.716331839557109,-1.36960857272691,0.283447981450118,0.891730573640501,-1.55952703911791,0.764279643040751,0.0489278215180595,0.570384213044711
"ACADM",1.78291687451674,-1.78291687451674,-4.4411734490115,0.151587556124018,3.84692156060869,-4.91782762163816,0.370981670468444,3.11746621470788,1.5115324121946
"ACADS",-1.48828846068463,1.48828846068463,-3.68888113089289,-1.74064912808089,4.4213654354971,-4.11472233576244,-1.74434870710414,2.38697395467015,2.43775223586392
"ACADSB",-1.51172244744794,1.51172244744794,-0.0756429095518194,-3.11701014099152,2.77800171875593,-0.0131113765986214,-3.18861512833117,0.461835471255461,2.02865488782428
"ACADVL",0.270287491787798,-0.270287491787798,-0.58229887288315,-1.34447420244963,1.73592193894926,-0.932768427293828,-2.41509198532546,-0.147883580001509,3.31807251030683
"ACAN",-2.31186629576683,2.31186629576683,5.55982193464286,-1.99792677220459,-2.55918781966973,5.41283643153702,-1.16473646968002,-1.30779607055811,-2.46091439713775
"ACAP1",-0.107787904513337,0.107787904513337,-2.12527100424086,-1.09405890863238,2.7683699211894,-1.83001387253262,-1.58642961664082,0.941989175712488,2.01111464941196
"ACAP2",1.47589940766907,-1.47589940766907,-1.25551131882201,1.28273455398962,-0.0423972798132474,-1.51520497910263,1.14106043634284,0.547471068782162,-0.185772561031431
"ACAT1",-2.51026564181534,2.51026564181534,-1.80199654799958,-3.67088029967661,4.85683912785306,-2.84330987544137,-3.32718928058245,5.26587307245687,0.646103353326454
"ACAT2",-2.29147185648244,2.29147185648244,-1.11744009975961,-3.06416688241775,3.66351055882687,-2.05686304805808,-1.31857247507026,7.56558052401376,-3.32009697277099
"ACBD3",-1.91509018956224,1.91509018956224,1.07779667090074,-1.86686179462114,0.815132194931426,1.43908254341195,-3.21736052826803,-0.14261980189773,1.71075121859502
"ACBD4",0.606160350567672,-0.606160350567672,-2.32442682473716,-0.11128588577139,2.1998043915169,-2.75884469007791,-0.953605048872818,0.239474119732889,2.98241891526251
"ACD",0.253709895905664,-0.253709895905664,-2.14032854598201,1.01140009743399,0.792712362471037,-2.42190758083095,1.62682555922226,2.23670344965281,-1.44542984988864
"ACE",-1.47626964949829,1.47626964949829,0.959770142760701,-0.86498474753841,-0.154300136940775,0.663084610284569,-0.805480612944178,-0.408918084923298,0.391747570258372
"ACE2",-4.86547702788134,4.86547702788134,-2.02234228887787,-6.49513037551473,6.03582157866677,-2.98289417492536,-6.13076692040635,4.63371688475048,1.40762776607563
"ACHE",0.240253073319313,-0.240253073319313,-1.94883876311266,-0.0422379848223851,1.73339317024255,-1.84754218894242,1.08024686073546,-0.026480316713579,0.765829138836525
"ACKR2",-1.97947445162538,1.97947445162538,0.338613007282632,-2.86093885423924,2.06896299834649,-1.15108799129682,-3.05607414447721,2.32712585212294,0.980493061353391
"ACKR3",4.18637123224801,-4.18637123224801,5.22154477276466,7.48571722453894,-11.5534403205263,5.67776687110627,8.31428260881205,-5.19844325820707,-6.87177803626535
"ACKR4",-7.53321980451516,7.53321980451516,8.52500076419241,-5.98174896155622,-6.33013377748416,8.23190282268985,-5.57516824297561,-1.88316388340664,-6.80007123766228
"ACO2",-4.09949113613325,4.09949113613325,0.315774357846715,-5.10910002972255,4.38878535220308,0.246920677579485,-6.0383396051883,2.3185972328385,3.0063081706749
"ACOT11",1.44427033311096,-1.44427033311096,-2.53553061932641,1.56519941865768,0.753135368595921,-2.00097717300595,1.19120626908195,-1.13176481353764,1.81368098425488
"ACOT13",-0.775945524776473,0.775945524776473,-1.45279566733409,-0.745837823106416,1.87242081000317,-3.07242156477146,-0.665821764169255,4.88635234658053,-1.28294715217714
"ACOT7",0.451609081738872,-0.451609081738872,1.4597416448966,1.07444222465556,-2.31088039839754,1.15525076747845,1.77609707945242,1.0515560260106,-3.69491969616491
"ACOT8",1.74093445698789,-1.74093445698789,-1.78797005808229,2.46491191746045,-0.467670467728836,-2.73807562646689,2.80420619514967,3.36342428558008,-3.16039458766055
"ACOT9",-5.9761491315223,5.9761491315223,3.08579509261317,-4.6208704914864,2.18975887467487,1.93471555812114,-3.84540934414884,5.20550556021538,-1.76175542427213
"ACOX1",-2.5074536675853,2.5074536675853,1.2464143115189,-3.94217073454721,2.53068621373465,1.42527310807155,-4.00487242027237,0.467320972144375,1.69528619037097
"ACOX2",0.709882392779196,-0.709882392779196,-1.68431569841193,-0.255941896163198,1.58596456509885,-1.29085633052167,-0.512870950443841,-0.622442749804034,2.17279424116636
"ACOX3",-1.94193916020342,1.94193916020342,0.44663365599471,-0.824114214488378,0.409108341632957,0.590671985672286,0.278751282788881,2.08709902123412,-2.91825442253819
"ACOXL",1.62039547760784,-1.62039547760784,-0.950748560008933,1.55781456971014,-0.544306372557299,-0.140912379718584,1.11513174715326,-1.51394866625097,0.473878340331532
"ACP1",4.65765760794204,-4.65765760794204,-1.38850887982428,4.71255126475114,-3.02811421287167,-1.8516255930766,7.11668414688678,-0.264391787077758,-3.69217838435311
"ACP2",-5.02005656603821,5.02005656603821,2.3562560848893,-3.94091988241541,1.50945849130934,2.17812961155094,-2.57587863504342,4.66915905471931,-3.84348829285766
"ACP5",-4.91651981490925,4.91651981490925,2.11909928512061,-5.80184190593731,3.12285503210801,1.61634008319368,-6.28816087454742,5.45193925158263,-1.26812884898644
"ACP6",-0.533037861496096,0.533037861496096,-4.10631429846508,-1.59731830446104,4.92933572127675,-3.7031792398499,-2.21224189020478,-0.069384674728528,5.33972256798365
"ACPP",-4.04534091691762,4.04534091691762,-1.54532306579953,-6.95366151606578,6.21613921068096,-2.79591818752505,-7.26863041478918,5.30044163776876,1.5599177946684
"ACR",2.25733427776643,-2.25733427776643,-3.46472545513204,0.729943576671085,2.47164308378788,-4.20968591521965,-0.044815175503853,1.57234926471764,2.39765179501888
"ACRV1",0.398790874287346,-0.398790874287346,1.74064216268874,0.529345673460872,-2.05630337914568,1.90959174387723,1.95486803829773,-1.36239960192958,-2.33971328002918
"ACSBG1",0.34072246007288,-0.34072246007288,-3.2660489044173,-0.833196851416776,3.54655571970978,-3.67107704693744,-0.491713940361896,0.396479182044419,3.2744063208143
"ACSF2",-1.95233114561803,1.95233114561803,-0.286860610488721,-1.11756635121949,1.17847953051336,-0.442480496181497,-0.227917340983524,1.44600184865166,-0.816227512033515
"ACSL3",1.04580690822366,-1.04580690822366,2.1481902032964,0.178877179539431,-2.07574791761231,2.42193684956735,0.565199869330216,-1.50844878668355,-1.37915277994886
"ACSL4",-5.48543800274061,5.48543800274061,4.03672164717218,-4.67661244764476,1.36873650128461,2.96753079819741,-3.19995994091736,3.52251109558409,-2.29809204327621
"ACSL5",-8.58990854922324,8.58990854922324,-2.51276419537651,-9.38632305190151,11.2086889914186,-3.06488174863808,-10.5980496761401,6.06401659889258,6.43168667437615
"ACSL6",3.46940312327364,-3.46940312327364,-2.13376928498104,2.53003663432524,-0.622251011141458,-1.83432738804445,2.90445228412336,-2.33939824611512,0.92484262676585
"ACSM1",0.428776262945357,-0.428776262945357,-2.18832129125248,-0.645880048063829,2.3853767107433,-2.39661414820509,-1.12652588038945,1.02318351177974,1.90111727407345
"ACSM3",5.15325869582601,-5.15325869582601,-6.12607145209037,3.10741462828129,1.80494600733136,-5.01511247305278,3.31364500047122,-1.20032925911522,2.01892167818348
"ACSM5",-2.90232725344115,2.90232725344115,0.077357495832972,-2.60627835479123,2.22351186290578,0.973334094677584,-2.77729536770914,1.16995183017956,0.3883249370485
"ACSS3",-0.308266275282396,0.308266275282396,-0.0903921537884053,-1.8993503898826,1.64198530251053,0.309769919627474,-1.48700561466778,-1.22952959628211,1.95970764095168
"ACTA2",-10.4368986116639,10.4368986116639,20.9650867802867,-7.44202569610993,-7.89887044398347,20.5518498155422,-5.78915881666084,-2.84691066113593,-7.35754687542486
"ACTB",-6.43852989403578,6.43852989403578,6.09870323578105,-4.35304145710085,-0.535286506208748,6.4414876065563,-4.51423838553945,1.66299674113883,-1.93463189326341
"ACTC1",0.769756431798885,-0.769756431798885,4.06620032195872,1.87203920615126,-5.98628292661821,4.25025960866816,2.80473214318771,-3.25990266738729,-6.33848534933434
"ACTG2",-8.09448822716242,8.09448822716242,14.5225613551535,-5.66863559397286,-9.19298910172528,14.4912396108827,-4.15902718001268,-3.1559247577495,-8.961843743237
"ACTL7A",0.600442967538274,-0.600442967538274,-1.78972113107781,0.392357680685393,1.33610500508601,-1.99034607762951,-0.0971115206705049,-0.219309834604101,2.17382844329391
"ACTL8",2.33798713145135,-2.33798713145135,-2.97114887864067,2.19633805407867,0.142274231183614,-3.18293175891722,1.29449357856006,0.151864025396377,1.12756330812922
"ACTN1",-2.58183108985389,2.58183108985389,9.89372306416628,-2.37810254517082,-5.44203976813532,11.1353382686836,-3.70781492760848,-5.49919479077437,-0.523253120563508
"ACTN2",3.87734325689439,-3.87734325689439,-2.39759908953826,3.84776435417173,-2.09637004501918,-2.93967821502234,2.91744869170452,-0.458651872682093,-0.497068400876618
"ACTN4",-1.79901074419835,1.79901074419835,1.98573917643804,-1.03608411038586,-0.742013883266129,3.03753334005869,-1.57660773817031,-2.16558175826346,0.67726673145418
"ACTR10",1.74063664792826,-1.74063664792826,0.227004542220016,3.08409892807,-2.97269230527823,-0.32449671637244,4.26304385775534,0.35333292834766,-3.28486892666438
"ACTR1A",0.189059272259764,-0.189059272259764,5.17058664313412,2.12122008770499,-6.51515321055002,4.42926388119638,3.50815579715824,0.256489050861414,-7.69662111603106
"ACTR1B",4.64057711300293,-4.64057711300293,-5.85714858788663,4.28140391178227,0.55608502162636,-5.99925597541259,4.76539557077115,-0.746815870442691,1.03361296854607
"ACTR3",-5.30096117418392,5.30096117418392,6.17215427841075,-5.43046580724676,-0.155597465070878,5.29626767172333,-4.4953697902785,1.94700415458239,-1.90883450852592
"ACTR5",3.18636699069495,-3.18636699069495,-2.42825866687876,3.0475346850908,-0.936444700342895,-2.70602008186632,2.11063966495532,0.328559852309616,-0.0336508416628577
"ACTR8",4.92322211509176,-4.92322211509176,-4.18852114727555,4.25148696584529,-0.361392925595919,-3.46754768784021,3.77321192661658,-3.12823551109569,1.98442576310802
"ACVR1",-1.84708367347934,1.84708367347934,6.20210449490078,-3.51138805792031,-1.86655710609821,6.06444489591017,-2.77882184979346,-0.682466694871632,-2.01769943987173
"ACVR2A",3.14503128822051,-3.14503128822051,2.36155408424227,4.29554220863219,-6.42943204645394,2.27802829522546,5.51009756618416,-2.5985085892186,-5.19823854624705
"ACVR2B",9.88834277494602,-9.88834277494602,-6.43851921128923,8.88591617438036,-3.67788969963051,-5.23110909965729,8.69223233598444,-6.89156558421725,0.508015559721786
"ACVRL1",-1.83629851667224,1.83629851667224,2.13797036374441,-2.82577198173965,0.472617944575174,1.38957558618875,-1.71542781886144,0.014975986970634,0.198932156530185
"ACYP2",0.817197578488632,-0.817197578488632,-4.53468607978686,0.275959709671519,3.42566849173313,-5.17677897011327,0.224906696206416,2.65655781627872,1.73328583516994
"ADA",-1.54941134133733,1.54941134133733,1.82416452083479,0.405031494405992,-1.88448026837895,1.23214537923609,0.845406165345055,5.67572778801403,-6.97844466668616
"ADAM10",-4.00642198949225,4.00642198949225,4.83900254453408,-2.76545950016959,-1.61767486756252,5.94681871239848,-2.00193710528181,-3.1367733745588,-0.427166769034118
"ADAM11",2.9279816650321,-2.9279816650321,-2.75674709267364,2.72070202859725,-0.248485817584708,-3.18276378322385,3.42917713131801,-1.09852720507847,0.645183199096479
"ADAM12",-12.3680409836607,12.3680409836607,22.5661343158884,-10.7649557515574,-11.1833647074996,21.6006094744019,-10.0018126120238,-4.11592386922359,-11.0197747350397
"ADAM15",1.618105183135,-1.618105183135,-3.82776923954043,-2.10103057051799,5.03338019657846,-4.71011047647271,-1.92697577295057,0.727530778261387,4.45427277168449
"ADAM17",-0.781627666856135,0.781627666856135,1.92864570751294,0.568009145009766,-2.31297367147601,1.52606758480092,2.14204382982103,1.30045268244861,-4.77308302742247
"ADAM18",3.41223839364654,-3.41223839364654,-2.53924145907311,2.65479553026033,-0.111505728161157,-3.21707704612715,2.50021678953861,-0.190952131095666,0.859839268424333
"ADAM19",-12.2119920836248,12.2119920836248,12.1974609962608,-9.89496892736294,-4.56423098979891,10.932169056065,-8.45435261742804,2.08426995979717,-8.55394770941003
"ADAM2",3.1630310319537,-3.1630310319537,-1.73275127754973,3.39680460500432,-1.73312923702161,-1.60405032963234,2.6760150527682,-0.856236134844721,-0.300166097460678
"ADAM20",1.67108426674256,-1.67108426674256,-2.63407862862978,0.731220632223757,1.56355367476577,-2.60277289229111,0.940663645314004,1.27328406479948,0.250132784410283
"ADAM22",1.97102145859249,-1.97102145859249,-1.12861229175274,0.772399003258234,0.4466295186959,-0.578289168053529,0.893126328523958,0.335203808884256,-0.395352174016629
"ADAM23",2.99833831618661,-2.99833831618661,-2.07557452918205,2.08907670586209,-0.236707382813229,-1.67554320162542,2.56307651414734,-1.52031049356755,0.288544242652813
"ADAM28",-2.22267315767419,2.22267315767419,-0.500806697458981,-2.37055226254176,2.69998143975149,-0.14765573849766,-1.40536715258869,2.75051573298526,-0.817554901677402
"ADAM30",1.70640792488563,-1.70640792488563,-1.86357472189513,-0.0982233646065148,1.68512385861359,-1.88901888232557,-0.227020687273742,-0.395312245749896,2.40466975553342
"ADAM5",-0.119823171675303,0.119823171675303,-1.95960897602109,-0.763462533361823,2.44486866888219,-2.14392295759067,-0.192191355661921,0.916721998312074,1.37546210988762
"ADAM8",-10.6028070871641,10.6028070871641,4.1964760099064,-10.9680803636292,3.52199680592664,3.88908830960218,-10.45333451463,6.06398594291289,-3.22930921632655
"ADAM9",-5.74130165324953,5.74130165324953,7.92916011669925,-5.95021577830129,-0.925472986427938,8.1436650152405,-4.738480975495,0.433052033705255,-2.80525212008121
"ADAMDEC1",-11.350795108518,11.350795108518,5.8511291122769,-10.5698275661641,1.75092338646217,4.51486734189923,-9.75441532972907,8.71344078375251,-7.41779198700086
"ADAMTS1",-0.494724772955254,0.494724772955254,4.07045024713316,-1.59157758912239,-1.9055086505434,4.69966959058267,-1.88122815188746,-4.18053826631275,1.56935173536275
"ADAMTS12",-2.53203978141819,2.53203978141819,-1.49497159153806,-3.55268453993459,4.17419118921408,-1.9542090992749,-2.80581729356882,3.77849779662961,0.51166155218524
"ADAMTS13",1.48302275428683,-1.48302275428683,-2.92127004375829,0.665385519633618,2.07063219977502,-3.52534491258442,0.647343646658553,0.433890358150954,2.21915919355347
"ADAMTS2",2.02618850081921,-2.02618850081921,1.65806500324456,2.40354210427038,-3.8792289724832,2.31501930346203,2.19504464791087,-6.43725735430522,0.607485238839749
"ADAMTS20",1.02983117361007,-1.02983117361007,-4.89307148109457,-0.141416582196383,3.93948390794011,-4.37439560582613,-0.672339184251369,2.09137849540712,2.16474437397589
"ADAMTS3",6.48208717067323,-6.48208717067323,-2.28433621292817,5.03100503240332,-3.32006342380122,-2.27818037449208,5.04140872057838,-2.98943374252574,-0.859018511540389
"ADAMTS5",-0.887518929119345,0.887518929119345,9.07996807267306,1.09582611135637,-9.32013494088904,9.42880260230218,1.48531496202629,-7.23945976535821,-4.30795997259313
"ADAMTS7",2.39388422756493,-2.39388422756493,-3.0362514028402,1.16203262091334,1.60761600667739,-3.37594747227261,1.13594371615007,-1.1599067281751,2.91559325937843
"ADAMTS8",2.46008638096814,-2.46008638096814,-2.93738904156278,2.19189239774067,0.116634364097998,-2.85032505447061,2.82551688423739,-1.61452587450384,0.644309659788917
"ADAMTS9",1.0529687027579,-1.0529687027579,2.48353868582055,2.54962442472993,-5.42258202364326,2.90229285931483,2.63928154798013,-4.50839203322677,-3.28300529483817
"ADAMTSL3",-5.4683492861923,5.4683492861923,6.61182747908586,-4.32811293676733,-3.46777959845752,6.91081117133018,-3.113852542184,-2.07654401324994,-3.90374992790802
"ADAMTSL4",1.70044759651314,-1.70044759651314,1.3301983289891,2.04159885322095,-3.16210853150803,1.68138499010488,1.79530078328225,-2.68403209761986,-1.00923725034076
"ADAP2",-14.7253982689702,14.7253982689702,7.7502518557468,-13.8910558366055,4.80438126424346,7.03242265206216,-13.7069317782972,9.1341352776299,-3.20034586738376
"ADARB1",-2.66442754236244,2.66442754236244,4.93447031058152,-2.24627831852816,-2.19697735011606,6.25342821364695,-2.94965492431709,-5.25091650894798,1.87772089014866
