"","GSE32062.GPL6480_eset_ClusterK2_SAMD_1","GSE32062.GPL6480_eset_ClusterK2_SAMD_2","GSE32062.GPL6480_eset_ClusterK3_SAMD_1","GSE32062.GPL6480_eset_ClusterK3_SAMD_2","GSE32062.GPL6480_eset_ClusterK3_SAMD_3","GSE32062.GPL6480_eset_ClusterK4_SAMD_1","GSE32062.GPL6480_eset_ClusterK4_SAMD_2","GSE32062.GPL6480_eset_ClusterK4_SAMD_3","GSE32062.GPL6480_eset_ClusterK4_SAMD_4"
"ABCA5",-0.697333513698152,0.697333513698152,0.536172408987037,0.352595702299668,-0.759948183926868,0.464531680627104,-1.19093183444527,-0.497729138064462,0.877723469107473
"ABCA6",-10.5439070773764,10.5439070773764,9.91598090880794,-2.57252843445234,-6.86976508123984,10.3443803547973,-2.88460121461279,-8.4682521929484,-0.597067468965603
"ABCA8",-6.58844122878522,6.58844122878522,6.35816283208682,-0.24581393318271,-6.57961991235501,6.82625856812158,-0.726497689849892,-12.5724320599404,1.4635393859732
"ABCB1",-5.13216451803489,5.13216451803489,4.84194527986401,-1.98275274271826,-2.99412882994997,4.54322411033465,-3.47189998276468,-2.80915875649244,-0.430691539041685
"ABCB4",-7.10330950291996,7.10330950291996,7.05175616544053,-1.13625385617993,-5.75231094675372,6.79394539759382,-0.712367252994403,-4.58278174557656,-2.23506009328059
"ABCB7",2.36808550300415,-2.36808550300415,-2.56203910465113,-1.41936409215688,3.4226786718449,-1.8390405658584,-2.11651079829684,1.28521309567823,2.08878832420643
"ABCB9",2.99513393349926,-2.99513393349926,-2.97420148995678,-0.236411305003899,2.8705564637848,-2.93763247039016,0.0319327901520323,2.20368673061835,0.602643174643341
"ABCC1",-0.50096063320172,0.50096063320172,0.268163396992259,-0.511598404481037,0.10061655232443,0.149653182977537,-1.20150544646777,0.0141145612724275,0.613170436249647
"ABCC10",0.236258906293993,-0.236258906293993,-0.937812160962981,0.914392189434715,0.105231773372698,-1.24569040801186,2.03057672138899,1.91253507361628,-2.37172900923782
"ABCC2",-0.485568302297628,0.485568302297628,1.0101569140369,-0.918856763170783,-0.0948262340110924,0.617131927275158,-0.807656133501723,-1.19174972727842,1.29499920718535
"ABCC3",-7.78376462199325,7.78376462199325,6.84905849596168,-2.32683659288062,-3.68393139905699,6.90768793708793,-4.95546792180451,-3.39491724047772,0.082903707805196
"ABCC4",3.35827202373784,-3.35827202373784,-3.51854589773582,-1.73391021696068,4.5650037345637,-3.21539509227065,-0.326854325000804,2.43300337489496,0.799928620580008
"ABCC5",-5.60329431504505,5.60329431504505,5.44291780803311,3.24660391070364,-7.51273393650656,5.09837721769286,2.87679827674054,-2.10881698700809,-4.99639862374322
"ABCC6",-0.11358355239255,0.11358355239255,-0.574194483924087,1.38529971497273,-0.517545729543568,-0.695568579383972,1.3758459640588,-2.04184172119103,1.83116276093398
"ABCC8",-1.6529094990252,1.6529094990252,1.19872660994636,1.82233490037673,-3.38045897020793,2.14255911824688,0.287434940121156,-3.21080386436045,-0.0672707922250386
"ABCC9",-9.35519821651316,9.35519821651316,9.24130784336617,-1.73028564961437,-6.64653122827603,9.73247327512894,-0.772744549464695,-2.58675414113519,-6.93510138332091
"ABCD3",1.9920449061827,-1.9920449061827,-2.12911069230569,1.28208821846132,0.860478545529653,-1.93196997855592,0.363095594482145,-0.0130914379077191,1.62226209674295
"ABCE1",0.0994008298028662,-0.0994008298028662,-0.757124669214214,-2.55336191882262,2.41679604382069,-0.889365674086957,-2.7320158664979,0.828298703631692,1.71012508899019
"ABCF1",1.32570193654089,-1.32570193654089,-1.75965184391446,2.2537732219474,0.0194862066840661,-1.96475629320844,4.11569367067346,1.62525562055915,-2.08722238090827
"ABCF2",3.52629063591233,-3.52629063591233,-3.39591414498548,0.104449601351902,3.05778181922528,-3.74822419044046,-0.0111878811187576,3.28082332703756,0.379582808597459
"ABCG2",0.590088628059985,-0.590088628059985,-0.585793503631855,1.12500980690032,-0.271825844395296,-0.488547259586593,0.621700057614616,-2.50160763112464,2.67823297127931
"ABCG4",-1.01977036528469,1.01977036528469,0.540637560936862,0.354135145261508,-0.777637328210244,0.960963868196937,0.814256799292289,-1.30140659077289,-0.228811366614211
"ABHD10",3.05778802095962,-3.05778802095962,-3.23240562130084,3.83555933027419,0.192912990087023,-3.02514718611537,3.13264457619285,-0.985282402182092,1.80569219723577
"ABHD11",4.62563205457153,-4.62563205457153,-3.52194597522767,-3.31010078357004,6.45155040390975,-3.84123211711775,-3.12998446101588,3.63206437782892,3.95833421515216
"ABHD14A",3.63815453892756,-3.63815453892756,-3.17048676518825,0.359156238261821,2.77085358943729,-2.38163411469862,0.932603857943747,0.871249948452389,0.931462176662938
"ABHD17B",0.628881577514574,-0.628881577514574,-0.945704681572435,0.534532560619426,0.530408610791942,-1.21874300302199,-0.0354912147760449,1.84883106276282,-0.653216447283663
"ABHD2",-5.02724839425534,5.02724839425534,5.4578510306507,1.68943449750907,-6.53464309264979,4.56488480902364,1.00243981629055,-4.57093787480048,-1.19455566241428
"ABHD3",-3.51097401131148,3.51097401131148,2.44727202286404,0.0499657599176077,-2.19334801181195,2.63006578626227,-1.2906117845094,0.282075116285068,-1.54256261213236
"ABHD4",-2.42514203126692,2.42514203126692,2.91602218333305,-1.61713383133733,-1.30548856173346,2.74322986323627,-0.69772721986561,2.06087936957643,-5.01225482141593
"ABHD5",-0.195751557379383,0.195751557379383,0.398153221375591,-1.38355792678111,0.617611018215023,0.763933374997635,-1.8504109629932,0.906141429391034,-0.472539678147388
"ABHD6",-2.57359298262591,2.57359298262591,2.74950674057544,-0.0620330720940322,-2.44741467304624,2.91696840115547,-0.551353273604573,-3.75091129147645,1.06599256527345
"ABHD8",0.487489509867424,-0.487489509867424,-0.891993450521056,2.29270014067058,-1.23637867898906,-0.742940320909845,4.53773924982092,1.76765398424271,-4.27005732974226
"ABI1",-0.768179680168039,0.768179680168039,1.07142397222026,-2.34894573164003,1.28251924279563,0.827275640587122,-2.62672311113671,1.24171783094733,0.218304678004424
"ABI2",4.96166521424198,-4.96166521424198,-4.75933139142375,1.07690389216186,3.505405963507,-3.90382124770264,0.596205535861432,2.5072119711543,0.942803005031889
"ABI3BP",-4.86992238003129,4.86992238003129,4.11886199418283,0.550565493989254,-4.15484611966786,4.68417751205644,1.33911239070136,-1.37955740017808,-4.45461712275226
"ABL1",-5.13199854966405,5.13199854966405,5.18483075993929,4.16177785147676,-7.85858617150917,5.74068024536899,4.23249014182805,-5.49265981222344,-2.81279629545072
"ABL2",-5.53187581138382,5.53187581138382,5.54848156170585,0.420495533633716,-5.68437117335039,5.98958515326414,0.988309592942475,-1.90666901273856,-5.51177839091818
"ABLIM3",1.93633645964579,-1.93633645964579,-1.86046662199607,-0.97077321051102,2.59375105034903,-0.842091076938032,-0.846165811742248,0.807135216459175,0.764473065244811
"ABR",-8.87339371465315,8.87339371465315,7.6711183802534,0.314520427770515,-6.72326133814909,8.11702416003707,-0.749087911592407,-6.42601881972493,-0.255735909779049
"ABT1",1.12761334375109,-1.12761334375109,-1.96152392923373,1.99158901322054,0.051938552649684,-1.9813656840295,3.77541402138558,-0.715173506261963,0.119188485718401
"ABTB2",0.0548781544878698,-0.0548781544878698,0.110447942406414,5.2130749323115,-3.5105435867686,0.370864666912681,4.72967006541269,-2.8943660115769,-0.628208038686158
"ACAA1",2.14862860922894,-2.14862860922894,-1.07179831078151,-3.18854812305123,3.97253606898699,-0.902976170023093,-3.82566736200238,1.17937041697686,3.43671591077121
"ACAA2",-0.323746750456382,0.323746750456382,0.535100535390285,5.45654879619993,-4.23282009467569,0.322092501486365,7.28611214694486,-0.602553292299447,-3.77673806926555
"ACACA",-0.556114288612182,0.556114288612182,0.0474345249876348,1.29384971564237,-1.029062104929,0.0150145131825642,0.428698821942494,1.19427648900544,-1.9583312905381
"ACAD10",2.78117897269736,-2.78117897269736,-2.18611179471308,-0.750718029900635,2.80592988980957,-2.0633037316544,-0.0209700909502132,-1.28933691363795,3.96462632442512
"ACAD8",2.89754642237718,-2.89754642237718,-2.60275999106517,-0.0621783785697315,2.29483857392203,-2.68133694442997,-0.0940367313018516,-0.832330434686145,3.66509855360753
"ACADL",-3.52723777007235,3.52723777007235,2.48609197914471,-0.728322171212912,-1.9788490003771,2.84560369311102,-0.140881371101776,-3.53701099104146,-0.140484257607014
"ACADM",2.99917398776052,-2.99917398776052,-3.02888217497702,-1.09689647623608,3.49002963653886,-2.9826197045447,-1.50262166691507,2.91804221749997,1.00580845125853
"ACADS",2.24027213403966,-2.24027213403966,-1.76661000586799,-1.1043120739604,2.59993016960909,-1.92750875358105,-2.16045459473943,1.68331876942671,2.0601438280243
"ACADSB",2.69281135170153,-2.69281135170153,-2.41293192876346,-2.31939473444633,4.22882374630036,-2.24061300269892,-4.2451905155997,1.44163828784755,4.14961743656367
"ACADVL",0.0487575371895909,-0.0487575371895909,-0.389176318781462,-2.51574107678923,2.38937495196326,0.184841696007482,-3.41276391551169,0.587351582113192,1.83497096942875
"ACAN",-10.9030837432201,10.9030837432201,10.435046830924,0.228324716992842,-10.3789903437204,10.7316164616786,0.567294411880651,-3.13006849119442,-10.7322034830432
"ACAP1",-10.4814944159869,10.4814944159869,10.0062427577929,-10.7092776547279,-2.43914354934908,9.27061894680217,-10.679002431285,2.53673999745958,-7.70370400159803
"ACAP2",0.41091582425671,-0.41091582425671,-0.402674271851594,-0.117944778313605,0.435469903221721,-0.599536798366035,-0.67948671707717,3.47971196086381,-2.95203231594527
"ACAT1",2.53415806165131,-2.53415806165131,-2.41249571908151,-1.79952664624216,3.55417269621002,-2.36001993726488,-1.81369752024963,2.25400056286924,1.29675561462643
"ACAT2",0.960565696126904,-0.960565696126904,-1.24664282422924,3.04944051269195,-0.958297430685156,-1.29317130113678,2.43647462795736,2.94530392104516,-3.40549643051111
"ACBD3",0.757950648501123,-0.757950648501123,-0.478360065394635,-2.41991002710766,2.24366596212539,-0.760109061059068,-2.10928674634677,3.86035902421361,-1.29367888378615
"ACBD4",0.211243165964675,-0.211243165964675,-0.0762530099404723,-2.16199093476497,1.71891409193761,0.666360677932531,-1.6025320203433,-1.16868934836239,1.63039477973122
"ACD",0.0939230813450797,-0.0939230813450797,-1.05299999182269,0.351180669563156,0.674961638082778,-0.280688725226302,-0.483442490737372,0.184554642208522,0.41450175314416
"ACE",-2.75243017405185,2.75243017405185,1.81862401623465,-1.59278488422103,-0.490223142289847,1.78084004582616,-3.12402634624036,-0.121799627401972,0.429438216170109
"ACE2",4.23841351814759,-4.23841351814759,-3.87831373983482,-2.91612427944238,6.3823951587903,-4.0193595710463,-5.38971648651269,3.66807230382961,4.93786448101361
"ACHE",-10.4561946211664,10.4561946211664,10.5156644404983,-1.96059848086283,-8.14987983816053,11.5382427370575,-2.51073894066706,-7.28033534933955,-3.41765747018635
"ACKR2",0.130316557998847,-0.130316557998847,0.240045115050339,-4.76425935654884,2.66767687723963,0.893822522667847,-6.13358801367525,-1.83921643320768,3.86049117223408
"ACKR3",-5.24593099533277,5.24593099533277,5.40974858750375,3.69325918371786,-7.81527577725025,5.48567446852129,3.79042878668075,-5.23563974284027,-2.60550110448947
"ACKR4",-9.45208148999828,9.45208148999828,10.3485530966111,-3.59295043411306,-6.61807938591553,9.85555254479324,-3.45129598463023,-1.47907067628329,-6.84749610913959
"ACO2",2.0834433342835,-2.0834433342835,-1.43961012590773,-3.49416726778795,3.76664627803341,-1.81200365857773,-3.64529908532062,3.4150797102221,0.609944951688
"ACOT11",3.46311851109451,-3.46311851109451,-3.52659956580988,-0.00987335416302232,3.12493662634738,-3.39821688094734,-1.21360814624266,1.62025095756727,2.66531793149465
"ACOT13",2.22687924985396,-2.22687924985396,-2.49339201723424,0.523151393228258,1.78144228746689,-2.44769749796454,1.19232980348141,2.32960261790322,-0.616297440039214
"ACOT7",-0.0679796590792728,0.0679796590792728,-0.157505312992593,1.94601586051895,-1.59980794493787,0.437068266121425,0.714868801645624,0.388501523280079,-1.60573396711697
"ACOT8",4.57020714249795,-4.57020714249795,-3.69656483124215,1.62495414552056,2.10918757036837,-3.79761611302979,2.66879120549581,1.58799923545869,0.37286674262142
"ACOT9",-4.44223752513896,4.44223752513896,4.47975290248589,-3.48617021709694,-0.567593948269855,4.7256373993968,-6.1905644842074,0.570372542778482,-0.634517892952514
"ACOX1",0.829540103297282,-0.829540103297282,-0.310780564468159,-0.576746419832318,0.757206572685971,-0.43343503723225,-1.68126317584639,1.77919485599042,-0.097349833388602
"ACOX2",1.70774665175505,-1.70774665175505,-1.42479981132649,-1.18055832446964,2.15693435341788,-0.790510668074175,-1.82901735108647,-2.72375506534015,5.85213406917687
"ACOX3",-1.76562302808073,1.76562302808073,1.47671085470256,-2.17636439764088,0.321826781125275,1.41620293241587,-1.41305241620202,-0.446099753813522,0.129632374823966
"ACOXL",2.6335616840181,-2.6335616840181,-2.58898012329917,1.85204554736863,1.07568181317297,-2.79296926465859,1.15755976561172,2.66626913788,-0.260876574804787
"ACP1",4.80960302751032,-4.80960302751032,-5.19675331778223,7.64881380696492,-0.451128531605658,-4.70578295403646,5.7134402575517,-2.55358943830984,3.52682685957613
"ACP2",-3.53978444023781,3.53978444023781,3.38181793777379,-2.02132932609405,-1.68112290484988,2.3450656808393,-0.91866891527675,4.74362545547879,-6.50284504557047
"ACP5",-4.78051093590777,4.78051093590777,4.95644556479424,-7.95567984720015,1.17698520526244,4.38104513107527,-7.15738431929984,5.25966530895383,-4.72945179442841
"ACP6",5.43896639956875,-5.43896639956875,-5.20381605129543,-0.418952228584578,5.32764070090202,-5.28027567941035,-0.594058636777988,1.52286820425598,4.71127079129171
"ACPP",2.52850883237744,-2.52850883237744,-2.52787637973031,-2.25571622928235,4.20357548948835,-2.35053838671775,-3.30862677042956,2.8853329909689,1.95425271727891
"ACR",4.0583653956858,-4.0583653956858,-4.14567597254414,-0.639950769937958,4.2357671029363,-3.0533852973692,-0.770671373272471,0.191830703681191,3.45127227456178
"ACRV1",2.30195079284847,-2.30195079284847,-2.90829920430353,0.832545074154953,2.01747914210373,-2.30842343295573,1.74103513939194,1.24018127159252,-0.254583357899057
"ACSBG1",2.57263211711763,-2.57263211711763,-3.32434216020729,3.49562153654469,0.428798625900431,-2.95999796393036,2.31164798314014,-3.11860494522524,4.34582752669141
"ACSF2",0.322849591446711,-0.322849591446711,-0.193913525885912,3.57049762087248,-2.20274710576073,-0.188280722759812,2.89523584608014,-1.20720536254721,-0.273761615514639
"ACSL3",-1.47465471085469,1.47465471085469,1.32842605552658,1.91446823277029,-2.79229920917939,1.55412115868858,1.32048009991272,-2.90279194210837,0.476153565271824
"ACSL4",-5.32321928053988,5.32321928053988,5.14444208051177,-3.05724834558714,-1.94563624408722,5.24288231130519,-3.23375707057077,-0.940463072666088,-1.48852353435135
"ACSL5",-0.43580844417978,0.43580844417978,0.410321155638499,-5.32256049154402,5.26644368035281,0.152201124223591,-6.86989152622772,4.23959591343583,2.26149923243016
"ACSL6",-4.08412014241105,4.08412014241105,4.15670789405549,-6.96010224129485,0.657448525990772,4.13687813972721,-6.50931886887247,0.748096162943756,-1.05154153484979
"ACSM1",2.31953284295418,-2.31953284295418,-2.35955235743482,-0.268654951180406,2.63320224930376,-2.62370037140148,-1.03005889100794,-2.37023156759183,7.46316284869514
"ACSM3",5.7755913128814,-5.7755913128814,-5.72252412212406,2.46039973052482,3.22747417353016,-5.43015313084215,1.12290674996456,0.177673293902165,5.27703028874332
"ACSM5",-5.90174174284981,5.90174174284981,5.61661219934178,-3.24499703615997,-3.13211902039253,5.41863674531534,-3.30398426336022,-1.16446425790498,-2.53553821155481
"ACSS3",-0.399368252244123,0.399368252244123,0.532547390155605,-0.0353441431938361,-0.425291157607262,0.649094995125225,1.64188573993131,-1.8099558151574,0.852695570473204
"ACTA2",-15.0087202926692,15.0087202926692,15.3808635320782,-1.3142548010794,-12.4572636502501,15.9062779037558,-1.58793225088696,-8.43133019360518,-5.6794454896908
"ACTB",-8.49303151599786,8.49303151599786,8.81491887407805,-1.03369561036174,-7.85571913997933,8.70760137718347,-1.44187826053773,-4.9152250480096,-3.86791725109412
"ACTC1",-6.23094732546469,6.23094732546469,6.53299352999575,0.985323314804192,-6.97457022834842,6.26357562176486,0.0547603266469377,-3.06097944191137,-3.67095055117016
"ACTG2",-11.7549777042443,11.7549777042443,12.485292483631,-1.11013455122357,-10.7178052053257,13.2224255663205,-1.13263355345408,-7.67778706663852,-4.91757137306592
"ACTL7A",-3.83806257182052,3.83806257182052,4.36852735017246,-4.09105649683903,-2.32325745466945,4.52389202635039,-3.79598411202239,0.131666034716308,-4.19727592718601
"ACTL8",0.741769106296505,-0.741769106296505,-0.915698268277262,-0.523624230858791,1.27595540460972,-0.562484256366367,-0.425574029595345,-0.0604537094047977,1.01376877087761
"ACTN1",-8.50269486750389,8.50269486750389,9.0089814347903,-1.96711216461087,-6.45773487792047,9.87168363013213,-1.65094855145238,-4.31862939851064,-4.37686480334883
"ACTN2",-4.96357809423024,4.96357809423024,4.70574681932272,1.02149593230145,-5.05208098877761,4.77420064163681,1.20257926495615,-0.752393929622577,-5.06632486174096
"ACTN4",-1.85221977259505,1.85221977259505,1.89027173376124,0.860770559620776,-2.58722786558619,1.60008503530533,0.125188615451854,-2.11563524382009,0.290867104353714
"ACTR10",-0.619217947236635,0.619217947236635,0.945849789156264,3.61437523142054,-3.38700107646332,0.761837110013668,4.14351709959624,-1.60091675116382,-1.66395634690231
"ACTR1A",-4.50799040194706,4.50799040194706,4.21956330503071,1.90718383206239,-5.34081857402568,4.45450883619013,0.707765023346925,-0.97443609533259,-3.91964870629177
"ACTR1B",4.37733194165105,-4.37733194165105,-5.09211485175319,2.37574582649453,2.54197330576341,-5.16786649811474,3.20466069335536,2.38034042592937,0.0511349708838939
"ACTR3",-1.01696887198097,1.01696887198097,1.41723891165347,-1.85869983296444,0.292752843702754,1.18101754704147,-1.82692403604596,3.67120837051042,-3.23076885673444
"ACTR5",2.02770325075941,-2.02770325075941,-1.61427815152466,3.67624152779497,-1.6414730937662,-2.03711403664568,3.62628611619398,-1.14765892921721,0.0407828164233245
"ACTR8",1.23702312150408,-1.23702312150408,-0.97676467962337,-0.796430967412103,1.40705804044158,-0.357529344827347,0.102603378565471,-0.0512273471924943,0.357370080335494
"ACVR1",-3.72066189829464,3.72066189829464,4.21798086488498,-1.61288705139443,-2.31592364924027,4.4358817190699,-2.12596813130786,-1.8471597963712,-0.712927388562793
"ACVR2A",-3.92293501001576,3.92293501001576,3.67574544843515,2.18768284095705,-5.23817539913731,4.1498702719594,1.89618556269577,-2.00592468317297,-3.80038335619897
"ACVR2B",5.62175017426839,-5.62175017426839,-4.88622428121826,3.31860126934192,1.50088205714656,-4.45990487959471,4.19451051723485,0.354847796322498,0.676114244669928
"ACVRL1",-13.4242547060954,13.4242547060954,12.9231849414999,-2.87323160273094,-8.02864250587935,12.9839266916852,-2.77870715715029,-2.59404312313412,-7.3089643277052
"ACYP2",4.36893142295833,-4.36893142295833,-4.53277222874382,1.69964183549038,2.73740148049465,-3.59263103916281,1.49192781339073,-0.0225927917477884,2.4102051831456
"ADA",-3.78343384721963,3.78343384721963,3.6460461834484,-0.898250450332976,-2.31082109117023,3.97059453516575,-0.653656189150117,-0.108311698938707,-3.10471674136659
"ADAM10",-4.73370528891394,4.73370528891394,4.56785024333067,-1.47230195819682,-2.95442178483695,4.2778629269364,-1.76502443506662,-0.259303708053908,-2.75667947006161
"ADAM11",2.50800242378603,-2.50800242378603,-3.19057396304234,5.11615026514758,-1.81847583020244,-2.5491637591678,5.17175374144843,-2.67517990232346,0.656691821088537
"ADAM12",-16.2862091306257,16.2862091306257,16.5357536552223,-2.13716613416835,-12.3937832699167,16.3745916189603,-2.04779996795711,-5.31130263544744,-9.57350940811755
"ADAM15",1.31768488672279,-1.31768488672279,-0.894533801977591,-2.66170519886088,2.61190451689985,-1.09420113811053,-3.50713211592057,3.57160614457475,-0.289616366460321
"ADAM17",0.107915104078537,-0.107915104078537,0.506604955410831,0.652101935014104,-0.973633690644693,0.44996287099685,-0.268958373428081,-0.558663150541247,0.361275580598756
"ADAM18",-0.303792088679686,0.303792088679686,0.392523181645155,0.435602869657594,-0.669727598556124,0.456207117851082,0.772818884827949,-0.514670593756605,-0.540178018397353
"ADAM19",-15.3975827858724,15.3975827858724,15.0542971349916,-3.93757074583058,-9.28894919978434,15.196641699498,-4.39118021485081,-4.18682254658469,-6.67601341856963
"ADAM2",-1.25586547535147,1.25586547535147,1.30157147936576,-0.679913943156467,-0.812843552325558,0.692185324552919,-1.36168938314082,-1.95776647196986,1.72696193424556
"ADAM20",-2.19376493004685,2.19376493004685,2.67614777597502,0.342717524830847,-2.82532574113881,2.52049493061752,0.360656792259246,-3.48545615143596,0.307184847995221
"ADAM22",-3.3385084373414,3.3385084373414,2.63470521405385,3.8250679618992,-5.33957768680456,3.17163129698475,4.26305820838161,-4.00314807530694,-2.24222595377755
"ADAM23",-4.8085601222417,4.8085601222417,4.42917806053835,1.49163666160664,-5.34422513281339,5.21864740114368,0.333266485020743,-9.78456186687375,4.28357621964765
"ADAM28",-2.98443026959163,2.98443026959163,3.21008952393399,-5.40924882360142,1.76743058945008,3.13201146549386,-4.97763048852149,0.189578283017117,0.893531895993537
"ADAM30",-2.14924689837144,2.14924689837144,2.05664553573714,-1.38267456634698,-0.73787290926746,1.42847108622081,-2.3873552611117,-1.03506249417432,1.12729490406001
"ADAM5",-1.65343900347708,1.65343900347708,1.51439242052115,-2.21057220552319,-0.107416471087157,1.26178677663809,-1.46786064187465,-0.943715612751799,0.48263379040181
"ADAM8",-5.67162376809574,5.67162376809574,5.26995990199943,-7.6195519508617,0.361178666763001,4.58677728730182,-7.37780895300313,3.11031897659815,-3.43840219401478
"ADAM9",-4.00943155175,4.00943155175,4.15982754518915,-1.21681164034709,-2.54789079297875,3.56458144745813,-1.70117277932233,-0.384474286516992,-1.59920827377687
"ADAMDEC1",-6.87306472818699,6.87306472818699,7.09307956932666,-9.28234379183728,-0.651337532904482,6.2705985053371,-7.32239604817261,5.4136382102177,-8.28062914780938
"ADAMTS1",-0.251493651486123,0.251493651486123,1.06589198836903,-1.84500603519239,0.663373168947308,1.22231697388803,-1.40007240685914,1.28673386518356,-1.35898259256253
"ADAMTS12",-13.6185295191387,13.6185295191387,14.0352028489925,0.559078201478883,-13.2004101260138,14.4589499585678,1.65211991922339,-8.13156747788502,-6.74533465889713
"ADAMTS13",2.42369141002729,-2.42369141002729,-2.44410976086167,0.0681399458390047,2.27337768854598,-2.06083314297949,0.665178006892558,-0.0441196026390931,1.84212540992907
"ADAMTS2",-10.3578407919482,10.3578407919482,10.2488071720911,0.18526472772247,-9.4030995277522,10.7222262896264,0.924321415776326,-6.59097175621014,-5.6594533406076
"ADAMTS20",0.18271308641705,-0.18271308641705,-0.174752965108459,1.02872299914031,-0.647920343837932,-0.846729552349318,1.45382449873174,-1.07551407579392,0.67907910156995
"ADAMTS3",-1.34366244957829,1.34366244957829,0.849375408905329,2.47199675065697,-2.97057654772509,1.24117383281287,3.6749683896925,-1.28817720639096,-2.75758080960611
"ADAMTS5",-7.93905791079969,7.93905791079969,8.04428072086225,1.76536556076226,-8.80781433913198,8.48890379250649,2.4113351392247,-4.59567827955981,-5.50988493287338
"ADAMTS7",-4.59576956257046,4.59576956257046,4.27696119245528,-4.26001119055863,-0.77327560810267,4.29393309903289,-3.8120413380783,0.101209917671589,-1.87222890829339
"ADAMTS8",1.59692520357038,-1.59692520357038,-1.95798174780977,2.95255407740032,-0.303920534452789,-2.00030387280735,3.32681613685637,-4.46752544198893,3.59793218901739
"ADAMTS9",-5.72228489325528,5.72228489325528,5.69319831856146,2.20592483321527,-7.01586012082187,5.88926567276075,1.80938648064615,-3.79151702193841,-3.22542646622219
"ADAMTSL3",-7.99888528962968,7.99888528962968,7.81987764727737,-3.02636982378627,-4.35470665705302,8.48383784161597,-3.33676126760677,-4.67921603059715,-0.298251000077881
"ADAMTSL4",-8.09331331430517,8.09331331430517,7.15648555276898,-1.71028209933332,-5.1595569896137,7.05091034008018,-0.683613581788017,-2.89429718574067,-4.37314852234119
