probeset,hgnc
A_23_P58747,N4BP3
A_23_P5875,POMC
A_23_P58763,PELO
A_23_P58770,HAND1
A_23_P58788,CDX1
A_23_P58796,RGMB
A_23_P58815,FBXO4
A_23_P58819,RANBP17
A_23_P58835,F2RL1
A_23_P58854,WNT8A
A_23_P58862,FAM135A
A_23_P58869,GSTM2P1
A_23_P58877,GOPC
A_23_P58898,CASP8AP2
A_23_P58912,C6orf165///SLC35A1
A_23_P58934,OPN5
A_23_P58937,TRAM2
A_23_P58953,NQO2
A_23_P58960,AGPAT4
A_23_P58967,ZC3H11A
A_23_P58983,TBC1D22B
A_23_P58993,MOCS1
A_23_P59005,TAP1
A_23_P59022,TRERF1
A_23_P5903,SLCO4A1
A_23_P59045,HIST1H2AE
A_23_P59051,SLC17A2
A_23_P59069,HIST1H2BO
A_23_P59099,OR11A1
A_23_P59107,MRPS18B
A_23_P5912,YTHDF1
A_23_P59130,LY6G5B
A_23_P59138,POU5F1P4///POU5F1P3///POU5F1B///POU5F1
A_23_P59153,LSM2
A_23_P59163,ATF6B
A_23_P59167,HLA-DPB2
A_23_P59179,RXRB
A_23_P59192,SNRPC
A_23_P59202,TAF11
A_23_P59210,CDKN1A
A_23_P59255,SMIM8
A_23_P59261,TPBG
A_23_P59268,RANBP9
A_23_P59285,GCM2
A_23_P59294,RREB1
A_23_P593,GPBP1L1
A_23_P59338,PDE7B
A_23_P59349,HECA
A_23_P59358,CEP57L1///CEP57L1P1
A_23_P59375,ID4
A_23_P59388,DST
A_23_P59397,RSPH3
A_23_P59410,KIF25
A_23_P59418,NRF1
A_23_P59426,PAXIP1
A_23_P59441,SLC35B4
A_23_P59444,SLC35B4
A_23_P5945,DHX35
A_23_P59452,AOC1
A_23_P59481,UBE3C
A_23_P59507,SH2B2
A_23_P59528,ACN9
A_23_P59543,TRGC1
A_23_P59547,NT5C3A
A_23_P59582,SEMA3E
A_23_P59602,MIOS
A_23_P59613,FZD9
A_23_P59616,GTF2IRD2P1///GTF2IRD2///GTF2IRD2B
A_23_P59630,PMS2P3
A_23_P59637,DOCK4
A_23_P59654,NPVF
A_23_P59657,CUL1
A_23_P59677,RINT1
A_23_P5968,SEMG2
A_23_P59700,BET1
A_23_P59714,RBM48
A_23_P59718,SRI
A_23_P59738,MYL7
A_23_P5974,ZSWIM1
A_23_P5976,ZSWIM1
A_23_P59772,CLCN1
A_23_P59783,OR2A14
A_23_P59787,C7orf55-LUC7L2
A_23_P59791,C7orf55-LUC7L2
A_23_P59798,MKRN1
A_23_P59807,WNT2
A_23_P59825,TAS2R16
A_23_P59828,FAM185A
A_23_P5983,PLTP
A_23_P59836,METTL2A///METTL2B
A_23_P59855,ZNF138
A_23_P59869,GJC3
A_23_P59877,FABP5P2///FABP5P7///FABP5
A_23_P59888,NACAP1
A_23_P59921,SUB1
A_23_P5995,ARFGEF2
A_23_P59950,SLC39A14
A_23_P59960,CRISPLD1
A_23_P59976,GML
A_23_P59988,MTMR9///SLC35G5
A_23_P59999,EMC2
A_23_P60002,EMC2
A_23_P60006,ANXA13
A_23_P60009,ANXA13
A_23_P60016,PTTG3P
A_23_P60028,TCEB1
A_23_P60047,TACC1
A_23_P60069,VDAC3
A_23_P60079,ANGPT2
A_23_P60089,DOCK5
A_23_P60101,ZNF696
A_23_P60120,GSDMC
A_23_P60130,MAL2
A_23_P60146,PDGFRL
A_23_P60166,DEPTOR
A_23_P60180,ABL1
A_23_P60210,RLN1
A_23_P60225,GRHPR
A_23_P60227,CCIN
A_23_P6023,RAE1
A_23_P60240,PIGO
A_23_P60248,TXN
A_23_P60259,TMEM38B
A_23_P60271,SMC2
A_23_P60283,XPA
A_23_P60296,OSTF1
A_23_P60306,TLR4
A_23_P60324,UBAC1
A_23_P60330,C9orf37
A_23_P60339,C9orf64
A_23_P6034,TUBB1
A_23_P60354,SMARCA2
A_23_P60373,IFNW1
A_23_P60376,EDF1
A_23_P60387,NOTCH1
A_23_P60405,DDX31
A_23_P6041,DEFB126
A_23_P6045,DEFB126
A_23_P60458,PPP2R4
A_23_P60472,UBAP2
A_23_P60479,DNAJA1
A_23_P60488,ODF2
A_23_P60499,ZNF462
A_23_P60506,C4orf27
A_23_P60517,FXN
A_23_P60534,TOR2A
A_23_P60537,PRPF4
A_23_P60565,ZNF354A
A_23_P60579,MPI
A_23_P60591,DNAJC7
A_23_P60610,CLTB
A_23_P60627,ALOX15B
A_23_P60657,RPRD2
A_23_P6066,CPXM1
A_23_P60683,STK24
A_23_P60718,ALG12
A_23_P60727,KCNMA1
A_23_P60742,MYLPF
A_23_P60753,PUS1
A_23_P60775,CELF5
A_23_P60793,ASMTL-AS1
A_23_P60811,PRKAA2
A_23_P60816,PDCD6IP
A_23_P60837,PDE3A
A_23_P6085,SLC23A2
A_23_P60856,TSPAN4
A_23_P60899,TGS1
A_23_P60933,MT1G
A_23_P60962,MAPK15
A_23_P60977,LAT
A_23_P6099,PLCB1
A_23_P60990,C2orf54
A_23_P61031,ZBBX
A_23_P61042,IGHA2
A_23_P61050,MLKL
A_23_P61057,IL16
A_23_P61100,RABEP2
A_23_P61127,APOO
A_23_P61149,INPP5D
A_23_P61171,KCNG2
A_23_P61180,PLCXD1
A_23_P6119,SEC23B
A_23_P61202,FAM207A///FAM207BP
A_23_P61230,HGS
A_23_P61255,CNTNAP4
A_23_P61268,FAM203A///FAM203B
A_23_P61280,COPG2
A_23_P6130,PAX1
A_23_P61317,GKN2
A_23_P61371,TMEM173
A_23_P61398,PIM3
A_23_P61406,SHC3
A_23_P61426,MSRA
A_23_P61447,ETFDH
A_23_P61466,CD163L1
A_23_P61487,LRRC20
A_23_P61498,KRT76
A_23_P615,INSRR
A_23_P61508,CHRNA9
A_23_P6151,PLAGL2
A_23_P61524,CCDC71
A_23_P61529,GLB1
A_23_P61531,GLB1
A_23_P61551,CD2BP2
A_23_P61569,VAMP4
A_23_P61580,NSUN6
A_23_P61623,SLCO3A1
A_23_P61633,TNK2
A_23_P61637,HAL
A_23_P61646,STX4
A_23_P61674,CLK4
A_23_P61688,SLC12A7
A_23_P61707,HPSE2
A_23_P61748,COL4A3BP
A_23_P61761,NRG3
A_23_P61778,NXN
A_23_P61810,BAIAP2
A_23_P61823,RAB24///MXD3
A_23_P61826,BCL7A
A_23_P61854,TTC37
A_23_P61881,ARIH2
A_23_P61886,TSPAN5
A_23_P61919,DGKB
A_23_P61945,MITF
A_23_P6196,SCAND1
A_23_P61960,ATP6V0E2
A_23_P61967,RBMXL2
A_23_P61987,TMEM121
A_23_P6201,LIPI
A_23_P62042,PRR4///TAS2R14
A_23_P62070,SLC6A19
A_23_P62081,SCG5
A_23_P62099,MAGEC2
A_23_P62115,TIMP1
A_23_P62128,MTM1
A_23_P62133,MTM1
A_23_P62139,PQBP1
A_23_P62159,FAM120C
A_23_P62173,TEX13A
A_23_P62188,ZC4H2
A_23_P62196,DRP2
A_23_P62220,CD40LG
A_23_P62227,CXorf21
A_23_P6223,SCAF4
A_23_P62255,GRPR
A_23_P62270,KDM5C
A_23_P62276,NKAP
A_23_P62298,NLGN3
A_23_P62309,AGTR2
A_23_P62335,TMLHE
A_23_P62336,CPXCR1
A_23_P62351,ARMCX6
A_23_P62361,UBL4A
A_23_P62371,TAZ
A_23_P62377,PNCK
A_23_P62387,NUDT11
A_23_P62406,F9
A_23_P62429,FAM127B
A_23_P62437,TLR7
A_23_P62446,HSFY1///HSFY2
A_23_P62465,ZFY
A_23_P6252,DSCR8
A_23_P62583,MEGF6
A_23_P62588,CALML6
A_23_P62605,RPL11
A_23_P6263,MX2
A_23_P62634,RHCE
A_23_P62642,CCDC19
A_23_P62647,SLAMF1
A_23_P62652,SLAMF1
A_23_P62659,PPT1
A_23_P62709,SPRR3
A_23_P6272,ICOSLG
A_23_P62731,MRPS14
A_23_P62741,ELTD1
A_23_P62752,NPPB
A_23_P62764,CCDC28B
A_23_P62768,TMEM54
A_23_P62807,SCCPDH
A_23_P62840,YRDC
A_23_P62868,EXOSC10
A_23_P62881,SGIP1
A_23_P62890,GBP1
A_23_P62901,BTG2
A_23_P62907,ATF6
A_23_P62920,KIFAP3
A_23_P6293,UBASH3A
A_23_P62932,ATP1B1
A_23_P62953,PBX1
A_23_P62959,PHLDA3
A_23_P62967,DISC1
A_23_P62999,EXTL1
A_23_P630,MSTO2P///MSTO1
A_23_P63010,CERS2
A_23_P63017,LGALS8
A_23_P63026,LGALS8
A_23_P6303,U2AF1
A_23_P63032,GUCA2B
A_23_P63038,LEPRE1
A_23_P63050,UROD
A_23_P63057,GON4L
A_23_P63067,DAP3
A_23_P6307,U2AF1
A_23_P63083,ASH1L
A_23_P63096,VHLL
A_23_P63101,FAM189B
A_23_P63114,DDI2
A_23_P63153,DDX20
A_23_P63158,SPTA1
A_23_P63167,CD1A
A_23_P63178,TAF12
A_23_P63190,NRAS
A_23_P63205,DR1
A_23_P63209,HSD11B1
A_23_P6321,CLDN5
A_23_P63219,POGZ
A_23_P63232,CREB3L4
A_23_P63243,C1orf43
A_23_P63254,SFN
A_23_P63281,GLTPD1
A_23_P63289,SSU72
A_23_P63319,SOAT1
A_23_P63343,UTS2
A_23_P6335,SERPIND1
A_23_P63371,TAL1
A_23_P63379,CA14
A_23_P63390,FCGR1A///FCGR1C///FCGR1B
A_23_P63402,GPSM2
A_23_P63432,RHBDL2
A_23_P6344,SDF2L1
A_23_P63447,DNM3OS
A_23_P63459,COA6
A_23_P635,PMF1
A_23_P63503,RABIF
A_23_P63534,XPR1
A_23_P63541,KIF26B
A_23_P63547,CR1L
A_23_P63557,CNTN2
A_23_P63584,AHCTF1P1///AHCTF1
A_23_P63600,ARMC4
A_23_P63618,SCD
A_23_P6362,DERL3
A_23_P63655,ATP5C1
A_23_P63660,FAM213A
A_23_P63668,IFIT5
A_23_P63681,IDE
A_23_P63689,MRPL43
A_23_P63696,MRPL43
A_23_P63711,ARL3
A_23_P63725,WDR96
A_23_P63736,LINC00839
A_23_P63751,PRDX3
A_23_P63777,OIT3
A_23_P63789,ZWINT
A_23_P63798,KLF6
A_23_P6381,MN1
A_23_P63816,NRBF2
A_23_P63825,GOT1
A_23_P63829,HSPA14
A_23_P63847,SUPV3L1
A_23_P63870,SAMD8
A_23_P63896,FAS
A_23_P63897,CTBP2
A_23_P63908,TRUB1
A_23_P63929,WDR11
A_23_P63972,DOC2GP
A_23_P6398,AP1B1
A_23_P63980,LRFN4
A_23_P63999,CELF1
A_23_P64010,MTCH2
A_23_P64019,MTMR2
A_23_P64044,FERMT3
A_23_P64051,CDC42BPG
A_23_P64058,RASGRP2
A_23_P64070,SLC25A45
A_23_P64083,SF3B2
A_23_P64090,RAB1C///RAB1B
A_23_P64102,RIN1
A_23_P64121,KIAA1549L
A_23_P64129,HTATIP2
A_23_P64161,ANGPTL5
A_23_P64173,CASP1///CARD16
A_23_P64184,CYCSP29
A_23_P64193,ALG9
A_23_P64204,ZW10
A_23_P64214,PCSK7
A_23_P6422,RFPL3
A_23_P64232,ZNF259
A_23_P64238,UPK2
A_23_P64243,UPK2
A_23_P64247,TTC17
A_23_P64306,TRIM48
A_23_P64313,OR4C1P
A_23_P6433,MB
A_23_P64343,TIMM10
A_23_P64372,TCN1
A_23_P64404,FADS3
A_23_P64448,OR6A2
A_23_P6447,IFT27
A_23_P64489,RIC8A
A_23_P64499,MOB2
A_23_P64510,RIC3
A_23_P64525,RAG2
A_23_P64539,HBG1
A_23_P6456,NOL12
A_23_P64560,PGAP2
A_23_P64611,P2RY6
A_23_P64617,FZD4
A_23_P64630,RNF26
A_23_P6464,PLA2G6
A_23_P64650,TSFM
A_23_P64661,ARHGAP9
A_23_P64669,ZCCHC8
A_23_P64689,PAN2
A_23_P64712,TCTN2
A_23_P64721,HCAR3
A_23_P6474,JOSD1
A_23_P64743,STK38L
A_23_P64751,GPR182
A_23_P64762,EEA1
A_23_P64770,DDX23
A_23_P64785,ZNF641
A_23_P64792,KCNMB4
A_23_P64799,AAAS
A_23_P64808,HOXC13
A_23_P6481,TNRC6B
A_23_P64825,LACRT
A_23_P64828,OAS1
A_23_P64837,SMAGP
A_23_P64854,KRT75
A_23_P64860,SELPLG
A_23_P64873,DCN
A_23_P64879,KCNJ8
A_23_P64888,TAS2R10
A_23_P64898,KLRG1
A_23_P6490,TNRC6B
A_23_P64913,PDE6H
A_23_P64919,RERGL
A_23_P64932,RIC8B
A_23_P64938,LPCAT3
A_23_P64954,USP5
A_23_P64980,SLC6A13
A_23_P64990,RAD52
A_23_P65000,FAM216A
A_23_P65022,ACADS
A_23_P65031,DYNLL1
A_23_P65068,EID3
A_23_P65089,APOLD1///DDX47
A_23_P65100,GALNT8
A_23_P65110,RACGAP1
A_23_P65129,SPRYD3
A_23_P6514,HMGN2P9
A_23_P65157,COX17P1///COX17
A_23_P65174,PHF11
A_23_P65189,PDX1
A_23_P65208,ZMYM5
A_23_P65217,TGDS
A_23_P65230,TMTC4
A_23_P65240,COL4A1
A_23_P65254,POMP
A_23_P65262,N4BP2L2
A_23_P65278,NBEA
A_23_P65302,SPACA7
A_23_P65307,SLITRK6
A_23_P65320,NEK3
A_23_P6535,KLHDC7B
A_23_P65357,SYNJ2BP
A_23_P65370,GLRX5
A_23_P65386,OTUB2
A_23_P65388,CLEC14A
A_23_P654,ZBTB17
A_23_P65401,CFL2
A_23_P65410,STRN3
A_23_P65427,PSME2
A_23_P65442,IRF9
A_23_P65455,HAUS4
A_23_P6546,TUBGCP6
A_23_P65466,RAB2B
A_23_P65472,RNASE11
A_23_P65481,TEP1
A_23_P65506,SPTB
A_23_P65518,DACT1
A_23_P65532,PELI2
A_23_P65555,SAV1
A_23_P65558,MGAT2
A_23_P65584,COQ6
A_23_P65609,GTF2A1
A_23_P6561,EBLN2
A_23_P65615,GTF2A1
A_23_P65618,TGM1
A_23_P65629,KCNK10
A_23_P65651,WARS
A_23_P65659,ATP10A
A_23_P65674,TMOD3
A_23_P65678,FBN1
A_23_P65696,DUOXA2
A_23_P65699,SPG11
A_23_P65712,FAM103A2P///FAM103A1
A_23_P65717,THSD4
A_23_P65733,ZNF770
A_23_P65741,DIS3L
A_23_P65757,CCNB2
A_23_P65768,RSL24D1
A_23_P65779,STRA6
A_23_P65789,MCTP2
A_23_P65797,KLHL25
A_23_P65812,SMAD6
A_23_P65823,GABARAPL3
A_23_P65830,HDDC3
A_23_P65845,OR11J5P///OR11J1P
A_23_P65851,PEAK1
A_23_P65857,TMCO5A
A_23_P65870,FBXO22
A_23_P65877,SLC12A6
A_23_P6589,PMS2CL
A_23_P65890,CIB2
A_23_P65901,FSD2
A_23_P65910,LRRC57
A_23_P65918,ITPKA
A_23_P65930,ZFYVE19
A_23_P6596,HES1
A_23_P65963,BFAR
A_23_P65967,SLC38A7
A_23_P65983,CCDC102A
A_23_P65996,CYLD
A_23_P66011,NECAB2
A_23_P66017,PRRT2///PAGR1
A_23_P66038,ZDHHC1
A_23_P66050,B3GNT9
A_23_P66063,PDP2
A_23_P66085,N4BP1
A_23_P66095,MC1R///TUBB3
A_23_P66100,PGP
A_23_P66110,TSC2
A_23_P66117,ITFG3
A_23_P66137,SOX8
A_23_P6615,CPB1
A_23_P66158,KNOP1
A_23_P66174,SBK1
A_23_P66180,CACNG3
A_23_P66211,PAQR4
A_23_P66219,PDPK1
A_23_P6624,UMPS
A_23_P66241,MT1M
A_23_P66260,ZNF267
A_23_P66289,ZNF668
A_23_P66306,TSSC2///ALG1
A_23_P66311,DNASE1
A_23_P66319,BCAR1
A_23_P66328,ACSM2B
A_23_P66355,ITGB4
A_23_P66402,MED9
A_23_P66421,NAT9
A_23_P66432,TTYH2
A_23_P66439,NT5C
A_23_P66454,GSDMB
A_23_P66473,PITPNC1
A_23_P66481,RTN4RL1
A_23_P66487,SMARCD2
A_23_P66497,CACNG5
A_23_P6651,FAM208A
A_23_P66525,HS3ST3A1
A_23_P66530,MYH4
A_23_P66540,PIK3R5
A_23_P66543,PIK3R5
A_23_P66552,FNDC8
A_23_P66563,SMG8
A_23_P66593,GFAP
A_23_P66599,VPS25
A_23_P66608,KAT2A
A_23_P66635,CCL11
A_23_P66637,SGCA
A_23_P66658,TADA2A
A_23_P66664,TADA2A
A_23_P66682,HOXB6
A_23_P66694,EVI2B
A_23_P66698,SLC46A1
A_23_P66715,PIGS
A_23_P66719,DHRS13
A_23_P66732,GSG2
A_23_P66739,SLC13A5
A_23_P6674,LXN
A_23_P66753,PITPNM3
A_23_P66766,RPAIN
A_23_P66767,GGT6
A_23_P66774,GGT6
A_23_P66777,CDC27
A_23_P66798,KRT15///KRT19
A_23_P66813,SIRT7
A_23_P66827,FAM106A///FAM106B
A_23_P66844,KRTAP4-7
A_23_P66854,KRT20
A_23_P66858,KRTAP17-1
A_23_P66867,GEMIN4
A_23_P66872,GEMIN4
A_23_P6688,ANO10
A_23_P66881,RGS9
A_23_P66891,CDC42EP4
A_23_P66900,CDK5RAP3
A_23_P66924,DYM
A_23_P66948,GAREM
A_23_P66967,CETN1
A_23_P66988,ONECUT2
A_23_P67042,MOCOS
A_23_P67072,ZNF615
A_23_P6708,NCBP2-AS2
A_23_P67089,ZNF772
A_23_P67101,ZIM3
A_23_P67103,ZIM3
A_23_P67127,TMEM145///MEGF8
A_23_P6714,SENP7
A_23_P67151,OLFM2
A_23_P67162,PIN1
A_23_P67169,IL11
A_23_P67188,BCKDHA
A_23_P67198,CPAMD8
A_23_P6722,SPATA16
A_23_P67224,TNFSF9
A_23_P67228,SNAPC2
A_23_P67271,PKN1
A_23_P67278,ZNF443
A_23_P67288,CALR
A_23_P67299,DOCK6
A_23_P67321,JOSD2
A_23_P67332,NR1H2
A_23_P67339,RCN3
A_23_P67355,PRRG2
A_23_P67360,PLEKHA4
A_23_P67367,DHDH
A_23_P67381,SULT2A1
A_23_P67399,STRN4
A_23_P67411,RSPH6A
A_23_P67414,RSPH6A
A_23_P67424,ZNF461
A_23_P67432,ZNF583
A_23_P67453,TNNI3
A_23_P6746,IQSEC1
A_23_P67466,PSMD8
A_23_P67496,RN7SL566P///SAMD4B
A_23_P67521,IRGC
A_23_P67529,KCNN4
A_23_P67555,APBA3
A_23_P67583,MAP1S
A_23_P67589,C19orf60
A_23_P67618,ZNF792
A_23_P6762,JAGN1
A_23_P67646,GAPDHS
A_23_P67648,CAPNS1
A_23_P67661,COX7A1
A_23_P67669,PGLYRP2
A_23_P67702,ZNF85
A_23_P67708,TCF3
A_23_P6771,LMCD1
A_23_P67725,TIMM13///LMNB2
A_23_P67737,ZNF568
A_23_P67748,RAB11B
A_23_P67771,BARD1
A_23_P67785,SPAG16
A_23_P67799,TMEM37
A_23_P67829,UXS1
A_23_P67847,GALNT14
A_23_P6786,TRNT1
A_23_P67864,ADCY3
A_23_P67896,SCN3A
A_23_P67913,GMPPA
A_23_P67932,CXCR1
A_23_P67952,MYCNOS
A_23_P67960,G6PC2
A_23_P67971,GALM
A_23_P67980,KLF7
A_23_P67992,C1D///C1DP1
A_23_P68006,IL1R1
A_23_P68007,ATP1B3
A_23_P6802,RRP9
A_23_P68031,STAT4
A_23_P68040,PCBP1
A_23_P68059,PCGF1
A_23_P68072,WDR54
A_23_P68087,ATIC
A_23_P68106,TMSB10
A_23_P68121,PSD4
A_23_P68155,IFIH1
A_23_P68167,CNGA3
A_23_P6818,SEMA3G
A_23_P68183,ALPP///ALPPL2
A_23_P68198,SH3YL1
A_23_P68211,SPR
A_23_P68219,TTN
A_23_P6822,ITIH3
A_23_P68234,GPR75
A_23_P68240,GPAT2
A_23_P68300,EPT1
A_23_P68311,GPR113
A_23_P68327,CCDC104
A_23_P68338,TMEM169
A_23_P6836,IP6K2
A_23_P68380,SRMS
A_23_P68401,CTNNBL1
A_23_P68423,JPH2
A_23_P68436,WFDC12
A_23_P68452,SLC35C2
A_23_P68462,ZNFX1
A_23_P68472,DPM1
A_23_P68486,FAM210B
A_23_P68487,BMP7
A_23_P6849,CCR1
A_23_P68505,FAM217B
A_23_P68511,ANGPT4
A_23_P68517,TMC2
A_23_P68529,ITPA
A_23_P68539,MAVS
A_23_P68547,MCM8
A_23_P68577,LINC00652
A_23_P68601,CST7
A_23_P68610,TPX2
A_23_P68624,POFUT1
A_23_P68628,NECAB3
A_23_P68665,ADRM1
A_23_P68669,CHODL
A_23_P6869,TMEM115
A_23_P68691,LINC00846
A_23_P68700,DNAJC28
A_23_P68717,PSMG1
A_23_P68730,PDXK
A_23_P68740,AIRE
A_23_P68752,DIP2A
A_23_P68759,TFF1
A_23_P68773,CECR1
A_23_P6878,SEMA3F
A_23_P68786,PRODH
A_23_P68824,SMARCB1
A_23_P68846,MYO18B
A_23_P68851,KREMEN1
A_23_P68866,UQCR10
A_23_P68868,TUG1
A_23_P68884,DRG1
A_23_P68889,RTCB
A_23_P68892,RTCB
A_23_P68899,TXN2
A_23_P6891,EIF1B
A_23_P68910,SSTR3
A_23_P68922,MICALL1
A_23_P68942,RPL3P4///RPL3
A_23_P68949,ST13P4///ST13P18///ST13P5///ST13P10///ST13P3///ST13P13///ST13
A_23_P68966,DESI1
A_23_P68970,ARFGAP3
A_23_P68978,EFCAB6
A_23_P68998,MIOX
A_23_P69012,CCR8
A_23_P69020,GABRR3
A_23_P69030,COL8A1
A_23_P69055,ZNF197
A_23_P69058,MLH1
A_23_P69068,PLXNA1
A_23_P6909,ACKR4
A_23_P69100,ARHGEF26
A_23_P69109,PLSCR1
A_23_P69121,SIAH2
A_23_P6914,OSBPL11
A_23_P69154,FAM198A
A_23_P69171,SUCNR1
A_23_P69179,LEPREL1
A_23_P69188,DPH3
A_23_P692,KCND3
A_23_P69206,SLC6A6
A_23_P69218,EMC3
A_23_P69226,EMC3
A_23_P69242,SUMF1
A_23_P69249,ACTL6A
A_23_P69267,ABHD14A
A_23_P69293,CHDH
A_23_P69306,PTPN23
A_23_P69310,CCRL2
A_23_P69326,CADPS
A_23_P69329,HYAL1
A_23_P69339,ACAA1
A_23_P6935,CD47
A_23_P69362,CCDC51
A_23_P69368,TF
A_23_P69372,TF
A_23_P69383,PARP9
A_23_P6943,GPR15
A_23_P69431,RPL4P4///RPL4
A_23_P69437,YEATS2
A_23_P69468,NDUFB4
A_23_P69491,RHOA
A_23_P69493,RHOA
A_23_P69497,EXOSC7///CLEC3B
A_23_P69513,RGS12
A_23_P69521,CCNI
A_23_P69531,KLB
A_23_P69537,NMU
A_23_P69573,GUCY1A3
A_23_P69586,FAT1
A_23_P69606,AFM
A_23_P69617,UNC5C
A_23_P6963,UBE2E1
A_23_P69637,OTUD4
A_23_P69652,GPR78
A_23_P69663,PRKG2
A_23_P69670,BLOC1S4
A_23_P69683,SEC24B
A_23_P69695,CISD2
A_23_P69699,NPY1R
A_23_P697,KCND3
A_23_P69720,ANXA5
A_23_P69768,CLDN22
A_23_P69784,THAP9
A_23_P69791,AP1AR
A_23_P6980,ZNF717
A_23_P69810,AGPAT9
A_23_P69826,DHX15
A_23_P69840,SLC35A4
A_23_P69853,RELL2
A_23_P69863,PCDHB5
A_23_P69868,SERF1B///SERF1A
A_23_P69877,ZFP62
A_23_P69908,GLRX
A_23_P69918,GNL3LP1
A_23_P69958,AP3S1
A_23_P69970,SOX30
A_23_P69988,RARS
A_23_P70007,HMMR
A_23_P70020,PFDN1
A_23_P70045,H2AFY
A_23_P70047,MATR3
A_23_P7005,ALG3
A_23_P70060,PPAP2A
A_23_P70095,CD74
A_23_P70102,SLC36A2
A_23_P70127,TMED9
A_23_P70148,NNT
A_23_P70161,ITGA2
A_23_P70168,TARS
A_23_P70201,CHD1
A_23_P70213,APC
A_23_P70219,TLX3
A_23_P70231,ALDH7A1///ALDH7A1P1
A_23_P70249,CDC25C
A_23_P70278,ROS1
A_23_P70290,TMEM30A
A_23_P70297,ANKRD6
A_23_P7030,MRPL3
A_23_P70307,SMOC2
A_23_P70318,ENPP4
A_23_P70328,CENPQ
A_23_P7033,MAGEF1
A_23_P70355,SERPINB6
A_23_P70371,PHF3
A_23_P70384,RNF8
A_23_P70387,APOBEC2
A_23_P70398,VEGFA
A_23_P70409,POLR1C
A_23_P70417,MRPS10
A_23_P70445,HIST1H3E
A_23_P70448,HIST1H1A
A_23_P70468,OR2B6
A_23_P7048,C4orf6
A_23_P70480,HIST1H4L
A_23_P70492,OR2N1P
A_23_P705,OR10R2
A_23_P70509,ATAT1
A_23_P70520,CDSN
A_23_P70534,LY6G6F///LY6G6D
A_23_P70539,HLA-C
A_23_P70547,HSPA1L
A_23_P7056,SDAD1
A_23_P70566,FKBPL
A_23_P70571,SLC39A7
A_23_P70583,VPS52
A_23_P70588,GRM4
A_23_P70598,TCP11
A_23_P70634,NMBR
A_23_P70643,ADGB
A_23_P70648,HTR1E
A_23_P7066,UBE2Q2P6///RPL9P8///RPL9
A_23_P70660,FAM46A
A_23_P70670,CD83
A_23_P70677,SMIM13
A_23_P70688,LY86
A_23_P70701,ARID1B
A_23_P70719,LAMA2
A_23_P70733,TAAR2
A_23_P7074,NOA1
A_23_P70746,AHI1
A_23_P70748,REPS1
A_23_P70785,AIM1
A_23_P70794,RAB23
A_23_P70813,C6orf123
A_23_P70814,C6orf123
A_23_P70818,SMO
A_23_P70827,KIAA1549
A_23_P7083,CTBP1-AS2
A_23_P70843,BPGM
A_23_P70849,NOS3
A_23_P70867,SBDS
A_23_P7087,CTBP1-AS2
A_23_P70888,FBXO24
A_23_P70897,ZCWPW1
A_23_P70915,ORAI2
A_23_P70938,STARD3NL
A_23_P70951,KBTBD2
A_23_P70961,INMT///INMT-FAM188B
A_23_P70968,HOXA7
A_23_P70983,PCLO
A_23_P7099,AGA
A_23_P70991,AIMP2
A_23_P70998,RPA3-AS1
A_23_P7101,SLBP
A_23_P71014,WBSCR22
A_23_P71017,CLDN3
A_23_P71033,HIP1
A_23_P71037,IL6
A_23_P71053,MPP6
A_23_P71064,SP4
A_23_P71067,TWIST1
A_23_P71073,TWIST1
A_23_P71091,GCC1
A_23_P71094,GCC1
A_23_P71117,SLC25A40
A_23_P71146,POLD2
A_23_P71148,BLVRA
A_23_P71170,TRPV6
A_23_P71179,OR2A3P
A_23_P71213,ASZ1
A_23_P71226,SLC13A1
A_23_P71241,SEC61G
A_23_P71258,CYP3A43
A_23_P71268,AZGP1
A_23_P71270,AZGP1
A_23_P71300,CCDC25
A_23_P71316,RBPMS
A_23_P71319,FDFT1
A_23_P7132,FAM13A
A_23_P71328,MATN2
A_23_P71364,PI15
A_23_P71368,RP1
A_23_P71379,PSCA
A_23_P71389,MTMR9
A_23_P71415,WDYHV1
A_23_P71419,COPS5
A_23_P71430,UBE2W
A_23_P71433,UBE2W
A_23_P7144,CXCL1
A_23_P71440,GOLGA7
A_23_P71464,DECR1
A_23_P71480,DEFB1
A_23_P71492,NEFL
A_23_P71503,RHPN1-AS1
A_23_P71513,EFR3A
A_23_P71526,ASAP1
A_23_P71530,TNFRSF11B
A_23_P71537,CSPP1
A_23_P71558,RECQL4
A_23_P71570,OSR2
A_23_P71591,NOL8
A_23_P71598,MPDZ
A_23_P71624,PAX5
A_23_P71644,VCP///FANCG
A_23_P71649,MUSK
A_23_P71699,RORB
A_23_P717,TMEM206
A_23_P7172,PGM2
A_23_P71727,CKS2
A_23_P71741,KIF27
A_23_P71752,ZFAND5
A_23_P71757,IFNA6
A_23_P71774,IFNB1
A_23_P71778,LCN15
A_23_P71790,MAMDC4
A_23_P71810,BAAT
A_23_P71821,PBX3
A_23_P71830,ZBTB26
A_23_P7185,STAP1
A_23_P71855,C5
A_23_P71864,FAM73B
A_23_P71867,IL11RA
A_23_P71880,SPINK4
A_23_P71889,ODF2
A_23_P71904,NTMT1
A_23_P71908,SNAPC3
A_23_P71926,PRKACG
A_23_P71928,SH2D3C
A_23_P7194,LGI2
