"","TCGA_eset_ClusterK4_SAMD_1","TCGA_eset_ClusterK4_SAMD_2","TCGA_eset_ClusterK4_SAMD_3","TCGA_eset_ClusterK4_SAMD_4","mayo.eset_ClusterK4_SAMD_1","mayo.eset_ClusterK4_SAMD_2","mayo.eset_ClusterK4_SAMD_3","mayo.eset_ClusterK4_SAMD_4","GSE32062.GPL6480_eset_ClusterK4_SAMD_1","GSE32062.GPL6480_eset_ClusterK4_SAMD_2","GSE32062.GPL6480_eset_ClusterK4_SAMD_3","GSE32062.GPL6480_eset_ClusterK4_SAMD_4","GSE9891_eset_ClusterK4_SAMD_1","GSE9891_eset_ClusterK4_SAMD_2","GSE9891_eset_ClusterK4_SAMD_3","GSE9891_eset_ClusterK4_SAMD_4","GSE26712_eset_ClusterK4_SAMD_1","GSE26712_eset_ClusterK4_SAMD_2","GSE26712_eset_ClusterK4_SAMD_3","GSE26712_eset_ClusterK4_SAMD_4","aaces.eset_ClusterK4_SAMD_1","aaces.eset_ClusterK4_SAMD_2","aaces.eset_ClusterK4_SAMD_3","aaces.eset_ClusterK4_SAMD_4"
"GSE9891_eset_ClusterK4_SAMD_2",-0.467914671245504,0.892187632725723,-0.584480601416092,0.0966437515664823,-0.369404449236327,0.83537098850913,-0.589460130029546,0.0576126126117259,-0.483938651657011,0.819437140180795,-0.154373531888921,0.228568730762065,-0.525579809726407,1,-0.641321139270097,0.14215130350611,-0.149472996996095,0.150992866669877,-0.0462114753780615,0.0452720897613502,-0.367744651054372,0.511455899053774,-0.0181407386665477,-0.00266727641579147
"GSE9891_eset_ClusterK4_SAMD_3",0.0833214914665787,-0.602721186217933,0.709244537453371,-0.0890297534271408,-0.105392111247686,-0.546846813226811,0.693653525963127,0.0358430544937745,0.0737778442121228,-0.535813066235872,0.540694470894148,-0.223977723868282,0.0232047095258863,-0.641321139270097,1,-0.128464864260708,-0.149752711344985,0.077896839896493,0.14952745738262,-0.120892734152301,0.221282633559351,-0.446879880281491,0.283674107648016,-0.047366273162923
"GSE9891_eset_ClusterK4_SAMD_4",-0.649279029024734,0.0863890027371202,0.00978297180455246,0.696400182330548,-0.514154736448686,0.158548774418014,-0.208655290023679,0.628653884968971,-0.604513249704069,0.0369972462121804,0.306659390328537,0.611669498859852,-0.739580603707086,0.14215130350611,-0.128464864260708,1,-0.459853081230386,0.271358265272844,-0.092758344008318,0.197903312139259,-0.414100625063172,-0.00976295271579464,0.144724165093864,0.167989002780547
"GSE26712_eset_ClusterK4_SAMD_1",0.540374247896666,-0.106074606025479,-0.212526766139709,-0.264049268352889,0.524786825644045,-0.16190786750044,-0.0977865717115792,-0.27424595410652,0.49813101576775,-0.0956072918024366,-0.428384847800616,-0.252367698625803,0.584767888429581,-0.149472996996095,-0.149752711344985,-0.459853081230386,1,-0.187672566128133,-0.132115633793882,-0.305433189773511,0.467890472087105,0.14834065991532,-0.179227750843694,-0.246696628374116
"GSE26712_eset_ClusterK4_SAMD_2",-0.279103761533848,0.0997494409105797,-0.17877281399649,0.465476467382277,-0.296166782538205,0.0746123388071448,-0.0906519704204289,0.38657492612797,-0.405643241119141,0.102661516853051,0.361064895656729,0.215696860752312,-0.336422840603719,0.150992866669877,0.077896839896493,0.271358265272844,-0.187672566128133,1,-0.35411412392848,-0.178252991942444,0.0327535197849012,0.0799148789489396,0.391038142066372,-0.205836959650723
"GSE26712_eset_ClusterK4_SAMD_3",0.0293704470967376,-0.0167481935109787,0.336998866929295,-0.304323679414158,-0.10106124936908,0.0664671930359795,0.196835881675231,-0.137073592444746,-0.143914636827966,0.0232645591393965,0.203245562662166,0.00890589322734697,0.0507472139668021,-0.0462114753780615,0.14952745738262,-0.092758344008318,-0.132115633793882,-0.35411412392848,1,-0.656742595905803,0.116478119465158,0.15104673403377,0.304770001390102,-0.260882787466786
"GSE26712_eset_ClusterK4_SAMD_4",-0.179754231462653,0.029625847001016,-0.0983853538409222,0.157619274356407,-0.0222080913729149,-0.00470637711155251,-0.0872034894725772,0.0456283561529603,0.100169749745436,-0.0252431013194268,-0.179212142967767,0.00795802849061412,-0.185071448337015,0.0452720897613502,-0.120892734152301,0.197903312139259,-0.305433189773511,-0.178252991942444,-0.656742595905803,1,-0.389966633747501,-0.261990732051928,-0.428296318639855,0.505066648256468
"aaces.eset_ClusterK4_SAMD_1",0.445068097043293,-0.330836276223318,0.130988557241667,-0.194805771961253,0.338387164633571,-0.34814322074995,0.265917439140679,-0.195927031624476,0.322619320764832,-0.28161120625529,0.0463729222643831,-0.286744208438046,0.52761438689228,-0.367744651054372,0.221282633559351,-0.414100625063172,0.467890472087105,0.0327535197849012,0.116478119465158,-0.389966633747501,1,0.177934366676506,0.283573581062425,-0.737599639623706
"aaces.eset_ClusterK4_SAMD_2",-0.153917786311737,0.501470798769728,-0.424641162788869,0.064252338536877,-0.1459027866161,0.475650687643382,-0.37616153660098,0.0470089152301625,-0.281549238518957,0.479904567128281,-0.143188522887684,0.208462429978852,-0.101432052809212,0.511455899053774,-0.446879880281491,-0.00976295271579464,0.14834065991532,0.0799148789489396,0.15104673403377,-0.261990732051928,0.177934366676506,1,0.257331907283525,-0.641505239225499
"aaces.eset_ClusterK4_SAMD_3",-0.169274788343825,-0.040872819686789,0.186878803925407,0.157513005113313,-0.331693581308019,2.28533112510432e-05,0.22026892868452,0.210025906732395,-0.395796783777806,0.00991721679683372,0.534065617311919,0.0971572061186971,-0.209183484174294,-0.0181407386665477,0.283674107648016,0.144724165093864,-0.179227750843694,0.391038142066372,0.304770001390102,-0.428296318639855,0.283573581062425,0.257331907283525,1,-0.683030642467439
"aaces.eset_ClusterK4_SAMD_4",-0.113184230541266,-0.00560853380823846,0.0270655734765219,0.0162042902679288,0.013027792394457,-0.00462281596634393,-0.0831735678166465,0.00403215088343377,0.104699278426611,-0.0467908509192083,-0.184925470880595,0.0281798055040611,-0.158958934326588,-0.00266727641579147,-0.047366273162923,0.167989002780547,-0.246696628374116,-0.205836959650723,-0.260882787466786,0.505066648256468,-0.737599639623706,-0.641505239225499,-0.683030642467439,1
