"","TCGA_eset_ClusterK4_SAMD_1","TCGA_eset_ClusterK4_SAMD_2","TCGA_eset_ClusterK4_SAMD_3","TCGA_eset_ClusterK4_SAMD_4","mayo.eset_ClusterK4_SAMD_1","mayo.eset_ClusterK4_SAMD_2","mayo.eset_ClusterK4_SAMD_3","mayo.eset_ClusterK4_SAMD_4","GSE32062.GPL6480_eset_ClusterK4_SAMD_1","GSE32062.GPL6480_eset_ClusterK4_SAMD_2","GSE32062.GPL6480_eset_ClusterK4_SAMD_3","GSE32062.GPL6480_eset_ClusterK4_SAMD_4","GSE9891_eset_ClusterK4_SAMD_1","GSE9891_eset_ClusterK4_SAMD_2","GSE9891_eset_ClusterK4_SAMD_3","GSE9891_eset_ClusterK4_SAMD_4","GSE26712_eset_ClusterK4_SAMD_1","GSE26712_eset_ClusterK4_SAMD_2","GSE26712_eset_ClusterK4_SAMD_3","GSE26712_eset_ClusterK4_SAMD_4","aaces.eset_ClusterK4_SAMD_1","aaces.eset_ClusterK4_SAMD_2","aaces.eset_ClusterK4_SAMD_3","aaces.eset_ClusterK4_SAMD_4"
"GSE9891_eset_ClusterK4_SAMD_2",-0.325705189141716,0.868113964599161,-0.560543472756472,-0.099388673251543,-0.0711892300175574,0.805620039093255,-0.583011095963754,-0.320274373745035,-0.365410275749269,0.811450210211875,-0.301023499217513,0.0685166178850024,-0.563091437456259,1,-0.344253306329611,-0.113255984453809,-0.101194261557034,0.0229059606638942,0.00539900867827522,0.0777454892737974,-0.105770220651025,0.595389110317904,-0.228434481665122,-0.130738299772059
"GSE9891_eset_ClusterK4_SAMD_3",-0.377485262671962,-0.17429998221556,0.594011963720591,-0.016027658188263,-0.606194305688759,-0.0735241062447483,0.318184644613545,0.344605859993514,-0.318918273892069,-0.173264009109754,0.668759065139303,-0.43351896823863,-0.247815425410763,-0.344253306329611,1,0.000545185112693769,-0.446405874845153,0.21604620353719,0.0280662664895367,0.142387017308097,-0.429945894821934,-0.0338733621507981,0.163507626089141,0.0988529569644591
"GSE9891_eset_ClusterK4_SAMD_4",-0.474732740924586,-0.0631118665791077,-0.0607374591911486,0.638269045802472,-0.192689380878855,0.0817995420235252,-0.418001156691868,0.579625942260595,-0.487875942775787,-0.127237311273169,0.351092686452196,0.41286699654154,-0.55175930860167,-0.113255984453809,0.000545185112693769,1,-0.273469718424822,-0.054796294953347,0.171197065553815,0.0739443074150943,-0.21825816774413,0.0839494866766839,-0.188541151692809,0.163533853264943
"GSE26712_eset_ClusterK4_SAMD_1",0.589790024684146,-0.172969985688812,-0.145328966982614,-0.198398470672875,0.488356159576673,-0.279942151331237,0.146028901048565,-0.25876086593115,0.455185564228732,-0.145891957669275,-0.429471613162127,0.211014309721235,0.54506758731386,-0.101194261557034,-0.446405874845153,-0.273469718424822,1,-0.0770889902480209,-0.486373306307323,-0.0134146484087812,0.598458505074799,-0.163567598661264,0.287533067972613,-0.32925089913971
"GSE26712_eset_ClusterK4_SAMD_2",-0.152319497479258,0.127612228087541,0.400832936557443,-0.348697453855079,-0.326355205156329,0.170865126103248,0.0891993228094183,0.0350832695875237,-0.263684688077917,0.112023935301614,0.273543237139577,-0.174138465948855,-0.066036058147845,0.0229059606638942,0.21604620353719,-0.054796294953347,-0.0770889902480209,1,-0.653090594318419,-0.182432297810475,-0.111700686813148,0.250408408060214,0.287232762160557,-0.261468465617904
"GSE26712_eset_ClusterK4_SAMD_3",-0.195272386040913,-0.0152297812170593,-0.0965715225907782,0.206999761697363,0.0199905621386823,-0.00700448645577927,-0.0589262798452423,-0.00822893655045955,0.0438548574271356,-0.052148444182997,-0.0699775874109244,0.0764647777174498,-0.198163221525227,0.00539900867827522,0.0280662664895367,0.171197065553815,-0.486373306307323,-0.653090594318419,1,-0.33371585105925,-0.234814553395771,-0.215473829017739,-0.481350288897321,0.49063890969428
"GSE26712_eset_ClusterK4_SAMD_4",-0.0767312013153764,0.0376857863367834,-0.264463168874623,0.382654552535313,-0.116921850861276,0.0806061426969451,-0.190729069370694,0.27355216256795,-0.229281184694323,0.106126613201868,0.234347042517814,-0.133394589566402,-0.154940505788752,0.0777454892737974,0.142387017308097,0.0739443074150943,-0.0134146484087812,-0.182432297810475,-0.33371585105925,1,-0.0249768566102582,0.264979960613134,0.244812905897757,-0.255059726154505
"aaces.eset_ClusterK4_SAMD_1",0.488351630288415,-0.177906495451412,-0.176248972262193,-0.0704135656259577,0.452457086023192,-0.267383624941937,0.117138081435569,-0.20882362405566,0.433633969508811,-0.178783648315055,-0.379920242968186,0.214436971796716,0.499008263195191,-0.105770220651025,-0.429945894821934,-0.21825816774413,0.598458505074799,-0.111700686813148,-0.234814553395771,-0.0249768566102582,1,-0.122453071034625,0.351217613475056,-0.523691697196571
"aaces.eset_ClusterK4_SAMD_2",-0.420198573480437,0.616569509303987,-0.32459967399331,0.0820504720194729,-0.324241792123261,0.640081401434699,-0.438053310780151,0.0179552937912271,-0.523037234593802,0.592856511781062,0.103912887583604,-0.0795773845609628,-0.512777018593076,0.595389110317904,-0.0338733621507981,0.0839494866766839,-0.163567598661264,0.250408408060214,-0.215473829017739,0.264979960613134,-0.122453071034625,1,0.148239867105188,-0.545445093576184
"aaces.eset_ClusterK4_SAMD_3",0.208640028502574,-0.221544862435513,0.221899043381906,-0.086710105973412,-0.117368033061769,-0.203072418072496,0.299991374819859,0.105036588703037,0.0463920119978759,-0.129986558511905,0.220690369137287,-0.269689089739162,0.288736850563436,-0.228434481665122,0.163507626089141,-0.188541151692809,0.287533067972613,0.287232762160557,-0.481350288897321,0.244812905897757,0.351217613475056,0.148239867105188,1,-0.817773773657679
"aaces.eset_ClusterK4_SAMD_4",-0.109364963480414,-0.114533764761791,0.10431218067312,0.0517332585551005,0.0562252807365481,-0.0997148682357973,-0.00950696474084961,0.0235493946550477,0.0622888515336927,-0.158834335409485,-0.0236458835261065,0.117620818324841,-0.111032343480265,-0.130738299772059,0.0988529569644591,0.163533853264943,-0.32925089913971,-0.261468465617904,0.49063890969428,-0.255059726154505,-0.523691697196571,-0.545445093576184,-0.817773773657679,1
