"","TCGA_eset_ClusterK4_SAMD_1","TCGA_eset_ClusterK4_SAMD_2","TCGA_eset_ClusterK4_SAMD_3","TCGA_eset_ClusterK4_SAMD_4","mayo.eset_ClusterK4_SAMD_1","mayo.eset_ClusterK4_SAMD_2","mayo.eset_ClusterK4_SAMD_3","mayo.eset_ClusterK4_SAMD_4","GSE32062.GPL6480_eset_ClusterK4_SAMD_1","GSE32062.GPL6480_eset_ClusterK4_SAMD_2","GSE32062.GPL6480_eset_ClusterK4_SAMD_3","GSE32062.GPL6480_eset_ClusterK4_SAMD_4","GSE9891_eset_ClusterK4_SAMD_1","GSE9891_eset_ClusterK4_SAMD_2","GSE9891_eset_ClusterK4_SAMD_3","GSE9891_eset_ClusterK4_SAMD_4","GSE26712_eset_ClusterK4_SAMD_1","GSE26712_eset_ClusterK4_SAMD_2","GSE26712_eset_ClusterK4_SAMD_3","GSE26712_eset_ClusterK4_SAMD_4","aaces.eset_ClusterK4_SAMD_1","aaces.eset_ClusterK4_SAMD_2","aaces.eset_ClusterK4_SAMD_3","aaces.eset_ClusterK4_SAMD_4"
"GSE9891_eset_ClusterK4_SAMD_1",0.874714896080099,-0.449044442635254,0.0300031573768067,-0.546651338277477,0.809965150739094,-0.484254343606084,0.182028853925954,-0.54765382912508,0.834315967899204,-0.375799128436348,-0.451546815532284,-0.520351174717752,1,-0.522137616188981,0.0157388455618485,-0.756685530060876,0.597919548435039,-0.411573734650325,-0.0057649554817636,-0.134206129109027,0.532078182433908,-0.170101139888569,-0.300623743106413,-0.0975529261271852
"GSE9891_eset_ClusterK4_SAMD_2",-0.454826117114652,0.918589250228152,-0.636758627909621,0.139565858682709,-0.358090506188369,0.873297903483837,-0.638742324744059,0.0825422472811444,-0.485594099915598,0.855486267206625,-0.204442673013711,0.285073000279593,-0.522137616188981,1,-0.661586218802514,0.186712613508039,-0.140297639194174,0.185536807346147,-0.048072877907843,0.0414342057609046,-0.433195317939856,0.574030964707507,-0.029673781576292,0.0143059847261729
"GSE9891_eset_ClusterK4_SAMD_3",0.0651121430364799,-0.639758541635104,0.771204485026086,-0.098264608727494,-0.12413094127426,-0.584923227632314,0.757149835470179,0.0223111062379186,0.0743589772964,-0.590678033518888,0.583324894528241,-0.247517571746472,0.0157388455618485,-0.661586218802514,1,-0.117550861942407,-0.175228896274334,0.0516034714353316,0.189570788497002,-0.130751151499891,0.259630507030284,-0.498066629886787,0.330905328061009,-0.0757682030426794
"GSE9891_eset_ClusterK4_SAMD_4",-0.707785879158764,0.13268346796954,0.0170032106205339,0.761516987789093,-0.595098268928467,0.209342555469813,-0.218816374163064,0.710176850833586,-0.701988326561506,0.0758177728878519,0.374401103920299,0.675820185375664,-0.756685530060876,0.186712613508039,-0.117550861942407,1,-0.472161171018741,0.37851753109459,-0.0317273406550321,0.103859495835436,-0.384233747920229,0.0757214118133776,0.259204846766918,0.0724195459769817
"GSE26712_eset_ClusterK4_SAMD_1",0.560421550769093,-0.107770989018158,-0.220794922668277,-0.303773253769435,0.556611570443186,-0.161073040806737,-0.132252982852121,-0.299372310442662,0.542164744174043,-0.102331518540635,-0.490827284010516,-0.261551318071308,0.597919548435039,-0.140297639194174,-0.175228896274334,-0.472161171018741,1,-0.306780045883515,-0.154268168207587,-0.277172337406069,0.457064302667981,0.124882413007621,-0.302869108393737,-0.188659022850614
"GSE26712_eset_ClusterK4_SAMD_2",-0.339017166868409,0.134415760986037,-0.15632905469633,0.513127692939215,-0.363765740088153,0.130658281851899,-0.0932570883208904,0.414832450953981,-0.472397153122469,0.122747066309678,0.386820150296766,0.282166606625719,-0.411573734650325,0.185536807346147,0.0516034714353316,0.37851753109459,-0.306780045883515,1,-0.298944609659176,-0.15657775412455,-0.03737708878856,0.125637030461842,0.465095737493957,-0.237475369537162
"GSE26712_eset_ClusterK4_SAMD_3",-0.00644859264083373,-0.0409516260644393,0.358303930069726,-0.232626878412904,-0.131973689092845,0.0348293516168007,0.21837721534734,-0.0750294966048638,-0.162004687699344,0.00599645545303474,0.257027950149433,-0.00919205002943211,-0.0057649554817636,-0.048072877907843,0.189570788497002,-0.0317273406550321,-0.154268168207587,-0.298944609659176,1,-0.674716009722687,0.108342399791569,0.102985600422321,0.331328666720519,-0.255362213212423
"GSE26712_eset_ClusterK4_SAMD_4",-0.168137561282252,0.0510444840994574,-0.126386624901701,0.102017246077171,-0.016838955285434,0.0105437886324935,-0.0842921243357656,0.00910800709808681,0.0939107700106857,-0.00106185578679152,-0.18378811209404,0.00978548597414427,-0.134206129109027,0.0414342057609046,-0.130751151499891,0.103859495835436,-0.277172337406069,-0.15657775412455,-0.674716009722687,1,-0.365806703778143,-0.222767923524595,-0.418788549823537,0.498856684852194
"aaces.eset_ClusterK4_SAMD_1",0.466825661429482,-0.410036177546653,0.194202684528257,-0.203781324925139,0.362834052982395,-0.424914387620303,0.30873788905572,-0.203614557714078,0.376484986747931,-0.371445146284374,0.0415624367839269,-0.315361995915639,0.532078182433908,-0.433195317939856,0.259630507030284,-0.384233747920229,0.457064302667981,-0.03737708878856,0.108342399791569,-0.365806703778143,1,0.0728318780538548,0.218346185967347,-0.705568608459796
"aaces.eset_ClusterK4_SAMD_2",-0.190393180065178,0.553824308419323,-0.48772540182084,0.129286637181463,-0.165079266613934,0.529833940475356,-0.451071389912742,0.0957529063983058,-0.297747950247841,0.522834220497933,-0.192100709347662,0.256072758175967,-0.170101139888569,0.574030964707507,-0.498066629886787,0.0757214118133776,0.124882413007621,0.125637030461842,0.102985600422321,-0.222767923524595,0.0728318780538548,1,0.176199443100896,-0.577474149981886
"aaces.eset_ClusterK4_SAMD_3",-0.236084122121038,-0.0693348910151689,0.250444857841146,0.239637478453296,-0.39606208825806,-0.0194838827813791,0.257628124589389,0.27964658548952,-0.437240797085144,-0.0334451270147984,0.596051185757684,0.125424647581264,-0.300623743106413,-0.029673781576292,0.330905328061009,0.259204846766918,-0.302869108393737,0.465095737493957,0.331328666720519,-0.418788549823537,0.218346185967347,0.176199443100896,1,-0.655419717295088
"aaces.eset_ClusterK4_SAMD_4",-0.0816277373694745,0.0305276085242433,-0.0117602048200376,-0.0452860572816415,0.0399177909445295,0.0255045729932186,-0.0978187964578064,-0.047707123073466,0.108824379791854,0.00302614048603578,-0.204395176246743,0.0135123427900696,-0.0975529261271852,0.0143059847261729,-0.0757682030426794,0.0724195459769817,-0.188659022850614,-0.237475369537162,-0.255362213212423,0.498856684852194,-0.705568608459796,-0.577474149981886,-0.655419717295088,1
