"","TCGA_eset_ClusterK4_SAMD_1","TCGA_eset_ClusterK4_SAMD_2","TCGA_eset_ClusterK4_SAMD_3","TCGA_eset_ClusterK4_SAMD_4","mayo.eset_ClusterK4_SAMD_1","mayo.eset_ClusterK4_SAMD_2","mayo.eset_ClusterK4_SAMD_3","mayo.eset_ClusterK4_SAMD_4","GSE32062.GPL6480_eset_ClusterK4_SAMD_1","GSE32062.GPL6480_eset_ClusterK4_SAMD_2","GSE32062.GPL6480_eset_ClusterK4_SAMD_3","GSE32062.GPL6480_eset_ClusterK4_SAMD_4","GSE9891_eset_ClusterK4_SAMD_1","GSE9891_eset_ClusterK4_SAMD_2","GSE9891_eset_ClusterK4_SAMD_3","GSE9891_eset_ClusterK4_SAMD_4","GSE26712_eset_ClusterK4_SAMD_1","GSE26712_eset_ClusterK4_SAMD_2","GSE26712_eset_ClusterK4_SAMD_3","GSE26712_eset_ClusterK4_SAMD_4","aaces.eset_ClusterK4_SAMD_1","aaces.eset_ClusterK4_SAMD_2","aaces.eset_ClusterK4_SAMD_3","aaces.eset_ClusterK4_SAMD_4"
"TCGA_eset_ClusterK4_SAMD_1",1,-0.449088001563015,-0.0170081659596626,-0.625588495889051,0.81721460594405,-0.463572065676049,0.175879693352346,-0.570236872271683,0.802937141573738,-0.330559049604347,-0.424673369266117,-0.536896231908359,0.874714896080099,-0.454826117114652,0.0651121430364799,-0.707785879158764,0.560421550769093,-0.339017166868409,-0.00644859264083373,-0.168137561282252,0.466825661429482,-0.190393180065178,-0.236084122121038,-0.0816277373694745
"TCGA_eset_ClusterK4_SAMD_2",-0.449088001563015,1,-0.676653750177922,0.0578879107231178,-0.322649791462195,0.872977844287485,-0.613977842375918,0.00319268782499965,-0.428101678481763,0.861066626783054,-0.237293323361078,0.21532243104796,-0.449044442635254,0.918589250228152,-0.639758541635104,0.13268346796954,-0.107770989018158,0.134415760986037,-0.0409516260644393,0.0510444840994574,-0.410036177546653,0.553824308419323,-0.0693348910151689,0.0305276085242433
"TCGA_eset_ClusterK4_SAMD_3",-0.0170081659596626,-0.676653750177922,1,-0.183596927205389,-0.140976626055562,-0.562614754775146,0.732582136917577,0.0398780836377369,0.0538653362900768,-0.596130897980627,0.539071348645869,-0.170067039096619,0.0300031573768067,-0.636758627909621,0.771204485026086,0.0170032106205339,-0.220794922668277,-0.15632905469633,0.358303930069726,-0.126386624901701,0.194202684528257,-0.48772540182084,0.250444857841146,-0.0117602048200376
"TCGA_eset_ClusterK4_SAMD_4",-0.625588495889051,0.0578879107231178,-0.183596927205389,1,-0.461002345797201,0.120834426051897,-0.262281626503933,0.720651470802372,-0.578071238230493,0.00132353936391759,0.297334722604737,0.636538564253542,-0.546651338277477,0.139565858682709,-0.098264608727494,0.761516987789093,-0.303773253769435,0.513127692939215,-0.232626878412904,0.102017246077171,-0.203781324925139,0.129286637181463,0.239637478453296,-0.0452860572816415
"mayo.eset_ClusterK4_SAMD_1",0.81721460594405,-0.322649791462195,-0.140976626055562,-0.461002345797201,1,-0.427833444459038,-0.0181762868948441,-0.619784534876047,0.818879717382853,-0.281578949781332,-0.568498512384646,-0.459425056419259,0.809965150739094,-0.358090506188369,-0.12413094127426,-0.595098268928467,0.556611570443186,-0.363765740088153,-0.131973689092845,-0.016838955285434,0.362834052982395,-0.165079266613934,-0.39606208825806,0.0399177909445295
"mayo.eset_ClusterK4_SAMD_2",-0.463572065676049,0.872977844287485,-0.562614754775146,0.120834426051897,-0.427833444459038,1,-0.680445613913074,0.0653664754423052,-0.531656028092166,0.87843695005534,-0.158909852753249,0.298381099834612,-0.484254343606084,0.873297903483837,-0.584923227632314,0.209342555469813,-0.161073040806737,0.130658281851899,0.0348293516168007,0.0105437886324935,-0.424914387620303,0.529833940475356,-0.0194838827813791,0.0255045729932186
"mayo.eset_ClusterK4_SAMD_3",0.175879693352346,-0.613977842375918,0.732582136917577,-0.262281626503933,-0.0181762868948441,-0.680445613913074,1,-0.269076901782178,0.250801175504242,-0.597313176118821,0.505118945787259,-0.462210773529788,0.182028853925954,-0.638742324744059,0.757149835470179,-0.218816374163064,-0.132252982852121,-0.0932570883208904,0.21837721534734,-0.0842921243357656,0.30873788905572,-0.451071389912742,0.257628124589389,-0.0978187964578064
"mayo.eset_ClusterK4_SAMD_4",-0.570236872271683,0.00319268782499965,0.0398780836377369,0.720651470802372,-0.619784534876047,0.0653664754423052,-0.269076901782178,1,-0.629336270222982,-0.0563528168101396,0.334058846232393,0.730754397177588,-0.54765382912508,0.0825422472811444,0.0223111062379186,0.710176850833586,-0.299372310442662,0.414832450953981,-0.0750294966048638,0.00910800709808681,-0.203614557714078,0.0957529063983058,0.27964658548952,-0.047707123073466
"GSE32062.GPL6480_eset_ClusterK4_SAMD_1",0.802937141573738,-0.428101678481763,0.0538653362900768,-0.578071238230493,0.818879717382853,-0.531656028092166,0.250801175504242,-0.629336270222982,1,-0.413560473187835,-0.551162324613722,-0.679520555486606,0.834315967899204,-0.485594099915598,0.0743589772964,-0.701988326561506,0.542164744174043,-0.472397153122469,-0.162004687699344,0.0939107700106857,0.376484986747931,-0.297747950247841,-0.437240797085144,0.108824379791854
"GSE32062.GPL6480_eset_ClusterK4_SAMD_2",-0.330559049604347,0.861066626783054,-0.596130897980627,0.00132353936391759,-0.281578949781332,0.87843695005534,-0.597313176118821,-0.0563528168101396,-0.413560473187835,1,-0.243595543939412,0.111256963691934,-0.375799128436348,0.855486267206625,-0.590678033518888,0.0758177728878519,-0.102331518540635,0.122747066309678,0.00599645545303474,-0.00106185578679152,-0.371445146284374,0.522834220497933,-0.0334451270147984,0.00302614048603578
"GSE32062.GPL6480_eset_ClusterK4_SAMD_3",-0.424673369266117,-0.237293323361078,0.539071348645869,0.297334722604737,-0.568498512384646,-0.158909852753249,0.505118945787259,0.334058846232393,-0.551162324613722,-0.243595543939412,1,0.0412859204179812,-0.451546815532284,-0.204442673013711,0.583324894528241,0.374401103920299,-0.490827284010516,0.386820150296766,0.257027950149433,-0.18378811209404,0.0415624367839269,-0.192100709347662,0.596051185757684,-0.204395176246743
"GSE32062.GPL6480_eset_ClusterK4_SAMD_4",-0.536896231908359,0.21532243104796,-0.170067039096619,0.636538564253542,-0.459425056419259,0.298381099834612,-0.462210773529788,0.730754397177588,-0.679520555486606,0.111256963691934,0.0412859204179812,1,-0.520351174717752,0.285073000279593,-0.247517571746472,0.675820185375664,-0.261551318071308,0.282166606625719,-0.00919205002943211,0.00978548597414427,-0.315361995915639,0.256072758175967,0.125424647581264,0.0135123427900696
