"","TCGA_eset_ClusterK3_SAMD_1","TCGA_eset_ClusterK3_SAMD_2","TCGA_eset_ClusterK3_SAMD_3","mayo.eset_ClusterK3_SAMD_1","mayo.eset_ClusterK3_SAMD_2","mayo.eset_ClusterK3_SAMD_3","GSE32062.GPL6480_eset_ClusterK3_SAMD_1","GSE32062.GPL6480_eset_ClusterK3_SAMD_2","GSE32062.GPL6480_eset_ClusterK3_SAMD_3","GSE9891_eset_ClusterK3_SAMD_1","GSE9891_eset_ClusterK3_SAMD_2","GSE9891_eset_ClusterK3_SAMD_3","GSE26712_eset_ClusterK3_SAMD_1","GSE26712_eset_ClusterK3_SAMD_2","GSE26712_eset_ClusterK3_SAMD_3","aaces.eset_ClusterK3_SAMD_1","aaces.eset_ClusterK3_SAMD_2","aaces.eset_ClusterK3_SAMD_3"
"TCGA_eset_ClusterK3_SAMD_1",1,-0.571402812053719,-0.366239412433093,0.826959505518146,-0.525883328169395,-0.466284272504074,0.805404260185193,-0.388614136568482,-0.607263413719012,0.884570951075467,-0.519221442436597,-0.56463846979242,0.0874361380201247,0.0331758996662458,-0.170036284575101,0.291883296313784,-0.25027378213713,-0.126762642280367
"TCGA_eset_ClusterK3_SAMD_2",-0.571402812053719,1,-0.525008104145209,-0.556325089773179,0.873390750795846,-0.227984735693004,-0.501761723538894,0.83991950489644,-0.0365326273985072,-0.566417615734503,0.920388052220262,-0.181377599283841,-0.130499484572921,0.123744657446995,0.080063440608016,-0.377538923199211,0.552253597352057,0.0539727827882161
"TCGA_eset_ClusterK3_SAMD_3",-0.366239412433093,-0.525008104145209,1,-0.239796577440246,-0.423795323469684,0.768498839734553,-0.296594372471698,-0.528829858925435,0.700754214587984,-0.272572642821032,-0.47694642356602,0.808710968333654,0.10019484945973,-0.135393363974506,0.00249879222645584,0.174373328937014,-0.331685173575126,0.0191915768445227
"mayo.eset_ClusterK3_SAMD_1",0.826959505518146,-0.556325089773179,-0.239796577440246,1,-0.654999014443656,-0.570833702853164,0.887591422721939,-0.49011530267179,-0.63873890999859,0.835045869707273,-0.572852587383448,-0.487167655474199,-0.0421701298642203,-0.00513177550106405,-0.00594498891016316,0.225383798280307,-0.33134619636172,-0.0406509251186147
"mayo.eset_ClusterK3_SAMD_2",-0.525883328169395,0.873390750795846,-0.423795323469684,-0.654999014443656,1,-0.225416180106989,-0.566859741882218,0.857854932333939,0.0286943952675953,-0.56004053391783,0.877507170187604,-0.131943779220433,-0.0470238095738086,0.0713116714608076,0.0311976887997075,-0.380418002294376,0.538470544851181,0.0648424119299287
"mayo.eset_ClusterK3_SAMD_3",-0.466284272504074,-0.227984735693004,0.768498839734553,-0.570833702853164,-0.225416180106989,1,-0.542539284095092,-0.281596473483372,0.807568988391376,-0.449696226479788,-0.200280718284002,0.769552756676283,0.134184503443197,-0.0428163832914705,-0.0790109520947585,0.160872063238316,-0.127614997075036,-0.0585149676682209
"GSE32062.GPL6480_eset_ClusterK3_SAMD_1",0.805404260185193,-0.501761723538894,-0.296594372471698,0.887591422721939,-0.566859741882218,-0.542539284095092,1,-0.466763609454649,-0.784148077837237,0.843390128675076,-0.526637156026294,-0.554544726328915,-0.124884794600833,-0.0117757236645907,0.0878695735445386,0.155702624011497,-0.304052805008698,0.00136939364611367
"GSE32062.GPL6480_eset_ClusterK3_SAMD_2",-0.388614136568482,0.83991950489644,-0.528829858925435,-0.49011530267179,0.857854932333939,-0.281596473483372,-0.466763609454649,1,-0.169518556637456,-0.44466322816156,0.855644294629499,-0.254349071291882,-9.85445583559516e-06,0.0633223602526826,-0.0164357639643904,-0.327794615557456,0.544727903189295,0.0177544148667354
"GSE32062.GPL6480_eset_ClusterK3_SAMD_3",-0.607263413719012,-0.0365326273985072,0.700754214587984,-0.63873890999859,0.0286943952675953,0.807568988391376,-0.784148077837237,-0.169518556637456,1,-0.611244834373448,-0.0157561706720288,0.79237179866796,0.150193871005544,-0.024279857157439,-0.104314463644666,0.075359754732962,-0.0405382828849702,-0.0290925089071675
"GSE9891_eset_ClusterK3_SAMD_1",0.884570951075467,-0.566417615734503,-0.272572642821032,0.835045869707273,-0.56004053391783,-0.449696226479788,0.843390128675076,-0.44466322816156,-0.611244834373448,1,-0.599137297992049,-0.639865600096851,0.0704551615250724,0.0368905928011637,-0.148153924645295,0.35737106527251,-0.238076769429281,-0.186039244169353
"GSE9891_eset_ClusterK3_SAMD_2",-0.519221442436597,0.920388052220262,-0.47694642356602,-0.572852587383448,0.877507170187604,-0.200280718284002,-0.526637156026294,0.855644294629499,-0.0157561706720288,-0.599137297992049,1,-0.197757906466973,-0.070489596192295,0.104249155305979,0.0295655869489038,-0.367155621400326,0.581140406982583,0.0331888668330065
"GSE9891_eset_ClusterK3_SAMD_3",-0.56463846979242,-0.181377599283841,0.808710968333654,-0.487167655474199,-0.131943779220433,0.769552756676283,-0.554544726328915,-0.254349071291882,0.79237179866796,-0.639865600096851,-0.197757906466973,1,0.0143258211587779,-0.106486820976281,0.0827010491369803,-0.0394432609574906,-0.231801201272415,0.149125305142409
"GSE26712_eset_ClusterK3_SAMD_1",0.0874361380201247,-0.130499484572921,0.10019484945973,-0.0421701298642203,-0.0470238095738086,0.134184503443197,-0.124884794600833,-9.85445583559516e-06,0.150193871005544,0.0704551615250724,-0.070489596192295,0.0143258211587779,1,-0.422462820352762,-0.695834538714855,0.260651498728566,0.0932549345941814,-0.245011398778103
"GSE26712_eset_ClusterK3_SAMD_2",0.0331758996662458,0.123744657446995,-0.135393363974506,-0.00513177550106405,0.0713116714608076,-0.0428163832914705,-0.0117757236645907,0.0633223602526826,-0.024279857157439,0.0368905928011637,0.104249155305979,-0.106486820976281,-0.422462820352762,1,-0.311376602295802,0.277852583130957,0.219586240222657,-0.323745845164622
"GSE26712_eset_ClusterK3_SAMD_3",-0.170036284575101,0.080063440608016,0.00249879222645584,-0.00594498891016316,0.0311976887997075,-0.0790109520947585,0.0878695735445386,-0.0164357639643904,-0.104314463644666,-0.148153924645295,0.0295655869489038,0.0827010491369803,-0.695834538714855,-0.311376602295802,1,-0.4739525405391,-0.223910642846818,0.476564539811206
"aaces.eset_ClusterK3_SAMD_1",0.291883296313784,-0.377538923199211,0.174373328937014,0.225383798280307,-0.380418002294376,0.160872063238316,0.155702624011497,-0.327794615557456,0.075359754732962,0.35737106527251,-0.367155621400326,-0.0394432609574906,0.260651498728566,0.277852583130957,-0.4739525405391,1,0.154072099665538,-0.880395399307739
"aaces.eset_ClusterK3_SAMD_2",-0.25027378213713,0.552253597352057,-0.331685173575126,-0.33134619636172,0.538470544851181,-0.127614997075036,-0.304052805008698,0.544727903189295,-0.0405382828849702,-0.238076769429281,0.581140406982583,-0.231801201272415,0.0932549345941814,0.219586240222657,-0.223910642846818,0.154072099665538,1,-0.587119282103317
"aaces.eset_ClusterK3_SAMD_3",-0.126762642280367,0.0539727827882161,0.0191915768445227,-0.0406509251186147,0.0648424119299287,-0.0585149676682209,0.00136939364611367,0.0177544148667354,-0.0290925089071675,-0.186039244169353,0.0331888668330065,0.149125305142409,-0.245011398778103,-0.323745845164622,0.476564539811206,-0.880395399307739,-0.587119282103317,1
